POA_CODE_2016,C0_4F_EO_M_EO,C0_4F_EO_M_O_EVWW,C0_4F_EO_M_O_ENWNA,C0_4F_EO_M_O_PENS,C0_4F_EO_M_O_E_T,C0_4F_EO_M_LPENS,C0_4F_EO_M_T,C0_4F_O_EVWW_M_EO,C0_4F_O_EVWW_M_O_EVWW,C0_4F_O_EVWW_M_O_ENWNA,C0_4F_O_EVWW_M_O_PENS,C0_4F_O_EVWW_M_O_E_T,C0_4F_O_EVWW_M_LPENS,C0_4F_O_EVWW_M_T,C0_4F_O_ENWNA_M_EO,C0_4F_O_ENWNA_M_O_EVWW,C0_4F_O_ENWNA_M_O_ENWNA,C0_4F_O_ENWNA_M_O_PENS,C0_4F_O_ENWNA_M_O_E_T,C0_4F_O_ENWNA_M_LPENS,C0_4F_O_ENWNA_M_T,C0_4F_O_PENS_M_EO,C0_4F_O_PENS_M_O_EVWW,C0_4F_O_PENS_M_O_ENWNA,C0_4F_O_PENS_M_O_PENS,C0_4F_O_PENS_M_O_E_T,C0_4F_O_PENS_M_LPENS,C0_4F_O_PENS_M_T,C0_4F_O_E_T_M_EO,C0_4F_O_E_T_M_O_EVWW,C0_4F_O_E_T_M_O_ENWNA,C0_4F_O_E_T_M_O_PENS,C0_4F_O_E_T_M_O_E_T,C0_4F_O_E_T_M_LPENS,C0_4F_O_E_T_M_T,C0_4F_LPENS_M_EO,C0_4F_LPENS_M_O_EVWW,C0_4F_LPENS_M_O_ENWNA,C0_4F_LPENS_M_O_PENS,C0_4F_LPENS_M_O_E_T,C0_4F_LPENS_M_LPENS,C0_4F_LPENS_M_T,C0_4F_T_M_EO,C0_4F_T_M_O_EVWW,C0_4F_T_M_O_ENWNA,C0_4F_T_M_O_PENS,C0_4F_T_M_O_E_T,C0_4F_T_M_LPENS,C0_4F_T_M_T,C5_9F_EO_M_EO,C5_9F_EO_M_O_EVWW,C5_9F_EO_M_O_ENWNA,C5_9F_EO_M_O_PENS,C5_9F_EO_M_O_E_T,C5_9F_EO_M_LPENS,C5_9F_EO_M_T,C5_9F_O_EVWW_M_EO,C5_9F_O_EVWW_M_O_EVWW,C5_9F_O_EVWW_M_O_ENWNA,C5_9F_O_EVWW_M_O_PENS,C5_9F_O_EVWW_M_O_E_T,C5_9F_O_EVWW_M_LPENS,C5_9F_O_EVWW_M_T,C5_9F_O_ENWNA_M_EO,C5_9F_O_ENWNA_M_O_EVWW,C5_9F_O_ENWNA_M_O_ENWNA,C5_9F_O_ENWNA_M_O_PENS,C5_9F_O_ENWNA_M_O_E_T,C5_9F_O_ENWNA_M_LPENS,C5_9F_O_ENWNA_M_T,C5_9F_O_PENS_M_EO,C5_9F_O_PENS_M_O_EVWW,C5_9F_O_PENS_M_O_ENWNA,C5_9F_O_PENS_M_O_PENS,C5_9F_O_PENS_M_O_E_T,C5_9F_O_PENS_M_LPENS,C5_9F_O_PENS_M_T,C5_9F_O_E_T_M_EO,C5_9F_O_E_T_M_O_EVWW,C5_9F_O_E_T_M_O_ENWNA,C5_9F_O_E_T_M_O_PENS,C5_9F_O_E_T_M_O_E_T,C5_9F_O_E_T_M_LPENS,C5_9F_O_E_T_M_T,C5_9F_LPENS_M_EO,C5_9F_LPENS_M_O_EVWW,C5_9F_LPENS_M_O_ENWNA,C5_9F_LPENS_M_O_PENS,C5_9F_LPENS_M_O_E_T,C5_9F_LPENS_M_LPENS,C5_9F_LPENS_M_T,C5_9F_T_M_EO,C5_9F_T_M_O_EVWW,C5_9F_T_M_O_ENWNA,C5_9F_T_M_O_PENS,C5_9F_T_M_O_E_T,C5_9F_T_M_LPENS,C5_9F_T_M_T,C10_12F_EO_M_EO,C10_12F_EO_M_O_EVWW,C10_12F_EO_M_O_ENWNA,C10_12F_EO_M_O_PENS,C10_12F_EO_M_O_E_T,C10_12F_EO_M_LPENS,C10_12F_EO_M_T,C10_12F_O_EVWW_M_EO,C10_12F_O_EVWW_M_O_EVWW,C10_12F_O_EVWW_M_O_ENWNA,C10_12F_O_EVWW_M_O_PENS,C10_12F_O_EVWW_M_O_E_T,C10_12F_O_EVWW_M_LPENS,C10_12F_O_EVWW_M_T,C10_12F_O_ENWNA_M_EO,C10_12F_O_ENWNA_M_O_EVWW,C10_12F_O_ENWNA_M_O_ENWNA,C10_12F_O_ENWNA_M_O_PENS,C10_12F_O_ENWNA_M_O_E_T,C10_12F_O_ENWNA_M_LPENS,C10_12F_O_ENWNA_M_T,C10_12F_O_PENS_M_EO,C10_12F_O_PENS_M_O_EVWW,C10_12F_O_PENS_M_O_ENWNA,C10_12F_O_PENS_M_O_PENS,C10_12F_O_PENS_M_O_E_T,C10_12F_O_PENS_M_LPENS,C10_12F_O_PENS_M_T,C10_12F_O_E_T_M_EO,C10_12F_O_E_T_M_O_EVWW,C10_12F_O_E_T_M_O_ENWNA,C10_12F_O_E_T_M_O_PENS,C10_12F_O_E_T_M_O_E_T,C10_12F_O_E_T_M_LPENS,C10_12F_O_E_T_M_T,C10_12F_LPENS_M_EO,C10_12F_LPENS_M_O_EVWW,C10_12F_LPENS_M_O_ENWNA,C10_12F_LPENS_M_O_PENS,C10_12F_LPENS_M_O_E_T,C10_12F_LPENS_M_LPENS,C10_12F_LPENS_M_T,C10_12F_T_M_EO,C10_12F_T_M_O_EVWW,C10_12F_T_M_O_ENWNA,C10_12F_T_M_O_PENS,C10_12F_T_M_O_E_T,C10_12F_T_M_LPENS,C10_12F_T_M_T,C13_14F_EO_M_EO,C13_14F_EO_M_O_EVWW,C13_14F_EO_M_O_ENWNA,C13_14F_EO_M_O_PENS,C13_14F_EO_M_O_E_T,C13_14F_EO_M_LPENS,C13_14F_EO_M_T,C13_14F_O_EVWW_M_EO,C13_14F_O_EVWW_M_O_EVWW,C13_14F_O_EVWW_M_O_ENWNA,C13_14F_O_EVWW_M_O_PENS,C13_14F_O_EVWW_M_O_E_T,C13_14F_O_EVWW_M_LPENS,C13_14F_O_EVWW_M_T,C13_14F_O_ENWNA_M_EO,C13_14F_O_ENWNA_M_O_EVWW,C13_14F_O_ENWNA_M_O_ENWNA,C13_14F_O_ENWNA_M_O_PENS,C13_14F_O_ENWNA_M_O_E_T,C13_14F_O_ENWNA_M_LPENS,C13_14F_O_ENWNA_M_T,C13_14F_O_PENS_M_EO,C13_14F_O_PENS_M_O_EVWW,C13_14F_O_PENS_M_O_ENWNA,C13_14F_O_PENS_M_O_PENS,C13_14F_O_PENS_M_O_E_T,C13_14F_O_PENS_M_LPENS,C13_14F_O_PENS_M_T,C13_14F_O_E_T_M_EO,C13_14F_O_E_T_M_O_EVWW,C13_14F_O_E_T_M_O_ENWNA,C13_14F_O_E_T_M_O_PENS,C13_14F_O_E_T_M_O_E_T,C13_14F_O_E_T_M_LPENS,C13_14F_O_E_T_M_T,C13_14F_LPENS_M_EO,C13_14F_LPENS_M_O_EVWW,C13_14F_LPENS_M_O_ENWNA,C13_14F_LPENS_M_O_PENS,C13_14F_LPENS_M_O_E_T,C13_14F_LPENS_M_LPENS,C13_14F_LPENS_M_T,C13_14F_TM_EO,C13_14F_TM_O_EVWW,C13_14F_TM_O_ENWNA,C13_14F_TM_O_PENS,C13_14F_TM_O_E_T,C13_14F_TM_LPENS,C13_14F_TM_T,C15_17F_EO_M_EO,C15_17F_EO_M_O_EVWW,C15_17F_EO_M_O_ENWNA,C15_17F_EO_M_O_PENS
POA6038,383,7,0,0,7,0,395,16,72,5,3,73,0,90,0,4,3,0,9,0,9,0,0,0,0,0,0,0,16,71,9,3,84,0,101,0,0,0,0,0,0,3,405,85,9,3,88,0,496,283,4,0,0,4,3,286,14,60,0,0,66,0,78,0,4,0,0,4,0,4,0,0,0,0,0,0,0,14,66,0,0,68,0,83,3,0,0,0,0,0,6,298,74,0,0,71,0,374,134,3,0,0,3,0,139,9,20,0,0,24,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,20,0,0,24,0,30,0,0,0,0,0,0,0,141,25,0,0,21,0,163,60,0,0,0,0,0,60,3,7,0,0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,14,0,14,0,0,0,0,0,0,0,64,14,0,0,11,0,72,85,0,0,0
POA6041,50,4,0,0,4,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,4,0,0,4,0,53,50,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,54,34,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,38,21,0,0,0,0,0,21,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,27,0,0,0,0,0,29,22,0,0,0
POA6042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6043,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,0,0,0
POA6044,27,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,29,33,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,29,17,0,0,0,0,0,17,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,17,0,0,0,3,0,22,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,17,0,0,0
POA6050,402,33,0,0,33,0,436,34,85,0,0,86,0,123,0,5,0,0,5,0,5,0,0,0,0,0,0,0,34,91,0,0,94,0,123,0,0,0,0,0,0,3,436,120,0,0,120,4,559,432,17,0,0,19,0,448,23,83,3,0,86,0,109,0,3,0,0,3,0,3,0,0,0,0,0,0,0,23,85,3,0,86,0,117,0,0,0,0,0,0,0,457,101,0,0,103,0,564,306,4,0,0,4,0,310,17,38,3,0,43,0,56,0,3,0,0,3,0,3,0,0,0,0,0,0,0,17,44,3,0,44,0,64,0,0,0,0,0,0,0,328,48,3,0,46,0,373,155,6,0,0,8,0,164,11,16,0,0,21,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,21,0,0,20,0,29,0,0,0,0,0,0,0,167,26,4,0,29,0,191,252,10,0,0
POA6051,250,24,0,0,24,0,270,33,213,7,0,227,0,255,0,28,0,0,26,0,26,0,0,0,0,0,0,0,33,245,9,0,255,0,285,0,0,0,0,0,0,0,286,263,9,0,277,0,560,215,7,0,0,7,3,231,22,121,4,0,126,0,151,0,6,4,0,12,0,12,0,3,0,0,5,0,5,22,137,9,0,148,0,170,0,0,0,0,0,0,3,241,146,9,0,161,5,399,102,3,0,0,3,0,101,9,54,0,0,54,0,61,0,3,6,3,13,0,13,0,0,0,0,0,0,0,9,54,4,3,60,0,71,0,0,0,0,0,0,0,106,58,4,3,69,0,173,46,0,0,0,0,0,47,4,21,4,0,19,0,26,0,6,0,0,6,0,6,0,0,0,0,3,0,3,4,26,5,0,28,0,31,0,0,0,0,0,0,0,51,24,5,0,29,0,85,52,7,0,0
POA6052,400,35,0,0,35,0,433,40,88,3,0,92,0,135,3,8,3,0,9,0,13,0,0,0,0,0,0,0,46,97,3,0,101,0,150,0,0,0,0,0,0,0,440,135,3,0,136,0,576,380,14,0,0,14,0,395,41,64,0,0,73,0,110,0,7,8,0,18,0,13,0,0,0,0,0,0,0,38,79,7,0,88,0,123,0,0,0,0,0,0,0,414,93,7,0,102,0,514,177,10,0,0,10,0,185,18,31,0,0,33,0,47,0,6,3,0,12,0,12,0,0,0,0,0,0,0,18,30,3,0,42,0,54,0,0,0,0,0,0,0,195,42,3,0,47,0,242,122,7,0,0,7,0,127,6,19,0,0,19,0,24,0,0,3,0,6,0,6,0,0,0,0,0,0,0,6,17,3,0,25,0,27,0,0,0,0,0,0,0,133,22,3,0,29,0,158,145,7,0,0
POA6053,538,26,0,0,26,0,562,46,123,3,0,130,0,178,0,5,5,0,10,0,10,0,0,0,0,0,0,0,46,132,4,0,140,0,182,3,0,0,0,0,0,3,585,160,4,0,163,0,750,487,25,0,0,27,0,520,45,87,6,0,88,0,132,0,11,8,0,17,0,17,0,0,0,0,0,0,0,45,95,11,0,107,0,151,0,0,0,0,0,0,0,532,125,14,0,137,0,673,250,10,0,0,12,0,256,16,41,0,0,41,0,55,0,4,0,0,3,0,3,0,0,0,0,0,0,0,22,45,0,0,45,0,61,0,0,0,0,0,0,0,270,54,3,0,53,0,325,145,5,0,0,3,0,145,9,19,3,0,21,0,34,0,8,3,0,7,0,7,0,0,0,0,0,0,0,9,28,5,0,33,0,42,0,0,0,0,0,0,0,154,25,12,0,34,0,192,191,4,0,0
POA6054,645,47,0,0,47,3,693,56,189,3,0,191,0,254,0,26,12,0,40,0,41,0,0,0,0,0,0,0,61,210,15,4,234,0,289,0,0,0,0,0,0,4,706,261,15,4,276,7,992,619,18,0,0,18,0,635,48,114,3,0,120,0,166,0,14,17,0,32,0,32,3,0,0,0,0,0,4,54,126,22,0,145,0,203,0,0,0,0,0,0,6,676,141,22,0,161,0,844,313,12,0,0,12,0,326,12,55,3,0,57,0,75,0,7,4,0,14,0,14,0,3,0,0,3,0,3,12,68,11,0,79,0,88,0,0,0,0,0,0,0,329,75,11,0,86,0,417,204,5,0,0,5,0,216,10,35,0,0,36,0,46,0,4,13,0,13,0,15,0,0,0,0,0,0,0,10,40,14,0,52,0,66,0,0,0,0,0,0,3,218,48,14,0,60,3,278,279,4,0,0
POA6055,775,32,0,0,32,0,812,61,470,9,0,479,0,541,4,30,8,0,44,0,44,0,5,0,3,5,0,5,64,502,20,3,525,0,593,0,0,0,0,0,0,3,837,536,20,3,556,9,1403,588,29,0,0,29,0,614,56,281,5,0,292,0,350,0,26,0,0,26,0,26,0,0,0,3,4,0,4,56,311,10,3,323,0,380,0,0,0,0,0,6,5,643,336,10,3,350,9,999,333,14,0,0,14,0,351,9,138,7,0,145,0,152,0,7,12,0,18,0,24,0,0,0,0,0,0,0,11,149,21,0,165,0,174,0,0,0,0,0,3,3,345,159,21,0,179,3,532,202,7,0,0,7,0,215,8,56,3,0,61,0,73,0,4,0,0,11,0,11,0,0,0,0,3,0,3,8,65,3,0,70,0,80,0,0,0,0,0,0,0,218,68,3,0,78,0,300,253,16,0,0
POA6056,1215,31,0,0,31,3,1247,86,246,4,3,257,0,340,5,14,12,0,23,0,29,0,4,0,3,7,0,7,88,261,13,7,288,0,374,0,0,0,0,0,3,4,1304,290,13,7,317,3,1627,1146,40,3,0,40,0,1191,74,194,13,0,207,0,276,0,13,15,0,27,0,27,0,0,0,0,0,0,0,73,208,24,3,234,0,305,0,0,0,0,0,3,3,1216,253,27,3,278,9,1502,622,23,0,0,27,0,650,38,105,0,0,105,0,144,0,20,9,0,26,0,26,0,0,0,0,0,0,0,38,123,9,0,133,0,175,0,0,0,0,0,0,0,660,147,10,0,158,0,822,436,10,0,0,10,0,450,26,54,3,0,57,0,80,0,6,3,0,9,0,11,0,0,0,0,0,0,0,26,60,3,0,65,0,87,0,0,0,0,0,0,0,461,73,8,0,74,0,538,621,22,0,0
POA6057,642,17,4,0,25,0,665,44,78,0,0,84,0,127,3,5,4,0,8,0,10,0,0,0,0,0,0,0,46,85,3,0,88,0,138,0,0,0,0,0,0,0,692,97,14,0,112,0,808,629,11,0,0,11,0,638,31,69,6,0,73,0,108,3,4,0,0,3,0,3,0,3,0,0,3,0,3,33,76,5,0,83,0,113,0,0,0,0,0,0,0,662,84,5,0,93,0,753,379,4,0,0,4,0,384,15,40,0,0,41,0,57,0,6,0,0,7,0,8,0,0,0,0,0,0,0,19,45,3,0,46,0,67,0,0,0,0,0,0,0,398,49,3,0,52,4,455,237,5,0,0,5,0,243,14,24,0,0,24,0,43,0,5,3,0,5,0,5,0,0,0,0,0,0,0,14,27,3,0,31,0,47,0,0,0,0,0,0,0,252,36,3,0,36,0,291,321,6,0,0
POA6058,411,16,0,0,16,0,425,34,107,6,0,115,0,142,3,14,7,0,18,0,24,0,0,0,4,4,0,4,33,119,15,4,139,0,172,0,0,0,0,0,0,0,438,138,15,4,153,0,598,396,11,0,0,11,0,400,30,84,0,0,84,0,110,0,19,7,0,26,0,25,0,0,0,0,0,0,0,31,100,7,0,107,0,136,0,0,0,0,0,0,0,424,109,7,0,117,0,539,190,4,0,0,6,0,201,12,31,0,0,31,0,46,0,5,3,0,10,0,10,0,0,0,0,0,0,0,12,32,7,0,38,0,52,0,0,0,0,0,0,0,207,43,7,3,48,0,254,134,0,0,0,4,0,134,4,24,0,0,19,0,25,0,3,3,0,7,0,7,0,0,0,0,0,0,0,4,25,3,0,26,0,31,0,0,0,0,0,0,0,140,22,3,4,30,0,172,197,6,0,0
POA6059,484,47,0,0,44,4,529,89,289,10,3,298,0,393,3,41,14,0,56,0,57,0,4,0,0,10,0,10,91,334,25,5,358,0,453,0,0,0,0,0,4,3,575,383,22,5,408,7,990,525,32,0,0,32,0,554,71,262,12,4,270,0,346,3,36,25,0,58,0,63,0,0,0,0,3,0,4,77,295,35,3,334,0,413,5,0,0,0,0,0,6,605,330,35,3,370,3,974,322,21,0,0,21,0,343,40,159,3,0,166,0,200,0,15,25,0,38,0,38,3,0,0,0,0,0,4,40,179,26,4,204,0,247,0,0,0,0,0,0,0,363,200,26,4,228,0,590,226,10,0,0,10,0,237,15,81,4,0,90,0,105,0,18,13,0,31,0,32,0,0,0,0,3,0,3,18,96,18,3,124,0,142,0,0,0,0,0,0,0,241,108,18,3,132,0,379,314,13,0,0
POA6060,571,44,0,0,44,0,613,92,381,16,3,402,0,491,3,35,14,0,45,0,48,0,0,0,0,0,0,0,97,420,26,3,450,0,544,0,0,0,0,0,0,0,666,465,26,3,490,4,1155,353,45,0,0,45,0,393,53,251,15,0,267,0,318,0,15,13,0,22,0,22,0,0,0,0,0,0,0,53,260,27,0,291,0,343,0,0,0,0,0,0,0,401,311,27,0,333,0,735,158,17,0,0,17,0,173,20,98,8,0,103,0,126,0,11,6,0,16,0,16,0,3,0,0,3,0,3,20,104,19,0,127,0,140,0,0,0,0,0,0,0,173,127,19,0,138,0,312,95,5,0,0,5,0,105,12,56,4,0,65,0,73,0,4,8,0,14,0,14,0,3,0,0,3,0,3,12,63,9,0,79,0,86,0,0,0,0,0,0,0,110,73,9,0,86,0,193,145,5,0,0
POA6061,516,49,0,0,49,0,568,76,1087,57,11,1161,3,1243,9,260,176,4,442,0,445,0,20,4,8,34,0,31,89,1373,233,28,1630,3,1722,0,3,0,0,3,10,17,606,1420,233,28,1685,16,2305,313,19,0,0,24,4,341,53,645,52,7,709,0,760,3,159,196,3,351,0,351,0,10,9,7,16,0,16,54,807,254,12,1073,0,1129,3,0,0,0,0,6,9,376,833,254,14,1092,9,1481,167,12,0,0,12,0,186,20,275,23,3,304,0,320,0,76,106,0,184,0,184,0,3,4,4,10,0,10,21,357,133,7,496,0,518,0,0,0,0,0,3,3,191,373,133,7,507,3,700,92,7,0,0,7,0,105,14,161,21,0,173,0,191,0,38,58,0,95,0,95,0,3,0,0,3,0,3,14,192,83,0,278,0,287,0,0,0,0,0,0,0,109,208,83,0,286,0,390,139,4,0,0
POA6062,660,67,0,0,67,0,726,119,454,21,0,480,0,597,3,55,39,0,100,0,98,0,3,0,3,6,0,9,117,518,63,0,586,0,703,0,3,0,0,3,0,8,783,587,63,0,653,0,1438,669,47,3,0,55,0,722,79,386,22,0,408,0,484,3,54,42,0,97,0,98,0,4,0,0,10,0,10,86,440,65,0,511,0,591,3,0,0,0,0,0,7,756,489,64,0,561,0,1315,338,18,0,0,15,0,360,32,210,20,0,229,0,263,4,37,34,0,68,0,71,0,3,0,3,4,0,4,36,240,49,3,294,0,336,0,0,0,0,0,0,4,376,260,57,3,312,0,695,214,9,3,0,12,0,226,35,128,14,0,143,0,174,0,13,27,0,44,0,44,0,0,0,0,0,0,0,35,150,43,0,190,0,221,0,0,0,0,0,0,3,247,159,42,0,203,0,451,299,17,0,0
POA6063,338,13,0,0,16,0,357,36,267,25,3,298,0,328,4,55,37,0,98,0,98,0,0,0,0,0,0,0,37,327,64,3,391,0,429,0,0,0,0,0,0,0,375,340,65,4,408,0,784,382,15,0,0,21,0,397,34,247,10,0,257,0,289,3,55,41,0,99,0,102,0,4,0,0,4,0,4,32,308,50,0,360,0,397,0,3,0,0,3,0,3,416,329,50,0,381,0,802,210,12,0,0,12,0,221,15,139,4,0,149,0,163,0,28,30,0,61,0,57,0,0,0,0,4,0,4,13,176,30,0,212,0,224,0,3,0,0,3,0,6,228,188,30,3,224,0,450,135,3,0,0,3,0,146,4,96,11,0,105,0,112,0,18,23,0,43,0,43,0,0,0,0,3,0,3,4,114,31,0,146,0,150,0,0,0,0,0,0,0,143,118,31,0,149,0,296,161,5,0,0
POA6064,632,36,0,0,36,7,676,81,426,53,8,485,0,570,3,154,181,0,338,0,344,0,0,3,0,3,0,4,85,584,233,8,823,0,909,0,0,0,0,0,3,3,717,615,233,8,860,10,1584,646,37,0,0,37,3,693,73,433,42,15,489,0,555,0,129,179,0,312,5,315,0,0,0,0,0,0,0,74,563,224,15,797,5,875,0,0,0,0,0,0,0,724,598,224,15,837,7,1565,322,19,0,0,19,0,346,31,266,30,4,299,0,329,0,58,118,0,176,0,176,0,0,3,0,4,0,4,31,326,142,5,477,0,502,0,0,0,0,0,3,5,351,351,142,5,500,4,851,232,8,0,0,9,0,242,13,159,21,0,177,0,189,0,35,77,0,112,0,116,0,0,0,0,3,0,3,12,193,96,0,291,0,306,0,0,0,0,0,0,0,246,198,96,5,298,0,549,316,10,0,0
POA6065,2831,106,3,3,116,0,2942,190,877,35,3,917,0,1109,12,75,23,0,97,0,108,0,5,0,0,4,0,4,204,956,51,9,1020,0,1218,3,0,0,0,0,4,9,3034,1071,57,11,1137,4,4173,2657,98,0,0,100,3,2751,161,856,30,0,884,0,1045,5,82,28,0,109,0,114,0,0,0,3,8,0,5,164,937,60,8,1005,0,1166,5,0,0,0,0,3,8,2823,1037,60,4,1097,3,3926,1292,42,0,0,45,0,1341,65,475,20,3,496,0,565,0,35,38,0,72,0,73,0,4,0,0,3,0,3,70,513,62,4,576,0,647,3,0,0,0,0,0,3,1367,557,62,7,622,3,1988,772,38,0,0,38,0,813,31,316,11,0,329,0,363,4,26,22,0,47,0,50,0,3,0,0,3,0,3,36,350,31,0,383,0,419,0,0,0,0,0,0,0,804,391,31,0,425,0,1231,1026,36,0,0
POA6066,433,28,4,0,33,3,463,42,173,26,0,202,0,246,0,51,53,0,105,0,105,0,0,3,0,3,0,4,45,228,80,3,308,0,353,0,3,0,0,3,0,3,477,257,88,3,346,3,827,450,22,0,0,24,3,474,43,205,22,0,221,0,263,5,59,42,3,109,0,109,0,0,0,0,3,0,3,44,268,64,3,333,0,380,0,0,0,0,4,0,4,496,289,69,4,360,3,856,308,13,0,0,13,0,318,23,116,12,0,133,0,151,0,42,32,3,78,0,75,4,0,4,0,4,0,6,24,160,46,3,211,0,230,0,0,0,0,0,0,3,328,174,46,0,224,0,554,235,10,0,0,10,0,245,19,88,15,0,100,0,118,0,19,27,0,48,0,46,0,0,0,0,0,0,0,20,105,39,0,142,0,162,0,0,0,0,0,0,0,254,113,39,0,156,0,406,321,14,0,0
POA6067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6069,1907,80,0,0,80,3,1990,135,540,9,3,546,0,685,0,54,10,0,69,0,69,0,3,0,0,8,0,5,136,593,22,6,619,0,756,3,0,0,0,0,0,4,2042,678,22,6,696,4,2750,1817,75,0,0,75,0,1886,90,435,0,4,448,0,535,0,33,13,0,45,0,51,0,3,0,0,4,0,4,89,472,16,10,499,0,585,7,0,0,0,0,3,9,1908,546,16,10,566,3,2482,933,29,0,0,29,0,962,40,235,4,0,240,0,276,0,25,8,0,27,0,27,0,0,0,0,0,0,0,42,259,9,0,267,0,307,0,0,0,0,0,0,0,970,288,9,0,299,0,1271,595,11,0,0,11,0,608,21,132,0,3,134,0,153,0,10,3,0,11,0,11,0,0,0,0,0,0,0,25,143,3,3,148,0,173,0,0,0,0,0,0,0,617,151,3,3,161,0,776,724,20,0,0
