POA_CODE_2016,D_18_20_FPULPTW_MPTLF,D_18_20_FPULPTW_MPNLF,D_18_20_FPULPTW_MPLFSNS,D_18_20_FPULPTW_T,D_18_20_FPUT_MPEFT,D_18_20_FPUT_MPEPT,D_18_20_FPUT_MPEAW,D_18_20_FPUT_MPEHNS,D_18_20_FPUT_MPET,D_18_20_FPUT_MPULFTW,D_18_20_FPUT_MPULPTW,D_18_20_FPUT_MPUT,D_18_20_FPUT_MPTLF,D_18_20_FPUT_MPNLF,D_18_20_FPUT_MPLFSNS,D_18_20_FPUT_T,D_18_20_FPTLF_MPEFT,D_18_20_FPTLF_MPEPT,D_18_20_FPTLF_MPEAW,D_18_20_FPTLF_MPEHNS,D_18_20_FPTLF_MPET,D_18_20_FPTLF_MPULFTW,D_18_20_FPTLF_MPULPTW,D_18_20_FPTLF_MPUT,D_18_20_FPTLF_MPTLF,D_18_20_FPTLF_MPNLF,D_18_20_FPTLF_MPLFSNS,D_18_20_FPTLF_T,D_18_20_FPNLF_MPEFT,D_18_20_FPNLF_MPEPT,D_18_20_FPNLF_MPEAW,D_18_20_FPNLF_MPEHNS,D_18_20_FPNLF_MPET,D_18_20_FPNLF_MPULFTW,D_18_20_FPNLF_MPULPTW,D_18_20_FPNLF_MPUT,D_18_20_FPNLF_MPTLF,D_18_20_FPNLF_MPNLF,D_18_20_FPNLF_MPLFSNS,D_18_20_FPNLF_T,D_18_20_FPLFSNS_MPEFT,D_18_20_FPLFSNS_MPEPT,D_18_20_FPLFSNS_MPEAW,D_18_20_FPLFSNS_MPEHNS,D_18_20_FPLFSNS_MPET,D_18_20_FPLFSNS_MPULFTW,D_18_20_FPLFSNS_MPULPTW,D_18_20_FPLFSNS_MPUT,D_18_20_FPLFSNS_MPTLF,D_18_20_FPLFSNS_MPNLF,D_18_20_FPLFSNS_MPLFSNS,D_18_20_FPLFSNS_T,D_18_20_FPT_MPEFT,D_18_20_FPT_MPEPT,D_18_20_FPT_MPEAW,D_18_20_FPT_MPEHNS,D_18_20_FPT_MPET,D_18_20_FPT_MPULFTW,D_18_20_FPT_MPULPTW,D_18_20_FPT_MPUT,D_18_20_FPT_MPTLF,D_18_20_FPT_MPNLF,D_18_20_FPT_MPLFSNS,D_18_20_FPT_T,D_21_24_FPEFT_MPEFT,D_21_24_FPEFT_MPEPT,D_21_24_FPEFT_MPEAW,D_21_24_FPEFT_MPEHNS,D_21_24_FPEFT_MPET,D_21_24_FPEFT_MPULFTW,D_21_24_FPEFT_MPULPTW,D_21_24_FPEFT_MPUT,D_21_24_FPEFT_MPTLF,D_21_24_FPEFT_MPNLF,D_21_24_FPEFT_MPLFSNS,D_21_24_FPEFT_T,D_21_24_FPEPT_MPEFT,D_21_24_FPEPT_MPEPT,D_21_24_FPEPT_MPEAW,D_21_24_FPEPT_MPEHNS,D_21_24_FPEPT_MPET,D_21_24_FPEPT_MPULFTW,D_21_24_FPEPT_MPULPTW,D_21_24_FPEPT_MPUT,D_21_24_FPEPT_MPTLF,D_21_24_FPEPT_MPNLF,D_21_24_FPEPT_MPLFSNS,D_21_24_FPEPT_T,D_21_24_FPEAW_MPEFT,D_21_24_FPEAW_MPEPT,D_21_24_FPEAW_MPEAW,D_21_24_FPEAW_MPEHNS,D_21_24_FPEAW_MPET,D_21_24_FPEAW_MPULFTW,D_21_24_FPEAW_MPULPTW,D_21_24_FPEAW_MPUT,D_21_24_FPEAW_MPTLF,D_21_24_FPEAW_MPNLF,D_21_24_FPEAW_MPLFSNS,D_21_24_FPEAW_T,D_21_24_FPHNS_MPEFT,D_21_24_FPHNS_MPEPT,D_21_24_FPHNS_MPEAW,D_21_24_FPHNS_MPEHNS,D_21_24_FPHNS_MPET,D_21_24_FPHNS_MPULFTW,D_21_24_FPHNS_MPULPTW,D_21_24_FPHNS_MPUT,D_21_24_FPHNS_MPTLF,D_21_24_FPHNS_MPNLF,D_21_24_FPHNS_MPLFSNS,D_21_24_FPHNS_T,D_21_24_FPET_MPEFT,D_21_24_FPET_MPEPT,D_21_24_FPET_MPEAW,D_21_24_FPET_MPEHNS,D_21_24_FPET_MPET,D_21_24_FPET_MPULFTW,D_21_24_FPET_MPULPTW,D_21_24_FPET_MPUT,D_21_24_FPET_MPTLF,D_21_24_FPET_MPNLF,D_21_24_FPET_MPLFSNS,D_21_24_FPET_T,D_21_24_FPULFTW_MPEFT,D_21_24_FPULFTW_MPEPT,D_21_24_FPULFTW_MPEAW,D_21_24_FPULFTW_MPEHNS,D_21_24_FPULFTW_MPET,D_21_24_FPULFTW_MPULFTW,D_21_24_FPULFTW_MPULPTW,D_21_24_FPULFTW_MPUT,D_21_24_FPULFTW_MPTLF,D_21_24_FPULFTW_MPNLF,D_21_24_FPULFTW_MPLFSNS,D_21_24_FPULFTW_T,D_21_24_FPULPTW_MPEFT,D_21_24_FPULPTW_MPEPT,D_21_24_FPULPTW_MPEAW,D_21_24_FPULPTW_MPEHNS,D_21_24_FPULPTW_MPET,D_21_24_FPULPTW_MPULFTW,D_21_24_FPULPTW_MPULPTW,D_21_24_FPULPTW_MPUT,D_21_24_FPULPTW_MPTLF,D_21_24_FPULPTW_MPNLF,D_21_24_FPULPTW_MPLFSNS,D_21_24_FPULPTW_T,D_21_24_FPUT_MPEFT,D_21_24_FPUT_MPEPT,D_21_24_FPUT_MPEAW,D_21_24_FPUT_MPEHNS,D_21_24_FPUT_MPET,D_21_24_FPUT_MPULFTW,D_21_24_FPUT_MPULPTW,D_21_24_FPUT_MPUT,D_21_24_FPUT_MPTLF,D_21_24_FPUT_MPNLF,D_21_24_FPUT_MPLFSNS,D_21_24_FPUT_T,D_21_24_FPTLF_MPEFT,D_21_24_FPTLF_MPEPT,D_21_24_FPTLF_MPEAW,D_21_24_FPTLF_MPEHNS,D_21_24_FPTLF_MPET,D_21_24_FPTLF_MPULFTW,D_21_24_FPTLF_MPULPTW,D_21_24_FPTLF_MPUT,D_21_24_FPTLF_MPTLF,D_21_24_FPTLF_MPNLF,D_21_24_FPTLF_MPLFSNS,D_21_24_FPTLF_T,D_21_24_FPNLF_MPEFT,D_21_24_FPNLF_MPEPT,D_21_24_FPNLF_MPEAW,D_21_24_FPNLF_MPEHNS,D_21_24_FPNLF_MPET,D_21_24_FPNLF_MPULFTW,D_21_24_FPNLF_MPULPTW,D_21_24_FPNLF_MPUT,D_21_24_FPNLF_MPTLF,D_21_24_FPNLF_MPNLF,D_21_24_FPNLF_MPLFSNS,D_21_24_FPNLF_T,D_21_24_FPLFSNS_MPEFT,D_21_24_FPLFSNS_MPEPT,D_21_24_FPLFSNS_MPEAW,D_21_24_FPLFSNS_MPEHNS,D_21_24_FPLFSNS_MPET,D_21_24_FPLFSNS_MPULFTW,D_21_24_FPLFSNS_MPULPTW,D_21_24_FPLFSNS_MPUT,D_21_24_FPLFSNS_MPTLF,D_21_24_FPLFSNS_MPNLF,D_21_24_FPLFSNS_MPLFSNS,D_21_24_FPLFSNS_T,D_21_24_FPT_MPEFT,D_21_24_FPT_MPEPT,D_21_24_FPT_MPEAW,D_21_24_FPT_MPEHNS
POA6038,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,24,0,0,0,25,0,0,0,25,0,0,25,3,0,0,0,3,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,30,0,0,0,31,0,0,34,7,0,0,0,5,0,0,0,5,0,0,5,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,14,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0
POA6041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6050,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,135,23,3,0,159,3,3,3,167,3,0,168,32,0,0,0,30,0,0,0,30,10,0,37,0,0,0,0,0,0,0,0,0,0,0,0,166,23,7,3,192,3,3,3,197,12,0,206,27,3,0,0,31,0,0,0,31,0,0,37,30,4,0,0,37,0,0,0,33,9,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,9,0,0,68,0,0,0,68,5,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,59,9,0,0,67,0,0,0,73,7,0,77,15,3,0,0,23,0,0,0,26,4,0,27,0,0,0,0,0,0,0,0,0,0,0,0,80,13,0,5
POA6051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,3,0,0,35,0,0,0,33,0,0,41,16,0,0,0,12,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,42,4,0,0,51,0,0,0,51,0,0,52,12,0,0,0,16,0,3,3,16,0,0,17,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,19,0,3,3,26,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,19,0,3,3,26,0,0,26,0,0,0,0,3,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,22,3,0,0
POA6052,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,97,9,0,0,104,0,0,0,105,6,0,112,13,0,0,0,9,0,0,0,11,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,106,6,0,0,120,3,0,3,119,6,0,124,20,4,0,0,23,0,0,0,25,3,0,28,17,4,0,0,22,0,0,0,22,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,8,3,0,47,0,0,0,50,6,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,8,3,0,47,0,0,0,50,6,0,51,8,0,0,0,8,0,0,0,8,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,36,8,3,0
POA6053,3,0,0,3,0,0,0,0,3,0,0,0,3,0,0,3,85,12,0,0,101,3,0,3,103,3,0,107,12,0,0,0,12,3,0,3,11,10,0,19,0,0,0,0,0,0,0,0,0,0,0,0,98,12,0,0,109,9,0,9,117,14,0,128,11,3,0,0,19,4,0,4,21,0,0,19,10,6,0,0,18,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,14,0,0,38,3,0,3,44,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,15,0,0,37,3,0,3,46,0,0,47,4,3,0,0,6,0,0,0,6,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,31,16,0,0
POA6054,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,102,15,0,0,116,0,0,3,119,7,0,130,21,0,0,0,20,3,0,3,25,7,0,27,0,0,0,0,0,0,0,0,0,0,0,0,121,17,0,3,141,5,0,3,147,13,0,158,23,4,0,0,28,0,0,0,32,5,0,28,21,0,3,0,21,0,0,0,21,0,0,25,5,0,0,0,5,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,47,3,3,0,53,3,0,3,55,3,0,59,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,46,3,3,0,59,3,0,3,59,3,0,60,9,3,0,0,6,0,0,0,6,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,53,8,3,0
POA6055,3,0,0,3,6,0,0,0,6,0,0,0,6,0,0,6,102,15,3,0,117,5,0,5,119,10,0,129,23,5,0,0,27,0,0,0,24,3,0,33,0,0,0,0,0,0,0,0,0,0,0,0,127,17,3,0,146,5,0,7,151,13,0,159,24,0,0,0,23,0,0,0,28,3,0,32,22,3,0,0,24,0,0,0,21,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,49,0,0,3,51,6,0,58,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,46,0,0,0,55,0,0,3,56,6,0,61,10,0,0,0,10,0,0,0,10,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0
POA6056,3,0,0,3,6,0,0,0,7,0,0,0,7,0,0,7,160,17,3,0,179,5,0,5,185,13,0,199,28,3,0,0,33,0,0,0,36,3,0,38,0,0,0,0,0,0,0,0,0,0,0,0,186,24,3,0,211,7,0,6,219,17,0,244,34,4,0,0,36,4,0,4,37,0,0,37,29,8,0,0,36,0,0,0,36,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,65,8,0,3,76,4,0,4,80,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,67,8,0,3,78,4,0,4,77,3,0,87,8,0,0,0,14,0,0,0,13,5,0,18,0,0,0,0,0,0,0,0,0,0,0,0,71,12,3,3
POA6057,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,61,10,0,0,75,4,0,4,72,3,0,80,5,7,0,0,16,0,0,0,11,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,69,11,0,0,87,3,0,3,88,3,0,93,10,0,0,0,12,0,0,0,12,0,0,12,13,0,0,0,13,0,0,0,13,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,23,0,0,0,23,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,23,0,0,0,28,0,0,26,10,0,0,0,7,0,0,0,10,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,30,0,3,0
POA6058,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,48,6,3,0,52,3,0,3,52,0,0,59,6,0,0,0,7,0,0,0,6,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,54,7,3,0,61,3,0,3,64,4,0,69,12,0,0,0,12,0,0,0,12,0,0,12,5,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,5,0,0,5,17,0,0,0,24,0,0,0,24,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,21,0,0,0,21,0,0,21,3,0,0,0,0,0,0,0,4,10,0,8,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,3
POA6059,0,0,0,0,7,0,0,0,8,0,0,3,10,0,0,10,220,35,8,6,268,8,3,7,276,21,0,293,39,12,3,3,50,0,0,0,58,13,0,72,0,0,0,0,0,0,0,0,0,0,0,0,255,49,5,11,321,4,5,12,329,35,0,365,53,10,0,0,63,0,0,0,62,3,0,62,44,9,6,0,61,0,0,0,66,6,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,97,21,6,3,125,3,0,3,126,7,0,131,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,4,0,0,4,4,0,0,0,3,0,0,0,4,0,0,4,103,19,6,3,130,0,0,0,135,7,0,140,26,3,0,0,31,0,0,0,31,3,0,30,0,0,0,0,0,0,0,0,0,0,0,0,127,25,6,6
POA6060,4,0,0,4,11,0,0,0,7,0,0,0,10,0,0,10,87,17,3,0,112,0,0,0,117,3,0,122,16,0,0,0,18,0,0,0,14,7,0,25,0,0,0,0,0,0,0,0,0,0,0,0,104,24,3,0,127,0,0,3,132,9,0,142,18,4,0,0,21,0,0,0,28,3,0,28,24,3,0,0,29,0,0,4,27,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,10,0,0,48,4,0,8,51,3,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,10,0,0,48,4,0,8,51,3,0,63,4,0,0,0,6,0,0,0,6,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,46,11,0,0
POA6061,12,4,0,11,13,3,0,0,16,4,0,3,17,4,0,21,109,33,0,6,151,7,0,11,164,22,0,189,31,14,0,0,48,8,0,8,55,46,0,106,0,0,0,3,3,0,0,0,3,0,0,0,142,51,0,8,210,16,0,18,221,74,0,296,25,4,0,0,28,0,0,0,28,10,0,39,23,11,0,0,37,3,0,3,39,9,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,18,0,0,68,6,0,6,72,16,0,89,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,3,0,3,4,0,0,4,5,0,0,0,7,3,0,3,10,0,0,10,52,21,0,0,73,6,0,6,78,16,0,93,16,14,0,0,32,0,0,0,30,36,0,64,0,0,0,0,0,0,0,0,0,0,0,0,70,35,0,4
POA6062,9,0,0,6,4,3,0,0,8,0,0,0,12,3,0,10,193,30,4,5,231,3,0,3,232,15,0,251,53,12,0,3,66,8,0,8,68,22,0,86,0,0,0,0,0,0,0,0,0,0,4,4,247,33,5,9,298,6,0,6,304,34,0,344,52,3,0,0,54,6,0,6,56,4,0,63,41,7,0,0,51,0,0,0,52,5,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,7,0,0,7,89,14,0,6,105,6,0,6,113,11,0,123,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,8,0,0,0,3,0,0,5,5,0,0,0,9,3,0,3,10,0,0,13,99,12,0,6,115,6,0,6,124,10,0,132,18,6,3,0,27,0,4,4,34,16,0,46,0,0,0,0,0,0,0,0,0,0,0,0,117,21,3,8
POA6063,0,0,0,0,5,0,0,0,5,4,0,4,8,0,0,10,93,11,0,0,108,7,0,8,116,10,0,129,19,6,0,0,30,3,0,3,31,21,0,57,0,0,0,0,0,0,0,0,0,0,0,0,119,21,0,0,141,9,0,10,151,32,0,182,19,0,0,0,17,0,0,0,22,0,0,22,9,0,0,0,14,4,0,4,14,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,32,4,0,4,41,3,0,40,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,6,0,0,0,6,0,0,9,33,4,0,0,38,7,0,4,42,4,0,45,13,4,0,0,18,0,0,0,20,6,0,31,0,0,0,0,0,0,0,0,0,0,0,0,46,7,3,0
POA6064,5,0,0,7,12,3,0,0,17,3,0,5,21,0,0,17,147,38,3,3,195,7,3,8,203,18,0,222,44,21,3,3,71,10,0,10,77,37,0,120,0,0,0,0,0,0,0,0,3,0,0,5,193,60,10,6,263,11,4,19,286,61,0,344,31,6,0,0,37,3,0,3,43,4,0,47,39,11,0,0,50,0,0,0,57,15,0,70,0,0,3,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,5,0,0,5,77,16,4,0,101,8,3,4,108,16,0,127,4,0,0,0,4,3,0,3,8,0,0,8,0,0,0,0,3,0,0,0,3,4,0,3,3,0,0,0,3,3,0,3,8,4,0,9,80,21,4,0,103,8,3,12,116,18,0,134,18,11,0,0,29,4,0,4,31,23,0,55,0,0,0,0,0,0,0,0,0,0,0,0,98,29,4,0
POA6065,13,0,0,14,18,3,0,0,15,7,0,7,20,0,0,21,447,58,14,6,528,19,0,20,553,26,0,574,76,18,3,0,94,0,3,3,99,28,0,125,0,0,0,0,0,0,0,0,0,0,0,0,523,77,16,13,623,20,3,23,647,54,0,701,99,8,3,3,118,5,0,5,126,3,0,124,94,9,0,0,103,0,0,0,102,11,0,114,3,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,197,22,4,3,226,8,0,8,233,12,0,247,3,0,0,0,5,3,0,3,8,0,0,9,0,0,0,0,3,0,0,0,4,0,0,4,3,3,0,0,3,3,0,3,6,0,0,8,198,28,4,3,235,14,0,14,242,16,0,257,39,7,0,3,46,3,0,3,55,19,0,70,0,0,0,0,0,0,0,0,0,0,0,0,234,31,4,8
POA6066,4,0,0,4,8,0,0,0,7,0,0,0,7,0,0,7,177,35,3,3,220,3,0,9,231,19,0,246,28,12,3,0,46,3,0,3,52,19,0,69,0,0,0,3,3,0,0,0,3,0,3,4,205,49,9,7,269,10,0,7,283,35,3,317,47,7,0,0,53,0,0,0,54,3,0,62,35,11,3,0,43,0,0,0,43,9,0,50,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,83,12,0,0,102,0,0,0,105,11,0,115,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,7,0,0,6,87,13,0,0,106,3,0,3,111,14,0,119,16,4,3,0,21,0,0,3,22,7,0,31,0,0,0,3,3,0,0,0,3,0,0,3,106,18,5,3
POA6067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6069,3,0,0,3,7,0,0,0,4,3,0,3,6,0,0,7,178,12,10,0,201,4,0,4,210,12,0,221,35,4,0,0,41,0,4,0,44,7,0,48,0,0,0,0,0,0,0,0,0,0,0,0,211,20,12,0,247,9,4,10,251,16,0,272,24,5,0,0,27,6,0,6,31,0,0,36,25,3,0,0,33,0,0,0,33,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,9,0,0,60,6,0,4,70,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,5,0,0,0,5,0,0,0,5,0,0,5,57,9,0,0,68,6,0,4,69,0,0,70,6,0,0,0,7,0,0,0,13,7,0,15,0,0,0,0,0,0,0,0,0,0,0,0,64,9,0,0
