POA_CODE_2016,D_10_12_FPNLF_MPET,D_10_12_FPNLF_MPULFTW,D_10_12_FPNLF_MPULPTW,D_10_12_FPNLF_MPUT,D_10_12_FPNLF_MPTLF,D_10_12_FPNLF_MPNLF,D_10_12_FPNLF_MPLFSNS,D_10_12_FPNLF_T,D_10_12_FPLFSNS_MPEFT,D_10_12_FPLFSNS_MPEPT,D_10_12_FPLFSNS_MPEAW,D_10_12_FPLFSNS_MPEHNS,D_10_12_FPLFSNS_MPET,D_10_12_FPLFSNS_MPULFTW,D_10_12_FPLFSNS_MPULPTW,D_10_12_FPLFSNS_MPUT,D_10_12_FPLFSNS_MPTLF,D_10_12_FPLFSNS_MPNLF,D_10_12_FPLFSNS_MPLFSNS,D_10_12_FPLFSNS_T,D_10_12_FPT_MPEFT,D_10_12_FPT_MPEPT,D_10_12_FPT_MPEAW,D_10_12_FPT_MPEHNS,D_10_12_FPT_MPET,D_10_12_FPT_MPULFTW,D_10_12_FPT_MPULPTW,D_10_12_FPT_MPUT,D_10_12_FPT_MPTLF,D_10_12_FPT_MPNLF,D_10_12_FPT_MPLFSNS,D_10_12_FPT_T,D_13_14_FPEFT_MPEFT,D_13_14_FPEFT_MPEPT,D_13_14_FPEFT_MPEAW,D_13_14_FPEFT_MPEHNS,D_13_14_FPEFT_MPET,D_13_14_FPEFT_MPULFTW,D_13_14_FPEFT_MPULPTW,D_13_14_FPEFT_MPUT,D_13_14_FPEFT_MPTLF,D_13_14_FPEFT_MPNLF,D_13_14_FPEFT_MPLFSNS,D_13_14_FPEFT_T,D_13_14_FPEPT_MPEFT,D_13_14_FPEPT_MPEPT,D_13_14_FPEPT_MPEAW,D_13_14_FPEPT_MPEHNS,D_13_14_FPEPT_MPET,D_13_14_FPEPT_MPULFTW,D_13_14_FPEPT_MPULPTW,D_13_14_FPEPT_MPUT,D_13_14_FPEPT_MPTLF,D_13_14_FPEPT_MPNLF,D_13_14_FPEPT_MPLFSNS,D_13_14_FPEPT_T,D_13_14_FPEAW_MPEFT,D_13_14_FPEAW_MPEPT,D_13_14_FPEAW_MPEAW,D_13_14_FPEAW_MPEHNS,D_13_14_FPEAW_MPET,D_13_14_FPEAW_MPULFTW,D_13_14_FPEAW_MPULPTW,D_13_14_FPEAW_MPUT,D_13_14_FPEAW_MPTLF,D_13_14_FPEAW_MPNLF,D_13_14_FPEAW_MPLFSNS,D_13_14_FPEAW_T,D_13_14_FPHNS_MPEFT,D_13_14_FPHNS_MPEPT,D_13_14_FPHNS_MPEAW,D_13_14_FPHNS_MPEHNS,D_13_14_FPHNS_MPET,D_13_14_FPHNS_MPULFTW,D_13_14_FPHNS_MPULPTW,D_13_14_FPHNS_MPUT,D_13_14_FPHNS_MPTLF,D_13_14_FPHNS_MPNLF,D_13_14_FPHNS_MPLFSNS,D_13_14_FPHNS_T,D_13_14_FPET_MPEFT,D_13_14_FPET_MPEPT,D_13_14_FPET_MPEAW,D_13_14_FPET_MPEHNS,D_13_14_FPET_MPET,D_13_14_FPET_MPULFTW,D_13_14_FPET_MPULPTW,D_13_14_FPET_MPUT,D_13_14_FPET_MPTLF,D_13_14_FPET_MPNLF,D_13_14_FPET_MPLFSNS,D_13_14_FPET_T,D_13_14_FPULFTW_MPEFT,D_13_14_FPULFTW_MPEPT,D_13_14_FPULFTW_MPEAW,D_13_14_FPULFTW_MPEHNS,D_13_14_FPULFTW_MPET,D_13_14_FPULFTW_MPULFTW,D_13_14_FPULFTW_MPULPTW,D_13_14_FPULFTW_MPUT,D_13_14_FPULFTW_MPTLF,D_13_14_FPULFTW_MPNLF,D_13_14_FPULFTW_MPLFSNS,D_13_14_FPULFTW_T,D_13_14_FPULPTW_MPEFT,D_13_14_FPULPTW_MPEPT,D_13_14_FPULPTW_MPEAW,D_13_14_FPULPTW_MPEHNS,D_13_14_FPULPTW_MPET,D_13_14_FPULPTW_MPULFTW,D_13_14_FPULPTW_MPULPTW,D_13_14_FPULPTW_MPUT,D_13_14_FPULPTW_MPTLF,D_13_14_FPULPTW_MPNLF,D_13_14_FPULPTW_MPLFSNS,D_13_14_FPULPTW_T,D_13_14_FPUT_MPEFT,D_13_14_FPUT_MPEPT,D_13_14_FPUT_MPEAW,D_13_14_FPUT_MPEHNS,D_13_14_FPUT_MPET,D_13_14_FPUT_MPULFTW,D_13_14_FPUT_MPULPTW,D_13_14_FPUT_MPUT,D_13_14_FPUT_MPTLF,D_13_14_FPUT_MPNLF,D_13_14_FPUT_MPLFSNS,D_13_14_FPUT_T,D_13_14_FPTLF_MPEFT,D_13_14_FPTLF_MPEPT,D_13_14_FPTLF_MPEAW,D_13_14_FPTLF_MPEHNS,D_13_14_FPTLF_MPET,D_13_14_FPTLF_MPULFTW,D_13_14_FPTLF_MPULPTW,D_13_14_FPTLF_MPUT,D_13_14_FPTLF_MPTLF,D_13_14_FPTLF_MPNLF,D_13_14_FPTLF_MPLFSNS,D_13_14_FP_T,D_13_14_FPNLF_MPEFT,D_13_14_FPNLF_MPEPT,D_13_14_FPNLF_MPEAW,D_13_14_FPNLF_MPEHNS,D_13_14_FPNLF_MPET,D_13_14_FPNLF_MPULFTW,D_13_14_FPNLF_MPULPTW,D_13_14_FPNLF_MPUT,D_13_14_FPNLF_MPTLF,D_13_14_FPNLF_MPNLF,D_13_14_FPNLF_MPLFSNS,D_13_14_FPNLF_T,D_13_14_FPLFSNS_MPEFT,D_13_14_FPLFSNS_MPEPT,D_13_14_FPLFSNS_MPEAW,D_13_14_FPLFSNS_MPEHNS,D_13_14_FPLFSNS_MPET,D_13_14_FPLFSNS_MPULFTW,D_13_14_FPLFSNS_MPULPTW,D_13_14_FPLFSNS_MPUT,D_13_14_FPLFSNS_MPTLF,D_13_14_FPLFSNS_MPNLF,D_13_14_FPLFSNS_MPLFSNS,D_13_14_FPLFSNS_T,D_13_14_FPT_MPEFT,D_13_14_FPT_MPEPT,D_13_14_FPT_MPEAW,D_13_14_FPT_MPEHNS,D_13_14_FPT_MPET,D_13_14_FPT_MPULFTW,D_13_14_FPT_MPULPTW,D_13_14_FPT_MPUT,D_13_14_FPT_MPTLF,D_13_14_FPT_MPNLF,D_13_14_FPT_MPLFSNS,D_13_14_FPT_T,D_15_17_FPEFT_MPEFT,D_15_17_FPEFT_MPEPT,D_15_17_FPEFT_MPEAW,D_15_17_FPEFT_MPEHNS,D_15_17_FPEFT_MPET,D_15_17_FPEFT_MPULFTW,D_15_17_FPEFT_MPULPTW,D_15_17_FPEFT_MPUT,D_15_17_FPEFT_MPTLF,D_15_17_FPEFT_MPNLF,D_15_17_FPEFT_MPLFSNS,D_15_17_FPEFT_T,D_15_17_FPEPT_MPEFT,D_15_17_FPEPT_MPEPT,D_15_17_FPEPT_MPEAW,D_15_17_FPEPT_MPEHNS,D_15_17_FPEPT_MPET,D_15_17_FPEPT_MPULFTW,D_15_17_FPEPT_MPULPTW,D_15_17_FPEPT_MPUT,D_15_17_FPEPT_MPTLF,D_15_17_FPEPT_MPNLF,D_15_17_FPEPT_MPLFSNS,D_15_17_FPEPT_T
POA6038,22,3,0,3,24,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,146,13,4,0,163,4,0,4,168,0,0,163,20,0,0,0,20,0,0,0,20,0,0,20,26,3,0,0,27,0,0,0,27,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,3,47,3,0,3,48,0,0,0,51,0,0,51,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,4,0,0,0,4,0,0,4,4,0,0,0,4,0,0,0,4,0,0,4,51,3,0,0,55,0,0,0,56,0,0,56,9,0,0,0,9,0,0,0,12,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,67,3,0,0,68,3,0,5,72,0,0,72,43,0,0,0,42,3,0,3,49,0,0,51,31,4,0,0,42,0,0,0,39,0,0,39
POA6041,18,0,0,0,18,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,3,31,0,0,0,34,0,0,38,6,0,0,0,6,0,0,0,6,0,0,6,5,0,0,0,8,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,14,0,0,0,18,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,14,0,0,0,18,0,0,16,4,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,24,0,0,0,21,3,0,29,3,0,3,0,10,0,0,0,10,0,0,10,8,3,0,0,13,0,0,0,13,0,0,13
POA6042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6043,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,0,0,22,0,0,0,22,0,0,22,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,5,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,10,0,0,0,10,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,10,0,0,0,10,0,0,8,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,10,3,0,9,4,0,0,0,4,0,0,0,4,0,0,4,5,0,0,0,6,4,0,4,8,3,0,10
POA6050,80,5,0,5,81,5,0,86,0,0,0,0,0,0,0,0,0,0,0,0,311,33,4,0,351,12,0,12,364,14,0,373,40,4,3,0,47,3,0,3,52,3,0,57,75,6,3,0,84,3,0,3,84,4,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,18,4,0,138,6,0,6,137,3,0,146,4,0,0,0,5,0,0,0,5,0,0,5,3,0,0,0,3,3,0,3,7,0,0,7,5,0,0,0,9,3,0,3,10,0,0,10,120,18,9,0,141,4,0,4,146,3,0,156,30,5,0,0,37,3,0,3,38,5,0,36,0,0,0,0,0,0,0,0,0,0,0,0,151,21,9,0,180,9,0,9,183,9,0,191,100,14,0,0,114,0,0,0,117,6,0,126,111,13,0,0,129,11,0,11,143,0,0,140
POA6051,37,5,0,5,43,7,0,44,0,0,0,0,0,0,0,0,0,0,0,3,132,23,0,4,151,7,0,12,165,11,0,173,31,0,0,0,31,0,0,0,31,0,0,31,22,0,0,0,29,0,0,0,27,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,4,0,0,58,0,0,0,59,3,0,62,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,6,0,0,6,56,4,0,0,58,3,0,4,61,3,0,67,17,0,0,0,17,0,0,0,17,3,0,19,0,0,0,0,0,0,0,0,0,0,3,3,71,4,0,0,70,3,0,4,76,3,3,85,21,6,0,0,24,0,0,0,30,0,0,30,34,3,0,0,38,0,0,0,39,4,0,44
POA6052,41,6,0,6,48,8,0,50,0,0,0,0,0,0,0,0,0,0,0,0,195,16,3,0,222,10,0,14,234,13,0,242,43,4,0,0,45,0,0,0,48,0,0,48,72,3,0,0,72,0,0,0,76,0,0,76,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,113,12,0,0,123,3,0,3,122,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,116,10,0,0,126,3,0,3,125,0,0,131,22,3,0,0,30,0,0,0,30,5,0,29,0,0,0,0,0,0,0,0,0,0,0,0,140,16,0,0,156,3,0,3,154,4,0,158,64,7,0,0,69,0,0,0,65,7,0,72,78,8,0,0,87,0,0,3,86,0,0,86
POA6053,50,3,0,3,54,8,0,65,0,0,0,0,0,0,0,0,0,0,0,0,248,37,3,0,289,14,0,14,303,13,0,325,53,6,0,0,63,3,3,3,68,9,0,71,70,6,3,0,82,3,0,3,80,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,18,5,0,144,4,3,9,149,7,0,157,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,125,18,5,0,143,4,3,9,150,7,0,159,24,5,0,0,25,0,0,0,25,6,0,31,0,0,0,0,0,0,0,0,0,0,0,0,146,22,5,0,172,4,3,9,183,10,0,192,76,16,0,0,93,3,3,5,99,8,0,111,76,7,3,3,91,0,0,0,91,4,0,90
POA6054,70,9,0,9,83,18,0,97,0,0,0,0,0,0,0,0,0,0,0,3,305,44,8,3,359,14,6,21,376,41,0,417,61,0,0,0,64,6,0,6,69,5,0,81,89,11,6,0,107,0,0,3,111,3,0,114,0,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,3,0,0,0,3,0,0,3,157,13,5,3,180,6,0,11,186,10,0,201,3,0,0,0,3,3,0,3,4,0,0,4,6,0,0,0,7,3,0,3,7,0,0,13,8,0,0,0,11,3,0,3,15,0,0,17,165,12,5,3,191,13,0,14,203,13,0,213,37,4,4,0,45,3,5,10,54,12,0,61,0,0,0,0,0,0,0,0,0,0,0,0,201,22,9,0,235,13,3,18,254,22,3,278,104,14,3,0,119,3,0,3,120,9,0,128,101,17,6,0,130,3,0,3,129,5,0,140
POA6055,98,0,0,0,99,23,0,122,0,0,0,0,0,0,0,0,0,0,3,3,406,44,12,11,478,8,3,13,489,32,6,532,69,8,3,3,84,5,0,5,90,0,0,87,101,13,4,0,119,4,0,4,122,7,0,131,3,0,4,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,168,23,10,0,204,8,0,8,210,10,0,221,4,0,0,0,7,0,0,0,10,0,0,10,7,0,3,0,9,0,0,0,9,0,0,9,14,0,3,0,19,0,0,0,15,0,0,15,183,21,17,0,223,8,0,8,230,10,0,243,34,4,4,0,45,0,0,0,45,5,0,49,0,0,0,0,0,0,0,0,0,0,4,3,223,25,17,7,269,8,0,8,276,15,4,300,130,10,0,0,141,3,0,4,142,7,0,149,124,15,0,0,135,3,0,5,138,9,0,151
POA6056,178,9,0,5,186,28,0,214,0,0,0,0,0,0,0,0,0,0,7,6,634,68,17,13,727,23,6,28,758,57,3,822,138,9,0,0,148,3,0,5,150,10,0,159,177,23,3,3,207,5,0,9,220,9,0,225,3,0,4,0,6,0,0,0,6,0,0,6,0,0,0,0,5,0,0,0,5,0,0,5,322,32,8,4,362,12,3,17,377,16,0,395,9,0,0,0,5,3,0,3,11,0,0,13,7,3,0,0,12,0,0,3,12,0,0,12,15,3,0,0,18,5,0,6,28,0,0,25,340,35,7,4,383,20,4,20,400,14,0,420,87,3,3,0,94,0,0,0,99,19,0,112,0,0,0,0,0,0,0,0,0,0,3,3,429,40,6,4,478,21,4,26,497,30,0,538,224,22,9,0,251,13,0,13,265,11,0,274,220,24,3,6,256,5,3,10,269,9,0,274
POA6057,107,3,0,3,105,6,0,112,0,0,0,0,0,0,0,0,0,0,3,4,357,42,7,3,412,15,0,15,425,20,3,455,65,12,0,0,79,0,0,0,79,7,0,88,93,13,3,0,112,4,0,4,116,4,0,121,3,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,3,0,0,0,3,0,0,3,164,25,3,0,198,5,0,5,198,15,0,211,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,8,0,0,8,3,0,0,0,3,3,0,3,9,0,0,7,171,25,3,0,203,7,0,7,211,16,0,223,50,7,3,3,61,0,0,0,60,4,0,69,0,0,0,0,0,0,0,0,0,0,0,0,224,25,4,3,259,10,0,10,270,19,3,291,101,10,0,0,113,8,0,8,116,0,0,120,119,15,3,0,141,0,0,3,146,8,0,154
POA6058,58,0,0,0,59,19,0,74,0,0,0,0,0,0,0,0,0,0,0,0,187,18,6,5,217,9,0,9,226,26,0,254,38,3,0,0,43,0,0,0,43,0,0,43,58,6,0,0,71,0,0,0,69,4,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,7,0,3,113,3,0,3,121,4,0,126,4,0,0,0,4,0,0,0,4,0,0,4,3,0,0,0,3,0,0,0,3,0,0,3,4,0,0,0,4,0,0,0,4,0,0,8,104,7,0,3,119,3,0,3,125,3,0,127,20,4,0,0,30,3,0,3,27,5,0,39,0,0,0,0,0,0,0,0,0,0,0,0,133,12,3,3,151,7,0,11,154,14,0,172,79,3,0,0,83,7,0,6,92,4,0,92,80,8,0,0,87,3,0,3,89,0,0,89
POA6059,123,0,0,3,126,26,0,151,0,0,0,0,0,0,0,0,0,0,0,0,438,66,9,12,534,17,3,18,551,38,3,590,82,13,0,0,91,3,0,5,100,5,0,104,139,22,5,3,170,3,0,5,178,5,0,176,0,0,0,0,3,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,219,33,7,8,263,14,3,10,281,13,0,292,3,0,0,0,6,0,0,0,6,0,0,6,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,4,0,0,0,6,0,0,6,223,36,7,8,269,11,3,12,287,13,0,300,55,9,0,0,66,3,0,3,73,10,0,81,0,0,0,0,0,0,0,0,0,0,0,0,285,42,6,10,337,17,3,19,355,21,0,379,141,27,0,0,163,3,0,3,167,15,0,182,194,26,0,4,227,7,0,7,227,13,0,238
POA6060,53,4,0,6,63,11,0,70,0,0,0,0,0,0,0,0,0,0,0,0,238,37,0,3,282,13,5,19,297,18,0,312,49,13,0,0,60,7,0,7,67,6,0,72,71,6,0,0,75,0,0,0,76,0,0,76,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,118,14,0,0,139,7,0,7,146,6,0,147,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7,0,0,0,7,0,0,7,124,17,0,0,140,7,0,7,150,6,0,156,23,5,0,0,29,3,0,3,29,7,0,35,0,0,0,0,0,0,0,0,0,0,0,0,143,24,0,0,167,9,0,11,184,9,0,193,54,9,0,0,68,10,0,6,79,0,0,74,82,19,3,0,101,0,0,0,104,3,0,109
POA6061,166,28,12,37,209,116,3,322,3,0,0,3,7,0,0,0,7,0,4,15,348,102,8,14,475,60,14,67,542,154,7,700,72,9,0,0,81,3,0,8,87,6,0,89,57,26,0,0,85,3,0,3,90,14,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,6,129,34,0,3,162,8,0,16,178,25,0,201,4,3,0,0,7,3,0,3,14,0,0,9,9,0,0,0,10,0,0,0,9,0,0,9,12,3,0,0,15,3,0,3,22,3,0,25,140,41,0,3,184,16,0,16,195,28,0,225,50,20,0,4,74,11,4,15,92,70,0,159,3,0,0,3,5,0,0,0,5,0,3,6,193,60,3,5,262,31,5,36,293,96,3,390,96,18,0,0,114,5,5,6,118,18,0,140,100,37,3,0,138,9,0,9,146,27,0,176
POA6062,152,8,3,9,162,24,0,188,0,0,0,0,3,0,0,0,3,0,3,3,510,78,3,15,607,31,6,36,640,51,8,695,96,11,0,0,109,4,0,4,110,8,0,115,149,22,0,5,179,6,0,10,186,4,0,191,0,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,4,0,0,0,4,0,0,4,249,30,3,5,290,8,3,12,300,12,0,311,0,0,0,0,0,0,0,0,3,3,0,5,7,0,0,0,11,3,0,3,9,0,0,14,6,0,0,0,14,6,0,6,16,4,0,24,261,33,3,5,299,11,3,16,317,13,0,335,75,11,0,4,92,4,4,7,99,17,0,116,0,0,0,0,0,0,0,0,0,0,0,3,332,45,4,8,396,16,3,21,415,34,3,451,177,21,0,0,202,5,0,5,211,8,0,221,169,35,3,0,212,6,0,6,217,7,0,226
POA6063,125,10,0,10,129,30,0,163,0,0,0,0,0,0,0,0,0,0,3,7,320,50,3,10,381,18,0,24,400,45,3,450,57,11,0,0,68,3,0,4,70,5,0,79,74,17,0,0,96,3,3,4,98,3,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,3,136,29,0,3,169,6,3,7,176,9,0,180,8,0,0,0,9,3,0,3,12,0,0,12,3,0,0,0,3,0,0,0,8,0,0,6,7,0,0,0,12,6,0,6,18,0,0,21,142,29,4,3,181,14,3,17,193,6,0,204,44,8,0,0,56,6,0,6,59,31,0,87,0,0,0,0,3,0,0,0,3,0,0,3,189,37,4,4,238,17,3,21,255,35,3,296,67,12,0,0,84,0,0,3,89,7,0,94,103,13,3,0,117,3,0,3,119,5,0,127
POA6064,232,21,10,30,256,90,4,348,0,0,0,0,5,0,0,0,5,0,6,11,513,108,11,34,663,31,11,46,712,135,10,851,80,13,0,0,91,0,0,0,93,18,5,112,144,35,0,4,188,3,0,5,192,12,0,211,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,8,8,0,0,0,8,0,0,8,231,47,3,13,290,3,0,6,295,32,4,329,6,8,0,0,10,3,0,4,15,0,0,15,9,3,0,0,14,0,0,0,13,5,0,17,15,9,0,0,24,4,0,5,32,5,0,33,238,55,4,13,314,13,3,16,327,32,4,365,60,39,3,0,100,4,6,12,112,64,0,180,3,0,0,4,5,0,0,0,5,0,0,8,301,94,6,14,418,15,5,23,443,96,9,549,157,28,4,0,182,10,0,7,193,19,0,213,188,43,3,0,232,9,3,13,240,23,0,264
POA6065,371,20,0,17,386,55,0,443,0,0,0,3,4,0,0,0,4,0,3,9,1589,175,30,27,1824,60,5,66,1886,98,3,1988,316,40,3,0,363,16,0,16,371,12,0,392,408,61,3,3,476,19,0,20,491,13,0,500,15,0,8,0,22,0,0,0,24,0,0,24,7,0,0,3,12,0,0,0,12,0,0,12,744,98,11,12,861,34,0,34,897,24,0,921,9,3,0,0,8,8,3,5,16,0,0,17,32,5,0,0,39,5,0,5,47,0,0,46,41,8,0,0,50,12,3,17,68,0,0,68,790,106,11,7,918,41,6,47,960,29,0,987,162,22,3,3,198,12,0,10,206,32,0,239,0,0,0,0,0,0,0,0,0,0,0,4,957,129,18,19,1115,51,7,55,1168,63,3,1231,490,61,9,3,557,18,0,19,579,28,0,602,514,70,4,0,585,22,5,26,613,19,0,629
POA6066,131,8,3,14,142,33,0,180,0,0,0,0,0,0,0,0,0,0,3,0,378,74,11,5,464,25,4,34,494,53,7,554,94,7,0,0,100,6,0,6,106,6,0,116,112,19,7,0,139,6,0,8,148,3,0,153,5,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,3,0,0,0,3,0,0,4,215,30,4,0,249,8,0,12,261,17,0,277,8,0,0,0,8,0,0,0,10,0,0,10,5,0,0,3,6,0,0,0,6,0,0,6,15,0,0,3,15,0,0,0,21,0,0,21,223,35,4,3,267,14,0,16,284,17,0,295,63,13,3,0,78,4,3,5,79,24,0,103,0,0,0,0,0,0,0,0,0,0,4,4,284,47,12,4,342,18,6,24,362,39,4,406,144,15,5,0,161,4,0,3,164,13,0,178,162,30,3,0,195,5,3,3,202,6,0,202
POA6067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6069,245,11,0,11,253,30,0,287,0,0,0,0,0,0,0,0,0,0,0,3,1022,105,22,20,1169,37,3,38,1212,62,0,1271,210,19,5,3,240,3,0,3,241,11,0,250,273,26,4,3,308,4,0,4,313,7,0,324,8,0,5,0,17,0,0,0,17,0,0,17,0,0,0,3,8,0,0,0,8,0,0,9,498,46,14,6,564,9,0,9,574,20,0,594,10,0,0,0,7,7,0,7,14,0,0,13,20,0,0,0,20,3,0,3,27,0,0,28,29,3,0,0,29,4,0,4,36,3,0,38,525,45,19,6,598,16,0,15,616,21,0,635,88,9,5,4,105,8,3,4,118,25,0,141,0,0,0,0,0,0,0,0,0,0,0,0,609,60,19,18,704,24,3,24,728,46,0,776,290,19,7,0,315,12,0,15,326,17,0,346,323,33,11,3,370,11,0,7,384,8,0,394
