POA_CODE_2016,A55_64_SOLSE_VWW_12,A55_64_SOLSE_VWW_13,A55_64_SOLSE_VWW_14,A55_64_SOLSE_VWW_15,A55_64_SOLSE_VWW_16,A55_64_SOLSE_VWW_YNS,A55_64_SOLSE_VWW_T,A55_64_SOLSE_NWNAA_B00,A55_64_SOLSE_NWNAA_00_05,A55_64_SOLSE_NWNAA_06_10,A55_64_SOLSE_NWNAA_11,A55_64_SOLSE_NWNAA_12,A55_64_SOLSE_NWNAA_13,A55_64_SOLSE_NWNAA_14,A55_64_SOLSE_NWNAA_15,A55_64_SOLSE_NWNAA_16,A55_64_SOLSE_NWNAA_YNS,A55_64_SOLSE_NWNAA_T,A55_64_SOLSE_PinE_NS_B00,A55_64_SOLSE_PinE_NS_00_05,A55_64_SOLSE_PinE_NS_06_10,A55_64_SOLSE_PinE_NS_11,A55_64_SOLSE_PinE_NS_12,A55_64_SOLSE_PinE_NS_13,A55_64_SOLSE_PinE_NS_14,A55_64_SOLSE_PinE_NS_15,A55_64_SOLSE_PinE_NS_16,A55_64_SOLSE_PinE_NS_YNS,A55_64_SOLSE_PinE_NS_T,A55_64_SOLSE_T_B00,A55_64_SOLSE_T_00_05,A55_64_SOLSE_T_06_10,A55_64_SOLSE_T_11,A55_64_SOLSE_T_12,A55_64_SOLSE_T_13,A55_64_SOLSE_T_14,A55_64_SOLSE_T_15,A55_64_SOLSE_T_16,A55_64_SOLSE_T_YNS,A55_64_SOLSE_T_T,A55_64_L_PinE_NS_B00,A55_64_L_PinE_NS_00_05,A55_64_L_PinE_NS_06_10,A55_64_L_PinE_NS_11,A55_64_L_PinE_NS_12,A55_64_L_PinE_NS_13,A55_64_L_PinE_NS_14,A55_64_L_PinE_NS_15,A55_64_L_PinE_NS_16,A55_64_L_PinE_NS_YNS,A55_64_L_PinE_NS_T,A55_64_T_B00,A55_64_T_00_05,A55_64_T_06_10,A55_64_T_11,A55_64_T_12,A55_64_T_13,A55_64_T_14,A55_64_T_15,A55_64_T_16,A55_64_T_YNS,A55_64_T_T,A65_74_SEO_B00,A65_74_SEO_00_05,A65_74_SEO_06_10,A65_74_SEO_11,A65_74_SEO_12,A65_74_SEO_13,A65_74_SEO_14,A65_74_SEO_15,A65_74_SEO_16,A65_74_SEO_YNS,A65_74_SEO_T,A65_74_SOLSE_VWW_B00,A65_74_SOLSE_VWW_00_05,A65_74_SOLSE_VWW_06_10,A65_74_SOLSE_VWW_11,A65_74_SOLSE_VWW_12,A65_74_SOLSE_VWW_13,A65_74_SOLSE_VWW_14,A65_74_SOLSE_VWW_15,A65_74_SOLSE_VWW_16,A65_74_SOLSE_VWW_YNS,A65_74_SOLSE_VWW_T,A65_74_SOLSE_NWNAA_B00,A65_74_SOLSE_NWNAA_00_05,A65_74_SOLSE_NWNAA_06_10,A65_74_SOLSE_NWNAA_11,A65_74_SOLSE_NWNAA_12,A65_74_SOLSE_NWNAA_13,A65_74_SOLSE_NWNAA_14,A65_74_SOLSE_NWNAA_15,A65_74_SOLSE_NWNAA_16,A65_74_SOLSE_NWNAA_YNS,A65_74_SOLSE_NWNAA_T,A65_74_SOLSE_PinE_NS_B00,A65_74_SOLSE_PinE_NS_00_05,A65_74_SOLSE_PinE_NS_06_10,A65_74_SOLSE_PinE_NS_11,A65_74_SOLSE_PinE_NS_12,A65_74_SOLSE_PinE_NS_13,A65_74_SOLSE_PinE_NS_14,A65_74_SOLSE_PinE_NS_15,A65_74_SOLSE_PinE_NS_16,A65_74_SOLSE_PinE_NS_YNS,A65_74_SOLSE_PinE_NS_T,A65_74_SOLSE_T_B00,A65_74_SOLSE_T_00_05,A65_74_SOLSE_T_06_10,A65_74_SOLSE_T_06,A65_74_SOLSE_T_12,A65_74_SOLSE_T_13,A65_74_SOLSE_T_14,A65_74_SOLSE_T_15,A65_74_SOLSE_T_16,A65_74_SOLSE_T_YNS,A65_74_SOLSE_T_T,A65_74_L_PinE_NS_B00,A65_74_L_PinE_NS_00_05,A65_74_L_PinE_NS_06_10,A65_74_L_PinE_NS_11,A65_74_L_PinE_NS_12,A65_74_L_PinE_NS_13,A65_74_L_PinE_NS_14,A65_74_L_PinE_NS_15,A65_74_L_PinE_NS_16,A65_74_L_PinE_NS_YNS,A65_74_L_PinE_NS_T,A65_74_T_B00,A65_74_T_00_05,A65_74_T_06_10,A65_74_T_11,A65_74_T_12,A65_74_T_13,A65_74_T_14,A65_74_T_15,A65_74_T_16,A65_74_T_YNS,A65_74_T_T,A75_84_SEO_B00,A75_84_SEO_00_05,A75_84_SEO_06_10,A75_84_SEO_11,A75_84_SEO_12,A75_84_SEO_13,A75_84_SEO_14,A75_84_SEO_15,A75_84_SEO_16,A75_84_SEO_YNS,A75_84_SEO_T,A75_84_SOLSE_VWW_B00,A75_84_SOLSE_VWW_00_05,A75_84_SOLSE_VWW_06_10,A75_84_SOLSE_VWW_11,A75_84_SOLSE_VWW_12,A75_84_SOLSE_VWW_13,A75_84_SOLSE_VWW_14,A75_84_SOLSE_VWW_15,A75_84_SOLSE_VWW_16,A75_84_SOLSE_VWW_YNS,A75_84_SOLSE_VWW_T,A75_84_SOLSE_NWNAA_B00,A75_84_SOLSE_NWNAA_00_05,A75_84_SOLSE_NWNAA_06_10,A75_84_SOLSE_NWNAA_11,A75_84_SOLSE_NWNAA_12,A75_84_SOLSE_NWNAA_13,A75_84_SOLSE_NWNAA_14,A75_84_SOLSE_NWNAA_15,A75_84_SOLSE_NWNAA_16,A75_84_SOLSE_NWNAA_YNS,A75_84_SOLSE_NWNAA_T,A75_84_SOLSE_PinE_NS_B00,A75_84_SOLSE_PinE_NS_00_05,A75_84_SOLSE_PinE_NS_06_10,A75_84_SOLSE_PinE_NS_11,A75_84_SOLSE_PinE_NS_12,A75_84_SOLSE_PinE_NS_13,A75_84_SOLSE_PinE_NS_14,A75_84_SOLSE_PinE_NS_15,A75_84_SOLSE_PinE_NS_16,A75_84_SOLSE_PinE_NS_YNS,A75_84_SOLSE_PinE_NS_T,A75_84_SOLSE_T_B00,A75_84_SOLSE_T_00_05,A75_84_SOLSE_T_06_10,A75_84_SOLSE_T_11,A75_84_SOLSE_T_12,A75_84_SOLSE_T_13,A75_84_SOLSE_T_14,A75_84_SOLSE_T_15,A75_84_SOLSE_T_16,A75_84_SOLSE_T_YNS,A75_84_SOLSE_T_T,A75_84_L_PinE_NS_B00,A75_84_L_PinE_NS_00_05,A75_84_L_PinE_NS_06_10,A75_84_L_PinE_NS_11,A75_84_L_PinE_NS_12,A75_84_L_PinE_NS_13
POA6041,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,68,7,0,0,0,0,0,0,0,3,79,86,0,0,0,0,0,0,0,0,6,92,12,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,6,109,35,0,0,0,0,0,0,0,0,3,38,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
POA6042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6044,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,50,3,4,0,3,0,0,0,0,0,59,37,0,0,0,0,0,0,0,0,3,40,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,3,47,18,3,0,0,0,0,0,0,0,0,24,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
POA6050,0,0,3,0,0,0,171,22,0,0,0,0,3,0,0,0,3,29,0,0,0,0,0,0,0,0,0,0,0,184,6,3,0,0,3,3,0,0,3,202,0,0,0,0,0,0,0,0,0,0,0,620,17,11,3,0,4,3,0,0,8,675,345,0,3,0,0,3,0,0,0,5,360,150,0,0,0,0,3,0,0,0,4,152,20,3,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,169,3,0,0,0,3,0,0,0,4,176,0,0,0,0,0,0,0,0,0,0,0,516,3,3,0,0,3,0,0,0,8,540,147,7,0,0,0,0,0,0,0,6,168,129,0,0,0,0,0,0,0,0,3,137,48,3,0,0,0,0,0,0,0,4,57,0,0,0,0,0,0,0,0,0,0,0,175,3,0,0,0,0,0,0,0,9,190,0,0,0,0,0,0
POA6051,0,3,0,3,0,7,131,43,4,7,0,3,0,3,5,9,11,80,0,0,0,0,0,0,0,0,0,0,3,147,13,19,3,4,3,7,4,9,13,214,0,0,0,0,0,0,0,0,0,0,0,440,25,26,3,6,3,7,4,5,18,551,236,5,4,0,0,3,0,0,0,3,260,89,3,0,0,0,0,0,0,8,3,105,23,6,0,0,0,0,0,0,0,3,33,0,0,0,0,0,0,0,0,0,0,0,119,9,3,0,0,0,0,0,9,7,143,0,0,0,0,0,0,0,0,0,0,0,355,10,11,0,0,3,0,3,9,9,395,75,0,0,0,0,0,0,0,0,4,79,51,0,0,0,0,0,0,0,0,3,56,15,3,0,0,0,0,0,0,0,0,21,3,0,0,0,0,0,0,0,0,0,3,69,3,0,0,0,0,0,0,0,4,74,0,0,0,0,0,0
POA6052,0,0,0,0,0,3,141,32,0,3,3,0,3,0,3,0,0,47,0,0,0,0,0,0,0,0,0,0,0,157,8,10,5,0,3,0,4,0,4,190,0,0,0,0,0,0,0,0,0,0,0,437,14,16,6,0,3,0,4,0,4,497,207,3,3,0,0,0,0,0,0,6,224,84,0,0,0,0,0,0,0,0,0,90,27,3,3,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,115,3,3,3,3,0,0,0,0,6,134,0,0,0,0,0,0,0,0,0,0,0,319,7,9,3,3,0,0,0,0,9,350,98,3,3,0,0,0,0,0,0,12,114,80,3,0,4,0,0,0,0,0,5,93,30,3,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,114,5,0,4,0,0,0,0,0,4,125,0,0,0,0,0,0
POA6053,0,0,0,0,0,0,162,29,3,3,3,0,0,0,3,3,0,46,0,0,0,0,0,0,0,0,0,0,0,165,20,8,3,0,0,0,3,3,0,208,0,0,0,0,0,0,0,0,0,0,0,570,28,21,9,3,3,0,3,3,16,660,308,3,4,0,0,0,0,0,0,8,327,104,0,4,0,0,0,0,0,3,0,110,33,0,3,3,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,136,4,8,0,0,0,0,0,3,3,151,0,0,0,0,0,0,0,0,0,0,0,443,6,13,3,3,0,0,0,3,13,479,150,0,0,0,0,0,0,0,0,11,160,86,0,0,0,0,0,0,0,0,8,95,24,0,3,0,0,0,0,0,0,3,30,0,0,0,0,0,0,0,0,0,3,3,108,0,5,0,0,0,0,0,0,13,131,0,0,0,0,0,0
POA6054,0,0,0,0,0,4,242,52,11,0,5,3,4,0,3,0,10,79,6,0,0,0,0,0,0,0,0,0,7,272,22,9,9,3,3,3,3,0,10,329,0,0,0,0,0,0,0,0,0,0,4,840,46,17,10,3,8,4,3,0,30,956,548,7,10,0,3,0,0,3,0,11,578,177,5,3,0,0,0,0,0,0,3,182,40,0,0,0,4,3,3,0,3,5,52,0,0,0,0,0,0,0,0,0,0,0,213,3,4,0,4,3,4,0,0,6,239,3,0,0,0,0,0,0,0,0,0,3,762,10,17,0,4,3,4,3,0,18,821,262,3,4,0,3,0,0,0,0,3,277,111,0,5,0,0,0,0,0,0,8,123,36,0,3,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,145,0,5,0,0,0,0,0,0,6,164,0,0,0,0,0,0
POA6055,0,3,0,0,3,14,176,14,8,5,3,7,0,3,3,11,7,57,0,0,0,0,0,0,0,0,0,0,0,142,26,16,3,11,3,3,3,15,16,234,0,0,0,0,0,0,0,0,0,6,6,570,42,46,10,14,3,9,5,16,31,743,315,8,9,3,4,0,3,0,0,15,362,64,0,3,0,0,0,0,0,0,4,73,5,0,3,3,3,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,74,0,7,3,3,0,0,0,0,7,94,3,0,0,0,0,0,0,0,0,5,7,391,8,18,7,3,0,3,5,4,23,462,171,0,3,0,0,0,0,0,0,0,177,47,0,0,0,4,0,0,0,0,0,54,18,0,0,0,0,0,0,0,0,3,21,0,0,0,0,0,0,0,0,0,0,0,64,0,0,3,0,0,0,0,0,3,79,0,0,0,0,0,0
POA6056,0,0,0,3,0,10,316,26,0,3,3,0,4,0,6,0,4,51,0,0,0,0,0,0,0,0,0,0,0,274,18,34,8,0,3,0,11,0,18,368,3,0,0,0,0,0,0,0,0,0,0,1354,69,103,28,22,10,5,18,4,58,1663,1025,18,19,3,7,0,0,0,0,26,1095,263,0,5,3,0,0,3,0,0,8,284,48,0,3,0,0,0,0,0,4,0,68,4,0,0,0,0,0,0,0,0,0,7,317,0,9,3,0,0,3,0,3,13,357,3,0,0,0,0,0,0,0,0,0,4,1344,19,30,7,7,0,3,0,3,37,1450,473,17,3,0,0,0,4,0,0,22,518,191,0,3,0,0,0,0,0,0,20,213,70,0,0,0,0,0,0,0,0,3,78,0,0,0,0,0,0,0,0,0,0,0,260,0,3,0,0,0,0,0,0,20,287,8,0,0,0,0,0
POA6057,0,0,0,0,0,3,69,5,0,0,0,0,0,0,0,4,3,17,0,0,0,0,0,0,0,0,0,0,0,60,10,3,0,0,0,0,0,4,4,85,0,0,0,0,0,0,0,0,0,0,0,521,40,28,8,5,3,3,0,7,15,637,465,3,11,7,3,3,0,0,0,15,500,70,0,0,0,0,0,0,0,0,3,74,3,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,74,0,3,0,0,0,4,0,0,3,80,0,0,0,0,0,0,0,0,0,0,0,536,5,10,3,5,3,4,0,3,12,589,256,5,0,0,0,3,0,0,0,3,268,46,0,0,0,0,0,0,0,0,0,44,11,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,59,3,0,0,0,0,0
POA6058,0,0,0,0,0,3,103,4,4,0,0,0,0,0,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0,83,16,3,0,0,5,0,0,0,8,120,0,0,0,0,0,0,0,0,0,0,3,439,33,31,3,7,10,0,0,0,20,540,335,8,7,0,0,0,0,0,0,15,365,65,0,3,0,0,0,0,0,0,0,71,3,0,0,0,0,0,0,3,0,4,16,0,0,0,0,0,0,0,0,0,0,0,76,0,3,0,0,0,0,0,0,4,91,0,0,0,0,0,0,0,0,0,0,0,407,12,11,0,0,0,0,0,0,16,455,207,8,4,0,0,0,0,0,0,6,224,38,0,0,0,0,0,0,0,0,0,33,5,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,39,0,4,0,0,0,0,0,0,0,43,3,0,0,0,0,0
POA6059,0,0,3,0,0,14,582,118,8,20,4,4,4,3,0,3,9,172,6,0,0,0,0,0,0,0,0,0,8,633,36,38,5,8,4,9,3,4,23,758,0,0,0,0,0,0,0,0,0,0,0,1221,91,64,8,12,9,5,3,3,28,1446,556,12,8,0,0,3,0,4,0,9,599,451,13,4,0,7,3,0,0,0,9,488,98,5,14,0,3,0,3,0,0,5,130,3,0,0,0,0,0,0,0,0,0,3,548,16,20,3,7,3,3,0,0,17,622,0,0,0,0,0,0,0,0,0,0,0,1110,33,30,3,13,3,3,3,0,25,1223,328,15,11,4,0,0,0,0,0,8,362,309,3,3,0,0,0,0,0,0,6,324,131,5,3,3,0,0,0,0,0,3,152,6,0,0,0,0,0,0,0,0,0,6,446,9,9,3,0,0,4,0,0,12,481,3,0,0,0,0,0
POA6060,8,3,0,0,0,5,358,53,12,4,3,4,7,3,3,9,7,102,0,0,0,0,0,0,0,0,0,0,3,354,30,26,5,9,13,7,3,9,11,460,0,0,0,0,0,0,0,0,0,0,0,826,57,44,10,10,12,6,9,10,20,1001,421,14,9,3,0,0,0,6,0,8,459,286,5,3,0,0,3,0,0,0,3,306,60,3,0,0,0,0,0,0,0,3,71,3,0,0,0,0,0,0,0,0,0,3,350,9,5,6,0,7,0,0,0,9,379,0,0,0,0,0,0,0,0,0,0,0,768,17,14,5,0,8,0,6,0,15,842,224,9,8,3,3,0,0,0,0,15,256,247,0,0,0,0,0,0,0,0,9,257,111,5,3,0,0,0,0,0,0,3,122,5,0,0,0,0,0,0,0,0,0,5,364,9,3,0,0,0,0,0,0,11,381,0,0,0,0,0,0
POA6061,10,8,0,0,3,20,771,229,67,45,17,23,20,17,12,15,36,473,6,0,0,0,0,0,0,0,0,0,6,836,129,94,17,36,24,18,13,18,61,1246,3,0,0,0,0,0,0,0,0,0,3,1395,149,120,23,45,33,25,13,18,75,1889,541,18,10,0,0,3,0,0,3,16,592,382,11,14,0,0,0,3,0,0,8,408,202,24,21,6,6,3,5,4,7,10,289,0,0,0,0,0,0,0,0,0,0,3,578,34,34,6,6,3,14,4,9,19,700,3,0,0,0,0,0,0,0,0,0,3,1122,51,44,7,10,4,14,4,11,38,1299,293,3,4,0,3,0,0,0,0,7,308,216,3,3,0,0,0,0,0,0,3,224,162,4,8,0,3,0,3,0,0,3,191,6,0,0,0,0,0,0,0,0,0,6,387,10,8,0,3,0,3,0,0,9,423,0,0,0,0,0,0
POA6062,8,0,3,6,0,12,783,192,26,30,6,13,6,9,5,10,19,304,4,0,0,0,0,0,0,0,0,0,4,866,54,69,12,20,9,13,15,8,29,1093,0,0,0,0,0,0,0,0,0,0,0,1663,96,101,13,23,10,13,19,8,57,2006,883,11,13,0,3,0,0,0,0,16,934,613,4,4,0,0,0,0,0,0,20,647,173,6,12,0,0,3,0,3,3,8,213,8,0,0,0,0,0,0,0,0,0,8,790,8,21,0,9,3,0,4,3,26,863,0,0,0,0,0,0,0,0,0,0,0,1676,20,28,3,11,3,0,4,3,44,1801,506,8,6,0,3,0,4,0,0,11,534,325,0,3,0,0,0,0,0,0,9,339,200,3,4,0,0,0,0,0,0,7,217,11,0,0,0,0,0,0,0,0,0,11,537,7,9,0,0,0,3,0,0,18,572,5,0,0,0,0,0
POA6063,0,0,0,0,0,7,304,124,23,17,0,0,0,4,3,0,9,184,0,0,0,0,0,0,0,0,0,0,3,396,47,24,0,5,0,4,7,0,13,493,0,0,0,0,0,0,0,0,0,0,0,756,62,33,0,5,0,9,7,0,14,889,273,9,3,0,0,0,0,0,0,9,302,125,9,5,0,0,3,0,0,0,5,146,62,7,13,0,0,0,0,3,0,0,90,0,0,0,0,0,0,0,0,0,0,0,183,13,20,0,0,3,0,3,0,9,233,0,0,0,0,0,0,0,0,0,0,0,462,21,20,0,0,3,5,3,0,18,536,102,0,0,0,0,0,0,0,0,0,107,34,3,3,0,0,0,0,0,0,0,43,28,0,3,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,62,3,7,0,0,0,0,0,0,0,77,3,0,0,0,0,0
POA6064,4,3,0,0,0,6,655,322,48,56,6,11,6,7,7,6,13,485,3,0,0,0,0,0,0,0,0,0,3,884,95,85,11,13,9,12,11,8,26,1150,0,0,0,0,0,0,0,0,0,4,4,1577,113,106,16,13,13,14,11,8,41,1907,667,11,9,0,0,0,0,0,0,14,701,392,4,3,3,0,0,0,0,3,6,417,211,14,27,3,0,4,3,5,0,13,283,3,0,0,0,0,0,0,0,0,0,6,600,18,32,9,3,4,3,5,3,23,699,0,0,0,0,0,0,0,0,0,0,4,1272,29,34,9,3,4,3,5,3,39,1403,317,5,3,0,0,0,0,0,0,3,337,141,3,0,0,0,0,0,0,0,3,145,120,11,4,0,0,3,3,3,0,12,158,3,0,0,0,0,0,0,0,0,0,5,267,9,4,0,0,3,3,3,0,20,311,0,0,0,0,0,0
POA6065,3,10,3,11,8,15,748,133,31,29,7,11,11,10,15,7,23,269,3,0,0,0,0,0,0,0,0,0,5,660,117,107,18,10,17,17,28,7,39,1019,0,0,0,0,0,0,0,0,0,0,0,2120,278,242,41,26,32,24,28,18,95,2892,1315,58,57,12,11,3,8,0,4,39,1501,323,13,22,0,7,4,3,3,0,7,386,63,18,18,0,3,3,4,3,4,11,123,3,0,0,0,0,0,0,0,0,0,3,388,35,42,0,12,6,4,5,5,12,508,3,0,0,0,0,0,0,0,0,7,11,1706,90,94,16,21,13,11,10,8,59,2022,685,40,25,5,7,4,7,4,0,18,790,134,13,8,3,3,0,0,3,0,3,162,54,3,7,0,0,0,0,0,0,3,73,3,0,0,0,0,0,0,0,0,0,3,189,15,13,3,3,0,0,3,0,8,234,3,0,0,0,0,0
POA6066,0,3,3,0,0,3,392,130,5,12,3,0,3,8,0,0,3,163,0,0,0,0,0,0,0,0,0,0,3,466,36,29,4,0,8,7,0,0,9,561,5,0,0,0,0,0,0,0,0,0,5,1052,59,43,10,5,8,7,0,0,21,1206,315,5,12,0,0,0,0,0,0,0,337,187,5,6,0,0,3,3,0,0,5,218,72,4,5,3,0,0,0,0,0,8,97,3,0,0,0,0,0,0,0,0,0,3,264,17,8,4,3,3,4,0,0,10,316,3,0,0,0,0,0,0,0,0,0,3,578,20,24,4,3,3,5,0,0,16,653,165,0,0,0,0,0,0,0,0,4,173,57,0,0,0,0,0,0,0,0,0,66,51,0,3,0,0,0,0,3,0,4,56,3,0,0,0,0,0,0,0,0,0,3,113,0,3,0,0,0,0,3,0,5,123,0,0,0,0,0,0
POA6067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6069,0,8,7,0,3,4,254,17,4,5,0,0,0,0,0,3,6,53,0,0,0,0,0,0,0,0,0,0,3,178,38,44,8,3,5,11,3,9,12,302,0,0,3,0,0,0,0,0,0,0,3,963,122,138,29,16,17,14,6,6,45,1358,666,30,46,3,3,7,6,0,0,18,785,93,7,11,4,5,3,3,0,0,0,128,21,9,0,0,0,3,0,3,3,12,51,0,0,0,0,0,0,0,0,0,0,0,121,12,19,8,3,4,3,3,3,10,181,0,0,0,0,0,0,0,0,0,7,8,787,40,58,10,12,8,12,3,3,36,969,287,15,23,0,0,0,3,0,3,7,337,49,3,0,0,0,0,0,0,0,0,61,15,8,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,3,62,9,0,0,0,0,0,0,0,3,85,0,0,0,0,0,0
POA6070,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,3,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,177,11,9,0,0,0,0,0,0,10,212,189,0,3,0,0,0,0,0,0,3,195,28,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,222,0,3,0,0,0,0,0,0,0,229,72,0,0,0,0,0,0,0,0,0,77,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
POA6071,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,172,11,12,0,3,0,0,0,0,0,192,133,3,3,0,0,0,0,0,0,3,136,24,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,152,3,3,0,0,0,0,0,0,3,162,58,3,0,0,0,0,0,0,0,0,61,9,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
