POA_CODE_2016,F_GrDi_GrCer_GrDi_Mng,F_GrDi_GrCer_GrDi_Pro,F_GrDi_GrCer_GrDi_TTW,F_GrDi_GrCer_GrDi_CPS,F_GrDi_GrCer_GrDi_CA,F_GrDi_GrCer_GrDi_Sal,F_GrDi_GrCer_GrDi_MOD,F_GrDi_GrCer_GrDi_Lab,F_GrDi_GrCer_GrDi_IDNS,F_GrDi_GrCer_GrDi_Tot,F_GrDi_GrCer_GradCer_Mng,F_GrDi_GrCer_GradCer_Pro,F_GrDi_GrCer_GradCer_TTW,F_GrDi_GrCer_GradCer_CPS,F_GrDi_GrCer_GradCer_CA,F_GrDi_GrCer_GradCer_Sal,F_GrDi_GrCer_GradCer_MOD,F_GrDi_GrCer_GradCer_Lab,F_GrDi_GrCer_GradCer_IDNS,F_GrDi_GrCer_GradCer_Tot,F_BaDe_BaDe_Mng,F_BaDe_BaDe_Pro,F_BaDe_BaDe_TTW,F_BaDe_BaDe_CPS,F_BaDe_BaDe_CA,F_BaDe_BaDe_Sal,F_BaDe_BaDe_MOD,F_BaDe_BaDe_Lab,F_BaDe_BaDe_IDNS,F_BaDe_BaDe_Tot,F_AdvDi_Di_AdvDi_Di_NFD_Mng,F_AdvDi_Di_AdvDi_Di_NFD_Pro,F_AdvDi_Di_AdvDi_Di_NFD_TTW,F_AdvDi_Di_AdvDi_Di_NFD_CPS,F_AdvDi_Di_AdvDi_Di_NFD_CA,F_AdvDi_Di_AdvDi_Di_NFD_Sal,F_AdvDi_Di_AdvDi_Di_NFD_MOD,F_AdvDi_Di_AdvDi_Di_NFD_Lab,F_AdvDi_Di_AdvDi_Di_NFD_IDNS,F_AdvDi_Di_AdvDi_Di_NFD_Tot,F_AdvDi_Di_AdvDi_AsDe_Mng,F_AdvDi_Di_AdvDi_AsDe_Pro,F_AdvDi_Di_AdvDi_AsDe_TTW,F_AdvDi_Di_AdvDi_AsDe_CPS,F_AdvDi_Di_AdvDi_AsDe_CA,F_AdvDi_Di_AdvDi_AsDe_Sal,F_AdvDi_Di_AdvDi_AsDe_MOD,F_AdvDi_Di_AdvDi_AsDe_Lab,F_AdvDi_Di_AdvDi_AsDe_IDNS,F_AdvDi_Di_AdvDi_AsDe_Tot,F_AdvDi_Di_Dip_Mng,F_AdvDi_Di_Dip_Pro,F_AdvDi_Di_Dip_TTW,F_AdvDi_Di_Dip_CPS,F_AdvDi_Di_Dip_CA,F_AdvDi_Di_Dip_Sal,F_AdvDi_Di_Dip_MOD,F_AdvDi_Di_Dip_Lab,F_AdvDi_Di_Dip_IDNS,F_AdvDi_Di_Dip_Tot,F_Cert_CertIII_IV_Mng,F_Cert_CertIII_IV_Pro,F_Cert_CertIII_IV_TTW,F_Cert_CertIII_IV_CPS,F_Cert_CertIII_IV_CA,F_Cert_CertIII_IV_Sal,F_Cert_CertIII_IV_MOD,F_Cert_CertIII_IV_Lab,F_Cert_CertIII_IV_IDNS,F_Cert_CertIII_IV_Tot,F_Cert_CertI_II_Mng,F_Cert_CertI_II_Pro,F_Cert_CertI_II_TTW,F_Cert_CertI_II_CPS,F_Cert_CertI_II_CA,F_Cert_CertI_II_Sal,F_Cert_CertI_II_MOD,F_Cert_CertI_II_Lab,F_Cert_CertI_II_IDNS,F_Cert_CertI_II_Tot,F_Cert_Cert_nfd_Mng,F_Cert_Cert_nfd_Pro,F_Cert_Cert_nfd_TTW,F_Cert_Cert_nfd_CPS,F_Cert_Cert_nfd_CA,F_Cert_Cert_nfd_Sal,F_Cert_Cert_nfd_MOD,F_Cert_Cert_nfd_Lab,F_Cert_Cert_nfd_IDNS,F_Cert_Cert_nfd_Tot,F_LE_ID_Mng,F_LE_ID_Pro,F_LE_ID_TTW,F_LE_ID_CPS,F_LE_ID_CA,F_LE_ID_Sal,F_LE_ID_MOD,F_LE_ID_Lab,F_LE_ID_IDNS,F_LE_ID_Tot,F_LE_NS_Mng,F_LE_NS_Pro,F_LE_NS_TTW,F_LE_NS_CPS,F_LE_NS_CA,F_LE_NS_Sal,F_LE_NS_MOD,F_LE_NS_Lab,F_LE_NS_IDNS,F_LE_NS_Tot,F_Tot_Mng,F_Tot_Pro,F_Tot_TTW,F_Tot_CPS,F_Tot_CA,F_Tot_Sal,F_Tot_MOD,F_Tot_Lab,F_Tot_IDNS,F_Tot_Tot,P_PoDe_PoDe_NFD_Mng,P_PoDe_PoDe_NFD_Pro,P_PoDe_PoDe_NFD_TTW,P_PoDe_PoDe_NFD_CPS,P_PoDe_PoDe_NFD_CA,P_PoDe_PoDe_NFD_Sal,P_PoDe_PoDe_NFD_MOD,P_PoDe_PoDe_NFD_Lab,P_PoDe_PoDe_NFD_IDNS,P_PoDe_PoDe_NFD_Tot,P_PoDe_DoctDe_Mng,P_PoDe_DoctDe_Pro,P_PoDe_DoctDe_TTW,P_PoDe_DoctDe_CPS,P_PoDe_DoctDe_CA,P_PoDe_DoctDe_Sal,P_PoDe_DoctDe_MOD,P_PoDe_DoctDe_Lab,P_PoDe_DoctDe_IDNS,P_PoDe_DoctDe_Tot,P_PoDe_MasDe_Mng,P_PoDe_MasDe_Pro,P_PoDe_MasDe_TTW,P_PoDe_MasDe_CPS,P_PoDe_MasDe_CA,P_PoDe_MasDe_Sal,P_PoDe_MasDe_MOD,P_PoDe_MasDe_Lab,P_PoDe_MasDe_IDNS,P_PoDe_MasDe_Tot,P_GrDiGrCer_GrDiGrCerNFD_Mng,P_GrDiGrCer_GrDiGrCerNFD_Pro,P_GrDiGrCer_GrDiGrCerNFD_TTW,P_GrDiGrCer_GrDiGrCerNFD_CPS,P_GrDiGrCer_GrDiGrCerNFD_CA,P_GrDiGrCer_GrDiGrCerNFD_Sal,P_GrDiGrCer_GrDiGrCerNFD_MOD,P_GrDiGrCer_GrDiGrCerNFD_Lab,P_GrDiGrCer_GrDiGrCerNFD_IDNS,P_GrDiGrCer_GrDiGrCerNFD_Tot,P_GrDi_GrCer_GrDi_Mng,P_GrDi_GrCer_GrDi_Pro,P_GrDi_GrCer_GrDi_TTW,P_GrDi_GrCer_GrDi_CPS,P_GrDi_GrCer_GrDi_CA,P_GrDi_GrCer_GrDi_Sal,P_GrDi_GrCer_GrDi_MOD,P_GrDi_GrCer_GrDi_Lab,P_GrDi_GrCer_GrDi_IDNS,P_GrDi_GrCer_GrDi_Tot,P_GrDi_GrCer_GradCer_Mng,P_GrDi_GrCer_GradCer_Pro,P_GrDi_GrCer_GradCer_TTW,P_GrDi_GrCer_GradCer_CPS,P_GrDi_GrCer_GradCer_CA,P_GrDi_GrCer_GradCer_Sal,P_GrDi_GrCer_GradCer_MOD,P_GrDi_GrCer_GradCer_Lab,P_GrDi_GrCer_GradCer_IDNS,P_GrDi_GrCer_GradCer_Tot,P_BaDe_BaDe_Mng,P_BaDe_BaDe_Pro,P_BaDe_BaDe_TTW,P_BaDe_BaDe_CPS,P_BaDe_BaDe_CA,P_BaDe_BaDe_Sal,P_BaDe_BaDe_MOD,P_BaDe_BaDe_Lab,P_BaDe_BaDe_IDNS,P_BaDe_BaDe_Tot,P_AdvDi_Di_AdvDi_Di_NFD_Mng,P_AdvDi_Di_AdvDi_Di_NFD_Pro,P_AdvDi_Di_AdvDi_Di_NFD_TTW,P_AdvDi_Di_AdvDi_Di_NFD_CPS,P_AdvDi_Di_AdvDi_Di_NFD_CA,P_AdvDi_Di_AdvDi_Di_NFD_Sal,P_AdvDi_Di_AdvDi_Di_NFD_MOD,P_AdvDi_Di_AdvDi_Di_NFD_Lab,P_AdvDi_Di_AdvDi_Di_NFD_IDNS,P_AdvDi_Di_AdvDi_Di_NFD_Tot
POA6037,0,7,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,3,39,0,5,5,3,0,4,0,66,0,0,0,0,0,0,0,0,0,0,3,9,3,6,3,3,0,3,0,36,9,7,0,18,12,12,0,0,0,55,4,0,12,29,29,14,3,7,0,97,0,0,0,3,7,3,0,3,0,14,0,0,3,4,5,5,0,0,0,13,0,0,0,0,0,3,0,0,0,5,0,0,3,0,0,3,0,4,0,15,25,79,23,70,66,37,4,22,4,338,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,3,0,10,0,3,0,0,0,0,0,18,3,4,0,0,0,0,0,0,0,9,11,48,5,4,7,4,0,6,0,98,0,0,0,0,0,0,0,0,0,0
POA6038,3,16,0,5,4,0,0,0,0,31,0,3,0,0,0,0,0,0,0,8,25,170,6,39,53,15,3,7,0,311,3,0,0,3,0,0,0,0,0,5,3,23,3,22,18,8,0,3,0,79,15,17,12,72,33,15,5,5,0,173,28,24,44,75,67,31,3,21,0,294,0,3,0,13,16,8,0,3,0,45,3,0,0,7,11,4,0,3,0,28,0,7,0,4,0,4,0,0,0,10,3,0,0,8,8,9,0,0,3,43,95,289,69,249,216,93,13,48,4,1076,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,18,46,0,7,4,4,6,0,0,90,0,3,0,0,0,0,0,0,0,4,3,22,3,6,11,0,0,0,0,42,0,8,0,0,0,0,0,0,0,6,55,236,26,59,70,24,10,15,0,487,3,0,0,6,0,0,0,0,0,14
POA6041,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,3,6,0,0,3,0,30,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,0,10,0,0,3,3,11,0,0,4,0,20,0,3,4,8,4,0,0,4,0,30,0,0,0,0,4,0,0,3,0,7,0,0,0,4,3,0,0,0,0,13,0,0,0,5,0,0,0,0,0,8,0,0,0,3,3,3,0,0,0,11,9,25,8,27,39,11,0,20,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,7,13,0,3,7,0,0,8,0,32,0,0,0,0,0,0,0,0,0,0
POA6042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
POA6044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,0,0,0,0,0,3,0,25,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,14,0,0,0,0,3,0,0,0,0,6,5,3,3,9,3,7,0,3,0,22,0,0,0,0,0,0,0,3,0,5,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,17,0,16,0,0,0,3,3,3,0,0,0,8,11,21,3,14,17,9,0,29,3,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,12,16,0,4,3,0,0,3,0,41,0,0,0,0,0,0,0,0,0,0
POA6050,20,116,0,8,18,3,0,0,0,170,4,22,0,0,0,0,0,0,0,35,177,796,30,115,172,65,3,22,19,1397,0,0,0,0,0,0,0,0,0,3,22,60,7,21,42,28,0,3,3,201,35,30,11,50,43,25,3,3,0,202,32,24,35,55,64,32,3,9,5,257,3,6,0,11,7,12,0,3,0,37,7,10,0,12,28,7,0,4,0,61,0,8,0,0,3,3,0,0,0,17,3,8,3,10,7,7,0,4,8,54,375,1382,110,303,425,193,16,53,39,2891,6,14,3,0,7,0,0,3,0,29,26,163,3,3,10,0,0,3,3,209,139,373,16,14,54,20,3,11,8,638,12,23,0,0,0,0,0,0,0,39,41,191,7,15,19,3,0,8,3,290,17,32,3,0,3,0,0,0,0,49,451,1563,100,181,264,129,28,60,31,2799,0,3,3,0,0,0,0,0,0,7
POA6051,18,81,3,9,10,0,0,4,0,125,10,23,0,0,0,0,0,0,0,37,106,610,38,116,149,58,3,37,11,1133,0,0,0,0,0,0,0,0,0,4,28,44,15,25,27,7,4,4,0,151,28,34,18,72,64,15,3,15,3,248,35,26,42,85,101,27,9,19,4,353,3,3,0,4,8,7,0,7,0,30,14,7,0,14,16,3,0,8,0,63,0,8,3,3,5,4,0,0,0,29,4,10,3,12,7,4,3,3,0,44,284,1026,139,372,412,146,28,100,20,2525,7,11,0,0,3,0,0,0,0,21,6,82,0,0,3,0,0,0,0,98,88,290,16,43,44,22,14,20,4,553,3,10,0,3,0,0,0,0,0,22,34,121,7,14,17,0,0,7,0,203,10,34,3,0,3,3,0,0,3,49,260,1149,125,194,225,106,50,104,21,2223,3,0,3,0,0,0,0,0,0,8
POA6052,9,89,0,3,13,0,0,0,0,127,3,27,0,0,3,0,0,0,0,34,110,510,23,61,98,50,4,17,9,870,0,3,0,0,0,0,0,0,0,6,22,60,16,36,24,9,0,0,0,166,25,39,13,33,51,15,3,8,3,186,10,29,39,52,64,29,8,6,6,243,0,0,0,9,9,3,0,10,0,34,3,7,3,7,24,10,0,3,0,60,0,8,0,3,6,0,0,0,0,23,3,6,3,6,8,3,0,0,0,36,244,924,105,229,320,133,13,52,20,2041,4,7,0,0,0,0,0,0,0,16,3,67,0,0,0,0,0,0,0,74,94,179,15,15,25,19,0,9,6,361,6,13,0,0,0,0,0,0,0,22,26,151,0,12,15,0,0,0,5,214,9,41,0,0,5,0,0,0,0,52,299,917,70,79,153,84,14,40,17,1679,0,3,0,0,0,0,0,0,0,7
POA6053,10,82,3,9,13,0,0,0,3,119,6,37,0,4,3,0,0,0,0,44,151,618,23,85,143,52,4,29,11,1119,0,0,0,0,0,0,0,0,0,4,31,56,11,38,35,13,3,10,0,198,28,39,26,72,62,20,3,17,7,263,33,25,59,109,90,39,5,23,4,383,4,0,0,5,13,7,0,0,0,36,9,15,6,24,28,12,0,4,0,90,0,11,9,9,9,4,0,6,0,42,0,8,4,12,11,3,0,7,4,51,334,1079,145,365,433,155,17,84,35,2651,9,7,0,0,4,0,0,0,0,18,7,81,0,0,0,3,3,0,0,92,80,246,11,26,44,7,5,5,5,436,6,15,0,3,0,0,0,0,5,27,26,145,10,9,15,0,4,3,4,216,11,44,0,3,5,0,0,0,0,73,304,1121,91,141,200,87,21,55,27,2036,0,0,0,4,3,0,0,0,0,10
POA6054,13,107,0,28,10,0,0,0,0,152,3,17,0,3,3,0,0,0,0,30,100,560,34,102,163,54,3,32,3,1059,0,0,0,3,0,0,0,0,0,4,16,64,22,60,46,17,0,14,0,233,34,53,25,97,95,31,3,8,0,348,43,47,72,192,159,54,10,38,9,619,0,5,0,17,20,18,3,5,0,65,8,9,8,35,43,11,3,9,0,131,3,7,0,6,10,3,0,4,0,38,3,14,0,26,25,11,0,9,5,86,262,1033,177,583,597,197,29,119,30,3015,5,15,0,0,3,0,0,0,0,22,9,41,3,5,4,0,0,0,0,66,64,202,19,15,27,6,3,3,0,338,0,13,0,0,5,0,0,0,3,24,27,164,4,29,19,3,3,0,0,248,9,28,0,3,3,0,0,0,0,51,236,966,96,146,238,94,35,62,16,1872,0,0,0,5,0,0,0,5,0,10
POA6055,17,72,4,6,13,0,0,0,0,119,8,12,0,0,3,0,0,0,0,19,92,589,37,137,160,53,15,28,17,1117,0,0,0,0,3,0,0,0,0,7,24,61,12,45,45,15,5,7,5,218,52,64,32,121,102,43,6,15,0,445,50,52,81,223,198,66,14,26,11,724,6,4,4,10,29,15,0,5,0,82,14,10,7,38,44,15,3,4,0,141,4,7,4,15,17,5,3,0,0,59,4,5,5,23,28,22,3,3,15,106,310,989,190,646,670,251,42,116,43,3270,7,9,0,0,5,0,0,0,0,23,6,37,0,0,0,0,0,0,0,48,68,176,12,31,52,19,16,18,10,395,6,16,0,0,0,0,0,0,0,25,28,105,7,9,17,0,7,3,0,179,16,23,0,3,3,0,0,0,0,53,222,947,124,197,219,99,70,55,20,1956,0,3,4,0,3,0,0,0,0,11
POA6056,18,115,3,23,20,0,0,3,0,186,4,38,0,0,12,0,0,0,0,48,115,681,33,145,174,64,8,39,13,1269,3,0,3,4,6,0,0,0,0,17,41,105,19,80,95,29,4,17,4,397,66,100,32,197,160,59,9,20,6,653,89,76,199,423,327,121,30,99,17,1385,13,7,4,34,54,30,4,17,0,175,15,12,19,67,96,37,4,25,0,269,11,13,6,17,31,12,0,8,0,96,13,24,15,41,34,30,7,20,11,193,405,1325,341,1043,1019,397,76,256,64,4929,0,5,0,0,0,0,0,0,0,13,9,52,4,3,0,0,0,0,0,71,66,181,14,24,32,18,6,10,10,357,3,19,0,3,3,0,0,0,0,28,34,165,9,23,32,4,0,4,0,265,10,47,0,6,11,0,0,0,0,79,285,1074,134,203,234,104,50,83,26,2186,3,0,4,4,4,0,0,0,3,17
POA6057,4,42,0,9,12,0,0,0,0,69,3,16,0,0,5,0,0,0,0,21,36,315,16,43,95,24,7,11,6,548,0,0,0,6,4,0,0,0,0,11,15,38,12,41,49,15,0,10,0,179,40,43,15,69,77,20,7,3,0,276,35,38,81,212,158,59,11,35,8,644,9,4,6,13,31,10,0,9,0,74,4,9,4,34,34,11,5,3,0,109,3,3,3,12,16,4,3,3,0,39,3,3,3,12,21,11,4,4,0,70,177,558,143,456,498,152,37,80,18,2118,0,4,0,0,0,0,0,0,0,3,5,12,3,0,0,0,0,0,0,18,32,52,4,6,7,3,0,4,0,107,0,9,0,0,0,0,0,0,0,8,13,64,3,12,10,3,0,0,0,110,10,20,0,5,4,4,0,0,0,43,115,483,57,54,127,42,18,26,10,938,3,0,0,6,4,0,0,0,0,7
POA6058,5,14,0,6,3,3,0,0,0,33,0,11,0,0,0,0,0,0,0,12,28,196,24,32,58,25,4,16,0,374,0,0,0,0,0,0,0,0,0,3,4,30,4,25,32,5,0,5,0,113,20,18,10,58,60,19,3,12,7,206,29,22,56,161,116,53,10,31,5,487,10,5,0,10,22,13,0,9,0,59,7,3,5,28,28,6,3,9,0,89,4,3,3,3,7,0,0,0,0,20,0,4,6,13,18,16,7,6,5,77,115,322,122,345,349,141,30,87,29,1537,0,5,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,6,16,39,6,17,16,6,4,3,0,102,0,3,0,0,0,0,0,0,0,4,17,27,4,6,3,3,4,0,0,61,4,9,0,0,3,0,0,0,0,20,68,319,55,43,83,33,20,34,8,650,0,0,0,0,0,0,0,0,0,8
POA6059,17,126,5,16,19,0,0,0,0,183,9,22,0,0,3,0,0,0,0,31,134,780,40,116,237,98,3,32,19,1458,0,0,0,3,0,0,0,0,0,4,20,77,17,63,76,18,0,10,0,283,39,54,22,102,83,19,6,14,0,336,42,32,85,141,113,50,13,27,10,499,4,7,0,14,13,15,3,6,0,57,13,16,8,32,58,17,0,5,0,154,3,10,0,7,11,7,0,5,0,52,6,23,5,21,25,12,3,12,7,120,344,1323,177,537,685,262,31,112,41,3512,6,7,0,0,3,0,0,0,0,21,4,77,0,3,7,0,0,3,0,93,118,291,18,23,57,34,7,14,3,565,5,19,0,0,3,0,0,0,0,29,36,182,8,19,29,3,0,0,0,282,21,30,0,10,8,0,0,0,0,70,381,1430,134,175,338,188,47,92,28,2814,4,0,0,3,0,0,0,0,0,8
POA6060,22,132,4,14,18,4,0,3,0,202,7,18,0,8,6,0,0,0,0,38,196,1060,52,206,260,119,10,62,16,1981,0,0,0,0,3,3,0,0,0,10,40,86,21,59,62,26,7,13,3,314,47,79,41,104,107,49,3,24,3,449,42,67,96,166,147,53,7,44,10,626,5,6,8,8,32,15,0,6,3,80,15,12,3,35,52,21,3,5,0,144,7,17,0,14,20,6,3,12,0,71,6,6,0,21,20,11,0,11,3,78,436,1791,238,674,768,321,36,197,38,4501,6,18,0,0,3,0,0,3,0,30,8,128,3,5,3,0,0,3,0,144,112,372,46,49,57,47,14,38,6,751,7,25,0,3,0,0,0,0,0,33,45,206,11,17,35,6,3,3,0,337,8,38,0,7,15,0,0,0,0,72,488,1851,196,283,390,194,70,156,31,3663,0,0,3,0,0,3,0,4,3,15
POA6061,14,76,3,33,18,3,0,3,3,150,5,27,0,4,5,0,0,0,0,41,108,744,81,257,217,93,19,109,18,1640,0,3,0,12,0,3,0,3,0,21,15,59,26,81,55,23,3,30,3,288,73,81,48,253,137,59,7,56,7,724,54,56,127,393,184,98,15,91,20,1032,6,6,3,21,39,27,3,18,0,129,14,15,5,80,56,22,7,26,3,226,8,8,3,11,21,4,0,9,3,78,12,15,7,27,29,17,3,25,17,145,339,1264,307,1213,834,382,58,389,83,4866,0,8,0,3,3,0,0,0,0,16,0,48,0,3,3,3,0,0,0,62,77,299,51,78,110,63,35,44,7,768,3,21,0,3,10,3,0,6,0,35,20,113,13,30,23,6,9,7,5,229,11,39,0,7,6,0,3,0,0,58,284,1280,245,404,364,177,164,285,35,3238,0,0,3,15,0,6,3,8,3,37
POA6062,13,96,6,21,9,4,0,0,0,149,3,20,0,0,10,0,0,0,0,39,130,835,48,161,264,108,14,63,13,1632,3,5,0,0,0,0,0,0,4,13,32,83,31,81,78,33,4,18,0,359,45,76,32,150,146,43,3,29,7,537,48,52,128,253,219,95,22,59,12,886,8,3,0,22,33,26,0,9,3,99,5,9,10,55,73,23,3,18,4,195,11,13,3,19,19,6,0,10,3,80,6,20,6,30,31,19,9,20,13,151,354,1397,273,820,942,367,60,227,67,4510,3,8,0,3,0,0,0,0,0,21,15,56,0,4,0,0,0,0,0,79,89,285,31,37,69,25,12,20,6,578,3,30,0,0,5,0,0,0,0,43,34,140,5,25,16,6,3,3,0,237,14,34,0,0,7,0,4,0,0,69,347,1475,170,245,384,200,74,125,28,3051,3,5,3,0,0,0,0,3,4,17
POA6063,5,17,0,6,8,0,0,0,0,37,3,10,0,0,0,0,0,0,0,7,32,225,16,54,64,36,0,28,7,469,0,0,0,3,0,0,0,0,0,3,6,24,3,33,26,11,3,5,4,118,16,26,16,63,42,24,0,10,0,196,25,17,61,168,95,36,8,29,3,451,4,0,3,10,14,10,0,8,0,51,9,9,3,32,27,9,3,18,3,107,0,3,0,3,11,4,0,0,0,26,3,9,3,18,16,11,0,10,5,74,104,376,115,405,319,148,18,111,28,1623,0,0,0,0,0,0,0,0,0,0,0,14,0,3,0,0,0,0,0,21,15,51,8,17,31,11,3,6,3,129,0,6,0,0,5,0,0,0,0,6,10,23,5,9,8,0,0,0,0,63,4,6,0,0,0,0,0,0,0,14,88,375,66,88,99,69,36,53,10,874,0,0,0,3,0,3,0,0,0,11
POA6064,6,66,0,15,14,3,0,0,0,101,3,13,0,0,0,0,0,0,0,15,60,421,35,94,160,65,3,41,13,895,0,0,0,3,3,0,0,0,0,11,20,39,14,52,62,22,3,16,0,225,39,44,29,148,105,44,6,28,6,458,37,48,98,351,183,90,20,84,6,916,9,4,0,30,26,21,5,14,0,122,14,14,5,67,46,12,3,12,5,181,4,3,4,10,13,5,0,5,0,50,8,10,13,43,23,27,3,34,23,181,213,740,210,823,649,301,51,257,55,3299,0,7,0,0,0,3,0,0,0,12,4,26,0,3,0,0,0,0,0,35,28,116,18,18,25,17,10,17,0,251,6,3,0,3,0,0,0,0,0,17,9,86,9,19,10,3,3,7,0,144,3,16,0,0,0,0,0,0,0,18,148,685,114,155,221,101,50,94,24,1589,3,0,3,4,7,0,3,0,0,26
POA6065,20,173,4,55,24,4,0,0,0,284,17,47,3,3,6,0,0,0,0,79,250,1739,93,263,462,153,12,70,32,3072,3,3,0,5,4,3,0,0,0,17,73,206,31,145,196,73,9,31,10,765,127,174,69,358,331,110,8,44,11,1229,137,146,285,602,571,213,33,93,21,2094,18,13,9,44,78,50,16,19,0,242,31,35,25,98,143,54,9,35,3,425,13,30,3,34,35,21,3,8,0,151,24,39,14,57,70,32,0,27,30,293,771,2905,554,1695,1992,729,90,320,113,9164,5,26,0,0,4,0,0,0,0,40,5,93,0,0,6,0,0,0,3,106,212,444,33,43,84,45,26,25,9,925,8,38,3,0,7,0,0,0,0,51,54,272,12,60,32,8,3,3,3,443,28,67,3,13,12,3,0,0,0,131,658,2853,274,410,647,250,116,166,56,5430,7,4,8,5,4,3,0,0,0,29
POA6066,3,32,0,17,8,3,0,0,0,64,3,11,0,4,0,0,0,0,0,18,53,345,15,69,94,41,4,19,4,640,0,0,0,4,0,0,0,0,0,9,14,47,4,39,51,13,3,12,0,179,33,38,13,80,79,34,0,5,0,284,36,27,78,219,139,68,19,31,8,628,10,3,3,15,20,22,4,7,0,85,8,3,8,40,35,20,0,8,3,134,4,11,3,8,18,3,3,3,0,47,3,13,7,25,22,9,0,5,3,97,176,583,136,539,473,212,32,108,25,2298,0,5,0,0,0,0,0,0,0,3,0,29,0,0,0,0,0,0,0,34,20,80,12,18,23,3,3,9,3,170,3,7,0,0,0,0,0,0,0,12,10,50,0,20,9,3,0,0,0,97,3,12,0,5,0,0,0,0,0,22,129,563,49,106,136,73,28,46,5,1133,0,0,0,4,0,3,0,0,0,18
POA6067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
