POA_CODE_2016,M_PoDe_PoDe_NFD_Mng,M_PoDe_PoDe_NFD_Pro,M_PoDe_PoDe_NFD_TTW,M_PoDe_PoDe_NFD_CPS,M_PoDe_PoDe_NFD_CA,M_PoDe_PoDe_NFD_Sal,M_PoDe_PoDe_NFD_MOD,M_PoDe_PoDe_NFD_Lab,M_PoDe_PoDe_NFD_IDNS,M_PoDe_PoDe_NFD_Tot,M_PoDe_DoctDe_Mng,M_PoDe_DoctDe_Pro,M_PoDe_DoctDe_TTW,M_PoDe_DoctDe_CPS,M_PoDe_DoctDe_CA,M_PoDe_DoctDe_Sal,M_PoDe_DoctDe_MOD,M_PoDe_DoctDe_Lab,M_PoDe_DoctDe_IDNS,M_PoDe_DoctDe_Tot,M_PoDe_MasDe_Mng,M_PoDe_MasDe_Pro,M_PoDe_MasDe_TTW,M_PoDe_MasDe_CPS,M_PoDe_MasDe_CA,M_PoDe_MasDe_Sal,M_PoDe_MasDe_MOD,M_PoDe_MasDe_Lab,M_PoDe_MasDe_IDNS,M_PoDe_MasDe_Tot,M_GrDiGrCer_GrDiGrCerNFD_Mng,M_GrDiGrCer_GrDiGrCerNFD_Pro,M_GrDiGrCer_GrDiGrCerNFD_TTW,M_GrDiGrCer_GrDiGrCerNFD_CPS,M_GrDiGrCer_GrDiGrCerNFD_CA,M_GrDiGrCer_GrDiGrCerNFD_Sal,M_GrDiGrCer_GrDiGrCerNFD_MOD,M_GrDiGrCer_GrDiGrCerNFD_Lab,M_GrDiGrCer_GrDiGrCerNFD_IDNS,M_GrDiGrCer_GrDiGrCerNFD_Tot,M_GrDi_GrCer_GrDi_Mng,M_GrDi_GrCer_GrDi_Pro,M_GrDi_GrCer_GrDi_TTW,M_GrDi_GrCer_GrDi_CPS,M_GrDi_GrCer_GrDi_CA,M_GrDi_GrCer_GrDi_Sal,M_GrDi_GrCer_GrDi_MOD,M_GrDi_GrCer_GrDi_Lab,M_GrDi_GrCer_GrDi_IDNS,M_GrDi_GrCer_GrDi_Tot,M_GrDi_GrCer_GradCer_Mng,M_GrDi_GrCer_GradCer_Pro,M_GrDi_GrCer_GradCer_TTW,M_GrDi_GrCer_GradCer_CPS,M_GrDi_GrCer_GradCer_CA,M_GrDi_GrCer_GradCer_Sal,M_GrDi_GrCer_GradCer_MOD,M_GrDi_GrCer_GradCer_Lab,M_GrDi_GrCer_GradCer_IDNS,M_GrDi_GrCer_GradCer_Tot,M_BaDe_BaDe_Mng,M_BaDe_BaDe_Pro,M_BaDe_BaDe_TTW,M_BaDe_BaDe_CPS,M_BaDe_BaDe_CA,M_BaDe_BaDe_Sal,M_BaDe_BaDe_MOD,M_BaDe_BaDe_Lab,M_BaDe_BaDe_IDNS,M_BaDe_BaDe_Tot,M_AdvDi_Di_AdvDi_Di_NFD_Mng,M_AdvDi_Di_AdvDi_Di_NFD_Pro,M_AdvDi_Di_AdvDi_Di_NFD_TTW,M_AdvDi_Di_AdvDi_Di_NFD_CPS,M_AdvDi_Di_AdvDi_Di_NFD_CA,M_AdvDi_Di_AdvDi_Di_NFD_Sal,M_AdvDi_Di_AdvDi_Di_NFD_MOD,M_AdvDi_Di_AdvDi_Di_NFD_Lab,M_AdvDi_Di_AdvDi_Di_NFD_IDNS,M_AdvDi_Di_AdvDi_Di_NFD_Tot,M_AdvDi_Di_AdvDi_AsDe_Mng,M_AdvDi_Di_AdvDi_AsDe_Pro,M_AdvDi_Di_AdvDi_AsDe_TTW,M_AdvDi_Di_AdvDi_AsDe_CPS,M_AdvDi_Di_AdvDi_AsDe_CA,M_AdvDi_Di_AdvDi_AsDe_Sal,M_AdvDi_Di_AdvDi_AsDe_MOD,M_AdvDi_Di_AdvDi_AsDe_Lab,M_AdvDi_Di_AdvDi_AsDe_IDNS,M_AdvDi_Di_AdvDi_AsDe_Tot,M_AdvDi_Di_Dip_Mng,M_AdvDi_Di_Dip_Pro,M_AdvDi_Di_Dip_TTW,M_AdvDi_Di_Dip_CPS,M_AdvDi_Di_Dip_CA,M_AdvDi_Di_Dip_Sal,M_AdvDi_Di_Dip_MOD,M_AdvDi_Di_Dip_Lab,M_AdvDi_Di_Dip_IDNS,M_AdvDi_Di_Dip_Tot,M_Cert_CertIII_IV_Mng,M_Cert_CertIII_IV_Pro,M_Cert_CertIII_IV_TTW,M_Cert_CertIII_IV_CPS,M_Cert_CertIII_IV_CA,M_Cert_CertIII_IV_Sal,M_Cert_CertIII_IV_MOD,M_Cert_CertIII_IV_Lab,M_Cert_CertIII_IV_IDNS,M_Cert_CertIII_IV_Tot,M_Cert_CertI_II_Mng,M_Cert_CertI_II_Pro,M_Cert_CertI_II_TTW,M_Cert_CertI_II_CPS,M_Cert_CertI_II_CA,M_Cert_CertI_II_Sal,M_Cert_CertI_II_MOD,M_Cert_CertI_II_Lab,M_Cert_CertI_II_IDNS,M_Cert_CertI_II_Tot,M_Cert_Cert_nfd_Mng,M_Cert_Cert_nfd_Pro,M_Cert_Cert_nfd_TTW,M_Cert_Cert_nfd_CPS,M_Cert_Cert_nfd_CA,M_Cert_Cert_nfd_Sal,M_Cert_Cert_nfd_MOD,M_Cert_Cert_nfd_Lab,M_Cert_Cert_nfd_IDNS,M_Cert_Cert_nfd_Tot,M_LE_ID_Mng,M_LE_ID_Pro,M_LE_ID_TTW,M_LE_ID_CPS,M_LE_ID_CA,M_LE_ID_Sal,M_LE_ID_MOD,M_LE_ID_Lab,M_LE_ID_IDNS,M_LE_ID_Tot,M_LE_NS_Mng,M_LE_NS_Pro,M_LE_NS_TTW,M_LE_NS_CPS,M_LE_NS_CA,M_LE_NS_Sal,M_LE_NS_MOD,M_LE_NS_Lab,M_LE_NS_IDNS,M_LE_NS_Tot,M_Tot_Mng,M_Tot_Pro,M_Tot_TTW,M_Tot_CPS,M_Tot_CA,M_Tot_Sal,M_Tot_MOD,M_Tot_Lab,M_Tot_IDNS,M_Tot_Tot,F_PoDe_PoDe_NFD_Mng,F_PoDe_PoDe_NFD_Pro,F_PoDe_PoDe_NFD_TTW,F_PoDe_PoDe_NFD_CPS,F_PoDe_PoDe_NFD_CA,F_PoDe_PoDe_NFD_Sal,F_PoDe_PoDe_NFD_MOD,F_PoDe_PoDe_NFD_Lab,F_PoDe_PoDe_NFD_IDNS,F_PoDe_PoDe_NFD_Tot,F_PoDe_DoctDe_Mng,F_PoDe_DoctDe_Pro,F_PoDe_DoctDe_TTW,F_PoDe_DoctDe_CPS,F_PoDe_DoctDe_CA,F_PoDe_DoctDe_Sal,F_PoDe_DoctDe_MOD,F_PoDe_DoctDe_Lab,F_PoDe_DoctDe_IDNS,F_PoDe_DoctDe_Tot,F_PoDe_MasDe_Mng,F_PoDe_MasDe_Pro,F_PoDe_MasDe_TTW,F_PoDe_MasDe_CPS,F_PoDe_MasDe_CA,F_PoDe_MasDe_Sal,F_PoDe_MasDe_MOD,F_PoDe_MasDe_Lab,F_PoDe_MasDe_IDNS,F_PoDe_MasDe_Tot,F_GrDiGrCer_GrDiGrCerNFD_Mng,F_GrDiGrCer_GrDiGrCerNFD_Pro,F_GrDiGrCer_GrDiGrCerNFD_TTW,F_GrDiGrCer_GrDiGrCerNFD_CPS,F_GrDiGrCer_GrDiGrCerNFD_CA,F_GrDiGrCer_GrDiGrCerNFD_Sal,F_GrDiGrCer_GrDiGrCerNFD_MOD,F_GrDiGrCer_GrDiGrCerNFD_Lab,F_GrDiGrCer_GrDiGrCerNFD_IDNS,F_GrDiGrCer_GrDiGrCerNFD_Tot
POA6038,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,12,28,0,3,3,0,6,0,0,49,0,0,0,0,0,0,0,0,0,4,0,6,0,0,4,0,0,0,0,11,0,3,0,0,0,0,0,0,0,3,30,67,19,20,19,13,6,9,0,177,0,0,0,3,0,0,0,0,0,6,12,21,15,8,4,3,0,7,0,68,21,33,20,20,13,3,3,6,0,128,38,20,414,32,18,27,51,67,7,675,0,0,5,3,0,3,3,8,0,29,3,0,6,8,3,3,8,4,0,33,0,3,3,3,0,0,0,4,0,19,4,3,8,5,0,4,3,6,3,30,117,189,488,114,69,61,85,110,13,1238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,0,3,3,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0
POA6041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,10,10,7,53,0,0,0,18,10,5,111,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,5,16,13,60,4,3,3,28,17,5,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
POA6042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,7,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,7,0,0,0,0,5,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,3,0,9,7,3,51,0,4,0,18,21,0,102,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,7,0,15,22,11,58,7,8,0,20,35,3,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
POA6050,3,6,3,0,0,0,0,3,0,13,13,84,0,0,4,0,0,0,0,104,87,176,6,7,29,11,3,3,4,327,10,6,0,0,0,0,0,0,0,21,27,72,5,7,3,0,0,3,0,123,9,4,0,0,0,0,0,0,0,16,276,769,63,67,95,59,23,34,12,1397,0,3,0,0,0,0,0,0,0,4,43,67,32,6,11,21,7,8,0,191,52,47,36,17,11,7,8,13,3,196,78,45,246,52,25,34,21,30,7,528,3,3,3,5,0,8,0,0,0,29,5,5,3,4,0,0,0,4,0,26,10,17,3,4,4,0,3,3,0,41,4,16,8,0,0,3,0,3,5,42,606,1311,410,176,186,146,75,110,38,3063,3,7,0,0,7,0,0,0,0,18,9,77,3,3,4,0,0,0,3,104,56,205,3,6,30,9,0,3,0,312,3,15,0,0,0,0,0,0,0,25
POA6051,3,6,0,0,0,0,0,0,0,14,0,48,0,0,3,0,0,0,0,53,54,151,14,23,20,6,12,14,0,298,0,9,0,0,0,0,0,0,0,8,17,42,3,4,6,0,0,4,0,80,4,6,0,0,4,3,0,0,3,15,155,542,81,71,73,48,44,72,13,1092,3,0,0,0,0,0,0,0,0,3,31,46,37,14,11,3,21,5,0,175,28,34,71,35,25,23,31,22,0,265,66,42,342,47,38,37,57,64,5,688,3,0,4,8,0,0,6,4,0,29,12,5,6,3,3,0,8,11,0,52,9,6,12,0,0,3,4,3,0,32,5,8,5,7,4,3,7,10,7,48,380,932,579,213,185,125,191,206,29,2858,3,3,0,0,3,0,0,0,0,12,4,31,0,0,3,0,0,0,0,44,34,140,5,19,28,14,0,9,3,253,3,7,0,3,0,0,0,0,0,15
POA6052,3,5,0,0,0,0,0,0,0,8,0,30,0,0,0,0,0,0,0,32,50,87,7,3,9,9,0,4,4,179,3,8,0,0,0,0,0,0,0,6,17,57,0,4,0,3,0,0,3,81,4,10,0,0,0,0,0,0,0,17,189,403,48,26,59,31,10,21,13,802,0,0,0,0,0,0,0,0,0,0,17,41,28,13,15,11,10,16,3,150,30,34,49,14,22,11,4,10,0,180,77,34,266,40,28,38,23,29,9,558,3,3,5,3,0,6,3,7,3,26,11,3,4,4,0,4,3,0,0,30,3,6,6,3,0,0,3,3,0,26,4,6,11,5,0,0,4,6,3,36,416,726,428,117,142,112,70,98,38,2139,3,0,0,0,0,0,0,0,0,11,5,35,0,0,0,0,0,0,0,38,42,93,5,12,14,11,0,3,3,181,3,6,0,0,0,0,0,0,0,9
POA6053,3,0,0,0,0,0,0,0,0,5,6,42,0,0,0,0,3,0,0,47,39,105,6,16,17,4,9,3,3,203,0,4,0,3,0,0,0,0,0,16,14,63,4,0,7,0,4,0,0,92,5,15,0,3,4,0,0,0,0,26,153,504,68,53,52,32,13,31,10,924,0,0,0,3,0,0,0,0,0,5,32,33,54,19,22,4,7,14,0,182,49,44,50,22,15,19,17,21,0,242,82,39,459,53,46,29,74,71,21,875,0,0,3,3,3,8,0,3,0,25,8,0,12,0,3,4,8,3,0,43,7,10,3,0,5,3,5,3,0,42,6,7,12,0,3,6,16,6,9,78,410,879,675,187,182,114,145,163,51,2802,3,3,0,0,4,0,0,0,0,8,7,38,0,0,0,0,0,0,0,46,41,144,3,10,25,6,0,0,4,234,5,6,0,0,0,0,0,0,0,15
POA6054,3,5,0,0,4,0,0,0,0,9,5,12,0,0,0,0,0,0,0,25,32,96,16,3,13,6,3,0,0,170,0,8,0,0,0,0,0,0,0,12,15,63,0,6,5,3,3,0,0,94,3,12,0,3,3,0,0,0,0,20,136,399,61,40,74,36,28,29,13,814,0,0,0,3,0,0,0,5,0,10,41,54,40,22,14,15,11,16,8,212,43,50,71,34,12,11,24,16,0,269,125,63,732,69,87,53,128,119,23,1392,3,4,3,7,3,8,11,15,0,58,8,9,7,10,10,0,18,10,0,78,5,10,8,5,0,3,0,3,0,27,14,3,24,3,3,3,28,20,15,103,433,780,971,207,221,135,260,233,56,3291,0,5,0,0,0,0,0,0,0,10,3,31,3,0,3,0,0,0,0,43,34,106,0,16,11,3,0,3,0,171,0,10,0,0,0,0,0,0,3,14
POA6055,3,4,0,0,0,0,0,0,0,7,3,27,0,0,0,0,0,0,0,27,45,97,10,12,19,7,12,3,7,215,6,8,0,0,0,0,0,0,0,12,14,31,3,3,3,0,7,3,0,62,9,8,0,3,4,0,0,0,0,29,131,357,87,59,60,39,55,27,11,838,0,0,4,0,0,0,0,0,0,7,50,48,54,24,21,8,41,12,5,265,59,53,97,31,26,22,56,15,5,369,172,75,890,81,59,49,234,137,27,1727,0,3,7,10,6,4,12,18,0,62,12,9,15,14,3,3,17,13,0,80,7,7,14,0,3,6,3,3,0,54,11,15,15,10,4,11,8,10,5,89,518,738,1206,241,225,154,447,238,63,3832,5,7,0,0,3,0,0,0,0,19,3,13,0,0,0,0,0,0,0,23,19,81,6,19,27,11,0,14,3,188,0,5,0,0,0,0,0,0,0,11
POA6056,0,0,0,0,0,0,0,0,0,3,10,24,0,0,0,0,0,0,0,34,45,76,8,8,11,10,7,7,3,175,3,9,0,3,3,0,0,0,0,15,16,50,0,3,6,3,0,0,0,79,8,8,0,4,0,0,0,0,0,25,170,393,97,56,58,37,43,43,8,917,0,0,3,0,0,0,0,0,0,7,70,93,60,28,24,18,22,22,3,327,90,100,114,53,44,20,44,30,3,500,269,111,1632,145,134,102,379,276,62,3097,7,7,18,20,3,6,20,35,0,125,21,19,35,14,8,7,35,18,0,149,9,14,12,0,0,3,15,11,4,67,14,8,51,19,5,5,42,36,14,192,726,906,2037,350,308,219,608,477,98,5729,0,6,0,0,0,0,0,0,0,5,3,27,3,0,0,0,0,0,0,38,22,101,3,15,19,12,3,3,4,183,0,12,0,3,0,0,0,0,0,13
POA6057,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,10,19,15,4,0,0,0,0,3,0,50,0,4,0,0,0,0,0,0,0,3,8,25,3,0,3,3,0,0,0,44,5,6,0,4,0,0,0,0,0,17,81,173,47,11,32,18,14,13,5,394,0,0,0,0,0,0,0,0,0,0,27,20,27,10,5,3,11,9,3,120,42,42,44,17,15,8,10,8,3,189,144,45,858,49,57,42,222,109,31,1560,0,0,8,10,3,4,6,14,0,46,7,6,18,10,0,5,23,11,0,77,3,9,5,0,0,0,11,3,0,26,15,3,24,0,3,3,22,3,8,89,352,359,1033,111,126,93,326,181,49,2622,0,5,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,5,14,32,0,4,3,0,0,0,0,64,0,6,0,0,0,0,0,0,0,9
POA6058,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,6,21,0,11,6,0,0,3,0,46,0,0,0,0,0,0,0,0,0,3,11,17,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,4,39,119,31,16,23,7,15,20,4,278,0,0,0,0,0,0,0,0,0,3,12,18,24,7,12,6,13,5,0,97,27,22,44,17,14,7,23,10,3,161,81,30,656,41,55,18,166,88,30,1177,0,3,4,3,7,4,12,8,0,42,7,3,17,3,3,0,17,11,0,66,0,0,6,3,0,0,0,6,0,22,3,0,6,0,4,3,13,6,8,47,194,247,801,103,125,49,252,157,47,1972,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,4,17,5,3,10,3,0,0,0,52,0,3,0,0,0,0,0,0,0,3
POA6059,4,4,0,0,0,0,0,0,0,7,3,45,0,3,0,0,0,0,0,57,71,146,16,13,25,15,4,7,3,303,0,9,0,0,0,0,0,0,0,11,23,58,7,3,10,4,0,0,0,98,16,12,0,10,0,0,0,0,0,38,248,652,91,57,104,91,41,62,15,1354,0,0,0,0,0,0,0,0,0,4,60,64,71,33,20,21,16,17,0,299,70,47,87,31,23,27,21,31,3,343,153,51,627,76,49,47,91,111,15,1213,11,0,8,3,3,3,4,4,0,38,17,11,12,10,3,12,12,19,0,97,15,16,7,3,4,8,0,9,0,66,6,8,10,4,9,7,6,12,12,77,695,1127,944,237,244,229,210,265,47,3997,3,7,0,0,0,0,0,0,0,11,4,25,0,0,3,0,0,0,0,35,46,138,3,10,35,22,3,7,4,267,3,13,0,0,5,0,0,0,0,18
POA6060,0,4,0,0,0,0,0,0,0,10,3,56,0,3,0,0,0,3,0,65,71,177,28,14,29,24,11,18,4,378,5,7,0,0,0,0,0,0,0,14,31,70,9,4,12,3,0,3,0,133,6,14,0,3,8,0,0,0,0,32,290,791,143,80,128,81,57,94,16,1685,0,0,3,0,0,0,0,0,0,5,69,70,58,32,18,15,16,25,3,308,50,76,126,34,25,20,29,36,3,403,108,58,683,67,51,73,119,115,24,1299,3,7,10,12,3,4,4,3,0,45,10,3,12,13,4,7,18,17,0,82,7,13,10,3,7,3,9,12,3,67,3,16,12,11,8,6,8,12,15,85,659,1362,1097,272,291,235,287,335,68,4608,3,21,0,0,3,0,0,0,0,24,3,65,3,0,4,0,0,0,0,77,45,201,13,33,30,28,3,21,3,373,3,14,0,0,0,0,0,0,0,22
POA6061,0,3,0,0,0,0,0,0,0,4,0,25,0,6,0,0,0,0,0,29,48,151,45,37,49,35,36,29,3,431,0,11,0,0,4,0,0,0,0,16,5,39,7,0,7,3,3,0,0,79,3,9,0,0,0,0,3,0,0,19,173,536,160,148,146,80,145,172,17,1597,0,0,3,5,0,0,3,3,0,12,42,49,91,34,34,21,57,41,5,364,71,67,201,87,37,48,106,85,17,721,107,61,1076,134,85,67,224,228,37,2006,8,3,15,20,10,7,16,36,0,119,12,8,34,19,13,8,35,24,0,158,6,10,20,10,4,6,19,20,0,99,9,10,49,18,7,7,32,42,36,212,490,990,1705,513,398,295,678,679,123,5876,0,3,0,3,3,0,0,0,0,9,0,23,0,0,0,3,0,0,0,24,31,147,5,46,65,25,3,18,0,338,0,10,0,3,6,0,0,0,0,19
POA6062,3,3,0,0,0,0,0,0,0,9,12,31,0,0,0,0,0,0,0,43,55,131,22,8,24,16,12,10,4,281,3,16,0,0,6,0,0,0,0,20,21,46,0,3,7,5,3,3,0,90,5,10,0,0,0,0,4,0,0,30,211,645,122,87,122,89,64,68,13,1422,0,0,3,0,0,0,0,0,0,8,72,68,72,36,26,23,14,26,3,343,86,72,143,40,34,37,39,58,5,514,173,76,1231,89,92,93,212,197,49,2204,5,3,12,10,0,12,10,9,4,72,14,5,26,16,16,15,16,20,3,136,12,11,20,3,6,6,7,8,3,74,11,19,25,15,14,10,27,18,20,157,684,1140,1699,304,344,300,416,412,106,5399,0,8,0,3,0,0,0,0,0,12,4,27,0,4,3,0,0,0,0,35,32,154,9,25,42,9,0,8,3,295,0,15,0,0,0,0,0,0,0,21
POA6063,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,5,22,4,5,14,4,3,0,0,63,0,0,0,0,0,0,0,0,0,0,6,11,3,3,3,3,0,0,0,27,0,0,0,0,0,0,0,0,0,4,55,141,45,25,37,33,33,28,9,407,0,0,0,0,0,0,0,0,0,0,18,17,36,15,12,4,7,3,0,115,27,26,50,16,21,17,26,20,0,195,60,34,539,51,49,42,123,100,25,1035,0,0,8,6,5,4,8,7,0,39,4,4,6,10,0,0,9,14,0,51,5,6,7,0,6,0,4,5,0,36,3,4,18,0,4,7,17,9,7,74,191,285,716,130,151,109,230,194,46,2053,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,9,7,24,3,8,17,7,0,3,0,67,0,4,0,0,5,0,0,0,0,6
POA6064,0,5,0,0,0,0,0,0,0,7,4,20,0,3,0,0,0,0,0,22,13,58,7,10,10,8,10,6,0,128,0,4,0,0,0,0,0,0,0,11,3,23,3,8,0,0,3,0,0,41,0,8,0,0,0,0,0,0,0,8,84,268,81,58,59,31,46,51,17,697,4,0,0,5,0,0,3,0,0,13,26,38,50,27,15,16,21,26,8,231,37,58,79,44,27,19,38,39,9,352,125,63,1055,103,80,80,213,227,30,1959,4,0,18,10,4,10,16,26,0,86,6,10,20,18,4,14,20,24,10,116,4,9,11,0,7,3,9,17,0,62,11,11,37,5,8,5,29,41,26,167,323,564,1372,286,212,192,402,466,90,3907,0,10,0,0,0,0,0,0,0,9,0,10,0,0,0,0,0,0,0,14,13,61,6,5,21,6,0,9,0,123,6,5,0,0,0,0,0,0,0,9
POA6065,4,5,0,0,0,0,0,0,0,14,5,49,0,0,3,0,0,0,3,63,151,229,28,10,38,21,23,23,3,516,4,8,0,0,3,0,0,0,0,19,29,101,3,5,8,3,3,0,0,154,15,18,0,10,5,0,0,0,0,47,410,1112,178,150,179,101,102,96,28,2358,0,3,8,0,0,0,0,0,0,9,134,148,126,79,53,33,37,43,15,670,189,192,202,99,87,73,50,51,15,956,520,184,2910,208,231,197,422,430,89,5195,13,14,26,19,12,22,14,42,3,162,26,22,59,37,15,17,46,33,4,253,24,35,45,9,8,3,17,16,3,156,23,22,56,11,9,22,42,48,23,252,1542,2141,3645,641,644,486,756,778,195,10829,4,19,0,0,4,0,0,0,0,25,3,36,0,0,4,0,0,0,0,48,63,214,12,32,49,26,3,3,4,408,3,24,3,0,5,0,0,0,0,35
POA6066,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,14,11,44,12,3,6,0,3,0,0,87,4,0,0,0,0,0,0,0,0,3,5,15,0,0,6,0,0,3,0,34,0,0,0,3,0,0,0,0,0,8,82,216,39,33,43,32,24,27,3,493,0,0,0,0,0,0,0,0,0,5,33,32,35,25,12,8,15,11,0,182,43,37,54,17,22,16,18,18,0,233,124,57,755,67,59,63,186,113,30,1462,9,0,9,4,3,5,10,9,3,47,8,6,15,5,7,6,17,10,0,67,6,10,4,0,4,0,4,0,4,36,3,3,31,5,3,6,17,12,8,79,328,431,951,161,174,141,302,204,57,2751,0,5,0,0,0,0,0,0,0,5,0,18,0,0,0,0,0,0,0,20,13,37,0,10,11,5,0,9,0,85,0,5,0,0,0,0,0,0,0,10
POA6067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6069,0,0,0,0,0,0,0,0,0,4,3,24,3,0,0,0,0,0,0,32,55,104,19,13,24,7,18,10,6,249,5,6,0,0,3,0,0,0,0,13,23,39,4,3,7,0,4,0,0,85,5,12,0,0,3,0,0,0,0,25,213,391,94,67,86,49,76,49,11,1034,0,0,0,0,0,0,0,0,0,7,83,88,80,41,23,15,42,14,6,404,147,110,148,77,55,42,60,43,5,690,330,139,1747,163,149,133,416,252,49,3371,7,0,13,10,7,8,23,28,0,105,16,12,30,18,9,9,42,14,0,157,11,8,16,10,3,7,15,3,3,71,11,20,45,13,6,18,42,14,10,169,906,958,2201,407,380,292,736,427,93,6421,0,3,0,0,0,0,0,0,0,9,3,20,0,3,3,0,0,0,0,30,21,118,3,23,25,19,0,15,0,214,0,10,0,0,3,0,0,0,0,17
