POA_CODE_2016,M_Tot_0,M_Tot_1_15,M_Tot_16_24,M_Tot_25_34,M_Tot_35_39,M_Tot_40,M_Tot_41_48,M_Tot_49over,M_Tot_hours_NS,M_Tot_Tot,F_AgriForestFish_0,F_AgriForestFish_1_15,F_AgriForestFish_16_24,F_AgriForestFish_25_34,F_AgriForestFish_35_39,F_AgriForestFish_40,F_AgriForestFish_41_48,F_AgriForestFish_49over,F_AgriForestFish_hours_NS,F_AgriForestFish_Tot,F_Min_0,F_Min_1_15,F_Min_16_24,F_Min_25_34,F_Min_35_39,F_Min_40,F_Min_41_48,F_Min_49over,F_Min_hours_NS,F_Min_Tot,F_Mnfg_0,F_Mnfg_1_15,F_Mnfg_16_24,F_Mnfg_25_34,F_Mnfg_35_39,F_Mnfg_40,F_Mnfg_41_48,F_Mnfg_49over,F_Mnfg_hours_NS,F_Mnfg_Tot,F_EGW_WS_0,F_EGW_WS_1_15,F_EGW_WS_16_24,F_EGW_WS_25_34,F_EGW_WS_35_39,F_EGW_WS_40,F_EGW_WS_41_48,F_EGW_WS_49over,F_EGW_WS_hours_NS,F_EGW_WS_Tot,F_Cnstn_0,F_Cnstn_1_15,F_Cnstn_16_24,F_Cnstn_25_34,F_Cnstn_35_39,F_Cnstn_40,F_Cnstn_41_48,F_Cnstn_49over,F_Cnstn_hours_NS,F_Cnstn_Tot,F_WTrade_0,F_WTrade_1_15,F_WTrade_16_24,F_WTrade_25_34,F_WTrade_35_39,F_WTrade_40,F_WTrade_41_48,F_WTrade_49over,F_WTrade_hours_NS,F_WTrade_Tot,F_RTrade_0,F_RTrade_1_15,F_RTrade_16_24,F_RTrade_25_34,F_RTrade_35_39,F_RTrade_40,F_RTrade_41_48,F_RTrade_49over,F_RTrade_hours_NS,F_RTrade_Tot,F_AccomFoodS_0,F_AccomFoodS_1_15,F_AccomFoodS_16_24,F_AccomFoodS_25_34,F_AccomFoodS_35_39,F_AccomFoodS_40,F_AccomFoodS_41_48,F_AccomFoodS_49over,F_AccomFoodS_hours_NS,F_AccomFoodS_Tot,F_TransPostWhse_0,F_TransPostWhse_1_15,F_TransPostWhse_16_24,F_TransPostWhse_25_34,F_TransPostWhse_35_39,F_TransPostWhse_40,F_TransPostWhse_41_48,F_TransPostWhse_49over,F_TransPostWhse_hours_NS,F_TransPostWhse_Tot,F_InfoMedTelecom_0,F_InfoMedTelecom_1_15,F_InfoMedTelecom_16_24,F_InfoMedTelecom_25_34,F_InfoMedTelecom_35_39,F_InfoMedTelecom_40,F_InfoMedTelecom_41_48,F_InfoMedTelecom_49over,F_InfoMedTelecom_hours_NS,F_InfoMedTelecom_Tot,F_FinInsurS_0,F_FinInsurS_1_15,F_FinInsurS_16_24,F_FinInsurS_25_34,F_FinInsurS_35_39,F_FinInsurS_40,F_FinInsurS_41_48,F_FinInsurS_49over,F_FinInsurS_hours_NS,F_FinInsurS_Tot,F_RentHirREserv_0,F_RentHirREserv_1_15,F_RentHirREserv_16_24,F_RentHirREserv_25_34,F_RentHirREserv_35_39,F_RentHirREserv_40,F_RentHirREserv_41_48,F_RentHirREserv_49over,F_RentHirREserv_hours_NS,F_RentHirREserv_Tot,F_ProScieTechServ_0,F_ProScieTechServ_1_15,F_ProScieTechServ_16_24,F_ProScieTechServ_25_34,F_ProScieTechServ_35_39,F_ProScieTechServ_40,F_ProScieTechServ_41_48,F_ProScieTechServ_49over,F_ProScieTechServ_hours_NS,F_ProScieTechServ_Tot,F_AdminSupServ_0,F_AdminSupServ_1_15,F_AdminSupServ_16_24,F_AdminSupServ_25_34,F_AdminSupServ_35_39,F_AdminSupServ_40,F_AdminSupServ_41_48,F_AdminSupServ_49over,F_AdminSupServ_hours_NS,F_AdminSupServ_Tot,F_PubAdmiSafety_0,F_PubAdmiSafety_1_15,F_PubAdmiSafety_16_24,F_PubAdmiSafety_25_34,F_PubAdmiSafety_35_39,F_PubAdmiSafety_40,F_PubAdmiSafety_41_48,F_PubAdmiSafety_49over,F_PubAdmiSafety_hours_NS,F_PubAdmiSafety_Tot,F_EducTrain_0,F_EducTrain_1_15,F_EducTrain_16_24,F_EducTrain_25_34,F_EducTrain_35_39,F_EducTrain_40,F_EducTrain_41_48,F_EducTrain_49over,F_EducTrain_hours_NS,F_EducTrain_Tot,F_HealthCareSocA_0,F_HealthCareSocA_1_15,F_HealthCareSocA_16_24,F_HealthCareSocA_25_34,F_HealthCareSocA_35_39,F_HealthCareSocA_40,F_HealthCareSocA_41_48,F_HealthCareSocA_49over,F_HealthCareSocA_hours_NS,F_HealthCareSocA_Tot,F_ArtRecServ_0,F_ArtRecServ_1_15,F_ArtRecServ_16_24,F_ArtRecServ_25_34,F_ArtRecServ_35_39,F_ArtRecServ_40,F_ArtRecServ_41_48,F_ArtRecServ_49over,F_ArtRecServ_hours_NS,F_ArtRecServ_Tot,F_OthServ_0,F_OthServ_1_15,F_OthServ_16_24,F_OthServ_25_34,F_OthServ_35_39,F_OthServ_40,F_OthServ_41_48,F_OthServ_49over,F_OthServ_hours_NS,F_OthServ_Tot
POA6107,321,987,1055,835,2502,2510,1167,1865,266,11505,0,0,9,4,4,3,3,4,0,36,4,0,12,6,30,53,18,36,4,162,9,42,45,43,84,63,18,18,3,316,3,3,5,0,21,20,4,5,0,63,7,42,24,30,34,56,10,20,4,230,7,21,26,25,52,51,13,8,0,202,44,268,197,194,200,98,43,38,15,1087,33,256,193,116,120,70,18,41,7,862,11,21,28,38,72,64,23,23,0,288,0,15,7,10,14,9,5,0,0,56,21,21,33,32,77,63,18,13,0,265,3,12,19,12,44,34,16,7,0,138,18,57,57,69,126,122,38,26,4,515,8,98,89,56,59,59,21,12,4,404,37,30,61,48,192,88,27,16,3,504,37,131,129,125,214,115,72,75,3,898,94,189,306,401,463,245,73,107,23,1913,7,38,23,32,24,17,3,3,0,161,10,92,54,66,84,62,11,12,0,395
POA6108,166,486,353,408,1216,1310,688,1085,124,5834,3,0,0,7,4,4,6,0,0,23,8,3,0,3,7,25,11,12,0,72,5,23,19,24,53,43,21,13,3,200,3,0,0,6,18,5,3,3,0,38,3,12,16,16,33,29,11,14,3,141,4,17,23,18,28,34,10,5,3,146,29,192,133,111,129,54,12,31,3,703,9,150,66,54,42,27,11,20,6,384,9,21,20,18,47,27,11,14,5,176,3,9,7,5,9,5,0,0,0,45,9,11,12,17,35,25,12,3,0,123,6,7,13,6,10,18,13,5,0,80,4,32,30,24,60,35,19,17,0,215,7,43,25,22,26,22,7,6,0,168,16,18,30,38,119,49,13,16,3,303,17,82,95,116,129,69,41,56,8,599,43,128,175,244,227,115,34,40,11,1020,4,20,12,17,10,10,4,11,0,87,6,33,53,36,47,26,10,9,3,218
POA6109,95,201,185,234,700,610,329,473,69,2893,0,0,3,4,3,0,0,0,0,10,4,0,0,0,8,7,0,15,0,35,3,4,7,7,28,17,6,0,0,77,0,0,0,0,3,3,0,0,0,9,3,3,4,6,16,12,9,4,0,59,3,3,4,0,22,13,4,4,3,53,16,62,50,46,62,24,5,7,3,270,7,52,38,18,14,8,7,10,5,156,4,4,5,9,20,13,8,5,0,73,0,4,0,0,3,0,0,0,0,11,3,3,6,8,16,18,0,0,0,53,0,0,0,3,7,4,3,4,0,25,5,17,6,10,15,15,4,5,0,78,3,26,20,12,8,7,0,3,0,91,8,14,14,5,45,20,4,3,3,110,7,20,33,47,43,19,9,9,0,188,26,50,71,102,101,36,13,28,8,434,0,9,5,11,3,0,0,4,0,41,3,25,14,17,24,5,3,6,3,100
POA6110,294,657,534,635,2126,2281,1245,1877,219,9878,0,3,9,11,18,9,0,0,0,56,12,4,9,8,21,34,7,32,0,133,6,40,34,43,93,68,32,21,0,338,0,0,4,4,27,16,9,0,0,65,7,33,34,32,46,63,15,19,6,254,10,16,18,31,60,52,25,8,0,213,38,255,201,198,221,106,59,35,15,1119,20,195,93,85,61,39,24,34,7,561,16,28,23,37,74,66,24,26,0,282,3,6,6,12,3,11,3,0,0,47,13,11,28,39,56,48,16,7,0,223,6,8,19,13,47,22,19,13,3,142,19,48,57,54,85,68,14,23,4,369,7,84,57,32,64,38,22,18,0,325,25,45,58,52,181,77,39,25,3,500,41,141,137,174,197,127,50,77,3,953,80,184,277,416,397,198,52,98,20,1724,7,23,20,15,21,16,7,9,0,113,11,71,45,46,75,34,13,24,4,317
POA6111,202,460,314,399,1111,1200,674,1159,128,5646,0,11,10,14,5,9,4,3,0,51,7,0,3,3,18,13,11,27,0,80,0,27,14,23,32,32,18,13,0,160,3,0,0,0,9,3,0,3,0,23,3,31,22,15,30,40,4,14,4,152,7,12,9,9,21,20,8,8,0,99,23,177,135,105,102,58,18,40,5,658,14,128,49,36,24,26,10,15,6,304,7,14,21,19,37,41,8,19,0,164,0,17,7,3,8,7,0,0,0,46,7,7,16,18,27,18,5,0,0,97,0,10,13,11,21,15,10,5,3,89,5,32,28,42,36,33,10,12,0,203,5,53,18,32,19,17,7,9,3,169,24,22,37,29,91,51,20,12,0,298,24,123,87,126,88,83,59,78,5,676,59,126,185,235,208,109,35,43,10,995,4,36,14,3,17,7,3,4,3,91,8,49,26,38,41,20,10,19,0,212
POA6112,439,839,650,849,3005,3156,1886,2945,253,14026,0,12,11,10,22,13,3,4,0,78,17,9,3,12,38,55,25,55,0,212,17,68,55,61,111,81,51,24,0,464,8,6,6,12,31,14,9,6,0,97,19,59,33,44,69,98,31,30,5,382,11,22,26,41,88,65,30,14,0,292,68,403,285,295,334,158,85,68,14,1701,29,293,105,105,94,55,29,43,8,766,21,40,43,73,99,87,31,39,8,450,3,16,11,9,24,14,4,3,0,85,24,18,31,57,93,78,19,16,0,334,11,19,26,22,63,52,16,20,0,232,29,64,55,66,113,115,36,42,0,526,14,87,49,59,70,55,17,24,6,389,45,51,74,70,261,110,58,42,0,704,66,192,199,229,273,187,103,103,11,1361,150,297,429,602,626,342,102,151,26,2733,9,46,24,24,31,12,3,12,0,149,17,95,71,65,110,52,28,27,4,478
POA6121,29,56,32,49,114,198,91,248,10,825,0,6,3,3,3,0,0,10,0,31,0,0,4,4,0,0,3,3,0,9,0,6,0,10,8,6,3,6,0,42,0,0,0,0,0,0,0,0,0,3,0,12,3,10,10,8,0,3,0,47,0,0,3,0,9,3,0,3,0,23,0,34,17,13,12,3,5,9,0,87,0,16,3,3,3,4,3,3,0,33,0,11,0,0,3,5,0,0,0,18,0,0,0,3,0,4,0,0,0,3,0,0,3,3,0,3,0,3,0,13,0,3,0,3,3,3,3,3,0,25,0,6,5,4,11,6,4,0,0,37,0,6,10,5,3,6,3,0,0,34,3,3,12,3,15,15,3,4,0,60,3,14,16,18,12,10,10,11,0,85,9,20,17,25,20,10,3,8,0,105,0,4,0,3,6,0,0,0,0,12,0,9,4,4,7,10,0,8,0,35
POA6122,132,220,166,252,822,1026,660,1215,84,4582,0,7,3,0,9,3,0,3,3,24,5,3,6,8,8,15,6,36,3,91,8,13,15,28,46,31,13,11,0,168,0,4,0,0,7,9,3,0,0,24,7,27,11,16,25,33,12,13,3,133,5,10,8,10,25,31,14,6,0,98,17,149,101,106,90,61,29,27,5,583,14,85,54,34,24,19,9,16,3,253,5,11,20,13,27,28,14,16,0,134,0,9,0,6,3,8,0,0,0,31,10,7,10,17,30,15,7,3,0,102,3,12,8,10,33,21,12,0,0,95,7,22,21,30,47,25,15,6,0,165,9,28,11,21,21,11,12,8,0,133,13,6,27,36,74,48,24,19,0,251,14,55,77,82,78,54,31,40,5,429,43,85,132,185,227,82,30,37,4,831,0,21,6,6,3,10,0,0,0,58,8,41,28,31,42,21,9,11,0,191
POA6123,20,34,18,29,54,85,58,111,10,415,0,3,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,4,0,4,0,0,0,6,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,11,0,0,0,0,3,0,0,0,0,5,0,16,5,6,5,3,6,3,0,47,0,6,3,4,0,0,0,0,0,19,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,3,0,0,14,0,6,3,4,0,0,0,0,0,12,0,0,0,3,4,4,0,4,0,15,0,6,6,6,9,0,0,3,0,28,3,5,13,8,19,4,3,3,4,62,0,3,3,3,0,0,0,0,0,10,0,7,0,0,4,4,0,0,0,18
POA6124,17,18,18,17,48,60,25,80,3,285,0,0,3,0,0,0,0,0,0,11,0,0,0,0,0,5,0,4,0,8,0,7,4,0,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,3,11,0,3,3,0,0,25,0,9,3,3,0,0,0,0,0,22,0,0,5,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,0,0,0,13,0,0,3,0,0,3,0,0,0,8,3,0,4,0,9,7,0,0,0,21,4,3,7,8,7,4,0,6,0,40,7,4,5,6,6,0,0,0,0,43,0,0,0,0,0,3,0,0,0,7,0,5,0,3,0,0,0,0,0,6
POA6125,38,32,34,44,108,166,101,252,5,789,7,9,11,9,0,4,3,13,0,58,0,0,0,0,0,0,3,0,0,5,0,3,0,9,0,7,0,3,0,23,0,0,0,0,0,0,0,0,0,0,0,11,3,8,10,3,3,5,0,37,3,0,3,4,0,9,0,0,0,16,3,17,13,5,15,11,3,5,0,77,0,5,3,5,0,0,0,3,0,19,0,3,7,3,3,7,0,3,0,28,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,4,0,0,0,9,0,0,3,4,3,5,0,0,0,11,0,3,4,3,7,3,4,7,0,29,3,12,0,0,0,0,0,3,0,23,3,0,5,12,13,11,9,3,0,55,3,18,8,10,13,15,7,12,0,84,4,5,22,22,22,7,7,5,0,88,0,5,9,6,3,4,0,4,0,29,0,5,6,5,0,4,3,3,0,26
POA6126,0,3,3,3,8,9,6,26,0,67,0,0,3,0,4,0,3,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,3,0,7,0,0,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
POA6147,97,350,293,298,877,834,419,581,83,3832,0,0,0,7,3,3,0,0,0,17,4,0,5,3,4,13,16,16,0,58,3,13,17,18,47,25,9,10,3,145,3,0,0,0,16,6,0,0,0,26,0,13,11,10,21,26,4,6,0,93,0,9,13,7,27,12,5,4,0,69,10,83,79,67,57,34,28,9,0,362,8,91,60,27,36,19,13,13,0,256,4,6,8,16,26,11,7,4,0,86,0,9,0,0,4,0,3,0,0,20,4,3,6,15,29,16,11,3,0,99,7,4,3,4,15,11,3,0,0,46,8,23,25,18,41,35,12,16,0,174,7,30,18,20,16,14,6,11,0,112,10,11,24,25,71,20,11,9,3,190,18,67,52,76,71,50,17,25,5,381,31,72,117,145,142,72,26,33,8,647,0,15,3,4,4,11,0,8,3,44,0,25,19,23,29,14,3,3,7,123
POA6148,126,459,283,313,745,925,483,804,67,4196,0,3,0,3,3,0,0,0,0,10,4,0,4,6,5,21,5,16,0,70,9,23,17,19,19,18,15,3,0,124,3,0,0,3,4,3,3,0,0,13,3,27,14,12,17,18,5,7,3,95,0,13,8,10,14,8,3,6,0,61,14,145,64,56,51,34,20,17,0,402,3,104,59,34,19,22,5,5,5,265,0,10,10,5,17,15,5,0,3,71,0,16,4,3,3,6,0,0,0,31,6,8,21,21,22,21,3,10,0,110,3,9,5,5,20,21,6,8,0,84,9,45,27,46,46,52,20,29,0,283,9,28,17,10,19,11,3,8,0,105,12,31,35,35,73,32,13,15,3,254,15,122,117,101,94,86,51,43,0,628,41,125,161,156,173,98,34,44,7,834,3,21,9,5,8,4,3,0,0,58,3,38,23,26,24,7,5,0,0,138
POA6149,116,503,334,271,789,1118,600,967,52,4742,0,3,3,0,3,5,0,4,0,17,4,0,4,11,13,21,13,12,0,79,3,28,19,19,28,20,3,4,0,121,0,0,6,3,12,3,3,3,0,34,0,20,22,19,11,17,9,10,0,107,0,9,10,13,24,19,5,3,0,75,20,159,91,76,53,32,19,12,3,464,5,103,45,35,21,10,7,17,3,240,3,8,15,21,16,12,12,7,0,84,0,15,8,3,11,8,3,5,0,50,0,10,22,26,32,31,13,5,0,134,0,14,8,10,22,16,12,10,0,89,13,53,46,55,55,67,20,26,0,341,5,29,22,21,17,18,7,3,0,118,14,16,34,29,83,50,21,13,0,267,30,135,141,137,112,106,64,85,3,806,37,144,200,186,179,95,38,40,7,927,3,26,16,6,14,9,5,0,0,77,0,32,27,25,26,16,3,6,0,143
POA6150,102,436,242,204,471,691,355,588,39,3139,0,3,4,0,3,0,0,0,0,14,4,3,5,10,5,15,6,5,0,54,0,21,13,9,8,14,3,5,0,83,0,3,0,3,6,3,4,0,0,17,0,3,12,11,10,7,6,7,0,63,0,9,4,7,3,13,0,0,0,39,12,128,65,53,41,26,14,18,3,345,9,106,44,23,17,17,7,9,4,248,3,7,4,5,13,10,0,10,0,52,0,6,3,3,4,0,0,0,0,20,3,9,19,15,16,12,8,3,0,84,0,16,8,10,10,9,9,0,0,54,15,40,32,37,34,42,20,24,0,237,0,13,8,12,8,9,4,7,0,62,10,17,26,27,59,33,10,8,0,200,19,88,80,71,82,73,32,60,5,507,19,84,108,109,114,79,21,22,3,573,4,20,5,7,3,4,3,0,0,41,0,24,21,14,6,7,0,0,0,78
POA6151,132,425,293,301,592,1016,523,1148,59,4484,0,3,4,4,0,0,0,0,0,20,16,7,13,5,18,30,23,33,0,130,0,11,5,5,12,22,11,13,0,84,4,0,0,4,10,7,4,6,0,29,3,7,9,10,12,30,14,18,3,103,3,5,7,6,15,9,3,8,3,54,8,98,47,49,48,40,10,22,3,316,4,108,49,50,35,27,21,28,10,334,0,5,5,17,13,11,6,5,0,65,0,7,3,5,5,8,6,7,0,36,3,21,16,14,41,32,15,16,0,169,0,19,15,8,16,27,9,12,0,112,11,38,36,48,77,74,39,55,0,379,0,29,22,17,14,13,4,12,0,123,10,16,32,19,63,50,35,13,3,248,21,108,111,93,95,93,53,72,4,649,42,106,155,114,174,101,40,59,8,796,8,30,6,14,12,11,0,13,0,85,3,23,20,17,21,11,6,9,0,115
POA6152,159,603,451,445,911,1477,764,1368,104,6286,3,7,7,0,3,7,3,3,0,36,9,5,13,13,22,51,32,37,0,177,0,17,20,14,23,20,13,15,0,123,0,3,4,3,12,14,5,0,0,43,4,15,20,16,24,48,13,12,0,148,3,11,13,6,16,16,7,6,0,85,13,177,115,79,72,39,30,30,3,558,11,171,94,67,35,37,17,32,10,480,11,16,11,9,23,25,13,12,0,129,0,7,5,4,12,10,9,3,0,55,15,15,27,18,51,44,22,20,3,217,5,20,15,19,26,36,15,19,0,156,16,79,78,53,107,97,45,72,5,545,5,37,31,34,28,26,9,15,0,184,22,32,36,43,123,68,45,34,0,398,37,158,123,121,148,139,77,108,8,923,54,143,202,212,247,183,85,56,14,1201,10,34,19,11,14,26,4,11,0,135,4,53,23,30,34,19,20,16,0,204
POA6153,121,524,331,340,608,1132,579,1284,49,4965,0,3,5,3,3,4,0,3,0,20,9,5,15,7,11,37,18,22,0,130,4,17,13,9,29,18,7,11,0,110,3,3,0,3,8,7,4,3,0,33,10,21,15,21,17,25,6,19,0,138,3,11,13,21,14,18,11,4,0,101,16,181,78,76,63,29,15,24,3,476,4,107,54,41,17,21,12,20,3,285,3,11,14,8,19,18,6,4,0,84,0,10,7,3,10,8,0,3,0,41,4,17,21,23,22,18,17,18,0,142,7,23,26,14,24,29,15,19,0,148,20,71,60,69,63,100,32,53,0,470,5,36,18,17,15,17,6,8,0,120,20,22,32,31,83,47,15,24,0,263,27,144,115,102,104,97,49,73,4,704,34,171,172,176,152,113,63,50,11,934,4,27,5,14,5,12,0,0,0,74,3,27,16,20,19,21,12,7,0,125
POA6154,69,254,158,138,328,538,314,530,30,2361,0,3,0,0,3,0,0,0,0,5,0,0,3,4,3,12,10,8,0,46,0,24,5,11,15,10,6,4,0,68,0,0,0,0,7,4,0,0,0,16,0,8,13,9,8,10,5,8,3,66,0,5,8,7,6,7,4,8,0,40,4,84,39,36,35,17,8,15,0,230,3,68,31,24,3,6,4,9,0,148,3,4,3,8,9,13,3,0,0,40,0,5,7,0,4,6,3,0,0,28,10,4,9,8,8,17,6,5,0,65,0,12,3,3,7,16,5,3,0,55,12,35,30,17,29,22,11,18,3,184,7,11,6,7,4,14,0,8,0,55,11,7,27,27,37,30,13,10,0,147,14,51,74,70,54,42,36,50,3,386,18,66,92,98,76,58,19,21,4,463,3,12,4,5,4,4,6,0,0,41,3,23,11,8,11,9,4,5,0,76
POA6155,353,1160,801,856,2423,3260,1480,2486,209,13028,0,9,5,12,20,13,6,0,0,69,12,9,6,20,31,53,24,29,0,189,7,67,48,55,109,83,28,21,5,419,3,0,9,7,32,19,6,6,0,85,7,52,46,37,45,78,17,15,5,308,4,28,38,42,73,59,17,17,0,277,34,449,282,219,205,113,49,59,14,1432,39,384,138,115,81,79,39,38,12,916,11,22,35,63,72,62,28,22,6,314,3,22,10,9,25,14,3,3,0,96,26,33,62,64,82,76,20,22,0,387,6,18,28,35,48,58,22,19,0,227,20,91,106,79,165,149,36,52,6,698,7,83,69,43,64,47,14,13,7,347,40,47,72,87,272,139,49,33,4,745,74,271,254,330,283,205,128,154,13,1713,90,319,442,489,547,300,90,82,26,2394,5,52,29,18,19,16,8,19,0,170,8,104,64,66,77,43,27,23,5,415
POA6156,121,361,210,263,511,928,486,1043,51,3982,0,5,0,0,0,0,0,0,0,10,8,3,8,6,8,21,9,18,0,76,7,31,9,10,20,18,9,7,0,110,0,3,0,0,4,4,6,0,0,21,3,31,23,15,9,19,10,3,0,114,0,8,10,6,19,16,8,11,0,74,12,123,64,53,38,39,14,20,4,369,5,101,49,36,16,9,9,17,3,254,6,13,11,11,20,22,3,13,0,99,0,10,4,0,8,8,0,3,0,39,6,17,15,17,18,24,6,11,0,111,4,12,11,15,21,18,8,7,3,101,12,60,55,53,48,57,32,35,0,345,4,31,16,17,15,12,8,8,0,109,11,31,32,28,62,41,12,20,0,234,26,103,114,112,91,98,65,82,12,688,36,118,150,153,139,85,38,35,4,764,8,27,11,11,5,9,6,3,0,79,4,31,33,28,26,9,11,4,0,143
POA6157,111,295,200,204,466,760,423,784,46,3289,0,3,0,0,3,0,4,0,0,8,4,3,9,9,8,18,7,17,0,77,3,22,13,9,17,21,10,3,0,95,3,0,3,3,6,8,4,0,0,24,3,13,12,12,9,16,8,10,0,74,3,8,6,9,6,13,3,3,0,52,10,115,54,40,38,26,9,8,4,305,5,70,28,25,21,14,10,14,0,187,3,10,11,15,11,19,5,9,0,75,3,0,9,13,3,5,3,0,0,38,0,11,13,7,16,26,8,12,0,86,3,13,3,5,15,15,3,7,3,68,4,41,26,25,42,37,23,23,0,225,3,27,21,23,9,10,8,5,0,106,14,17,28,18,66,43,15,16,0,216,29,98,103,94,104,91,64,76,3,659,42,88,152,148,171,107,21,34,6,763,4,25,9,12,5,9,3,4,0,71,4,19,20,17,27,11,9,5,3,115
POA6158,68,184,108,130,209,404,243,493,18,1857,0,4,0,0,0,3,3,0,0,12,3,3,8,6,3,10,0,9,0,41,0,3,8,8,0,5,0,7,0,28,0,0,0,3,0,0,0,0,0,7,3,3,7,4,3,13,0,9,0,42,0,3,3,8,6,7,5,0,0,31,0,58,26,26,15,20,7,3,0,159,3,42,30,11,12,8,3,15,0,129,0,4,3,7,9,5,4,3,0,33,3,10,0,3,3,7,0,4,0,28,0,0,7,12,6,10,0,8,0,54,3,16,4,3,3,12,6,3,0,48,4,30,14,16,24,26,9,16,0,148,0,10,3,7,9,12,3,5,0,44,3,3,12,10,24,19,13,10,0,103,10,61,73,55,37,45,29,44,0,365,15,66,78,89,69,48,17,15,3,406,3,16,11,8,8,4,0,4,0,48,0,16,4,6,11,10,3,3,0,55
POA6159,28,85,52,63,87,186,99,225,18,839,0,0,0,0,0,0,0,0,0,0,4,0,4,3,3,11,8,7,0,32,0,5,3,5,5,3,3,0,0,24,0,0,0,0,0,3,0,0,0,8,3,3,3,0,0,4,0,0,0,18,0,3,3,3,0,3,0,0,0,19,0,17,12,15,10,5,3,3,0,73,3,21,3,14,7,4,4,4,0,60,0,3,0,3,0,0,7,0,0,14,0,3,0,0,4,0,3,3,0,12,0,3,4,3,3,8,0,0,0,23,0,6,3,3,3,3,0,0,0,21,3,7,17,12,15,18,10,11,0,92,0,3,0,3,7,6,0,8,0,25,10,3,6,6,11,6,3,0,0,43,3,23,18,17,14,15,10,18,0,125,3,20,26,37,16,34,10,16,3,163,0,3,3,4,5,0,0,4,0,25,0,8,4,3,4,3,0,3,0,19
POA6160,68,236,136,142,277,441,239,463,32,2024,0,0,0,0,3,0,0,0,0,5,7,3,5,0,4,10,4,13,0,54,4,4,0,9,8,7,7,5,0,50,0,0,3,0,3,0,0,0,0,5,3,7,0,3,8,0,3,17,0,39,0,3,0,6,3,3,0,3,0,18,9,45,38,27,20,15,5,15,3,174,9,44,36,31,21,20,14,17,0,196,0,3,0,3,8,3,3,10,0,30,3,5,0,7,3,6,6,3,0,27,0,3,3,0,3,10,4,0,0,24,0,14,0,4,6,5,0,3,0,37,6,29,17,29,20,39,26,23,0,195,4,9,8,8,9,11,0,3,0,53,10,10,25,14,30,24,11,9,0,134,16,62,35,44,53,53,32,46,8,351,17,57,66,80,78,65,28,33,4,424,4,17,6,4,11,13,4,14,0,74,3,13,11,10,12,11,3,4,0,64
POA6161,0,0,0,3,17,7,12,9,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6162,101,261,177,216,392,556,315,580,45,2649,0,0,3,4,0,3,0,0,0,11,3,0,3,7,5,6,4,28,0,55,3,9,8,20,21,11,5,5,0,84,0,0,0,3,3,4,0,3,0,13,0,4,9,8,6,12,6,4,0,57,0,5,8,9,10,7,0,0,0,30,16,69,46,39,18,29,13,13,3,239,4,57,30,36,27,14,15,25,0,198,0,3,4,0,7,10,3,5,0,39,0,10,8,3,0,8,3,7,0,35,0,4,6,0,10,15,4,3,0,48,0,11,6,5,12,5,4,3,0,42,4,42,24,33,28,35,12,18,0,191,0,14,3,4,4,11,3,10,0,56,12,13,28,27,57,33,12,11,3,187,24,98,69,75,70,50,31,65,0,484,33,75,128,102,99,67,31,31,3,566,3,17,9,12,9,7,3,8,3,80,0,22,8,15,19,7,3,3,0,80
