POA_CODE_2016,M_Ireland_0_4,M_Ireland_5_14,M_Ireland_15_24,M_Ireland_25_44,M_Ireland_45_54,M_Ireland_55_64,M_Ireland_65_74,M_Ireland_75_84,M_Ireland_85ov,M_Ireland_Tot,M_Italy_0_4,M_Italy_5_14,M_Italy_15_24,M_Italy_25_44,M_Italy_45_54,M_Italy_55_64,M_Italy_65_74,M_Italy_75_84,M_Italy_85ov,M_Italy_Tot,M_Japan_0_4,M_Japan_5_14,M_Japan_15_24,M_Japan_25_44,M_Japan_45_54,M_Japan_55_64,M_Japan_65_74,M_Japan_75_84,M_Japan_85ov,M_Japan_Tot,M_Korea_South_0_4,M_Korea_South_5_14,M_Korea_South_15_24,M_Korea_South_25_44,M_Korea_South_45_54,M_Korea_South_55_64,M_Korea_South_65_74,M_Korea_South_75_84,M_Korea_South_85ov,M_Korea_South_Tot,M_Lebanon_0_4,M_Lebanon_5_14,M_Lebanon_15_24,M_Lebanon_25_44,M_Lebanon_45_54,M_Lebanon_55_64,M_Lebanon_65_74,M_Lebanon_75_84,M_Lebanon_85ov,M_Lebanon_Tot,M_Malaysia_0_4,M_Malaysia_5_14,M_Malaysia_15_24,M_Malaysia_25_44,M_Malaysia_45_54,M_Malaysia_55_64,M_Malaysia_65_74,M_Malaysia_75_84,M_Malaysia_85ov,M_Malaysia_Tot,M_Malta_0_4,M_Malta_5_14,M_Malta_15_24,M_Malta_25_44,M_Malta_45_54,M_Malta_55_64,M_Malta_65_74,M_Malta_75_84,M_Malta_85ov,M_Malta_Tot,M_Mauritius_0_4,M_Mauritius_5_14,M_Mauritius_15_24,M_Mauritius_25_44,M_Mauritius_45_54,M_Mauritius_55_64,M_Mauritius_65_74,M_Mauritius_75_84,M_Mauritius_85ov,M_Mauritius_Tot,M_Myanmar_0_4,M_Myanmar_5_14,M_Myanmar_15_24,M_Myanmar_25_44,M_Myanmar_45_54,M_Myanmar_55_64,M_Myanmar_65_74,M_Myanmar_75_84,M_Myanmar_85ov,M_Myanmar_Tot,M_Nepal_0_4,M_Nepal_5_14,M_Nepal_15_24,M_Nepal_25_44,M_Nepal_45_54,M_Nepal_55_64,M_Nepal_65_74,M_Nepal_75_84,M_Nepal_85ov,M_Nepal_Tot,M_Netherlands_0_4,M_Netherlands_5_14,M_Netherlands_15_24,M_Netherlands_25_44,M_Netherlands_45_54,M_Netherlands_55_64,M_Netherlands_65_74,M_Netherlands_75_84,M_Netherlands_85ov,M_Netherlands_Tot,M_New_Zealand_0_4,M_New_Zealand_5_14,M_New_Zealand_15_24,M_New_Zealand_25_44,M_New_Zealand_45_54,M_New_Zealand_55_64,M_New_Zealand_65_74,M_New_Zealand_75_84,M_New_Zealand_85ov,M_New_Zealand_Tot,M_Nthern_Ireland_0_4,M_Nthern_Ireland_5_14,M_Nthern_Ireland_15_24,M_Nthern_Ireland_25_44,M_Nthern_Ireland_45_54,M_Nthern_Ireland_55_64,M_Nthern_Ireland_65_74,M_Nthern_Ireland_75_84,M_Nthern_Ireland_85ov,M_Nthern_Ireland_Tot,M_Pakistan_0_4,M_Pakistan_5_14,M_Pakistan_15_24,M_Pakistan_25_44,M_Pakistan_45_54,M_Pakistan_55_64,M_Pakistan_65_74,M_Pakistan_75_84,M_Pakistan_85ov,M_Pakistan_Tot,M_PNG_0_4,M_PNG_5_14,M_PNG_15_24,M_PNG_25_44,M_PNG_45_54,M_PNG_55_64,M_PNG_65_74,M_PNG_75_84,M_PNG_85ov,M_PNG_Tot,M_Philippines_0_4,M_Philippines_5_14,M_Philippines_15_24,M_Philippines_25_44,M_Philippines_45_54,M_Philippines_55_64,M_Philippines_65_74,M_Philippines_75_84,M_Philippines_85ov,M_Philippines_Tot,M_Poland_0_4,M_Poland_5_14,M_Poland_15_24,M_Poland_25_44,M_Poland_45_54,M_Poland_55_64,M_Poland_65_74,M_Poland_75_84,M_Poland_85ov,M_Poland_Tot,M_Scotland_0_4,M_Scotland_5_14,M_Scotland_15_24,M_Scotland_25_44,M_Scotland_45_54,M_Scotland_55_64,M_Scotland_65_74,M_Scotland_75_84,M_Scotland_85ov,M_Scotland_Tot,M_Singapore_0_4,M_Singapore_5_14,M_Singapore_15_24,M_Singapore_25_44,M_Singapore_45_54,M_Singapore_55_64,M_Singapore_65_74,M_Singapore_75_84,M_Singapore_85ov,M_Singapore_Tot,M_South_Africa_0_4,M_South_Africa_5_14,M_South_Africa_15_24,M_South_Africa_25_44,M_South_Africa_45_54,M_South_Africa_55_64,M_South_Africa_65_74,M_South_Africa_75_84,M_South_Africa_85ov,M_South_Africa_Tot
POA6026,0,23,9,59,16,14,13,3,0,137,0,0,0,0,10,16,21,14,0,71,0,3,4,3,0,0,0,0,0,15,0,0,3,3,0,3,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,5,16,5,19,10,0,0,59,0,0,0,0,0,3,4,0,0,8,0,0,0,0,4,0,0,0,0,6,0,0,0,0,5,7,3,3,3,19,0,0,0,0,0,0,0,0,0,0,0,6,0,4,6,7,14,6,4,53,0,14,17,100,57,66,33,3,0,284,0,0,0,11,0,11,6,3,3,37,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,6,8,3,5,4,0,0,0,20,0,3,0,7,0,10,4,0,3,27,0,12,25,47,55,54,37,22,6,252,0,0,0,6,0,11,3,0,0,26,3,44,55,93,71,22,18,3,0,313
POA6027,0,46,28,140,58,51,30,11,0,363,0,0,0,6,5,18,31,17,6,83,0,4,3,0,0,3,8,0,0,20,0,5,4,16,3,0,0,3,0,31,0,0,0,0,0,0,3,0,0,3,0,7,11,26,8,14,19,3,0,94,0,0,0,0,3,5,0,3,0,4,0,0,4,6,5,13,6,5,0,43,0,0,0,7,3,12,5,3,0,29,0,0,3,0,0,0,0,0,0,5,0,0,0,11,14,14,27,16,3,83,0,61,55,244,117,119,48,12,4,668,0,0,0,15,5,8,19,10,0,63,0,0,7,4,0,0,0,0,0,19,0,3,3,9,3,3,0,0,0,19,0,4,7,30,10,3,7,0,0,68,0,3,0,21,8,23,18,0,0,74,0,26,42,97,83,110,59,23,6,445,0,0,8,26,14,24,9,0,8,99,3,83,149,208,125,81,26,8,0,677
POA6028,6,26,20,73,33,28,6,9,0,199,0,0,0,12,7,5,11,3,3,34,0,0,0,0,4,0,3,0,0,10,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,16,12,14,8,0,5,65,0,0,0,0,0,0,3,0,0,5,0,0,0,3,0,8,4,0,0,15,0,0,0,0,5,4,0,4,0,12,0,0,0,8,0,0,0,0,0,5,0,0,4,7,3,8,7,3,0,27,4,23,37,104,69,51,12,4,0,311,0,0,3,9,12,8,4,4,0,35,0,0,3,5,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,7,0,7,8,21,3,9,4,0,0,48,0,3,0,15,7,19,7,0,0,46,3,40,47,76,88,73,24,8,3,366,0,5,10,25,14,9,5,0,0,71,3,104,165,189,186,73,24,7,0,752
POA6029,0,0,0,3,3,0,0,0,0,12,0,0,0,3,0,3,5,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,7,0,0,3,26,4,8,4,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,5,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,5,8,5,3,3,0,0,20
POA6030,3,26,15,76,28,16,10,13,0,189,0,0,3,11,6,8,16,6,7,66,0,0,0,0,0,0,0,0,0,6,0,0,3,7,3,3,0,0,0,20,0,0,0,0,0,3,0,0,0,4,0,7,12,34,18,18,6,5,0,94,0,0,0,3,0,4,4,0,0,10,0,0,3,20,7,9,3,0,0,39,0,0,0,0,4,0,0,4,0,13,0,0,0,3,0,0,0,0,0,4,0,0,4,3,3,10,16,9,3,51,11,84,131,355,157,115,47,18,4,918,0,3,0,31,18,8,9,3,0,74,0,3,4,13,3,0,0,0,0,21,0,3,0,7,0,0,0,0,0,7,0,34,28,50,18,4,0,0,0,137,0,0,12,16,6,18,10,0,0,69,5,43,41,113,86,57,33,24,6,415,0,10,4,24,15,19,5,0,0,76,12,102,184,264,195,58,26,8,0,846
POA6031,4,23,11,42,10,10,8,0,0,101,0,3,3,3,0,0,9,4,0,23,0,0,0,3,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,3,17,5,8,0,0,0,34,0,0,0,0,3,3,0,0,0,3,0,0,0,10,0,0,0,0,0,14,0,0,3,5,0,0,3,0,0,15,0,0,3,3,0,0,0,0,0,8,0,0,0,4,4,3,6,0,0,20,12,42,56,155,51,30,13,0,0,360,0,0,3,10,11,0,3,0,0,26,0,0,3,11,4,0,0,0,0,18,0,0,0,4,0,0,0,0,0,4,0,38,26,75,32,7,0,0,0,176,0,0,0,9,3,0,3,0,0,21,8,30,22,74,37,21,11,9,0,209,0,3,5,15,3,3,0,0,0,35,3,48,40,118,50,20,5,0,0,288
POA6032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6034,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,0,3,0,0,0,32,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,3,10,3,0,0,0,0,23,0,0,0,0,0,0,0,0,0,3,0,12,12,18,7,0,0,0,0,48
POA6035,0,4,3,7,4,0,4,0,0,23,0,0,0,3,3,0,4,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,11,5,27,25,110,46,20,6,3,0,254,0,0,0,6,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,9,0,0,0,3,0,5,0,0,0,13,3,14,7,24,13,9,8,3,0,77,0,0,0,0,3,0,0,0,0,3,0,16,21,52,22,5,5,3,0,121
POA6036,0,13,13,39,12,3,5,0,0,83,0,0,0,5,3,7,5,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,3,0,3,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,0,0,0,0,10,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,9,0,4,3,4,0,20,14,53,64,199,53,30,15,3,0,424,0,3,4,10,5,3,0,3,0,32,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,20,17,27,8,0,0,0,0,73,0,3,0,0,0,3,0,0,0,14,3,27,34,71,44,13,5,7,0,211,0,0,4,8,5,3,0,0,0,24,7,50,79,127,67,19,8,0,0,357
POA6037,0,3,0,3,0,0,0,0,0,10,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,3,3,30,11,8,4,0,0,60,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
POA6038,0,11,5,16,7,3,0,0,0,43,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,93,16,8,4,0,0,156,0,0,0,6,3,0,0,0,0,13,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,11,11,12,0,0,0,0,37,0,0,0,4,0,0,4,0,0,8,0,13,9,35,17,10,3,3,0,87,0,0,0,5,3,0,0,0,0,13,3,22,21,73,18,7,8,0,0,160
POA6041,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,7,3,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,0,0,0,5
POA6042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6044,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,8,3,3,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA6050,0,3,3,56,12,11,4,3,0,98,0,0,3,28,10,23,47,44,21,178,0,3,0,3,0,0,0,0,0,10,0,0,0,17,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,4,21,8,12,11,8,0,63,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,3,0,0,10,0,0,3,0,10,7,0,0,0,15,0,0,4,15,0,0,0,0,0,21,0,3,0,10,4,3,3,0,3,29,0,0,7,72,30,47,14,3,0,173,0,0,0,4,3,0,0,0,0,13,3,3,0,13,0,0,0,0,0,21,0,0,0,3,0,0,0,0,0,6,0,0,0,8,3,0,0,0,0,12,0,0,0,3,0,11,3,0,4,26,0,3,0,35,21,16,6,8,4,95,0,4,0,15,3,5,9,0,0,39,0,0,11,33,22,16,12,5,3,105
POA6051,0,0,6,88,8,9,3,0,0,118,0,0,3,25,5,3,12,12,9,66,0,0,0,11,0,3,0,0,0,20,0,0,3,27,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,4,0,3,7,32,8,12,11,5,3,75,0,0,0,0,0,0,4,0,0,5,0,0,6,15,3,0,0,0,0,21,0,0,4,3,4,0,0,0,0,12,0,0,8,20,0,0,0,0,0,33,0,0,0,6,3,4,14,0,0,29,0,7,7,79,28,27,8,0,0,154,0,0,0,8,0,3,4,0,0,16,3,7,7,61,7,0,3,0,0,84,0,0,0,3,0,0,0,0,0,3,0,4,0,19,5,4,5,0,0,35,0,0,3,7,5,5,3,0,4,34,0,0,5,24,8,14,8,0,0,65,0,0,0,15,4,11,3,3,0,38,0,3,12,39,14,5,3,0,0,72
POA6052,0,0,0,43,7,10,7,6,0,73,0,0,0,23,6,7,20,20,10,94,0,0,0,0,0,0,0,0,0,3,0,0,5,16,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,5,16,8,13,3,0,0,57,0,0,0,0,3,0,0,0,0,4,0,0,0,8,4,0,0,0,0,14,0,0,0,0,9,11,5,3,0,30,0,0,6,9,0,0,0,0,0,17,0,0,0,3,0,0,3,8,0,16,0,0,4,51,20,33,9,3,0,121,0,0,0,3,3,5,0,0,0,11,3,0,0,7,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,8,5,8,5,0,0,0,0,19,0,0,0,6,3,5,3,3,0,21,0,0,0,16,9,8,7,0,0,43,3,0,0,10,10,4,0,0,0,27,0,4,0,13,8,4,3,0,0,38
POA6053,0,7,0,69,8,4,3,0,0,103,0,3,0,17,14,4,28,32,12,102,0,0,0,3,0,0,0,0,0,6,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,3,26,13,13,5,8,0,62,0,0,0,0,0,0,6,0,0,6,0,0,3,16,0,4,0,3,0,21,0,0,0,5,6,0,6,0,3,23,0,0,6,5,0,0,0,0,0,15,0,3,0,6,3,5,9,4,0,37,4,3,28,90,51,62,14,3,3,257,0,0,0,9,4,0,3,0,0,12,3,0,10,21,0,0,0,0,0,39,0,0,0,6,3,0,0,0,0,13,0,0,5,24,0,4,0,0,0,36,0,0,0,11,6,14,4,3,3,33,0,0,0,18,14,8,13,10,5,68,0,3,0,11,8,3,4,0,0,22,0,0,9,17,4,4,3,0,0,37
POA6054,0,0,3,57,10,14,7,3,0,98,0,3,4,11,8,15,27,24,14,102,0,0,0,5,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,4,0,0,11,25,12,9,8,3,0,73,0,0,0,0,0,0,5,8,0,17,0,0,0,6,4,5,7,3,0,30,0,0,0,10,17,12,12,9,0,60,0,3,0,12,0,0,0,0,0,19,0,0,0,6,3,3,17,11,6,48,0,19,34,125,67,54,36,3,0,346,0,0,0,10,4,4,7,0,3,26,0,4,0,20,0,0,0,0,0,29,0,0,0,3,3,0,0,0,0,8,4,21,17,60,28,6,0,0,0,127,0,0,0,10,0,5,8,3,0,27,0,0,0,21,18,23,7,4,7,79,0,0,0,10,7,3,4,5,0,24,0,0,3,28,12,6,3,0,0,53
POA6055,0,5,0,42,7,0,3,0,3,60,0,0,0,6,14,11,12,18,8,64,0,4,0,3,0,0,0,0,0,7,0,0,3,8,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,3,0,5,13,30,4,3,0,0,0,54,0,0,0,0,0,3,3,3,0,10,0,6,12,30,16,8,0,0,0,81,0,0,0,21,9,3,0,0,0,38,0,5,0,24,0,0,0,0,0,32,0,0,0,7,3,0,8,13,0,31,3,37,53,169,74,48,21,5,0,416,0,0,0,5,3,3,0,0,0,17,4,6,0,10,4,0,0,0,0,18,0,0,0,0,0,0,0,0,0,4,6,55,43,126,48,12,3,0,0,296,0,0,0,11,0,4,0,0,0,19,0,0,10,25,10,12,18,8,0,85,0,3,7,21,10,9,4,7,0,50,0,5,13,56,24,19,6,0,0,125
POA6056,3,3,3,28,10,12,13,5,0,81,0,3,3,3,18,46,92,57,39,272,0,0,3,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,18,7,16,3,5,0,61,0,0,0,0,0,3,0,7,0,12,0,0,0,8,0,3,3,0,0,10,0,0,0,7,4,3,3,3,0,22,0,0,3,5,0,0,0,0,0,17,0,0,0,9,3,15,20,18,4,67,12,55,102,258,185,144,65,17,0,840,0,0,0,3,7,3,6,4,0,22,0,0,0,5,0,3,0,0,0,13,0,0,0,5,3,3,0,0,0,13,15,76,73,147,64,23,3,0,0,400,0,0,0,17,0,12,5,3,3,40,0,3,0,21,18,42,27,15,0,126,0,0,0,8,5,4,3,3,0,26,0,13,21,50,33,13,14,8,0,145
POA6057,0,3,3,26,4,4,9,3,0,57,0,0,0,0,3,10,21,15,7,49,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,6,0,21,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,0,0,0,10,0,0,0,4,3,3,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,12,0,34,9,39,57,141,95,68,21,6,0,437,0,0,0,3,0,0,8,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,11,0,25,16,43,15,0,0,0,0,104,0,0,0,3,0,3,0,3,0,13,0,0,3,19,16,18,10,9,0,70,0,0,3,10,4,3,0,0,0,26,0,4,14,22,14,8,7,0,0,68
POA6058,0,0,0,13,3,3,3,3,0,25,0,0,0,0,0,11,4,6,0,22,0,0,0,3,0,0,3,0,0,5,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,4,4,0,24,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,0,0,0,0,19,0,0,0,3,5,3,8,0,0,25,0,0,0,5,0,0,0,0,0,5,0,0,0,3,0,6,8,7,0,23,3,28,49,101,68,58,21,7,0,327,0,0,3,3,0,0,6,0,0,18,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,3,20,21,41,12,3,6,0,0,105,0,3,0,8,0,0,0,0,0,14,0,0,6,8,8,17,6,6,0,51,0,3,0,13,0,9,5,0,0,37,0,3,13,28,15,9,3,0,0,68
POA6059,0,0,3,76,10,3,7,7,0,104,3,3,4,27,22,52,101,94,31,338,0,0,0,0,0,0,3,0,0,9,0,0,3,26,3,0,0,0,0,36,0,0,0,4,0,3,0,0,0,8,3,5,18,59,21,46,21,16,0,190,0,0,0,0,0,0,0,0,0,3,0,3,0,18,5,3,0,4,0,40,0,3,7,16,17,20,14,7,0,83,4,0,0,7,0,0,0,0,0,15,0,0,0,7,8,7,11,8,5,40,4,13,15,71,38,26,15,4,0,188,0,0,0,3,0,5,3,3,0,18,4,11,14,58,3,3,0,3,0,96,0,0,0,4,6,0,0,0,0,8,3,11,16,42,5,3,3,0,0,82,0,0,0,7,10,13,3,6,6,52,0,0,3,14,15,14,9,10,8,80,0,3,3,16,3,3,5,4,0,43,3,19,54,103,79,73,42,18,7,403
POA6060,4,7,7,224,11,12,12,3,0,283,0,5,3,52,19,33,77,114,45,347,0,4,0,19,0,3,0,0,0,26,0,0,3,25,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,5,0,7,15,67,20,17,8,9,0,143,0,0,0,0,0,0,0,0,0,3,0,0,3,9,3,6,3,0,0,25,0,0,0,18,8,12,6,0,3,50,0,0,3,26,0,0,0,0,0,28,0,0,0,0,3,0,7,7,4,22,0,10,37,124,35,47,20,3,0,273,0,0,0,16,3,0,3,0,3,29,0,3,10,39,5,0,0,0,0,60,0,0,0,5,3,0,0,0,0,3,3,8,3,33,6,4,0,0,0,65,0,0,0,19,3,8,10,0,3,41,0,0,0,28,18,13,10,5,3,78,0,0,0,28,6,12,9,0,0,51,3,3,24,94,26,39,26,5,0,215
