POA_CODE_2016,D_0_4_FPEFT_MPEFT,D_0_4_FPEFT_MPEPT,D_0_4_FPEFT_MPEAW,D_0_4_FPEFT_MPEHNS,D_0_4_FPEFT_MPET,D_0_4_FPEFT_MPULFTW,D_0_4_FPEFT_MPULPTW,D_0_4_FPEFT_MPUT,D_0_4_FPEFT_MPTLF,D_0_4_FPEFT_MPNLF,D_0_4_FPEFT_MPLFSNS,D_0_4_FPEFT_T,D_0_4_FPEPT_MPEFT,D_0_4_FPEPT_MPEPT,D_0_4_FPEPT_MPEAW,D_0_4_FPEPT_MPEHNS,D_0_4_FPEPT_MPET,D_0_4_FPEPT_MPULFTW,D_0_4_FPEPT_MPULPTW,D_0_4_FPEPT_MPUT,D_0_4_FPEPT_MPTLF,D_0_4_FPEPT_MPNLF,D_0_4_FPEPT_MPLFSNS,D_0_4_FPEPT_T,D_0_4_FPEAW_MPEFT,D_0_4_FPEAW_MPEPT,D_0_4_FPEAW_MPEAW,D_0_4_FPEAW_MPEHNS,D_0_4_FPEAW_MPET,D_0_4_FPEAW_MPULFTW,D_0_4_FPEAW_MPULPTW,D_0_4_FPEAW_MPUT,D_0_4_FPEAW_MPTLF,D_0_4_FPEAW_MPNLF,D_0_4_FPEAW_MPLFSNS,D_0_4_FPEAW_T,D_0_4_FPHNS_MPEFT,D_0_4_FPHNS_MPEPT,D_0_4_FPHNS_MPEAW,D_0_4_FPHNS_MPEHNS,D_0_4_FPHNS_MPET,D_0_4_FPHNS_MPULFTW,D_0_4_FPHNS_MPULPTW,D_0_4_FPHNS_MPUT,D_0_4_FPHNS_MPTLF,D_0_4_FPHNS_MPNLF,D_0_4_FPHNS_MPLFSNS,D_0_4_FPHNS_T,D_0_4_FPET_MPEFT,D_0_4_FPET_MPEPT,D_0_4_FPET_MPEAW,D_0_4_FPET_MPEHNS,D_0_4_FPET_MPET,D_0_4_FPET_MPULFTW,D_0_4_FPET_MPULPTW,D_0_4_FPET_MPUT,D_0_4_FPET_MPTLF,D_0_4_FPET_MPNLF,D_0_4_FPET_MPLFSNS,D_0_4_FPET_T,D_0_4_FPULFTW_MPEFT,D_0_4_FPULFTW_MPEPT,D_0_4_FPULFTW_MP_EAW,D_0_4_FPULFTW_MP_E_HW_NS,D_0_4_FPULFTW_MPET,D_0_4_FPULFTW_MPULFTW,D_0_4_FPULFTW_MPULPTW,D_0_4_FPULFTW_MPUT,D_0_4_FPULFTW_MPTLF,D_0_4_FPULFTW_MPNLF,D_0_4_FPULFTW_MPLFSNS,D_0_4_FPULFTW_T,D_0_4_FPULPTW_MPEFT,D_0_4_FPULPTW_MPEPT,D_0_4_FPULPTW_MPEAW,D_0_4_FPULPTW_MPEm_HW_NS,D_0_4_FPULPTW_MPET,D_0_4_FPULPTW_MPULFTW,D_0_4_FPULPTW_MPULPTW,D_0_4_FPULPTW_MPUT,D_0_4_FPULPTW_MPTLF,D_0_4_FPULPTW_MPNLF,D_0_4_FPULPTW_MPLFSNS,D_0_4_FPULPTW_T,D_0_4_FPUT_MPEFT,D_0_4_FPUT_MPEPT,D_0_4_FPUT_MPEAW,D_0_4_FPUT_MP_E_HNS,D_0_4_FPUT_MPET,D_0_4_FPUT_MPULFTW,D_0_4_FPUT_MPULPTW,D_0_4_FPUT_MPUT,D_0_4_FPUT_MPTLF,D_0_4_FPUT_MPNLF,D_0_4_FPUT_MPLFSNS,D_0_4_FPUT_T,D_0_4_FPTLF_MPEFT,D_0_4_FPTLF_MPEPT,D_0_4_FPTLF_MPEAW,D_0_4_FPTLF_MPEHNS,D_0_4_FPTLF_MPET,D_0_4_FPTLF_MPULFTW,D_0_4_FPTLF_MPULPTW,D_0_4_FPTLF_MPUT,D_0_4_FPTLF_MPTLF,D_0_4_FPTLF_MPNLF,D_0_4_FPTLF_MPLFSNS,D_0_4_FPTLF_T,D_0_4_FPNLF_MPEFT,D_0_4_FPNLF_MPEPT,D_0_4_FPNLF_MPEAW,D_0_4_FPNLF_MP_E_HNS,D_0_4_FPNLF_MPET,D_0_4_FPNLF_MPUEmpLfFTW,D_0_4_FPNLF_MPUEmpLfPTW,D_0_4_FPNLF_MPUT,D_0_4_FPNLF_MPTLF,D_0_4_FPNLF_MPNLF,D_0_4_FPNLF_MPLFSNS,D_0_4_FPNLF_T,D_0_4_FPLFSNS_MPEFT,D_0_4_FPLFSNS_MPEPT,D_0_4_FPLFSNS_MPEAW,D_0_4_FPLFSNS_MP_E_HNS,D_0_4_FPLFSNS_MPET,D_0_4_FPLFSNS_MPULFTW,D_0_4_FPLFSNS_MPULPTW,D_0_4_FPLFSNS_MPUT,D_0_4_FPLFSNS_MPTLF,D_0_4_FPLFSNS_MPNLF,D_0_4_FPLFSNS_MPLFSNS,D_0_4_FPLFSNS_T,D_0_4_FPT_MPEFT,D_0_4_FPT_MPEPT,D_0_4_FPT_MPEAW,D_0_4_FPT_MPEHNS,D_0_4_FPT_MPET,D_0_4_FPT_MPULFTW,D_0_4_FPT_MPULPTW,D_0_4_FPT_MPUT,D_0_4_FPT_MPTLF,D_0_4_FPT_MPNLF,D_0_4_FPT_MPLFSNS,D_0_4_FPT_T,D_5_9_FPEFT_MPEFT,D_5_9_FPEFT_MPEPT,D_5_9_FPEFT_MPEAW,D_5_9_FPEFT_MPEHNS,D_5_9_FPEFT_MPET,D_5_9_FPEFT_MPULFTW,D_5_9_FPEFT_MPULPTW,D_5_9_FPEFT_MPUT,D_5_9_FPEFT_MPTLF,D_5_9_FPEFT_MPNLF,D_5_9_FPEFT_MPLFSNS,D_5_9_FPEFT_T,D_5_9_FPEPT_MPEFT,D_5_9_FPEPT_MPEPT,D_5_9_FPEPT_MPEAW,D_5_9_FPEPT_MPEHNS,D_5_9_FPEPT_MPET,D_5_9_FPEPT_MPULFTW,D_5_9_FPEPT_MPULPTW,D_5_9_FPEPT_MPUT,D_5_9_FPEPT_MPTLF,D_5_9_FPEPT_MPNLF,D_5_9_FPEPT_MPLFSNS,D_5_9_FPEPT_T,D_5_9_FPEAW_MPEFT,D_5_9_FPEAW_MPEPT,D_5_9_FPEAW_MPEAW,D_5_9_FPEAW_MPEHNS,D_5_9_FPEAW_MPET,D_5_9_FPEAW_MPULFTW,D_5_9_FPEAW_MPULPTW,D_5_9_FPEAW_MPUT,D_5_9_FPEAW_MPTLF,D_5_9_FPEAW_MPNLF,D_5_9_FPEAW_MPLFSNS,D_5_9_FPEAW_T,D_5_9_FPHNS_MPEFT,D_5_9_FPHNS_MPEPT,D_5_9_FPHNS_MPEAW,D_5_9_FPHNS_MPEHNS,D_5_9_FPHNS_MPET,D_5_9_FPHNS_MPULFTW,D_5_9_FPHNS_MPULPTW,D_5_9_FPHNS_MPUT,D_5_9_FPHNS_MPTLF,D_5_9_FPHNS_MPNLF,D_5_9_FPHNS_MPLFSNS,D_5_9_FPHNS_T,D_5_9_FPET_MPEFT,D_5_9_FPET_MPEPT,D_5_9_FPET_MPEAW,D_5_9_FPET_MP_E_HNS,D_5_9_FPET_MPET,D_5_9_FPET_MPULFTW,D_5_9_FPET_MPULPTW,D_5_9_FPET_MPUT
POA6038,45,9,0,0,48,7,0,7,57,0,0,61,125,14,3,0,144,3,0,7,150,4,0,157,36,5,3,0,44,0,0,0,46,0,0,46,0,0,0,0,3,0,0,0,3,0,0,3,208,27,5,3,243,13,0,9,253,3,0,263,6,0,0,0,6,0,0,0,6,0,0,6,14,0,0,0,17,0,0,0,17,0,0,17,15,0,0,0,21,0,0,0,21,0,0,21,222,27,5,7,263,13,0,9,276,3,0,282,172,14,16,0,195,8,0,8,204,10,0,218,0,0,0,0,0,0,0,0,0,0,0,0,396,33,18,5,460,17,0,21,483,17,0,496,59,6,0,0,70,3,0,3,72,0,0,70,135,10,7,0,148,3,0,7,154,3,0,161,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,196,16,9,3,221,9,0,7
POA6041,3,0,0,0,3,0,0,0,3,0,0,3,13,0,0,0,10,0,0,0,13,0,0,13,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,20,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,20,3,0,3,17,0,0,17,19,3,0,0,26,3,0,3,24,3,0,33,0,0,0,0,0,0,0,0,0,0,0,0,38,3,0,0,39,3,0,3,49,3,0,53,6,3,0,0,11,0,0,0,11,0,0,11,16,5,0,0,19,0,0,0,19,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,8,0,0,28,0,0,0
POA6042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,8,0,0,0,8,0,0,8,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0
POA6044,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,9,0,0,9,15,0,3,0,17,0,0,0,17,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,22,3,3,0,29,0,0,0,30,0,0,29,6,3,0,0,10,0,0,0,10,0,0,5,14,0,0,0,16,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,3,20,3,0,3,19,0,0,0
POA6050,66,3,3,0,71,3,0,3,76,6,0,81,181,24,0,3,203,5,0,5,206,0,0,209,51,4,3,0,55,0,0,0,55,0,0,55,3,0,0,0,3,0,0,0,3,0,0,3,292,34,4,4,336,7,0,7,345,6,0,349,4,0,0,0,3,0,0,0,3,0,0,3,4,0,0,0,4,0,0,0,4,0,0,4,11,3,0,0,8,0,0,0,8,0,0,8,302,39,4,4,352,7,0,7,354,6,0,364,161,8,3,0,170,6,0,6,178,20,3,195,0,0,0,0,0,0,0,0,0,0,0,3,463,43,8,4,523,9,0,9,534,22,0,559,86,19,0,0,101,11,0,11,113,11,0,125,226,23,3,0,248,3,0,3,251,3,0,259,16,4,3,0,25,0,0,0,25,0,0,25,0,0,0,3,3,0,0,0,3,0,0,3,333,38,9,7,378,11,0,12
POA6051,67,18,0,3,82,3,0,4,89,8,0,95,115,23,0,0,148,9,0,9,150,8,0,160,26,4,8,0,41,0,0,0,41,0,0,41,3,0,0,0,0,0,0,0,0,0,0,0,211,48,10,7,271,9,0,12,282,10,0,290,9,3,0,0,16,0,0,0,12,0,0,18,11,4,0,0,16,0,0,0,17,0,0,19,22,12,0,0,30,0,0,3,37,0,0,37,231,60,10,7,304,10,4,15,315,12,0,327,151,35,3,3,195,9,0,8,205,22,3,226,0,0,0,0,0,0,0,0,0,0,0,0,385,91,8,9,494,17,3,23,520,38,3,560,69,13,0,0,78,4,0,3,81,13,0,93,128,22,0,0,146,3,0,3,155,0,0,157,3,0,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,199,30,0,3,236,8,0,8
POA6052,48,11,0,3,59,0,3,3,65,4,0,67,194,15,3,4,217,4,0,4,226,3,0,223,58,0,0,0,54,0,0,0,58,5,0,63,0,0,0,0,0,0,0,0,0,0,0,0,300,31,7,7,340,8,3,10,345,7,0,353,4,3,0,0,3,0,0,0,3,0,0,3,10,0,0,0,8,5,0,5,15,0,0,14,6,0,0,0,10,5,0,5,15,0,0,14,305,34,7,7,349,9,3,8,363,11,0,372,159,11,7,6,182,7,0,7,190,16,0,202,0,0,0,0,0,0,0,0,3,0,0,3,465,44,19,8,532,16,3,20,554,23,0,576,73,11,3,0,89,3,3,3,95,6,0,105,227,13,3,0,246,7,0,7,250,0,0,251,9,0,0,0,11,0,0,0,11,5,0,15,5,0,0,0,5,0,0,0,5,0,0,5,313,27,3,0,350,8,3,8
POA6053,82,23,0,0,107,3,0,3,112,5,0,117,267,21,3,0,289,0,0,0,291,8,3,302,56,6,0,0,58,0,0,0,58,0,0,58,0,0,0,0,0,0,0,0,0,0,0,3,404,45,3,3,456,6,0,6,468,10,3,481,3,0,0,0,10,0,0,0,9,0,0,9,18,0,0,0,18,0,0,0,18,3,0,21,17,4,0,3,28,0,0,0,28,3,0,27,425,47,3,4,482,5,0,10,492,11,3,508,188,15,6,3,214,10,0,10,227,16,0,242,0,0,0,0,0,0,0,0,0,0,0,7,620,64,15,8,698,16,0,18,721,28,3,750,108,19,0,5,130,3,0,3,137,5,0,140,276,31,0,3,314,3,0,3,313,5,0,322,7,4,0,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,393,54,3,8,456,11,0,10
POA6054,81,13,0,0,98,0,0,3,98,11,0,108,283,38,0,4,328,9,3,10,339,12,0,347,67,10,10,0,88,0,0,0,88,0,0,89,8,0,0,4,12,0,0,0,12,0,0,12,437,67,14,7,528,11,3,12,540,20,0,556,11,3,0,0,16,0,0,0,16,0,0,19,19,0,0,0,17,0,0,0,24,3,0,23,33,3,0,0,34,0,0,3,38,5,0,44,466,66,15,13,565,8,4,15,577,26,0,602,265,47,10,3,319,18,4,26,345,40,0,387,4,0,0,0,4,0,0,0,4,0,0,5,732,111,22,13,890,32,6,35,926,69,3,992,123,14,0,0,138,4,0,3,140,9,0,150,301,38,13,3,350,7,3,7,364,7,0,372,12,0,0,0,12,0,0,0,12,0,0,12,7,0,0,5,10,0,0,0,10,0,0,10,440,47,17,3,511,14,3,13
POA6055,186,17,3,4,216,8,0,13,223,9,0,233,389,42,9,3,439,7,0,4,450,8,0,454,105,16,19,0,132,0,0,0,133,0,0,139,3,3,0,3,10,0,0,0,10,0,0,10,682,70,32,11,798,13,7,20,819,12,3,831,8,3,0,0,15,8,0,8,20,0,0,20,28,3,0,3,41,0,0,0,38,0,0,38,43,6,3,3,52,8,0,8,62,0,0,62,725,83,31,15,855,19,7,25,881,12,3,896,386,45,10,14,457,15,0,17,472,28,0,498,0,3,0,0,8,0,0,0,8,0,7,15,1114,132,42,26,1317,34,3,39,1360,37,9,1403,208,14,8,0,228,5,3,12,236,8,3,244,334,29,8,3,374,4,0,4,374,9,0,386,22,0,0,0,28,0,0,0,27,0,3,32,12,0,0,3,13,0,0,0,13,0,0,18,572,47,18,5,642,7,3,12
POA6056,115,25,6,3,152,11,8,15,168,21,0,189,422,39,8,7,475,16,0,15,488,13,0,505,88,12,16,0,120,4,0,4,123,4,0,123,5,0,0,3,9,3,0,3,10,0,0,14,632,80,32,10,750,26,8,35,790,37,0,832,16,0,0,0,17,3,0,3,21,3,0,21,36,0,0,0,38,5,3,5,39,0,0,40,45,0,0,0,54,5,3,8,61,4,0,66,680,78,31,10,804,36,12,50,856,39,0,893,518,52,17,17,605,29,9,35,643,66,0,710,8,0,0,0,12,0,0,0,12,0,11,20,1202,134,51,29,1420,71,18,86,1507,108,11,1627,198,34,4,0,245,15,13,23,267,30,0,300,475,42,7,7,536,21,0,21,555,10,0,569,22,4,0,0,31,0,0,0,31,0,0,30,6,0,0,4,13,0,0,0,13,3,0,11,706,85,17,10,818,34,13,43
POA6057,89,20,0,0,105,5,0,7,112,7,0,121,197,38,3,3,239,7,0,4,247,3,0,246,39,6,6,0,54,0,0,0,54,0,0,56,10,0,0,3,10,3,0,3,15,0,0,15,330,62,12,4,412,11,4,14,423,11,0,439,7,0,0,0,3,0,0,0,3,0,4,6,26,3,0,0,30,0,0,0,32,0,0,33,33,3,0,0,35,0,0,0,38,0,4,37,362,64,12,4,446,12,4,19,461,16,3,478,262,20,11,3,295,18,0,18,309,18,0,329,0,0,0,0,0,0,0,0,0,0,0,0,625,86,21,9,742,32,4,34,770,30,4,808,107,9,0,0,116,5,0,6,119,11,0,130,263,37,13,0,312,3,0,3,320,11,0,322,8,0,0,0,15,0,0,0,15,0,0,15,3,3,0,0,5,0,0,0,5,0,0,5,386,48,13,0,442,11,0,7
POA6058,55,6,3,0,64,0,0,3,73,3,0,73,144,15,0,0,155,4,0,4,158,5,0,163,38,5,3,0,46,0,0,0,46,0,0,46,0,0,0,3,9,0,0,0,9,0,0,9,242,28,7,3,278,6,0,3,286,10,0,293,3,0,0,0,3,3,0,0,7,0,0,7,12,0,0,0,10,3,0,3,14,0,0,19,10,0,0,0,16,4,0,4,23,0,0,25,254,26,7,5,294,6,3,8,305,13,0,320,202,29,5,4,244,22,0,22,263,11,0,275,0,0,0,0,0,0,0,0,0,0,0,0,456,57,11,12,536,30,3,31,570,28,0,598,84,6,0,0,90,4,5,11,98,3,0,104,166,15,8,0,188,6,0,6,194,0,0,194,6,3,0,0,9,0,0,0,9,0,0,9,3,0,0,0,4,0,0,0,4,0,0,4,255,25,8,0,290,7,5,11
POA6059,106,19,0,5,130,8,0,3,134,8,0,139,276,26,8,0,307,4,0,4,311,5,0,318,70,11,3,0,84,3,3,3,88,0,0,88,3,0,0,0,7,0,0,0,7,0,0,7,449,53,13,9,526,11,3,14,540,16,0,550,11,3,0,0,12,4,0,4,15,3,0,15,30,0,0,0,27,0,0,0,30,0,0,35,40,3,0,0,42,8,0,8,45,5,0,53,491,56,14,9,565,14,3,17,586,17,0,598,273,42,7,4,327,12,3,22,348,30,0,381,4,0,0,3,3,0,0,0,3,0,4,10,768,102,20,10,901,27,7,35,935,49,4,990,163,20,0,3,193,11,0,10,202,5,0,206,348,27,7,0,385,11,3,8,394,4,0,399,14,0,3,0,23,0,0,0,23,0,0,23,4,0,0,3,7,0,0,0,7,0,0,7,528,55,14,4,597,15,0,22
POA6060,105,20,0,0,125,12,0,12,138,5,0,141,312,39,4,3,366,10,0,12,376,12,0,385,106,6,5,4,121,0,0,3,131,5,0,133,3,0,0,9,8,0,0,0,8,0,0,8,524,71,12,15,621,23,0,27,645,21,0,669,7,3,0,0,9,0,0,0,10,0,0,9,28,0,3,0,31,4,0,8,35,0,0,35,35,0,3,0,34,5,0,4,45,0,0,47,558,68,16,15,660,29,3,35,692,20,0,710,317,58,7,5,387,10,6,16,405,32,0,437,0,0,0,0,0,0,0,0,0,0,3,6,880,128,22,17,1048,42,6,54,1100,57,3,1155,104,29,0,3,137,12,0,12,145,12,0,151,265,30,0,0,296,7,0,13,304,8,0,313,19,0,3,0,18,0,0,0,18,0,0,18,3,0,0,3,7,0,0,0,7,0,0,7,384,58,3,8,453,16,0,22
POA6061,167,35,3,4,210,12,4,16,225,17,0,245,399,81,0,9,494,20,6,24,520,21,0,543,88,24,11,0,124,3,0,3,127,6,0,127,9,0,0,18,28,3,0,3,31,0,0,33,668,146,13,26,848,42,3,47,894,46,0,947,45,3,7,0,52,8,0,8,60,4,0,62,33,3,0,0,33,6,3,10,43,3,0,50,74,6,3,0,84,16,3,18,105,8,0,113,739,149,20,24,933,60,7,65,999,53,0,1056,630,176,14,29,853,85,22,110,960,235,4,1203,8,0,0,3,12,0,0,0,12,10,20,43,1373,323,34,55,1794,147,34,175,1971,300,30,2305,159,33,0,3,204,13,6,17,220,8,0,230,270,62,7,3,341,23,5,25,364,34,0,399,11,0,3,0,16,0,0,0,19,3,0,17,3,0,0,6,13,0,0,0,13,0,0,13,451,103,8,12,568,33,10,44
POA6062,136,22,0,0,159,8,0,9,169,11,0,183,392,52,3,8,451,10,3,10,466,13,0,474,91,14,17,3,118,0,0,0,119,4,0,126,4,0,0,6,16,0,0,0,16,0,0,14,620,89,20,13,744,23,4,21,767,28,0,798,16,0,0,0,19,3,0,3,21,0,0,21,17,0,0,0,19,7,0,7,25,0,0,25,32,7,0,0,39,10,0,10,50,0,0,50,656,94,20,18,783,30,4,31,815,28,0,845,422,61,4,12,506,28,4,30,537,50,0,583,5,0,0,0,5,0,0,0,5,0,4,4,1081,154,25,29,1295,54,7,62,1356,71,5,1438,218,29,0,3,254,13,3,15,273,19,0,295,402,61,5,4,468,14,0,12,485,16,0,501,22,7,3,0,28,4,0,4,34,0,0,34,3,0,0,3,8,0,0,0,12,3,3,12,646,100,5,10,765,30,4,38
POA6063,96,11,0,3,102,0,0,3,107,5,0,111,163,26,0,0,188,3,0,7,194,7,0,201,19,7,4,0,33,0,0,0,33,0,0,33,4,0,0,0,4,0,0,0,4,0,0,4,275,46,10,3,331,9,4,11,337,12,0,354,3,7,0,0,7,0,0,0,9,0,0,9,10,0,0,0,14,0,0,0,18,3,0,18,15,7,0,0,21,4,0,4,24,3,0,31,291,50,6,3,350,10,4,11,362,19,0,382,257,39,4,14,311,29,6,35,345,53,0,397,0,0,0,0,0,5,0,5,3,0,5,10,546,91,14,13,667,43,6,50,715,66,5,784,111,15,0,0,129,9,4,11,137,16,0,149,207,25,4,0,237,10,0,11,245,17,0,263,5,0,0,0,10,0,0,0,10,0,0,10,9,0,0,0,9,0,0,0,9,0,0,9,328,42,4,3,376,15,8,21
POA6064,128,26,0,0,159,8,3,10,173,10,0,185,309,65,11,6,391,4,0,4,394,23,0,421,54,15,12,3,79,3,0,3,79,3,0,84,4,0,0,3,12,0,0,0,12,0,0,12,502,112,22,15,637,20,3,19,657,39,0,705,18,3,0,0,23,0,0,3,21,3,0,24,31,11,0,0,41,7,4,4,42,0,0,45,44,14,0,0,61,3,3,10,69,3,0,75,542,122,22,11,698,22,8,30,728,48,0,772,409,122,10,16,560,50,19,68,630,155,3,793,3,0,0,3,6,0,0,0,6,3,11,24,963,248,26,31,1266,78,22,99,1364,206,17,1584,204,26,0,0,232,8,4,16,247,38,0,278,332,80,9,7,430,20,0,21,448,21,0,478,13,5,5,0,19,0,0,0,19,0,0,24,0,0,0,6,11,0,0,0,11,0,0,11,551,110,16,19,695,30,3,36
POA6065,448,54,10,5,522,12,3,15,537,28,0,567,1401,133,20,19,1569,27,0,34,1605,14,0,1617,300,18,30,3,351,4,0,4,360,4,0,362,13,7,3,15,38,0,0,0,38,0,0,38,2167,211,60,33,2476,54,3,57,2531,46,0,2575,21,4,0,0,29,0,0,0,31,0,0,35,79,3,0,0,88,12,0,12,96,8,0,96,103,12,0,0,114,13,0,13,129,9,0,130,2271,221,63,33,2590,60,3,67,2659,52,0,2709,1146,117,42,28,1335,44,3,44,1382,60,0,1443,0,0,0,0,3,0,0,0,3,0,14,20,3420,337,107,65,3927,107,6,112,4045,114,19,4173,645,86,7,11,746,15,0,15,764,33,0,796,1506,156,17,17,1689,30,5,37,1729,19,0,1747,73,10,12,0,95,0,0,0,97,4,0,102,12,0,0,15,30,0,0,0,30,0,0,30,2239,252,36,35,2565,51,5,55
POA6066,87,11,0,0,96,7,0,9,101,6,0,112,191,30,0,0,224,0,0,4,232,0,0,232,29,3,3,0,42,0,0,0,38,3,0,40,5,0,0,0,5,0,0,0,3,0,0,3,310,49,5,3,366,11,0,9,380,10,0,393,6,4,0,0,9,0,0,0,12,0,0,15,9,4,0,0,12,0,0,0,12,3,0,16,12,7,0,0,25,0,0,0,26,0,0,28,324,56,5,3,395,13,0,15,404,14,0,422,260,33,7,9,306,28,5,32,337,52,0,393,0,0,0,3,3,0,0,0,3,0,10,9,586,90,14,11,700,39,10,47,749,68,10,827,129,18,0,0,154,8,0,8,166,6,0,168,228,45,0,3,283,14,0,14,293,3,0,296,12,3,3,3,20,0,0,0,20,0,0,20,4,0,0,3,8,0,0,0,7,0,0,7,381,70,5,10,465,23,0,23
POA6067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6069,297,39,10,0,345,6,0,6,351,20,0,371,737,69,6,9,824,15,0,15,831,7,0,841,137,9,33,3,179,12,0,12,191,0,0,190,10,3,0,3,21,0,0,0,21,0,0,22,1183,114,49,11,1362,27,0,27,1389,30,0,1418,31,10,3,7,48,4,0,4,55,5,0,55,76,13,3,0,92,0,0,0,94,7,0,101,108,21,10,3,140,6,0,6,148,9,0,158,1292,134,60,17,1503,33,0,33,1538,39,0,1576,929,89,36,16,1069,35,4,35,1111,56,0,1162,0,0,0,3,3,0,0,0,3,0,0,3,2224,221,92,39,2574,68,4,75,2654,93,3,2750,447,62,11,3,522,10,3,10,536,29,0,567,821,86,17,0,925,19,0,19,944,20,0,964,32,0,5,0,44,0,0,0,46,3,0,44,13,0,0,7,21,0,0,0,19,3,0,24,1318,147,35,16,1513,25,3,31
