POA_CODE_2016,R_0_74_LT_Real_estate_agent,R_0_74_LT_Ste_terr_hsg_auth,R_0_74_LT_Psn_not_Sme_hhd,R_0_74_LT_hs_coop_com_ch_g,R_0_74_LT_Other_Lld_type,R_0_74_LT_Lld_type_ns,R_0_74_Tot,R_75_99_LT_Real_estate_agent,R_75_99_LT_Ste_terr_hsg_auth,R_75_99_LT_Psn_not_Sme_hhd,R_75_99_LT_hs_coop_com_ch_g,R_75_99_LT_Other_Lld_type,R_75_99_LT_Lld_type_ns,R_75_99_Tot,R_100_149_LT_Real_eSte_agent,R_100_149_LT_St_ter_hsg_aut,R_100_149_LT_Psn_not_Sme_hhd,R_100_149_LT_hs_coop_com_ch_g,R_100_149_LT_Other_Lld_type,R_100_149_LT_Lld_type_ns,R_100_149_Tot,R_150_199_LT_Real_eSte_agent,R_150_199_LT_Ste_ter_hsg_aut,R_150_199_LT_Psn_not_Sme_hhd,R_150_199_LT_hs_coop_com_ch_g,R_150_199_LT_Other_Lld_type,R_150_199_LT_Lld_type_ns,R_150_199_Tot,R_200_224_LT_Real_eSte_agent,R_200_224_LT_Ste_ter_hsg_aut,R_200_224_LT_Psn_not_Sme_hhd,R_200_224_LT_hs_coop_com_ch_g,R_200_224_LT_Other_Lld_type,R_200_224_LT_Lld_type_ns,R_200_224_Tot,R_225_274_LT_Real_eSte_agent,R_225_274_LT_Ste_ter_hsg_aut,R_225_274_LT_Psn_not_Sme_hhd,R_225_274_LT_hs_coop_com_ch_g,R_225_274_LT_Other_Lld_type,R_225_274_LT_Lld_type_ns,R_225_274_Tot,R_275_349_LT_Real_eSte_agent,R_275_349_LT_Ste_ter_hsg_aut,R_275_349_LT_Psn_not_Sme_hhd,R_275_349_LT_hs_coop_com_ch_g,R_275_349_LT_Other_Lld_type,R_275_349_LT_Lld_type_ns,R_275_349_Tot,R_350_449_LT_Real_eSte_agent,R_350_449_LT_Ste_ter_hsg_aut,R_350_449_LT_Psn_not_Sme_hhd,R_350_449_LT_hs_coop_com_ch_g,R_350_449_LT_Other_Lld_type,R_350_449_LT_Lld_type_ns,R_350_449_Tot,R_450_549_LT_Real_eSte_agent,R_450_549_LT_Ste_ter_hsg_aut,R_450_549_LT_Psn_not_Sme_hhd,R_450_549_LT_hs_coop_com_ch_g,R_450_549_LT_Other_Lld_type,R_450_549_LT_Lld_type_ns,R_450_549_Tot,R_550_649_LT_Real_eSte_agent,R_550_649_LT_Ste_ter_hsg_aut,R_550_649_LT_Psn_not_Sme_hhd,R_550_649_LT_hs_coop_com_ch_g,R_550_649_LT_Other_Lld_type,R_550_649_LT_Lld_type_ns,R_550_649_Tot,R_650_749_LT_Real_eSte_agent,R_650_749_LT_Ste_ter_hsg_aut,R_650_749_LT_Psn_not_Sme_hhd,R_650_749_LT_hs_coop_com_ch_g,R_650_749_LT_Other_Lld_type,R_650_749_LT_Lld_type_ns,R_650_749_Tot,R_750_849_LT_Real_eSte_agent,R_750_849_LT_Ste_ter_hsg_aut,R_750_849_LT_Psn_not_Sme_hhd,R_750_849_LT_hs_coop_com_ch_g,R_750_849_LT_Other_Lld_type,R_750_849_LT_Lld_type_ns,R_750_849_Tot,R_850_949_LT_Real_estat_agent,R_850_949_LT_Ste_ter_hsg_aut,R_850_949_LT_Psn_not_Sme_hhd,R_850_949_LT_hs_coop_com_ch_g,R_850_949_LT_Other_Lld_type,R_850_949_LT_Lld_type_ns,R_850_949_Tot,R_950_over_LT_Real_eSte_agent,R_950_over_LT_Ste_ter_hsg_aut,R_950_over_LT_Psn_not_Sme_hhd,R_950_ovr_LT_hs_coop_com_ch_g,R_950_over_LT_Other_Lld_type,R_950_over_LT_Lld_type_ns,R_950_over_Tot,Rent_ns_LT_Real_eSte_agent,Rent_ns_LT_Ste_ter_hsg_auth,Rent_ns_LT_Psn_not_Sme_hhd,Rent_ns_LT_hs_coop_com_ch_g,Rent_ns_LT_Other_Lld_type,Rent_ns_LT_Lld_type_ns,Rent_ns_Tot,Tot_LT_Real_eSte_agent,Tot_LT_Ste_ter_hsg_auth,Tot_LT_Psn_not_Sme_hhd,Tot_LT_hs_coop_com_ch_g,Tot_LT_Other_Lld_type,Tot_LT_Lld_type_ns,Tot_Tot
POA6052,0,14,20,0,0,12,45,0,16,3,8,0,0,27,3,69,12,15,0,0,89,4,35,23,45,0,0,104,4,19,14,0,0,0,39,37,17,24,3,7,0,75,132,15,80,3,3,0,228,234,3,105,0,11,0,352,139,0,65,0,3,0,209,78,0,22,0,0,0,101,26,0,7,0,0,0,35,4,0,5,0,0,0,12,0,0,0,0,0,0,0,3,0,3,0,0,0,5,8,9,10,5,0,0,36,674,197,380,80,28,11,1360
POA6053,3,10,30,3,0,14,60,0,25,0,26,0,0,58,0,106,14,3,3,0,127,6,48,26,12,0,0,87,9,18,33,0,0,0,58,43,8,39,3,0,4,89,129,15,85,3,3,0,236,300,5,170,0,8,0,483,186,0,80,0,4,0,277,43,0,11,0,0,0,57,7,0,0,0,0,0,6,0,0,0,0,0,0,5,3,0,0,0,0,0,3,0,0,0,0,0,0,3,10,12,7,3,3,0,35,732,241,498,53,25,25,1586
POA6054,3,30,43,5,0,16,95,0,34,0,0,0,0,35,4,182,23,12,3,3,228,14,98,39,9,0,0,149,12,34,27,6,0,3,76,20,28,53,0,0,0,102,225,38,158,5,16,3,445,458,13,211,3,13,3,704,145,0,58,0,3,0,204,19,0,13,0,0,0,30,3,0,3,0,0,0,8,4,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,3,0,0,0,3,14,27,15,6,5,7,74,915,472,644,52,46,30,2162
POA6055,3,3,28,0,10,29,68,0,4,3,3,0,0,7,0,37,11,0,0,0,49,3,21,18,3,9,0,56,0,8,11,0,3,0,26,11,6,19,5,6,0,42,53,4,70,0,5,0,132,306,12,124,3,6,3,456,132,0,44,0,3,0,182,27,0,11,0,0,0,37,12,0,4,0,0,0,15,9,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,0,0,7,8,6,9,0,8,0,25,564,107,350,12,49,33,1124
POA6056,7,44,85,5,7,39,179,0,39,3,0,0,0,44,5,262,33,6,12,7,328,16,141,54,18,3,3,238,18,45,72,6,3,3,146,100,45,88,5,11,3,246,621,28,296,14,23,5,991,929,11,396,21,40,11,1405,163,0,63,3,8,0,236,41,0,8,0,0,0,50,17,0,8,0,0,0,19,4,0,0,0,0,0,5,3,0,0,0,0,0,4,3,0,7,0,0,0,9,32,42,28,6,10,6,126,1956,662,1151,86,121,76,4041
POA6057,0,0,24,0,6,17,42,0,0,0,0,0,0,0,0,16,13,0,0,0,35,3,12,13,0,0,0,33,3,5,16,0,0,0,26,5,9,30,0,0,0,50,49,6,55,0,3,0,110,305,0,168,0,17,3,493,172,0,46,0,4,0,227,9,0,9,0,0,0,17,5,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,8,7,9,0,0,3,21,550,63,394,3,33,26,1069
POA6058,0,7,20,0,0,13,40,0,4,0,5,0,0,13,0,44,6,3,0,0,63,0,36,20,4,9,0,66,4,12,14,0,0,0,35,5,14,24,0,3,0,41,69,7,89,0,5,0,172,275,3,145,0,3,3,434,83,0,35,0,8,0,128,10,0,0,0,0,0,8,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,9,11,9,0,4,0,27,472,135,365,10,29,18,1035
POA6059,4,12,46,4,4,28,95,0,15,0,3,3,0,25,6,106,19,6,5,0,138,10,30,35,14,3,0,92,3,11,27,0,9,0,50,40,4,44,0,4,0,90,255,4,179,8,10,7,454,417,3,269,3,30,8,728,180,0,80,0,3,5,273,58,0,31,0,0,0,92,20,0,14,0,0,0,42,6,0,3,0,0,0,10,4,0,0,0,0,0,8,3,0,3,0,0,0,4,11,16,36,6,3,3,64,1015,204,775,42,76,48,2159
POA6060,3,24,51,4,0,44,124,0,24,3,0,0,0,31,10,119,29,6,3,0,169,22,67,53,37,8,0,187,33,12,38,3,0,0,94,276,9,74,4,14,3,384,746,10,287,4,22,3,1077,816,8,387,3,35,4,1256,331,3,124,0,7,0,461,93,0,37,0,3,0,137,42,0,17,0,0,0,58,9,0,5,0,0,0,17,3,0,0,0,0,0,8,5,0,4,0,0,0,15,33,18,49,9,3,11,115,2422,290,1176,68,101,65,4127
POA6061,10,69,62,9,7,27,177,0,74,4,6,0,0,85,7,463,46,18,6,3,541,20,210,51,36,0,0,326,14,106,37,5,6,4,168,50,83,62,0,11,3,208,786,70,311,6,53,12,1240,1772,14,686,3,151,17,2642,163,3,111,0,12,0,291,11,0,9,0,0,0,22,10,0,3,0,3,0,14,0,0,5,0,0,0,3,5,0,0,0,0,0,5,3,0,3,0,0,0,7,46,81,39,6,9,10,197,2891,1169,1430,100,258,76,5926
POA6062,3,9,76,0,4,37,129,0,5,3,8,0,0,18,3,46,23,0,5,0,81,7,21,44,7,7,3,86,11,21,42,0,0,0,79,24,14,61,0,6,0,112,285,11,193,0,22,0,504,732,9,409,4,50,0,1203,391,3,155,0,21,0,567,60,0,25,0,3,0,89,4,0,0,0,0,0,9,4,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,6,60,3,6,3,109,1553,144,1101,28,124,54,2998
POA6063,0,8,25,0,0,7,44,0,15,0,0,0,0,15,0,61,3,3,0,0,71,0,42,12,3,0,3,57,5,10,11,0,0,0,23,7,14,17,0,0,0,41,58,13,52,4,4,0,136,195,9,148,0,26,3,381,86,0,50,0,7,0,142,6,0,3,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,13,0,6,4,42,361,180,335,19,46,22,956
POA6064,3,28,58,0,4,16,111,0,31,3,0,0,0,37,5,232,17,0,5,0,260,8,97,25,9,3,4,142,0,40,30,4,3,0,82,21,34,53,3,0,0,112,248,32,203,3,37,0,519,475,17,351,6,81,12,951,115,3,65,0,15,0,198,20,0,10,0,0,0,30,3,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,15,41,29,4,6,0,100,916,556,849,39,164,36,2559
POA6065,0,9,67,0,11,34,120,0,7,4,0,0,0,18,3,55,24,0,6,0,86,0,37,36,3,18,0,99,9,20,12,0,4,4,46,18,13,44,0,16,0,83,132,20,114,0,23,0,295,950,5,358,5,29,3,1347,819,0,263,0,13,4,1098,183,0,51,0,3,0,234,19,0,6,0,3,0,30,0,0,3,0,0,0,4,3,0,3,0,0,0,8,3,0,0,0,0,0,5,32,6,33,0,4,5,78,2173,177,1018,18,124,54,3562
POA6066,0,4,25,0,0,8,38,0,13,0,0,0,0,13,0,74,8,3,0,0,85,3,46,13,3,0,0,60,3,19,17,0,0,0,36,3,22,18,0,0,0,43,56,15,42,0,5,0,116,255,8,164,0,15,8,447,117,0,48,0,8,0,167,16,0,3,0,0,0,19,4,0,0,0,4,0,7,3,0,3,0,0,0,9,0,0,0,0,0,0,4,4,0,0,0,0,0,0,12,12,14,3,0,5,40,467,205,350,12,42,27,1092
POA6067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
POA6069,3,6,29,0,0,15,61,0,19,0,0,0,0,16,0,53,5,0,0,0,63,8,68,12,0,0,0,87,6,25,24,7,0,0,56,20,31,20,0,34,0,103,202,32,58,6,7,3,311,844,8,304,0,23,0,1181,319,0,95,0,14,3,433,73,0,24,0,0,0,100,21,0,3,0,0,0,27,3,0,0,0,0,0,6,3,0,3,0,0,0,5,4,0,6,0,0,0,7,19,16,9,0,3,0,45,1529,256,598,18,95,25,2508
POA6070,0,0,3,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,0,14,0,0,0,18,15,0,12,0,0,0,26,23,0,12,0,0,0,35,11,0,4,0,0,0,11,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,57,0,0,7,121
POA6071,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,3,0,0,4,0,0,0,4,0,0,7,0,0,0,9,4,0,5,0,0,0,12,20,0,15,0,0,0,37,15,0,3,0,0,0,20,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,47,0,40,3,3,0,96
POA6072,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,11
POA6073,0,0,3,0,0,3,9,0,0,0,0,0,0,0,0,0,3,10,0,0,16,0,3,3,4,0,0,15,0,0,3,0,0,0,3,3,0,3,0,0,0,8,8,0,13,0,3,0,30,29,0,11,0,0,0,42,14,0,7,0,0,0,20,9,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,11,72,5,58,22,7,3,162
POA6074,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,3,0,6,0,0,0,9,3,0,9,0,0,0,8,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,0,20,0,0,0,35
POA6076,4,4,40,0,3,21,66,0,10,5,0,0,0,10,0,25,17,16,0,0,60,0,12,14,25,0,0,56,0,0,22,3,0,0,30,9,0,34,0,0,0,53,55,0,70,3,3,0,132,154,0,85,0,10,0,245,99,0,49,0,0,0,147,27,0,18,0,0,0,46,13,0,3,0,0,0,12,13,0,4,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,3,9,0,17,4,0,0,32,384,57,367,56,19,26,907
POA6077,0,0,5,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,6,3,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,24,0,3,7,38
POA6078,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,3,0,0,0,0,11,3,3,0,0,0,0,7,0,0,3,0,0,0,4,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,11,0,5,7,44
POA6079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6081,0,0,3,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,3,3,0,11,0,0,0,12,28,0,13,0,0,0,48,22,0,11,0,0,0,32,14,0,0,0,0,0,14,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,4,72,0,51,0,9,3,132
POA6082,0,0,12,0,0,0,9,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,7,8,0,14,0,0,0,17,20,0,19,0,0,0,42,8,0,9,0,0,0,20,9,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,59,4,5,5,120
POA6083,0,0,8,0,0,6,16,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,3,0,0,0,3,0,0,4,0,0,0,7,0,0,9,0,0,0,8,3,0,3,0,0,0,13,6,0,6,0,0,0,13,14,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,7,32,0,50,0,5,6,91
POA6084,0,0,7,3,6,18,32,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,5,0,3,0,11,0,0,4,4,0,0,14,3,0,11,0,3,0,13,35,0,28,0,5,0,66,36,0,47,0,3,0,83,15,0,11,0,0,0,23,18,0,6,0,0,0,21,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,12,118,3,136,9,15,16,300
POA6090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6100,3,9,51,7,3,13,71,0,6,3,3,0,0,15,14,50,20,32,0,3,120,17,11,23,7,5,0,65,50,5,20,0,3,0,81,238,8,61,0,0,0,301,350,3,136,0,15,3,507,535,3,199,0,17,3,753,317,0,117,0,10,0,441,159,0,33,0,3,0,200,73,0,18,0,0,0,88,26,0,9,0,0,0,33,10,0,0,0,3,0,17,18,0,3,0,0,0,21,22,5,29,3,4,0,65,1829,91,721,51,62,25,2783
POA6101,3,37,46,0,0,17,99,3,42,0,0,0,0,48,14,182,13,3,0,3,218,22,55,19,3,3,0,106,37,17,35,8,0,0,101,79,27,51,0,4,0,155,238,15,134,3,11,5,402,634,10,256,0,17,3,923,301,0,116,0,11,0,430,73,0,29,0,3,0,107,19,0,5,0,3,0,31,11,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,9,0,0,0,10,21,36,28,3,5,3,94,1451,422,742,19,63,28,2729
POA6102,3,53,23,8,5,15,102,0,32,0,6,0,0,47,21,239,44,57,12,7,376,32,82,67,96,20,4,295,17,24,30,7,3,0,76,44,27,25,13,6,0,120,167,11,101,6,11,3,304,447,4,181,7,15,0,657,168,3,79,10,12,0,271,41,0,36,0,0,0,78,11,0,19,0,0,0,27,12,0,10,0,0,0,16,4,0,3,0,0,0,8,9,0,6,0,0,0,16,17,24,32,8,10,5,100,990,501,658,217,103,40,2507
POA6103,4,19,15,0,0,13,54,0,36,3,0,0,0,43,4,189,11,7,3,3,219,12,58,18,5,4,0,99,16,36,21,0,4,0,79,83,18,31,0,8,0,146,247,15,92,0,7,3,369,460,5,120,0,9,0,601,262,5,78,0,3,0,350,57,0,21,0,0,0,83,6,0,0,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,3,11,21,14,0,0,6,57,1176,410,438,14,56,25,2118
POA6104,0,31,24,4,3,18,80,0,36,0,0,0,0,38,3,187,16,3,4,3,214,11,69,14,8,4,0,109,6,27,12,0,0,0,48,15,30,21,0,0,0,67,176,11,99,5,5,0,295,475,11,153,0,21,0,663,239,0,66,0,5,0,311,34,3,6,0,0,0,47,17,0,5,0,0,0,23,6,0,3,0,0,0,8,3,0,0,0,0,0,4,3,0,0,0,0,0,4,12,29,20,0,0,0,61,1001,427,443,17,53,29,1970
POA6105,7,16,20,0,4,17,58,0,11,0,0,0,0,17,3,68,22,10,6,0,106,8,41,28,4,0,3,86,7,22,15,3,0,0,45,12,32,25,3,3,0,76,213,21,119,0,19,0,374,531,6,214,0,14,5,769,230,0,69,0,4,0,308,20,0,12,0,0,0,41,3,0,3,0,0,0,7,0,0,0,0,0,0,0,3,3,0,0,0,0,9,3,0,0,0,0,0,3,16,3,15,0,4,0,47,1066,222,550,24,51,28,1942
POA6106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6107,8,36,76,9,12,41,182,3,21,5,3,0,0,34,15,169,74,3,11,3,273,18,78,82,12,8,0,206,14,40,52,8,0,3,122,67,44,84,4,8,0,204,523,49,282,4,28,0,882,1409,13,568,3,84,12,2088,443,0,189,0,23,3,661,48,3,36,0,4,0,92,8,0,16,0,0,0,26,3,0,3,0,0,0,7,3,0,0,0,0,0,7,3,0,6,0,0,0,12,40,25,63,8,8,9,155,2620,473,1540,59,182,73,4954
POA6108,6,3,26,0,0,22,59,0,11,7,0,3,0,18,0,46,12,0,3,0,65,4,52,18,4,0,0,79,0,16,28,3,0,0,51,24,22,42,3,0,4,90,179,9,122,0,16,3,323,410,3,221,0,26,5,661,123,0,50,0,5,0,178,3,0,3,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,5,8,8,18,0,0,3,48,759,176,556,15,60,31,1589
POA6109,5,6,11,0,3,7,38,0,8,0,0,0,0,10,9,41,11,0,3,0,66,3,37,16,0,10,0,73,5,20,21,0,14,0,54,22,10,38,0,28,3,98,167,14,115,0,24,3,324,184,12,133,3,28,3,358,10,0,17,0,10,0,34,6,0,6,0,0,0,5,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,6,7,4,23,0,4,3,38,417,149,384,12,116,26,1110
POA6110,4,18,40,3,6,29,97,0,25,4,13,3,0,45,3,104,22,3,16,0,153,12,134,23,61,12,11,243,10,44,40,5,0,0,105,82,33,82,10,9,0,206,431,31,263,3,37,6,771,644,9,322,6,53,6,1037,232,3,92,0,7,0,338,31,0,11,0,0,0,50,3,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,11,22,20,36,11,7,12,116,1475,421,958,112,145,68,3178
POA6111,0,13,26,0,0,21,61,0,10,0,8,0,0,18,4,57,16,8,6,0,91,3,50,26,6,26,0,120,3,27,33,0,10,0,74,65,10,52,0,6,0,133,402,13,200,3,15,3,638,251,0,146,0,17,3,415,36,0,20,0,4,0,57,17,0,0,0,0,0,19,5,0,9,0,0,0,7,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,10,14,0,6,3,47,785,204,557,32,90,29,1693
POA6112,13,21,59,4,8,29,130,3,28,7,5,0,4,43,8,184,20,9,7,6,236,13,101,41,14,9,3,182,20,31,62,6,11,0,130,203,52,128,3,7,5,399,812,23,362,3,27,3,1235,993,10,385,0,34,7,1427,322,0,111,0,11,0,445,58,0,23,0,0,0,79,14,0,3,0,0,0,18,4,0,0,0,0,0,3,3,0,0,0,0,0,3,8,0,3,0,0,0,12,47,28,41,4,11,8,131,2515,473,1235,53,126,60,4468
POA6121,0,0,7,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,5,0,0,12,0,0,0,12,8,0,14,0,0,0,18,3,0,3,0,0,0,11,8,0,5,0,0,0,10,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,7,0,6,0,7,20,0,54,0,13,3,84
POA6122,0,0,15,0,4,12,31,0,0,0,0,0,0,3,0,0,3,0,0,0,10,4,0,8,4,0,0,18,0,0,4,0,0,0,4,3,0,14,0,0,0,11,41,0,46,0,3,0,91,334,0,125,0,6,0,462,73,0,36,0,0,0,114,7,0,3,0,0,0,14,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,11,465,0,269,10,21,13,773
POA6123,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,3,0,0,0,5,0,0,3,0,0,0,9,10,0,19,0,0,0,32,14,0,3,0,0,0,13,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,25,3,34,0,5,0,77
POA6124,0,0,3,0,3,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,0,5,0,0,0,9,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,10,0,20,3,3,3,42
POA6125,0,0,14,0,3,4,24,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,5,0,3,0,8,0,0,0,0,3,0,6,0,0,3,0,3,0,3,9,0,5,0,3,0,18,11,0,10,0,0,0,14,5,0,6,0,0,0,15,5,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,10,40,0,60,3,20,4,128
POA6126,0,0,3,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,5,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,16,0,7,7,35
