POA_CODE_2016,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,Non_sch_quals_PostGrad_Dgre_M,Non_sch_quals_PostGrad_Dgre_F,Non_sch_quals_PostGrad_Dgre_P,Non_sch_quals_Gr_Dip_Gr_Crt_M,Non_sch_quals_Gr_Dip_Gr_Crt_F,Non_sch_quals_Gr_Dip_Gr_Crt_P,Non_sch_quals_Bchelr_Degree_M,Non_sch_quals_Bchelr_Degree_F,Non_sch_quals_Bchelr_Degree_P,Non_sch_quls_Advncd_Dip_Dip_M,Non_sch_quls_Advncd_Dip_Dip_F,Non_sch_quls_Advncd_Dip_Dip_P,Non_sch_quls_Cert3a4_Level_M,Non_sch_quls_Cert3a4_Level_F,Non_sch_quls_Cert3a4_Level_P,Non_sch_quls_Cert1a2_Level_M,Non_sch_quls_Cert1a2_Level_F,Non_sch_quls_Cert1a2_Level_P,Non_sch_quls_Certnfd_Level_M,Non_sch_quls_Certnfd_Level_F,Non_sch_quls_Certnfd_Level_P,Non_sch_quls_CertTot_Level_M,Non_sch_quls_CertTot_Level_F,Non_sch_quls_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
POA6220,1951,1898,3844,830,323,1152,212,461,672,79,57,134,81,65,149,1208,903,2111,568,818,1380,6.7,7.2,7.1,61.9,47.6,54.9,57.5,44.3,50.9,9,12,19,15,28,39,128,165,291,101,147,247,521,222,738,17,36,53,35,38,75,575,294,870,1824,1764,3581,300,292,588,1214,1175,2388,808,794,1598
POA6221,179,174,351,49,24,70,11,43,52,9,8,10,0,3,4,70,74,146,59,53,110,0,4.1,2.7,39.1,42.5,41.6,38.5,43.1,37.6,0,0,0,0,5,5,6,18,31,5,6,13,27,9,34,0,0,3,0,0,0,26,12,42,135,121,251,29,26,52,87,83,175,65,55,125
POA6223,86,83,170,43,13,60,10,24,33,6,6,19,3,3,4,61,50,116,15,24,35,4.9,6,3.4,70.9,60.2,68.2,68.6,51.8,65.9,0,0,0,0,0,0,5,6,15,5,12,14,25,8,33,0,3,3,0,4,3,27,12,36,89,84,178,7,4,11,61,55,112,28,35,65
POA6224,485,455,941,200,84,280,55,114,171,30,19,42,22,10,38,303,224,533,144,188,334,7.3,4.5,7.1,62.5,49.2,56.6,58.8,47.7,52.4,0,0,0,0,4,9,17,23,42,21,43,60,135,68,200,5,7,9,7,7,10,141,81,229,500,443,934,55,61,113,359,339,697,165,138,302
POA6225,3713,3669,7377,1446,550,1987,267,901,1166,144,125,268,262,152,416,2109,1723,3839,1273,1624,2900,12.4,8.8,10.8,56.8,47,52,50,43,46.4,18,24,33,11,30,36,96,232,330,124,252,380,1207,506,1711,44,104,154,66,85,152,1311,700,2017,3621,3496,7118,481,534,1016,2675,2521,5194,1199,1305,2504
POA6226,318,326,643,188,68,258,27,113,141,13,18,26,15,6,20,243,205,443,63,103,168,6.2,2.9,4.5,76.4,62.9,68.9,71.7,61,66.1,3,9,12,4,4,9,23,50,68,20,37,54,118,36,156,5,4,10,3,15,17,122,58,180,343,333,675,51,55,107,214,202,415,156,164,319
POA6227,292,285,579,161,62,216,27,94,123,7,5,17,12,10,28,206,173,385,59,94,154,5.8,5.8,7.3,70.5,60.7,66.5,66.8,56.5,61.5,8,5,8,7,4,4,16,35,47,28,36,63,93,51,146,3,9,7,3,8,11,105,60,165,320,316,635,30,52,85,216,196,419,116,136,257
POA6228,74,64,144,36,12,45,8,23,28,4,3,9,7,0,3,52,36,87,16,23,36,13.5,0,3.4,70.3,56.3,60.4,64.9,59.4,56.9,0,0,0,0,0,0,0,3,4,0,6,6,25,4,31,0,3,3,0,4,6,20,14,39,72,54,127,11,16,33,59,46,101,21,27,44
POA6229,104,71,176,34,8,45,14,9,21,3,3,3,4,5,11,50,33,83,32,36,67,8,15.2,13.3,48.1,46.5,47.2,49,28.2,39.2,0,0,0,0,0,0,3,4,7,0,6,6,26,3,32,0,3,3,0,3,6,29,14,38,79,62,146,12,8,22,48,36,84,49,31,80
POA6230,16802,17851,34651,7482,3803,11289,1851,4753,6600,614,518,1134,958,797,1749,10899,9871,20770,4658,6783,11437,8.8,8.1,8.4,64.9,55.3,59.9,59.2,50.8,54.9,361,346,704,200,377,579,1422,2216,3640,1128,1619,2752,4705,2395,7100,202,420,619,281,513,791,5184,3328,8512,15519,16359,31881,3096,3510,6607,9810,10234,20044,7966,8886,16854
POA6232,4145,4371,8511,2066,843,2909,372,1283,1661,191,137,325,207,179,384,2833,2444,5279,1016,1642,2661,7.3,7.3,7.3,68.3,55.9,62,63.4,51.8,57.5,29,41,73,37,54,95,199,381,582,233,356,591,1366,745,2107,43,103,144,51,145,191,1457,986,2448,4061,4207,8266,768,827,1598,2497,2514,5013,2025,2254,4278
POA6233,7041,7351,14394,3508,1547,5052,652,2162,2811,285,251,540,409,340,742,4841,4301,9150,1671,2565,4239,8.4,7.9,8.1,68.8,58.5,63.6,63.1,53.9,58.4,87,92,173,60,140,201,452,849,1304,495,721,1215,2290,1124,3418,96,167,263,140,211,352,2525,1505,4035,7083,7210,14293,1320,1387,2705,4223,4271,8493,3727,3935,7656
POA6236,845,819,1669,398,181,581,110,285,398,42,29,67,36,28,59,588,519,1108,199,252,457,6.1,5.4,5.3,69.6,63.4,66.4,65.1,60.4,62.7,14,10,18,5,19,22,83,125,204,69,83,157,245,107,357,7,31,41,19,14,36,272,158,430,850,851,1708,93,95,186,674,640,1309,241,267,509
POA6237,986,1002,1981,475,256,736,122,306,428,41,32,78,35,28,62,681,622,1303,255,329,581,5.1,4.5,4.8,69.1,62.1,65.8,64.7,59.3,62.7,11,11,21,6,16,24,67,129,200,76,118,190,333,142,476,8,25,37,14,39,56,359,209,568,1021,1036,2058,111,131,241,748,765,1510,341,353,688
POA6239,1740,1816,3553,700,366,1071,200,442,636,94,50,143,82,49,128,1068,910,1976,511,743,1255,7.7,5.4,6.5,61.4,50.1,55.6,57.1,47.2,52.1,20,22,42,12,45,56,108,210,317,107,175,281,477,219,700,16,32,52,34,43,85,531,300,828,1656,1710,3369,254,284,536,1172,1180,2351,652,733,1385
POA6240,55,58,111,20,9,32,13,16,29,6,3,10,0,0,0,38,30,67,13,24,35,0,0,0,69.1,51.7,60.4,70.9,48.3,64,3,0,3,0,0,0,0,8,9,8,9,12,15,3,21,0,0,0,0,0,3,22,5,25,49,45,98,3,7,10,46,38,86,6,9,19
POA6243,28,20,49,9,4,14,3,6,6,0,0,0,0,0,0,17,14,28,12,7,16,0,0,0,60.7,70,57.1,42.9,50,40.8,0,0,0,0,0,0,3,3,4,0,0,0,3,0,3,0,0,3,0,0,0,6,4,11,28,27,59,0,0,0,22,17,39,9,5,10
POA6244,591,590,1182,260,112,371,71,149,212,29,30,61,18,16,30,374,302,672,174,244,424,4.8,5.3,4.5,63.3,51.2,56.9,60.9,49.3,54.5,3,3,9,0,8,9,33,69,102,29,64,91,126,67,191,10,8,16,7,20,25,139,96,237,585,571,1149,72,96,172,445,437,882,184,204,392
POA6251,173,149,318,75,30,101,16,36,50,3,7,11,4,6,10,98,72,175,47,52,103,4.1,8.3,5.7,56.6,48.3,55,54.3,49,50.9,7,0,4,0,3,5,9,11,19,10,17,25,40,15,59,4,3,8,0,3,5,45,20,69,158,127,285,21,27,48,120,98,221,51,48,94
POA6252,68,63,132,29,6,37,8,20,27,3,3,3,3,0,7,44,29,78,14,27,43,6.8,0,9,64.7,46,59.1,58.8,46,50.8,0,0,0,0,0,0,0,0,3,6,0,12,18,8,25,0,0,0,0,5,3,23,11,33,63,57,116,8,8,17,48,46,96,13,23,33
POA6253,255,282,537,93,43,139,26,75,103,17,9,24,8,9,17,137,142,279,93,118,219,5.8,6.3,6.1,53.7,50.4,52,53.3,45,49.5,12,6,15,0,13,11,30,45,73,33,38,68,59,25,87,6,8,11,4,11,18,73,45,115,245,265,503,20,31,54,187,195,385,69,85,160
POA6254,203,206,408,70,28,93,11,39,49,10,10,19,10,8,19,102,82,185,91,103,199,9.8,9.8,10.3,50.2,39.8,45.3,44.8,37.4,39.5,0,0,3,0,3,4,5,14,20,5,25,28,55,22,77,6,0,3,4,10,13,65,30,98,194,204,404,28,24,53,145,150,295,67,70,138
POA6255,1557,1681,3235,577,279,853,200,468,664,54,52,108,51,50,105,886,844,1737,527,695,1221,5.8,5.9,6,56.9,50.2,53.7,53.4,47.5,50.2,24,16,42,8,37,49,113,216,331,95,184,277,459,221,680,16,38,51,33,51,79,506,305,810,1453,1541,2995,240,282,527,970,1012,1981,662,765,1428
POA6256,163,152,313,81,38,118,32,52,83,6,3,14,3,0,5,124,92,213,34,43,75,2.4,0,2.3,76.1,60.5,68.1,73,61.2,68.7,0,6,5,0,3,3,15,13,29,9,15,24,39,33,69,0,5,3,0,6,9,46,42,80,167,153,325,14,12,18,124,111,233,49,49,102
POA6258,2621,2674,5295,1190,613,1807,283,695,983,129,97,233,96,70,165,1704,1473,3185,700,957,1655,5.6,4.8,5.2,65,55.1,60.2,61.1,52.5,57.1,24,35,60,13,44,56,134,213,341,123,190,306,679,321,999,28,71,93,39,66,105,743,461,1201,2578,2549,5130,368,388,753,1945,1828,3778,847,975,1820
POA6260,615,550,1169,257,109,368,84,156,245,35,26,65,20,9,30,400,311,715,148,194,341,5,2.9,4.2,65,56.5,61.2,61.1,52.9,58,3,11,16,8,9,21,47,63,108,39,52,88,114,51,166,6,10,20,8,11,28,129,81,204,594,541,1139,66,61,129,434,395,827,201,190,394
POA6262,322,291,612,96,57,151,46,75,124,14,11,25,12,12,26,169,152,319,122,115,238,7.1,7.9,8.2,52.5,52.2,52.1,48.4,49.1,49,5,4,13,0,10,9,23,36,60,15,27,44,74,37,111,0,7,7,7,9,16,76,49,131,294,270,562,45,51,102,232,204,440,97,112,209
POA6271,1269,1350,2616,545,285,837,147,366,516,59,49,109,58,35,90,809,739,1547,353,504,852,7.2,4.7,5.8,63.8,54.7,59.1,59.2,51.9,55.9,13,18,31,3,29,38,78,157,233,82,119,197,349,176,528,15,35,51,20,29,54,387,247,632,1275,1321,2598,191,211,403,766,775,1543,611,678,1288
POA6275,581,553,1136,191,96,292,77,140,212,22,21,40,18,13,36,307,268,579,222,231,455,5.9,4.9,6.2,52.8,48.5,51,49.9,46.5,47.9,7,14,20,6,17,25,38,62,103,38,73,111,141,53,195,7,9,16,8,15,22,156,78,235,537,497,1032,76,83,160,401,352,750,201,208,411
POA6280,10734,11860,22592,4371,2192,6563,1411,3279,4686,429,368,792,449,348,799,6651,6181,12837,3226,4783,8012,6.8,5.6,6.2,62,52.1,56.8,57.9,49.2,53.3,137,164,300,86,227,317,745,1318,2059,728,1162,1891,3172,1607,4777,115,238,350,175,350,531,3465,2197,5664,10028,10803,20827,2190,2372,4560,5969,6251,12214,5734,6417,12153
POA6281,2783,2785,5564,1242,528,1769,410,956,1369,141,131,267,78,67,149,1874,1676,3549,675,919,1593,4.2,4,4.2,67.3,60.2,63.8,64.4,58,61.2,72,61,140,36,91,128,401,574,979,257,375,628,818,298,1117,27,59,87,59,83,141,906,441,1350,2625,2565,5194,585,637,1220,1389,1371,2764,1645,1695,3341
POA6282,536,528,1064,209,99,305,108,189,288,22,16,35,18,10,33,354,313,663,153,174,332,5.1,3.2,5,66,59.3,62.3,63.2,57.6,59,24,17,40,13,15,27,94,122,219,55,59,112,139,49,189,4,10,12,14,15,33,158,78,239,552,525,1076,61,63,127,377,342,721,211,237,441
POA6284,835,809,1641,361,166,524,158,295,448,55,46,99,20,27,43,590,524,1117,154,208,362,3.4,5.2,3.8,70.7,64.8,68.1,68.7,62.7,65.3,8,10,16,14,32,49,104,179,277,60,98,154,250,101,348,15,13,34,9,25,35,283,140,422,773,757,1536,210,207,417,450,410,860,462,481,940
POA6285,3441,3613,7057,1564,826,2386,620,1258,1873,188,149,339,127,103,230,2495,2328,4827,660,1028,1684,5.1,4.4,4.8,72.5,64.4,68.4,68.9,61.8,65.2,78,99,177,48,110,161,477,710,1187,267,443,710,991,440,1427,33,61,97,58,101,159,1077,606,1687,3299,3312,6610,805,873,1679,1861,1870,3726,1952,2079,4031
POA6286,263,251,514,111,56,167,52,87,143,16,14,27,4,5,13,185,161,347,57,70,126,2.2,3.1,3.7,70.3,64.1,67.5,68.1,62.5,65.6,3,9,16,5,3,13,32,61,95,18,30,50,71,19,89,0,5,5,4,3,6,72,26,98,236,208,446,48,46,98,181,155,330,88,98,190
POA6288,226,206,431,104,50,156,35,67,99,17,9,25,4,3,7,154,131,284,48,59,107,2.6,2.3,2.5,68.1,63.6,65.9,69,61.2,65,3,4,9,3,6,6,24,31,57,8,23,33,44,13,61,0,3,3,0,3,8,52,26,73,214,213,429,36,32,62,156,139,294,78,94,169
POA6290,742,775,1516,163,96,264,109,174,282,41,24,65,35,19,50,341,320,654,357,401,762,10.3,5.9,7.6,46,41.3,43.1,42.2,37.9,40.3,12,12,25,4,5,11,60,69,130,43,84,128,223,104,324,7,23,28,17,28,42,241,150,392,657,680,1337,94,110,201,450,482,932,277,277,555
POA6302,1510,1495,3009,527,277,802,169,340,510,53,33,93,43,47,88,798,699,1494,533,639,1173,5.4,6.7,5.9,52.8,46.8,49.7,49.6,43.5,46.7,18,20,34,3,26,34,93,176,268,100,155,256,369,149,519,8,31,38,26,41,70,405,218,625,1396,1372,2769,207,204,413,989,939,1925,534,575,1109
POA6304,743,712,1459,262,126,390,75,161,232,22,15,40,25,15,38,388,315,703,265,323,590,6.4,4.8,5.4,52.2,44.2,48.2,48.3,42.4,45.4,3,8,16,3,15,17,45,61,102,39,67,104,165,76,247,5,7,12,17,14,35,189,102,288,692,679,1372,67,71,138,504,468,965,237,253,486
POA6306,427,417,846,171,79,249,43,91,136,17,18,29,22,15,37,255,200,455,118,162,275,8.6,7.5,8.1,59.7,48,53.8,54.1,45.1,48.9,3,4,11,4,7,13,15,32,47,12,32,49,82,34,113,3,3,9,4,11,12,90,45,140,396,373,764,50,60,108,272,250,522,139,155,297
POA6308,673,638,1310,270,117,387,59,140,194,25,22,49,31,24,51,388,292,680,211,275,481,8,8.2,7.5,57.7,45.8,51.9,52.6,43.7,48.1,3,5,10,0,4,8,13,48,59,30,58,85,134,68,207,6,16,26,14,19,25,152,103,258,606,588,1198,97,94,195,439,429,873,225,211,440
POA6309,136,100,234,45,23,72,7,18,25,5,3,9,3,0,3,63,43,109,53,45,92,4.8,0,2.8,46.3,43,46.6,41.9,44,45.3,0,4,4,0,3,3,4,8,11,11,10,20,30,8,38,3,0,3,0,6,10,33,15,54,117,90,211,9,5,17,97,67,163,25,25,54
POA6311,258,219,472,119,63,179,21,51,73,7,12,16,7,8,15,156,127,279,73,62,135,4.5,6.3,5.4,60.5,58,59.1,57,57.5,56.8,3,3,5,4,9,13,8,21,28,6,20,31,67,16,79,0,3,6,0,9,11,67,29,96,242,228,468,22,18,45,180,164,346,85,69,151
POA6312,1850,2004,3854,783,435,1211,163,435,599,97,65,168,68,49,111,1108,979,2093,539,800,1343,6.1,5,5.3,59.9,48.9,54.3,56.4,46.7,51.3,18,19,40,21,37,63,126,198,321,85,178,262,433,215,651,33,50,86,38,55,88,504,317,827,1750,1832,3587,311,354,668,1171,1232,2403,761,838,1601
POA6313,131,114,248,55,26,84,7,16,30,4,6,13,0,3,8,71,55,129,32,38,75,0,5.5,6.2,54.2,48.2,52,50.4,42.1,51.2,0,0,0,0,3,3,4,14,14,10,11,19,30,14,40,0,0,3,0,4,3,32,19,46,115,102,210,14,14,22,84,65,150,28,33,62
POA6315,797,826,1629,323,154,479,75,205,280,25,27,56,29,23,53,455,407,864,260,329,593,6.4,5.7,6.1,57.1,49.3,53,53.1,46.7,50,6,3,5,3,12,20,25,75,98,35,53,87,178,81,262,11,20,27,17,22,40,201,123,324,751,760,1513,104,125,231,560,554,1112,252,298,546
POA6316,144,123,271,77,31,111,5,33,43,5,10,20,9,5,9,101,80,181,38,36,67,8.9,6.3,5,70.1,65,66.8,60.4,60.2,64.2,0,0,0,0,3,3,13,17,33,7,8,16,28,17,42,0,6,6,4,6,8,35,26,56,162,122,282,9,15,26,117,87,205,37,45,86
POA6317,1696,1643,3343,772,395,1165,170,329,497,60,54,115,70,37,114,1066,818,1887,394,602,1002,6.6,4.5,6,62.9,49.8,56.4,59.1,47.4,53.2,11,7,20,5,21,35,68,160,223,60,90,147,359,164,525,25,35,59,21,31,54,399,234,636,1534,1489,3025,295,245,537,1061,1062,2124,660,590,1253
POA6318,216,194,412,99,47,149,20,51,69,12,5,20,10,9,14,145,111,259,47,60,106,6.9,8.1,5.4,67.1,57.2,62.9,60.6,53.1,57.8,0,3,3,0,3,6,9,27,37,10,13,29,46,29,79,3,0,3,3,3,3,53,34,89,217,203,412,18,17,34,151,138,289,63,61,124
POA6320,232,223,455,102,51,152,16,35,54,12,11,19,10,6,19,138,103,245,62,86,149,7.2,5.8,7.8,59.5,46.2,53.8,56,43.5,49.5,0,3,7,0,9,6,8,19,29,11,12,22,43,19,62,3,4,11,3,3,6,50,33,77,231,227,454,29,22,55,181,169,351,58,67,126
POA6321,207,189,397,107,46,151,17,43,60,13,5,24,0,3,7,137,99,236,54,78,126,0,3,3,66.2,52.4,59.4,66.2,49.7,59.2,3,0,3,0,0,0,11,18,27,13,8,19,30,24,62,3,3,9,6,4,9,37,36,78,221,198,416,12,20,29,129,118,247,80,82,159
POA6322,100,90,190,40,18,61,9,21,32,9,4,7,3,0,6,59,44,103,31,37,65,5.1,0,5.8,59,48.9,54.2,58,47.8,52.6,0,0,0,0,0,0,5,10,9,3,4,10,28,9,40,0,4,4,7,0,6,35,18,48,91,80,172,9,10,21,71,63,138,21,26,52
POA6323,426,416,843,106,68,176,46,102,147,27,24,48,22,20,40,207,205,416,179,176,356,10.6,9.8,9.6,48.6,49.3,49.3,42,46.6,44,7,10,15,3,6,12,16,38,59,23,41,68,105,58,164,7,4,18,7,13,22,124,82,201,384,373,752,65,66,132,270,265,541,160,163,326
POA6324,1485,1390,2880,567,247,821,177,366,548,53,35,89,56,39,98,862,694,1554,491,574,1068,6.5,5.6,6.3,58,49.9,54,53.7,46.6,50.6,13,16,35,8,26,38,89,138,219,90,148,239,339,175,515,13,35,51,23,40,67,380,257,632,1340,1332,2674,226,203,429,853,876,1730,629,577,1204
POA6326,208,205,409,104,55,157,31,52,82,8,13,22,8,6,19,149,128,275,39,63,97,5.4,4.7,6.9,71.6,62.4,67.2,68.8,58.5,63.8,4,0,6,3,4,3,8,22,32,15,9,28,44,24,68,0,5,5,3,3,10,42,37,76,196,198,394,23,24,54,161,157,312,52,59,112
POA6327,114,97,220,45,15,60,15,34,51,8,9,16,0,0,4,77,60,136,35,30,65,0,0,2.9,67.5,61.9,61.8,59.6,59.8,57.7,0,0,0,0,3,3,5,5,12,7,7,19,30,10,46,4,4,6,0,0,4,36,17,54,123,106,229,5,6,15,96,82,176,31,22,58
POA6328,185,164,342,95,32,129,16,51,70,12,5,19,6,10,9,134,100,230,35,46,82,4.5,10,3.9,72.4,61,67.3,66.5,53.7,63.7,0,3,5,0,3,3,7,14,26,12,18,28,42,27,69,3,3,3,3,0,6,49,30,83,178,150,326,23,25,50,114,104,217,75,65,138
POA6330,14216,15023,29230,5626,3056,8681,1898,4047,5938,508,509,1009,513,339,853,8540,7950,16489,4736,6145,10883,6,4.3,5.2,60.1,52.9,56.4,56.5,50.7,53.5,226,278,508,167,335,501,1004,1805,2812,994,1603,2592,3807,1923,5726,197,333,529,242,407,654,4249,2662,6915,13121,13860,26977,2551,2757,5309,8671,9051,17723,6453,7079,13531
POA6333,2368,2466,4837,720,366,1079,404,681,1086,101,91,196,66,50,119,1290,1194,2488,854,1051,1902,5.1,4.2,4.8,54.5,48.4,51.4,51.7,46.1,48.8,94,77,174,43,84,127,268,395,661,181,299,481,569,249,818,21,47,70,59,83,137,655,372,1027,2176,2224,4396,406,400,804,1434,1430,2864,1034,1104,2139
POA6335,326,294,615,177,70,251,23,67,94,9,8,19,10,8,17,220,152,374,70,111,179,4.5,5.3,4.5,67.5,51.7,60.8,64.1,49.3,59.2,0,5,5,0,5,5,18,26,39,16,19,37,72,31,101,5,11,12,11,5,15,77,51,128,285,289,578,53,49,99,196,197,386,135,125,258
POA6336,164,93,260,89,25,113,13,35,48,4,0,6,3,0,3,106,62,175,23,19,44,2.8,0,1.7,64.6,66.7,67.3,64.6,64.5,64.2,0,0,0,0,0,0,8,20,24,3,10,16,20,7,32,0,3,3,3,0,3,27,11,43,147,104,251,15,10,19,100,76,174,52,29,79
POA6337,225,182,407,141,62,201,21,55,70,5,9,10,3,4,5,172,123,290,26,35,63,1.7,3.3,1.7,76.4,67.6,71.3,74.2,69.2,69,0,0,0,0,3,3,9,15,22,6,23,28,45,25,70,0,4,3,7,4,11,61,31,86,222,178,397,35,23,60,162,117,276,78,72,147
POA6338,311,256,562,168,79,242,30,62,91,10,9,26,5,0,3,209,149,365,66,72,137,2.4,0,0.8,67.2,58.2,64.9,66.9,58.6,63.9,0,3,6,6,7,7,22,45,65,11,27,37,76,29,109,3,3,10,9,7,16,84,40,129,284,234,516,42,36,75,194,161,355,110,95,209
POA6341,131,107,236,80,29,109,13,39,51,3,4,6,0,0,0,98,72,171,18,20,35,0,0,0,74.8,67.3,72.5,73.3,67.3,70.3,0,0,0,0,4,3,4,14,19,3,15,18,15,18,33,0,3,3,3,0,4,21,23,41,132,93,222,8,15,27,98,70,164,38,32,70
POA6343,116,85,196,70,26,98,9,21,25,5,4,10,0,0,0,82,52,130,17,24,34,0,0,0,70.7,61.2,66.3,72.4,60,67.9,0,0,0,0,4,4,8,18,27,4,8,12,20,9,26,0,3,0,3,0,3,25,10,37,103,91,195,11,9,24,85,68,148,28,29,52
POA6346,361,254,616,212,87,302,29,58,84,11,13,25,15,0,21,262,156,423,47,67,109,5.7,0,5,72.6,61.4,68.7,69.8,62.2,66.7,0,5,8,0,6,6,25,33,58,19,30,52,67,18,81,6,7,12,4,11,15,79,28,107,309,234,544,53,39,91,201,156,363,145,98,243
POA6348,369,344,712,135,51,191,32,63,89,13,15,25,20,10,30,200,135,334,127,168,297,10,7.4,9,54.2,39.2,46.9,48.8,37.5,42.8,4,0,7,3,3,6,15,26,41,23,40,66,110,35,147,3,5,9,6,7,14,117,47,166,311,300,609,75,60,133,178,162,340,197,176,367
POA6350,132,128,257,61,34,94,9,28,34,3,3,3,7,4,17,80,71,150,37,45,87,8.8,5.6,11.3,60.6,55.5,58.4,55.3,50.8,51,0,0,0,0,0,0,3,9,14,8,9,13,22,13,42,0,0,0,0,10,10,22,23,47,117,115,233,9,21,33,78,74,156,43,60,103
POA6351,29,27,62,25,8,36,0,7,11,0,0,0,0,0,0,22,23,44,7,4,12,0,0,0,75.9,85.2,71,86.2,55.6,75.8,0,0,0,0,3,3,3,9,13,0,0,3,9,0,9,0,0,0,0,0,0,5,0,8,37,29,71,4,3,10,30,18,48,10,7,13
POA6352,84,62,144,42,16,60,4,20,21,5,3,8,0,0,0,49,39,87,14,13,24,0,0,0,58.3,62.9,60.4,60.7,62.9,61.8,0,0,0,0,3,3,3,13,17,6,10,13,15,7,25,0,0,3,0,0,0,18,9,29,75,70,144,3,3,8,57,48,105,14,14,31
POA6353,321,304,624,210,87,295,26,77,104,15,17,32,0,3,6,250,185,441,41,86,124,0,1.6,1.4,77.9,60.9,70.7,78.2,59.5,69.1,0,0,0,0,9,4,22,44,61,9,28,38,89,23,117,4,4,7,0,10,10,94,41,135,310,276,591,46,56,98,227,196,428,106,117,220
POA6355,177,150,324,124,46,172,8,41,48,13,7,21,0,0,0,149,95,243,21,37,54,0,0,0,84.2,63.3,75,81.9,62.7,74.4,0,0,0,0,5,5,16,30,44,10,11,22,31,14,44,0,3,3,3,6,6,36,22,51,189,167,355,16,24,39,148,124,272,42,49,98
POA6356,60,43,97,38,12,48,8,16,18,3,6,10,0,0,0,45,29,78,3,10,12,0,0,0,75,67.4,80.4,81.7,79.1,78.4,0,0,0,0,0,0,5,12,12,0,3,3,12,3,15,0,0,0,0,3,3,15,6,21,57,40,100,8,5,9,42,31,69,18,13,33
POA6357,35,29,63,30,11,42,0,3,3,4,3,9,0,0,0,29,20,50,0,7,7,0,0,0,82.9,69,79.4,97.1,58.6,85.7,0,0,0,0,3,3,3,3,5,0,3,5,4,3,5,0,0,0,0,0,0,4,4,5,30,27,62,6,4,7,33,27,58,3,3,10
POA6358,45,35,82,33,14,45,3,10,15,0,0,0,0,0,0,32,25,66,5,3,6,0,0,0,71.1,71.4,80.5,80,68.6,73.2,0,0,0,0,0,4,3,5,7,0,3,5,3,3,8,0,0,0,3,0,3,8,3,10,42,38,76,10,0,14,33,28,56,12,4,24
POA6359,199,152,357,135,61,196,13,43,55,6,3,12,0,3,3,156,116,270,28,29,56,0,2.6,1.1,78.4,76.3,75.6,77.4,70.4,73.7,3,7,7,0,8,8,11,22,31,5,17,27,43,12,58,0,3,4,3,4,7,49,16,69,178,147,333,36,29,62,113,108,223,85,63,149
POA6361,50,42,91,34,10,42,3,16,16,0,3,3,0,0,0,38,30,68,6,10,15,0,0,0,76,71.4,74.7,74,69,67,0,0,0,0,3,3,4,7,11,4,4,10,9,3,6,4,0,4,0,4,3,8,6,15,48,41,91,7,8,18,39,25,71,18,14,29
POA6363,44,30,76,26,10,37,4,9,8,5,0,3,0,0,0,33,19,49,7,10,15,0,0,0,75,63.3,64.5,79.5,63.3,63.2,0,0,0,0,0,0,5,8,9,0,4,3,4,3,12,0,0,0,0,0,0,11,7,15,51,36,90,3,0,0,41,30,71,11,6,16
POA6365,225,207,434,137,55,191,14,48,60,10,7,14,3,3,6,164,118,283,40,72,113,1.8,2.5,2.1,72.9,57,65.2,71.6,53.1,61.1,3,3,3,0,12,12,15,25,43,8,20,25,41,27,69,3,0,5,7,7,12,56,27,85,218,211,420,23,29,58,157,158,316,70,68,139
POA6367,155,130,286,87,41,123,8,32,38,4,3,7,7,3,10,107,74,185,34,43,81,6.5,4.1,5.4,69,56.9,64.7,63.9,58.5,58.7,0,3,3,3,0,4,7,12,20,0,20,20,34,15,41,0,4,6,4,3,6,35,18,56,147,119,262,25,24,46,102,84,184,60,53,111
