POA_CODE_2016,A75_84_L_PinE_NS_14,A75_84_L_PinE_NS_15,A75_84_L_PinE_NS_16,A75_84_L_PinE_NS_YNS,A75_84_L_PinE_NS_T,A75_84_T_B00,A75_84_T_00_05,A75_84_T_06_10,A75_84_T_11,A75_84_T_12,A75_84_T_13,A75_84_T_14,A75_84_T_15,A75_84_T_16,A75_84_T_YNS,A75_84_T_T,A85ov_SEO_B00,A85ov_SEO_00_05,A85ov_SEO_06_10,A85ov_SEO_11,A85ov_SEO_12,A85ov_SEO_13,A85ov_SEO_14,A85ov_SEO_15,A85ov_SEO_16,A85ov_SEO_YNS,A85ov_SEO_T,A85ov_SOLSE_VWW_B00,A85ov_SOLSE_VWW_00_05,A85ov_SOLSE_VWW_06_10,A85ov_SOLSE_VWW_11,A85ov_SOLSE_VWW_12,A85ov_SOLSE_VWW_13,A85ov_SOLSE_VWW_14,A85ov_SOLSE_VWW_15,A85ov_SOLSE_VWW_16,A85ov_SOLSE_VWW_YNS,A85ov_SOLSE_VWW_T,A85ov_SOLSE_NWNAA_B00,A85ov_SOLSE_NWNAA_00_05,A85ov_SOLSE_NWNAA_06_10,A85ov_SOLSE_NWNAA_11,A85ov_SOLSE_NWNAA_12,A85ov_SOLSE_NWNAA_13,A85ov_SOLSE_NWNAA_14,A85ov_SOLSE_NWNAA_15,A85ov_SOLSE_NWNAA_16,A85ov_SOLSE_NWNAA_YNS,A85ov_SOLSE_NWNAA_T,A85ov_SOLSE_PinE_NS_B00,A85ov_SOLSE_PinE_NS_00_05,A85ov_SOLSE_PinE_NS_06_10,A85ov_SOLSE_PinE_NS_11,A85ov_SOLSE_PinE_NS_12,A85ov_SOLSE_PinE_NS_13,A85ov_SOLSE_PinE_NS_14,A85ov_SOLSE_PinE_NS_15,A85ov_SOLSE_PinE_NS_16,A85ov_SOLSE_PinE_NS_YNS,A85ov_SOLSE_PinE_NS_T,A85ov_SOLSE_T_B00,A85ov_SOLSE_T_00_05,A85ov_SOLSE_T_06_10,A85ov_SOLSE_T_11,A85ov_SOLSE_T_12,A85ov_SOLSE_T_13,A85ov_SOLSE_T_14,A85ov_SOLSE_T_15,A85ov_SOLSE_T_16,A85ov_SOLSE_T_YNS,A85ov_SOLSE_T_T,A85ov_L_PinE_NS_B00,A85ov_L_PinE_NS_00_05,A85ov_L_PinE_NS_06_10,A85ov_L_PinE_NS_11,A85ov_L_PinE_NS_12,A85ov_L_PinE_NS_13,A85ov_L_PinE_NS_14,A85ov_L_PinE_NS_15,A85ov_L_PinE_NS_16,A85ov_L_PinE_NS_YNS,A85ov_L_PinE_NS_T,A85ov_T_B00,A85ov_T_00_05,A85ov_T_06_10,A85ov_T_11,A85ov_T_12,A85ov_T_13,A85ov_T_14,A85ov_T_15,A85ov_T_16,A85ov_T_YNS,A85ov_T_T,T_SEO_B00,T_SEO_00_05,T_SEO_06_10,T_SEO_11,T_SEO_12,T_SEO_13,T_SEO_14,T_SEO_15,T_SEO_16,T_SEO_YNS,T_SEO_T,T_SOLSE_VWW_B00,T_SOLSE_VWW_00_05,T_SOLSE_VWW_06_10,T_SOLSE_VWW_11,T_SOLSE_VWW_12,T_SOLSE_VWW_13,T_SOLSE_VWW_14,T_SOLSE_VWW_15,T_SOLSE_VWW_16,T_SOLSE_VWW_YNS,T_SOLSE_VWW_T,T_SOLSE_NWNAA_B00,T_SOLSE_NWNAA_00_05,T_SOLSE_NWNAA_06_10,T_SOLSE_NWNAA_11,T_SOLSE_NWNAA_12,T_SOLSE_NWNAA_13,T_SOLSE_NWNAA_14,T_SOLSE_NWNAA_15,T_SOLSE_NWNAA_16,T_SOLSE_NWNAA_YNS,T_SOLSE_NWNAA_T,T_SOLSE_PinE_NS_B00,T_SOLSE_PinE_NS_00_05,T_SOLSE_PinE_NS_06_10,T_SOLSE_PinE_NS_11,T_SOLSE_PinE_NS_12,T_SOLSE_PinE_NS_13,T_SOLSE_PinE_NS_14,T_SOLSE_PinE_NS_15,T_SOLSE_PinE_NS_16,T_SOLSE_PinE_NS_YNS,T_SOLSE_PinE_NS_T,T_SOLSE_T_B00,T_SOLSE_T_00_05,T_SOLSE_T_06_10,T_SOLSE_T_11,T_SOLSE_T_12,T_SOLSE_T_13,T_SOLSE_T_14,T_SOLSE_T_15,T_SOLSE_T_16,T_SOLSE_T_YNS,T_SOLSE_T_T,T_L_PinE_NS_B00,T_L_PinE_NS_00_05,T_L_PinE_NS_06_10,T_L_PinE_NS_11,T_L_PinE_NS_12,T_L_PinE_NS_13,T_L_PinE_NS_14,T_L_PinE_NS_15,T_L_PinE_NS_16,T_L_PinE_NS_YNS,T_L_PinE_NS_T,T_T_B00,T_T_00_05,T_T_06_10,T_T_11,T_T_12,T_T_13,T_T_14,T_T_15,T_T_16,T_T_YNS,T_T_T
POA6029,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,47,12,0,0,0,0,0,0,0,0,0,14,8,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,17,3,0,0,0,0,0,0,0,0,18,324,51,49,10,11,10,9,9,0,4,471,75,18,14,5,4,5,14,6,0,7,142,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,78,16,14,5,3,5,16,8,0,7,154,0,0,0,0,0,0,0,0,0,0,0,400,65,66,15,15,11,28,15,0,12,621
POA6030,0,0,0,0,4,581,87,42,5,4,9,9,10,0,22,767,129,6,11,0,0,0,0,0,0,23,172,13,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,3,19,3,0,0,0,0,0,0,0,0,0,3,152,6,12,0,0,0,0,0,0,27,198,4994,1862,3104,558,680,383,244,193,101,292,12419,988,656,1168,217,306,189,167,153,72,84,4008,111,78,50,15,18,16,21,31,25,30,403,7,6,14,4,0,0,0,3,0,0,40,1110,739,1234,236,325,212,186,186,101,117,4445,11,0,0,0,0,0,0,0,0,13,28,6120,2602,4344,800,1002,594,427,383,202,417,16892
POA6031,0,0,0,0,0,91,23,11,0,0,0,0,0,0,4,135,18,0,3,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,16,0,5,0,0,0,0,0,0,0,21,1658,810,1492,259,321,186,118,68,48,101,5063,291,352,794,183,142,91,78,71,40,32,2075,34,33,42,9,9,10,13,17,6,17,207,0,3,3,0,0,0,0,3,0,0,18,329,393,842,195,148,104,94,92,48,51,2297,3,0,0,0,0,0,0,0,0,0,4,1992,1205,2338,447,475,288,207,163,95,148,7361
POA6032,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,8,0,0,0,0,0,0,3,38,5,0,3,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,3,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,26,0,11,0,0,3,0,0,0,3,49
POA6033,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,62,16,0,0,0,6,0,0,0,3,91,11,0,5,0,0,0,0,0,0,0,24,3,3,3,3,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,22,3,4,3,0,0,0,0,0,3,41,0,0,0,0,0,0,0,0,0,0,0,77,23,12,6,0,6,3,0,0,3,127
POA6034,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,80,171,65,62,32,36,17,0,15,595,9,8,54,3,3,14,11,0,0,0,103,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,13,51,6,3,14,11,0,0,0,108,0,0,0,0,0,0,0,0,0,0,3,130,88,227,70,62,43,44,23,0,21,703
POA6035,0,0,0,0,0,105,6,4,0,0,0,0,0,0,36,152,22,0,0,0,0,0,0,0,0,25,46,4,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,32,56,1058,312,716,178,218,95,60,39,21,142,2836,87,62,169,25,27,26,5,27,20,14,457,4,0,3,3,3,6,3,0,10,4,31,0,0,0,0,0,0,0,0,0,3,9,89,62,174,23,32,29,11,25,32,25,497,7,0,3,0,0,0,0,0,0,7,16,1151,372,891,205,247,121,66,61,56,170,3348
POA6036,0,0,0,0,0,88,13,19,3,0,0,3,0,0,6,134,17,0,4,0,0,0,0,0,0,3,16,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,4,0,0,0,0,0,0,3,21,1465,785,1717,326,416,206,181,158,56,121,5431,227,282,508,99,101,104,62,45,30,35,1479,17,14,28,10,5,10,7,12,11,9,119,0,3,14,0,4,3,0,0,0,0,22,246,305,546,101,108,117,71,53,39,42,1617,6,0,3,0,0,3,0,0,0,3,19,1717,1093,2270,434,523,323,252,210,94,162,7070
POA6037,0,0,0,0,0,61,0,0,0,0,0,0,3,0,0,65,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,432,79,110,25,22,8,3,16,0,13,716,37,16,26,3,7,0,0,12,0,5,103,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,37,17,26,3,7,0,0,11,0,8,109,0,0,0,0,0,0,0,0,0,0,4,471,93,137,32,23,10,6,25,3,24,826
POA6038,0,0,0,0,0,12,0,0,0,0,0,0,3,0,0,16,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,498,257,682,181,250,137,61,47,53,58,2218,63,78,263,37,61,44,34,36,10,8,645,3,0,7,3,3,5,3,12,3,3,41,0,0,0,0,0,0,0,0,0,0,5,71,84,273,43,65,43,34,51,19,16,693,0,0,3,0,0,0,0,0,0,7,10,568,339,956,219,315,184,98,95,70,73,2916
POA6041,0,0,0,0,0,45,0,0,0,0,0,0,0,0,3,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,27,32,3,0,3,0,3,0,18,347,36,0,10,0,0,0,0,3,3,0,60,3,0,0,0,0,0,0,0,12,0,10,0,0,0,0,0,0,0,0,0,0,0,39,0,10,0,0,0,0,3,11,0,67,0,0,0,0,0,0,0,0,0,0,0,297,27,44,3,0,5,6,4,11,21,421
POA6042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,11
POA6043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,17,0,0,0,0,0,0,0,0,0,17,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,26
POA6044,0,0,0,0,0,25,3,0,0,0,0,0,0,0,0,27,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,131,12,11,3,7,0,0,0,0,10,168,20,4,7,3,3,0,3,3,4,12,59,0,0,0,0,0,3,0,5,3,21,43,0,0,0,0,0,0,0,0,0,0,0,26,4,10,3,3,3,4,13,10,37,99,4,0,0,0,0,0,0,0,0,0,3,161,17,20,3,5,3,3,13,10,44,276
POA6050,0,0,0,0,0,325,10,6,0,0,0,0,0,0,14,360,94,10,3,0,0,0,0,0,0,17,123,54,0,0,0,0,0,0,0,0,9,61,43,0,0,0,0,0,0,0,0,3,50,0,0,0,0,0,0,0,0,0,0,0,98,0,3,0,0,0,0,0,0,17,113,0,0,0,0,0,0,0,0,0,0,0,191,6,8,0,0,0,0,0,0,33,241,1848,252,258,77,80,59,69,39,30,76,2789,743,92,240,56,78,85,97,104,58,30,1586,146,15,16,9,9,8,16,22,14,21,272,4,0,0,0,0,0,3,0,0,0,13,894,100,258,63,87,99,115,123,75,53,1864,3,0,0,0,0,0,0,0,0,3,9,2746,354,519,143,165,158,183,162,105,133,4663
POA6051,0,0,0,0,0,149,3,0,0,0,0,0,0,0,6,156,25,0,0,0,0,0,0,0,0,0,25,17,0,0,0,0,0,0,0,0,0,17,12,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,65,1279,190,339,104,154,68,56,57,27,48,2319,545,206,593,143,195,214,235,251,104,64,2557,111,32,38,6,12,21,46,53,39,35,396,5,3,0,3,3,0,0,0,0,3,25,660,238,635,150,209,241,281,307,142,98,2978,3,0,0,0,0,0,0,0,0,5,10,1940,429,972,256,362,311,339,367,176,150,5304
POA6052,0,0,0,0,0,210,5,0,4,0,0,0,0,0,11,241,51,0,0,0,0,0,0,0,0,6,52,35,0,0,0,0,0,0,0,0,3,37,16,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,54,3,0,0,0,0,0,0,0,3,60,0,0,0,0,0,0,0,0,0,0,0,103,3,0,0,0,0,0,0,0,7,117,1221,112,178,58,60,49,34,31,22,47,1798,562,116,245,59,59,70,52,56,33,27,1278,127,17,33,6,12,16,9,11,13,14,254,3,0,0,0,0,0,0,0,0,0,7,697,135,278,67,74,86,66,65,47,39,1544,3,0,0,0,0,0,0,0,0,0,4,1914,248,450,123,132,136,92,93,66,88,3341
POA6053,0,0,0,0,0,257,0,4,0,0,0,0,0,0,26,293,70,3,0,0,0,0,0,0,0,17,95,32,0,0,0,0,0,0,0,0,13,41,18,0,0,0,0,0,0,0,0,7,28,0,0,0,0,0,0,0,0,0,4,4,53,0,0,0,0,0,0,0,0,24,78,0,0,0,0,0,0,0,0,0,0,0,126,0,3,0,0,0,0,0,0,44,171,1688,179,285,113,101,64,48,29,13,107,2618,600,163,381,54,100,99,105,82,39,47,1674,124,19,38,7,13,13,14,17,19,29,298,3,0,3,0,0,3,0,0,0,12,25,726,179,417,67,115,113,129,103,58,85,1996,5,0,0,0,0,0,0,0,0,0,5,2422,360,700,172,216,172,173,127,79,194,4624
POA6054,0,0,0,0,0,410,4,15,0,3,0,0,0,0,6,442,85,0,0,0,0,0,0,0,0,5,93,35,0,0,0,0,0,0,0,0,3,38,25,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,143,3,0,0,0,0,0,0,0,6,156,2403,267,358,71,117,63,31,36,20,77,3446,888,240,497,108,115,115,100,82,34,40,2212,185,38,55,10,15,25,25,28,13,27,429,9,3,3,0,0,0,4,0,0,3,29,1082,289,552,127,134,139,123,107,48,75,2668,6,0,0,0,0,0,0,0,0,8,14,3484,554,912,202,250,204,153,148,64,158,6130
POA6055,0,0,0,0,0,237,0,5,3,3,0,0,0,0,3,252,42,0,0,0,0,0,0,0,0,0,47,18,0,0,0,0,0,0,0,0,0,17,11,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,3,76,1830,341,570,142,185,85,87,41,24,63,3365,607,378,1495,234,238,138,114,112,61,67,3450,66,27,75,19,22,24,12,31,34,23,340,3,8,8,0,3,0,0,0,0,4,28,677,409,1578,253,259,167,130,145,99,92,3814,3,3,0,0,0,0,0,0,0,72,80,2513,747,2144,394,447,249,219,190,126,230,7258
POA6056,0,0,0,4,9,739,13,5,0,0,0,4,0,0,50,821,158,3,0,0,0,0,0,0,0,23,187,79,0,0,0,0,0,0,0,0,4,90,45,0,0,0,0,0,0,0,0,6,52,0,0,0,0,0,0,0,0,0,0,0,126,0,3,0,0,0,0,0,0,12,138,0,0,0,0,0,0,0,0,0,7,5,286,4,3,0,0,0,0,0,0,41,331,4360,460,644,182,220,113,95,78,42,220,6417,1100,254,848,185,195,178,157,180,106,88,3287,216,21,79,13,19,23,29,45,30,21,494,9,0,10,3,3,3,3,0,3,0,38,1329,275,935,203,214,202,187,227,136,117,3819,11,0,0,0,0,0,0,0,0,26,36,5700,739,1579,388,432,311,285,299,182,361,10269
POA6057,0,0,0,0,3,314,3,4,3,0,3,0,0,0,3,327,59,4,0,0,0,0,0,0,0,0,65,20,0,0,0,0,0,0,0,0,3,20,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,3,26,0,0,0,0,0,0,0,0,0,0,0,81,3,0,0,0,0,0,0,0,3,94,2043,241,358,101,107,76,33,42,8,70,3074,316,103,275,54,75,43,23,32,29,25,972,30,9,25,5,4,5,0,3,7,7,88,3,0,4,0,0,0,0,0,0,0,3,346,105,304,56,83,45,25,34,31,28,1065,8,0,0,0,0,0,0,0,0,0,10,2396,351,657,158,187,122,63,75,42,105,4143
POA6058,0,0,0,0,3,254,8,9,0,0,0,4,0,0,3,275,42,3,3,0,0,0,0,0,0,0,54,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,53,3,3,0,0,0,0,0,0,0,63,1445,182,354,76,107,47,37,16,13,62,2339,304,139,397,89,52,87,39,24,23,25,1180,25,13,30,9,3,4,9,15,14,16,129,3,3,3,0,0,0,0,0,0,0,10,331,153,431,93,62,92,47,41,42,34,1324,7,0,5,0,0,0,0,0,0,0,11,1775,332,787,168,166,138,87,59,60,97,3670
POA6059,0,0,0,0,4,773,25,15,3,0,0,0,0,0,26,853,137,9,5,0,0,0,0,0,0,3,159,109,5,0,0,0,0,0,0,0,0,116,69,3,0,0,0,0,0,0,0,3,79,0,0,0,0,0,0,0,0,0,0,0,184,4,0,0,0,0,0,0,0,8,194,0,0,0,0,0,0,0,0,0,0,0,320,14,5,3,0,0,0,0,0,7,348,2635,385,377,112,90,82,81,40,29,90,3915,2219,433,732,151,232,167,194,160,91,92,4483,558,67,115,34,41,47,61,52,66,62,1100,20,3,7,3,3,3,0,4,4,0,50,2802,501,859,186,279,224,256,213,154,165,5633,8,0,0,0,0,0,0,0,0,3,15,5450,886,1235,302,367,306,333,257,179,253,9557
POA6060,0,0,0,0,0,582,15,9,3,4,0,0,0,3,22,638,65,3,0,0,0,0,0,0,0,17,87,102,0,0,0,0,0,0,0,0,14,120,78,0,0,0,0,0,0,0,0,4,82,0,0,0,0,0,0,0,0,0,0,0,185,0,0,0,0,0,0,0,0,19,202,0,0,0,0,0,0,0,0,0,3,3,248,3,0,0,0,0,0,0,0,40,289,2229,372,539,197,197,151,118,83,50,113,4055,1554,452,1016,231,249,294,310,304,129,104,4637,355,52,71,24,32,44,52,48,31,48,767,19,5,3,0,3,0,0,3,0,7,35,1921,511,1089,253,279,340,363,360,166,164,5441,0,0,0,0,0,0,0,0,0,11,16,4160,878,1635,445,480,492,483,436,215,283,9508
POA6061,0,0,0,0,0,677,11,14,0,3,0,3,0,0,17,735,90,3,0,0,0,0,0,0,0,0,92,68,0,3,0,0,0,0,0,0,4,76,73,0,0,0,0,0,0,0,0,3,79,0,0,0,0,0,0,0,0,0,0,0,140,0,4,0,0,0,0,0,0,7,156,0,0,0,0,0,0,0,0,0,0,0,233,3,4,0,0,0,0,0,0,6,248,2448,409,733,235,255,188,145,104,61,144,4725,2724,1429,2904,541,754,736,633,608,337,216,10881,875,322,515,148,181,245,214,262,259,211,3233,24,22,28,8,10,10,4,6,11,18,141,3629,1771,3444,696,948,986,858,878,605,444,14254,12,0,0,0,3,3,0,0,0,12,26,6081,2176,4178,930,1202,1177,1002,977,666,601,19001
POA6062,0,0,0,3,8,1047,9,13,0,3,0,6,0,0,31,1115,185,3,0,0,0,0,0,0,0,3,196,109,0,0,0,0,0,0,0,0,5,115,81,0,0,0,0,0,0,0,0,4,88,7,0,0,0,0,0,0,0,0,0,6,194,0,0,0,0,0,0,0,0,10,204,3,0,0,0,0,0,0,0,0,3,3,385,8,0,0,0,0,0,0,0,12,406,3579,358,569,147,226,144,73,79,32,115,5325,2924,640,1280,257,395,318,308,273,136,156,6697,843,129,248,49,69,81,65,115,83,87,1780,41,4,10,3,3,0,0,0,0,3,65,3804,773,1542,308,472,402,380,381,222,251,8539,7,0,0,0,0,0,0,0,0,8,20,7398,1131,2115,463,701,543,452,458,256,372,13884
POA6063,0,0,0,0,3,169,3,9,0,0,0,0,0,0,7,184,41,0,0,0,0,0,0,0,0,0,42,10,0,0,0,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,3,65,1331,207,239,42,71,40,13,9,12,41,2009,1128,428,759,97,116,99,86,44,50,66,2885,374,92,161,19,42,37,30,50,31,36,883,12,4,3,0,0,0,0,0,3,0,32,1517,524,926,120,164,143,115,101,86,103,3797,0,0,0,0,0,0,0,0,0,5,4,2855,726,1167,160,230,185,132,107,99,153,5813
POA6064,0,0,0,0,7,590,14,9,0,0,3,3,3,0,26,654,86,0,0,0,0,0,0,0,0,8,99,46,0,0,0,0,0,0,0,0,8,51,50,3,4,0,0,0,0,0,0,33,93,0,0,0,0,0,0,0,0,0,3,3,92,3,4,0,0,0,0,0,0,42,142,3,0,0,0,0,0,0,0,0,0,3,187,3,4,0,0,0,0,0,0,47,244,2865,254,449,78,62,76,50,27,9,113,3991,2528,842,1386,211,253,225,178,175,91,120,6014,1063,255,484,79,124,172,121,148,78,142,2670,17,15,21,5,4,4,0,3,0,9,82,3612,1111,1886,296,389,398,302,324,163,277,8769,9,0,5,0,0,0,0,0,0,10,30,6492,1370,2333,375,455,481,352,358,178,399,12782
POA6065,0,0,0,7,17,881,49,41,9,9,4,7,6,0,36,1035,212,16,6,0,0,0,0,0,0,4,249,43,0,0,0,0,0,0,0,0,6,49,26,0,0,0,0,0,0,0,0,0,29,4,0,0,0,0,0,0,0,0,0,4,75,0,0,0,0,0,0,0,0,6,76,0,0,0,0,0,0,0,0,0,13,13,287,15,11,0,0,0,0,0,0,26,343,7048,1719,2884,622,574,391,229,181,98,326,14068,2716,1378,2762,416,429,374,244,264,106,158,8850,464,126,181,39,46,56,55,81,69,91,1205,22,8,16,7,3,3,0,0,0,0,54,3195,1512,2953,462,479,431,304,344,179,252,10112,7,0,4,0,0,0,3,0,0,40,55,10252,3234,5837,1083,1055,825,537,516,277,619,24237
POA6066,0,0,0,0,0,272,3,7,0,0,0,0,3,0,8,293,49,0,0,0,0,0,0,0,0,0,55,21,0,0,0,0,0,0,0,0,0,16,25,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,100,1972,240,283,64,68,25,25,32,13,69,2798,1373,412,584,125,122,110,91,59,31,56,2966,432,97,158,38,45,41,28,25,21,38,922,14,8,5,0,0,0,3,0,0,3,36,1819,508,752,161,163,155,126,89,50,94,3923,7,0,4,0,0,0,0,3,0,0,20,3797,754,1038,227,234,176,156,123,67,168,6735
POA6067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
