POA_CODE_2016,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
POA6223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6224,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,11,0,0,0,0,0,0,0,3,0,4,0,3,0,0,0,0,0,0,0,0,0,20,0,22,0,0,0,0,0,0,0,0,0,8,0,10,0,5,0,0,0,3,0,0,0,11,0,13,0,0,0,4,0,0,0,0,0,3,0,10,0,0,0,3,0,3,0,0,0,0,0,7,0,0,0,3,0,3,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0
POA6225,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,8,0,12,0,0,0,0,0,0,0,5,0,3,0,9,0,0,0,0,0,0,0,3,0,4,0,10,0,0,0,0,0,0,0,7,0,53,0,65,0,0,0,3,0,0,0,4,4,23,0,32,0,4,0,3,0,0,0,17,0,134,3,160,0,5,0,10,0,11,0,8,0,47,0,87,4,3,0,9,0,10,0,16,0,46,0,86,3,3,0,11,0,9,0,12,0,38,0,72,3,0,0,9,3,14,0,3,0,8,0,38,11,0,0,11,0,7,0,3,0,3,0,40,20,5,3,19,3,23,0,3,3,15,0,91,13,4,0,26,3,9,3,3,0,3,0,62,21,0,0,9,8,0,0,0,0,3,0,43,17,0,0,3,0,10,0,3,0,0,0,39,15,0,0,12,0,8,3,0
POA6226,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,4,0,3,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0
POA6227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,11,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,3,0,0,0,0,0,12,5,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
POA6228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6230,0,0,0,0,0,0,0,0,0,41,0,44,0,0,0,0,0,0,0,8,0,13,0,24,0,0,0,3,0,0,0,8,0,16,0,31,0,0,0,0,0,0,0,10,0,11,0,22,0,3,0,4,0,0,0,18,3,140,0,172,0,3,0,5,0,3,0,21,4,60,0,97,3,9,0,9,0,13,0,45,6,484,5,575,3,23,0,11,0,54,4,65,5,175,0,348,15,27,3,44,3,60,3,45,8,180,3,382,44,36,5,68,6,55,6,29,7,107,3,360,29,17,3,68,5,41,8,20,3,24,0,221,68,22,0,80,6,41,8,11,3,32,3,277,181,22,3,145,12,85,5,26,4,33,3,516,148,14,8,104,5,33,11,9,3,28,0,365,132,5,3,61,8,11,0,3,0,8,4,238,59,0,0,20,3,21,3,0,0,9,0,123,98,8,4,67,5,32,3,10
POA6232,0,0,0,0,0,0,0,0,0,13,0,15,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,3,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0,0,0,7,0,35,0,45,0,0,0,0,0,0,0,4,0,21,0,25,0,0,0,0,0,0,0,18,3,127,0,156,3,4,0,0,0,11,0,13,3,44,3,75,0,3,0,9,0,13,0,14,0,53,0,88,4,7,0,12,3,14,0,10,0,35,0,89,15,4,0,23,3,21,5,3,3,3,0,78,14,5,0,30,0,23,0,0,3,10,0,85,62,0,0,40,0,27,4,0,3,9,0,145,49,0,0,24,3,3,5,0,0,3,0,84,29,0,0,13,0,3,0,0,0,0,0,48,17,0,0,0,0,9,0,0,0,0,0,29,18,0,0,11,3,3,0,0
POA6233,3,0,0,0,0,0,0,0,3,26,0,33,0,0,0,0,0,0,0,3,0,14,0,15,0,0,0,0,0,0,0,3,0,8,0,8,0,0,0,0,0,0,0,3,0,10,0,10,0,3,0,0,0,0,0,9,0,56,3,69,0,0,0,0,0,0,0,18,0,34,0,53,0,3,0,0,0,5,0,24,6,186,0,226,3,5,3,6,0,13,0,27,0,92,0,156,3,12,3,16,0,24,0,21,4,81,0,164,18,8,0,21,3,27,6,14,0,70,0,172,14,3,0,29,3,31,0,8,4,21,0,113,25,10,0,36,7,16,0,3,7,16,0,121,76,12,3,59,6,38,3,8,4,22,3,237,68,3,0,62,6,6,9,4,0,10,0,170,74,3,0,27,5,3,0,0,0,5,0,125,24,0,0,6,0,16,0,0,0,0,0,54,42,0,0,22,0,8,3,0
POA6236,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,3,0,6,0,3,0,0,0,0,0,3,0,23,0,34,0,0,0,3,0,3,3,6,0,11,0,26,0,3,0,0,0,0,0,4,0,5,0,18,3,5,0,0,0,0,0,3,0,6,0,15,5,0,0,4,0,0,0,0,0,3,0,15,5,0,0,3,4,0,0,0,0,0,0,19,12,4,0,8,3,4,0,0,3,0,0,36,10,3,0,5,0,0,0,0,0,0,0,15,4,3,0,3,0,0,0,0,0,0,0,11,5,3,0,0,0,4,0,0,0,0,0,9,6,0,0,3,0,0,0,0
POA6237,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,13,0,16,0,0,0,0,0,0,0,0,0,7,0,4,4,0,0,0,0,0,0,4,0,28,0,37,0,0,0,0,0,0,0,0,0,14,0,22,0,0,0,7,0,3,0,5,0,9,0,25,0,4,0,10,0,0,0,3,0,4,0,23,3,9,0,3,0,4,0,0,0,3,0,23,5,0,0,3,0,3,0,0,0,0,0,17,10,3,0,7,0,5,0,3,0,0,0,39,5,3,0,8,0,0,0,0,0,0,0,17,7,0,0,3,0,0,0,0,0,0,0,16,6,0,0,0,0,0,0,0,0,0,0,11,6,0,0,7,0,0,0,0
POA6239,0,0,0,0,0,0,0,0,0,3,0,6,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,18,0,26,0,0,0,0,0,0,0,3,3,8,0,18,0,3,0,0,0,4,0,14,0,70,0,90,3,3,3,0,0,6,0,6,0,26,0,57,0,3,0,3,0,3,0,3,0,23,0,42,8,7,0,15,0,10,0,0,0,20,0,55,3,0,0,7,0,9,0,0,0,5,0,20,5,3,4,11,0,4,0,3,0,0,0,33,18,3,0,12,0,14,4,0,0,0,0,54,13,0,0,14,0,4,0,0,0,0,0,34,12,0,0,8,0,0,0,0,0,0,0,18,3,0,0,4,0,5,0,0,0,0,0,14,9,0,0,4,3,3,0,0
POA6240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
POA6243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6244,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,7,0,0,0,0,0,0,0,0,9,0,11,0,0,0,4,0,0,0,3,0,0,0,7,3,3,0,3,0,0,0,0,0,24,0,30,3,4,0,3,0,3,0,3,0,6,0,16,0,0,0,4,0,0,0,0,3,4,0,18,9,0,0,0,0,4,0,3,0,7,0,25,3,3,0,0,0,0,0,0,0,0,0,8,3,3,0,0,0,0,0,0,0,0,0,6,5,0,0,9,0,9,0,0,0,6,0,27,0,0,3,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,9,3,0,0,0,0,0,0
POA6251,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,3,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
POA6252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,9,0,15,0,3,0,0,0,0,0,0,0,3,0,9,3,5,0,0,0,0,0,0,0,6,0,16,0,0,0,4,0,3,0,0,0,4,0,8,0,3,0,0,0,0,0,0,0,3,0,5,3,0,0,0,0,0,0,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,14,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6255,0,0,0,0,0,0,0,0,0,8,0,12,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,8,0,13,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,3,0,0,0,10,0,16,0,35,0,0,0,0,0,4,0,0,0,17,0,27,0,11,0,5,0,0,0,7,0,71,3,103,3,0,0,0,0,7,0,13,0,25,0,53,4,12,0,12,0,9,0,6,0,23,0,69,6,10,0,12,0,6,0,6,0,15,0,52,3,4,0,7,0,6,0,0,7,3,0,30,5,5,0,4,0,0,0,0,0,3,0,21,12,8,0,10,3,7,0,3,0,3,0,45,7,0,0,11,0,3,0,3,0,0,0,28,6,0,0,6,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,3,0,0,0,0
POA6256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,7,4,3,0,3,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6258,0,0,0,0,0,0,0,0,0,12,0,7,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,3,0,4,0,6,0,0,0,0,0,0,0,5,0,0,0,5,4,0,0,0,0,0,0,0,0,32,0,37,0,0,0,0,0,0,0,10,0,8,0,17,3,0,0,3,0,4,0,8,3,77,4,100,5,8,0,3,0,8,0,8,3,38,0,71,11,10,0,10,3,11,0,3,0,16,0,64,19,3,4,19,0,14,0,4,0,11,0,79,19,3,0,16,0,6,0,0,3,0,0,49,20,3,0,18,0,8,0,3,0,4,0,61,38,5,8,34,5,6,0,3,0,3,0,104,19,4,0,11,4,0,0,0,0,0,0,44,8,0,0,9,0,0,0,0,0,0,0,18,9,0,0,0,3,0,0,0,0,0,0,20,8,3,0,3,0,0,0,0
POA6260,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,8,0,16,0,4,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,0,0,3,4,12,0,29,0,0,0,0,0,0,0,0,0,4,0,8,3,0,0,8,0,0,0,0,0,4,0,13,0,4,0,3,0,0,0,3,0,3,0,18,0,0,0,4,0,0,0,0,0,0,0,5,8,0,0,3,0,0,0,0,0,0,0,11,4,0,0,3,0,0,0,0,0,0,0,18,4,3,0,5,0,3,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0
POA6262,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,4,0,19,0,25,0,0,0,0,0,0,0,3,0,0,0,8,3,0,0,0,0,3,0,0,0,3,0,10,0,4,0,3,0,0,0,0,0,6,0,13,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,3,4,0,0,4,0,0,0,0,0,4,0,13,4,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6271,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,0,0,0,0,0,0,0,0,19,0,20,0,0,0,0,0,0,0,7,0,6,0,16,0,7,0,0,0,0,0,9,0,39,0,58,0,4,0,0,0,3,0,4,0,20,0,37,0,6,0,3,0,3,0,0,0,18,0,35,8,0,0,8,0,4,0,3,0,10,0,30,0,3,0,12,0,4,0,0,0,3,0,21,6,0,0,7,0,3,0,4,0,5,0,28,22,0,0,7,0,3,3,3,0,7,0,51,20,0,0,11,3,0,0,0,0,0,0,34,7,0,0,9,0,0,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,0,0,10,5,0,3,3,0,0,0,0
POA6275,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,10,0,17,0,0,0,0,0,0,0,5,0,7,0,11,0,3,0,0,0,0,0,0,0,26,0,34,0,0,0,0,0,3,0,4,0,6,0,14,0,0,0,7,0,0,0,3,0,16,0,25,3,3,0,0,0,3,0,3,0,4,0,21,0,4,0,6,0,3,0,3,0,3,0,16,5,0,0,7,0,0,0,0,0,0,0,17,3,0,0,0,0,0,3,0,0,0,0,16,4,0,0,0,0,0,0,0,0,3,0,8,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
