POA_CODE_2016,A25_34_SOLSE_T_06_10,A25_34_SOLSE_T_11,A25_34_SOLSE_T_12,A25_34_SOLSE_T_13,A25_34_SOLSE_T_14,A25_34_SOLSE_T_15,A25_34_SOLSE_T_16,A25_34_SOLSE_T_YNS,A25_34_SOLSE_T_T,A25_34_L_PinE_NS_B00,A25_34_L_PinE_NS_00_05,A25_34_L_PinE_NS_06_10,A25_34_L_PinE_NS_11,A25_34_L_PinE_NS_12,A25_34_L_PinE_NS_13,A25_34_L_PinE_NS_14,A25_34_L_PinE_NS_15,A25_34_L_PinE_NS_16,A25_34_L_PinE_NS_YNS,A25_34_L_PinE_NS_T,A25_34_T_B00,A25_34_T_00_05,A25_34_T_06_10,A25_34_T_11,A25_34_T_12,A25_34_T_13,A25_34_T_14,A25_34_T_15,A25_34_T_16,A25_34_T_YNS,A25_34_T_T,A35_44_SEO_B00,A35_44_SEO_00_05,A35_44_SEO_06_10,A35_44_SEO_11,A35_44_SEO_12,A35_44_SEO_13,A35_44_SEO_14,A35_44_SEO_15,A35_44_SEO_16,A35_44_SEO_YNS,A35_44_SEO_T,A35_44_SOLSE_VWW_B00,A35_44_SOLSE_VWW_00_05,A35_44_SOLSE_VWW_06_10,A35_44_SOLSE_VWW_11,A35_44_SOLSE_VWW_12,A35_44_SOLSE_VWW_13,A35_44_SOLSE_VWW_14,A35_44_SOLSE_VWW_15,A35_44_SOLSE_VWW_16,A35_44_SOLSE_VWW_YNS,A35_44_SOLSE_VWW_T,A35_44_SOLSE_NWNAA_B00,A35_44_SOLSE_NWNAA_00_05,A35_44_SOLSE_NWNAA_06_10,A35_44_SOLSE_NWNAA_11,A35_44_SOLSE_NWNAA_12,A35_44_SOLSE_NWNAA_13,A35_44_SOLSE_NWNAA_14,A35_44_SOLSE_NWNAA_15,A35_44_SOLSE_NWNAA_16,A35_44_SOLSE_NWNAA_YNS,A35_44_SOLSE_NWNAA_T,A35_44_SOLSE_PinE_NS_B00,A35_44_SOLSE_PinE_NS_00_05,A35_44_SOLSE_PinE_NS_06_10,A35_44_SOLSE_PinE_NS_11,A35_44_SOLSE_PinE_NS_12,A35_44_SOLSE_PinE_NS_13,A35_44_SOLSE_PinE_NS_14,A35_44_SOLSE_PinE_NS_15,A35_44_SOLSE_PinE_NS_16,A35_44_SOLSE_PinE_NS_YNS,A35_44_SOLSE_PinE_NS_T,A35_44_SOLSE_T_B00,A35_44_SOLSE_T_00_05,A35_44_SOLSE_T_06_10,A35_44_SOLSE_T_11,A35_44_SOLSE_T_12,A35_44_SOLSE_T_13,A35_44_SOLSE_T_14,A35_44_SOLSE_T_15,A35_44_SOLSE_T_16,A35_44_SOLSE_T_YNS,A35_44_SOLSE_T_T,A35_44_L_PinE_NS_B00,A35_44_L_PinE_NS_00_05,A35_44_L_PinE_NS_06_10,A35_44_L_PinE_NS_11,A35_44_L_PinE_NS_12,A35_44_L_PinE_NS_13,A35_44_L_PinE_NS_14,A35_44_L_PinE_NS_15,A35_44_L_PinE_NS_16,A35_44_L_PinE_NS_YNS,A35_44_L_PinE_NS_T,A35_44_T_B00,A35_44_T_00_05,A35_44_T_06_10,A35_44_T_11,A35_44_T_12,A35_44_T_13,A35_44_T_14,A35_44_T_15,A35_44_T_16,A35_44_T_YNS,A35_44_T_T,A45_54_SEO_B00,A45_54_SEO_00_05,A45_54_SEO_06_10,A45_54_SEO_11,A45_54_SEO_12,A45_54_SEO_13,A45_54_SEO_14,A45_54_SEO_15,A45_54_SEO_16,A45_54_SEO_YNS,A45_54_SEO_T,A45_54_SOLSE_VWW_B00,A45_54_SOLSE_VWW_00_05,A45_54_SOLSE_VWW_06_10,A45_54_SOLSE_VWW_11,A45_54_SOLSE_VWW_12,A45_54_SOLSE_VWW_13,A45_54_SOLSE_VWW_14,A45_54_SOLSE_VWW_15,A45_54_SOLSE_VWW_16,A45_54_SOLSE_VWW_YNS,A45_54_SOLSE_VWW_T,A45_54_SOLSE_NWNAA_B00,A45_54_SOLSE_NWNAA_00_05,A45_54_SOLSE_NWNAA_06_10,A45_54_SOLSE_NWNAA_11,A45_54_SOLSE_NWNAA_12,A45_54_SOLSE_NWNAA_13,A45_54_SOLSE_NWNAA_14,A45_54_SOLSE_NWNAA_15,A45_54_SOLSE_NWNAA_16,A45_54_SOLSE_NWNAA_YNS,A45_54_SOLSE_NWNAA_T,A45_54_SOLSE_PinE_NS_B00,A45_54_SOLSE_PinE_NS_00_05,A45_54_SOLSE_PinE_NS_06_10,A45_54_SOLSE_PinE_NS_11,A45_54_SOLSE_PinE_NS_12,A45_54_SOLSE_PinE_NS_13,A45_54_SOLSE_PinE_NS_14,A45_54_SOLSE_PinE_NS_15,A45_54_SOLSE_PinE_NS_16,A45_54_SOLSE_PinE_NS_YNS,A45_54_SOLSE_PinE_NS_T,A45_54_SOLSE_T_B00,A45_54_SOLSE_T_00_05,A45_54_SOLSE_T_06_10,A45_54_SOLSE_T_11,A45_54_SOLSE_T_12,A45_54_SOLSE_T_13,A45_54_SOLSE_T_14,A45_54_SOLSE_T_15,A45_54_SOLSE_T_16,A45_54_SOLSE_T_YNS,A45_54_SOLSE_T_T,A45_54_L_PinE_NS_B00,A45_54_L_PinE_NS_00_05,A45_54_L_PinE_NS_06_10,A45_54_L_PinE_NS_11,A45_54_L_PinE_NS_12,A45_54_L_PinE_NS_13,A45_54_L_PinE_NS_14,A45_54_L_PinE_NS_15,A45_54_L_PinE_NS_16,A45_54_L_PinE_NS_YNS,A45_54_L_PinE_NS_T,A45_54_T_B00,A45_54_T_00_05,A45_54_T_06_10,A45_54_T_11,A45_54_T_12,A45_54_T_13,A45_54_T_14,A45_54_T_15,A45_54_T_16,A45_54_T_YNS,A45_54_T_T,A55_64_SEO_B00,A55_64_SEO_00_05,A55_64_SEO_06_10,A55_64_SEO_11,A55_64_SEO_12,A55_64_SEO_13,A55_64_SEO_14,A55_64_SEO_15,A55_64_SEO_16,A55_64_SEO_YNS,A55_64_SEO_T,A55_64_SOLSE_VWW_B00,A55_64_SOLSE_VWW_00_05,A55_64_SOLSE_VWW_06_10,A55_64_SOLSE_VWW_11
POA6041,0,0,0,0,0,0,8,0,16,0,0,0,0,0,0,0,0,0,0,0,6,3,7,0,0,0,0,0,8,3,27,13,8,4,0,0,0,0,0,0,3,31,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,13,10,11,0,0,3,0,0,0,3,43,54,6,5,0,0,0,0,0,0,5,82,6,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,55,6,14,0,0,0,0,0,0,4,85,58,7,0,0,0,0,0,0,0,3,65,11,0,0,0
POA6042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0
POA6043,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0
POA6044,0,0,3,3,3,9,3,25,46,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,3,9,3,31,54,9,0,0,0,0,0,0,0,0,0,8,0,3,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,9,3,3,0,0,0,0,0,0,0,18,18,6,3,0,0,0,0,0,0,0,31,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,22,3,5,0,0,0,0,0,0,0,32,38,3,0,0,3,0,0,0,0,0,41,10,0,0,0
POA6050,130,31,43,57,54,61,24,13,496,0,0,0,0,0,0,0,0,0,0,3,190,77,226,74,85,90,94,79,40,27,981,200,53,62,19,16,14,3,5,3,8,378,92,27,52,15,17,14,17,11,6,3,261,3,3,5,0,0,0,7,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,97,27,58,15,23,15,21,19,6,4,284,0,0,0,0,0,0,0,0,0,0,0,301,77,121,32,36,25,25,19,8,12,661,431,60,18,3,10,0,0,0,0,9,526,108,9,14,3,3,0,3,0,0,0,138,10,3,7,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,117,14,18,3,3,3,3,0,3,3,162,0,0,0,0,0,0,0,0,0,0,0,544,67,39,4,12,3,3,5,3,12,690,438,14,11,3,0,4,0,0,0,3,471,165,6,3,0
POA6051,327,77,96,120,150,142,53,29,1130,0,0,0,0,0,0,0,0,0,0,0,193,114,487,141,207,173,176,166,67,35,1762,201,75,82,23,24,8,8,3,0,8,439,109,78,156,35,50,42,34,37,14,11,562,4,7,15,0,4,6,4,5,0,7,55,3,3,0,0,0,0,0,0,0,0,8,114,87,173,39,56,46,39,40,14,16,630,0,0,0,0,0,0,0,0,0,0,0,318,160,260,64,75,53,50,47,16,26,1067,280,31,30,5,3,3,4,3,0,4,359,110,20,40,6,4,3,3,4,0,9,196,6,8,6,0,0,3,3,3,3,0,38,0,0,0,0,0,0,0,0,0,0,0,119,27,46,9,4,8,8,3,8,6,235,0,0,0,0,0,0,0,0,0,3,6,404,54,78,11,7,7,7,8,5,18,606,290,9,10,0,4,0,0,0,0,9,331,104,10,7,3
POA6052,91,33,23,34,31,20,20,7,320,0,0,0,0,0,0,0,0,0,0,3,124,51,151,57,63,53,49,35,23,13,622,195,36,44,16,11,12,3,3,0,6,327,88,50,67,9,8,17,5,7,3,5,260,3,3,14,0,5,0,0,0,3,0,26,0,0,0,0,0,0,0,0,0,0,0,92,50,82,9,14,17,5,7,4,7,282,0,0,0,0,0,0,0,0,0,0,0,292,83,126,23,26,27,10,8,9,12,608,280,19,14,4,0,0,0,0,0,10,333,111,18,31,6,11,6,3,0,0,4,188,16,8,9,0,4,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,128,20,40,6,10,6,3,0,0,8,223,0,0,0,0,0,0,0,0,0,0,0,410,40,57,11,9,9,3,3,0,16,552,283,4,6,0,0,0,0,0,0,3,307,121,4,3,3
POA6053,153,26,44,43,70,45,19,15,515,0,0,0,0,0,0,0,0,0,0,0,154,84,247,86,104,78,86,60,24,27,960,225,58,92,16,15,9,9,6,0,9,440,89,58,110,11,29,21,15,8,6,9,356,4,3,12,0,3,3,0,0,3,0,37,3,0,0,0,0,0,0,0,0,0,5,93,66,129,17,35,22,12,7,5,8,399,0,0,0,0,0,0,0,0,0,0,0,321,126,216,30,50,30,23,10,10,20,833,397,32,33,8,9,5,7,0,0,22,511,105,16,30,6,7,11,0,0,3,3,176,17,0,7,3,0,0,0,0,4,3,44,0,0,0,0,0,0,0,0,0,0,0,121,21,39,8,11,10,3,0,9,8,223,0,0,0,0,0,0,0,0,0,0,0,510,54,77,13,13,14,8,0,9,26,730,409,11,13,10,0,0,0,0,0,17,458,133,12,4,0
POA6054,188,38,47,63,40,30,20,19,564,0,0,0,0,0,0,0,0,0,3,3,188,94,309,68,99,87,49,40,26,35,983,261,72,91,16,17,11,5,6,3,11,485,110,90,155,24,27,20,16,9,0,4,464,5,8,24,3,4,7,0,3,0,3,54,3,3,0,0,0,0,0,0,0,0,9,124,102,176,28,29,24,18,14,5,9,520,0,0,0,0,0,0,0,0,0,0,0,380,174,265,48,48,34,23,19,8,19,1008,519,66,35,8,15,4,3,3,0,10,667,159,40,54,9,12,3,3,0,0,3,292,33,16,17,3,0,0,6,0,0,5,81,0,0,0,0,0,0,0,0,0,0,0,189,51,76,11,19,3,6,0,4,9,373,0,0,0,0,0,0,0,0,0,0,0,712,116,108,18,28,9,11,7,4,19,1037,566,22,9,0,3,3,0,0,0,15,629,215,11,7,3
POA6055,604,88,96,75,48,56,33,23,1241,0,0,0,0,0,0,0,0,0,17,17,289,215,774,134,158,95,64,66,36,46,1876,243,88,130,26,36,15,12,4,4,9,567,131,119,438,58,57,23,9,7,10,10,846,3,6,29,3,3,3,0,8,0,3,65,0,7,3,0,0,0,0,0,0,0,12,134,126,467,60,59,28,9,13,10,12,919,0,0,0,0,0,0,0,0,0,30,27,380,222,596,81,101,40,28,18,11,47,1516,403,66,81,25,20,8,11,0,3,19,639,118,56,150,22,18,10,0,10,0,4,382,8,3,17,3,0,3,0,3,12,6,57,0,0,0,0,0,0,0,0,0,0,0,124,61,166,21,18,9,0,14,12,13,437,0,0,0,0,0,0,0,0,0,13,16,532,126,246,49,41,19,14,15,10,40,1091,427,19,24,5,4,3,7,3,0,11,504,125,20,15,3
POA6056,237,55,58,55,63,59,31,13,691,0,0,0,0,0,0,0,0,0,0,0,278,111,358,102,130,91,92,75,42,23,1309,356,83,140,24,21,18,13,9,7,21,692,96,76,241,61,55,40,23,38,19,14,661,7,7,29,3,5,7,4,14,0,3,75,0,0,3,3,0,0,0,0,0,0,7,101,87,271,63,58,50,33,51,18,13,741,0,0,0,0,0,0,0,0,0,5,5,459,172,406,93,78,64,40,57,23,40,1435,977,99,111,26,34,11,4,3,3,40,1305,161,59,147,19,21,11,11,7,8,9,451,15,3,25,0,4,4,4,0,4,3,65,0,0,3,0,0,0,0,0,0,0,3,182,62,173,16,26,15,9,9,13,8,516,0,0,0,0,0,0,0,0,0,4,4,1162,158,281,41,51,23,21,8,18,57,1828,1084,48,67,18,20,5,3,4,3,46,1298,245,17,31,3
POA6057,68,17,13,17,11,3,3,3,191,0,0,0,0,0,0,0,0,0,0,0,149,55,135,45,45,41,26,13,8,14,531,185,61,69,13,8,12,0,8,0,7,366,44,44,100,14,24,9,7,4,10,0,266,3,3,9,3,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,46,42,113,20,21,9,7,11,10,4,284,0,0,0,0,0,0,0,0,0,0,0,231,99,184,36,31,20,7,16,8,8,652,448,45,64,14,18,6,0,0,0,13,613,61,16,39,4,10,3,0,0,0,0,139,3,0,8,0,0,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,0,0,68,16,52,3,7,5,0,3,0,0,162,0,0,0,0,0,0,0,0,0,0,0,514,66,115,18,26,12,4,4,0,14,778,465,30,24,8,5,0,3,0,0,12,553,48,10,3,0
POA6058,129,28,21,27,16,15,7,11,315,0,0,0,0,0,0,0,0,0,0,0,94,59,204,47,51,41,20,21,13,14,558,131,27,71,14,15,3,3,5,3,4,282,41,40,126,19,13,15,9,4,4,0,274,0,5,5,0,0,0,0,0,0,0,25,0,0,3,0,0,0,0,0,0,0,3,43,44,139,19,15,17,12,3,4,4,300,0,0,0,0,0,0,0,0,0,0,0,172,69,207,37,30,23,16,8,8,12,577,275,50,63,7,14,4,8,5,0,10,437,49,26,46,11,3,3,0,0,0,3,143,3,3,3,3,0,0,0,3,3,0,23,0,0,0,0,0,0,0,0,0,0,0,55,31,50,9,3,6,0,0,3,5,165,0,0,0,0,0,0,0,0,0,0,0,327,78,113,18,15,8,6,7,3,10,607,351,23,24,3,3,5,0,0,0,9,423,77,9,3,0
POA6059,283,69,105,114,96,82,46,30,1051,0,0,0,0,0,0,0,0,0,3,3,276,163,370,127,150,157,112,93,56,46,1553,293,60,90,14,12,11,12,7,0,11,503,271,135,199,39,44,23,30,16,6,11,782,33,19,47,13,4,16,11,10,3,9,163,0,0,0,0,0,0,0,0,0,0,5,308,146,247,50,56,41,41,22,11,16,947,0,0,0,0,0,0,0,0,0,0,0,599,207,335,66,68,50,57,29,11,36,1457,502,77,52,11,7,0,3,0,0,17,673,425,60,72,9,11,9,3,3,0,7,609,106,17,24,3,9,0,5,3,7,11,179,0,0,0,0,0,0,0,0,0,0,3,537,74,96,17,19,9,12,3,9,13,797,3,0,0,0,0,0,0,0,0,0,3,1040,148,148,21,26,9,18,9,10,32,1471,590,54,21,3,0,0,0,0,0,7,686,509,28,24,0
POA6060,544,116,120,169,184,187,58,37,1714,0,0,3,0,0,0,0,0,0,4,4,395,232,795,243,261,269,248,217,75,66,2811,319,113,122,32,25,9,8,9,3,15,658,206,150,267,46,54,55,45,37,11,15,887,12,18,27,3,8,7,3,9,6,4,101,3,0,0,0,0,0,0,0,0,0,4,219,167,293,51,62,60,46,49,15,24,992,0,0,0,0,0,0,0,0,0,3,7,546,281,418,83,89,75,52,62,21,39,1657,415,69,36,3,11,5,9,3,3,7,561,251,67,62,12,11,11,11,0,3,7,441,42,20,12,0,3,0,7,0,7,6,96,0,0,0,0,0,0,0,0,0,0,4,293,85,75,17,15,13,13,4,9,13,539,0,0,0,0,0,0,0,0,0,0,0,708,152,117,17,29,23,20,7,7,18,1099,480,27,15,0,0,0,0,6,0,4,541,297,23,18,4
POA6061,1430,278,374,395,353,340,221,116,4373,3,0,0,0,3,0,0,0,0,0,4,579,655,1750,423,514,494,433,370,243,149,5597,289,99,126,27,31,16,9,9,6,19,632,468,381,647,89,133,104,88,72,21,27,2030,55,95,171,46,36,57,24,33,26,27,566,4,6,11,3,3,3,0,0,0,0,27,530,481,823,138,167,162,114,109,50,59,2626,0,0,0,0,0,0,0,0,0,0,3,817,578,950,165,198,176,119,113,53,83,3261,392,62,51,6,9,12,3,6,0,12,553,576,182,219,31,50,29,20,16,9,19,1135,158,84,105,29,28,30,26,21,16,27,513,4,0,0,0,0,0,0,0,3,0,13,736,265,323,57,74,54,41,38,30,45,1663,3,0,0,0,0,0,0,0,0,3,7,1125,323,377,66,87,65,46,40,28,62,2220,552,14,24,5,11,10,3,3,0,13,638,600,65,52,6
POA6062,521,109,152,165,140,150,64,44,1775,0,0,0,0,0,0,0,0,0,0,4,425,283,683,172,262,232,176,179,74,64,2559,298,69,97,20,37,9,5,3,0,15,557,377,206,312,62,98,56,43,27,22,20,1221,48,36,78,10,11,17,13,20,4,3,244,0,0,3,0,0,0,0,0,0,0,11,426,240,399,76,112,71,58,48,28,26,1476,0,0,0,0,0,0,0,0,0,0,0,723,313,495,94,142,75,63,51,27,44,2029,650,75,80,12,9,13,0,3,0,12,853,554,101,147,21,34,17,9,13,0,7,904,156,42,66,12,8,9,7,7,5,19,320,6,0,0,0,0,0,0,0,0,0,10,715,136,213,28,40,21,15,19,8,25,1230,0,0,0,0,0,0,0,0,0,0,0,1366,218,293,45,53,33,21,26,8,41,2087,798,36,33,3,5,0,0,3,0,25,911,672,30,37,4
POA6063,255,46,53,58,40,39,15,20,816,0,0,0,0,0,0,0,0,0,0,0,225,160,305,60,73,70,42,41,24,25,1021,154,44,41,6,6,7,0,0,0,8,269,222,115,180,15,28,13,13,5,8,17,621,37,19,52,5,9,13,7,3,3,0,146,10,3,0,0,0,0,0,0,0,0,10,262,135,230,21,41,23,20,9,15,19,780,0,0,0,0,0,0,0,0,0,0,0,418,178,272,29,40,31,20,9,21,24,1048,296,48,42,3,9,0,0,0,0,12,413,267,66,95,10,10,6,7,0,0,9,466,113,26,42,3,4,7,3,0,8,8,208,3,0,0,0,0,0,0,0,0,0,8,380,90,135,15,12,9,7,0,8,16,678,0,0,0,0,0,0,0,0,0,0,0,676,147,183,18,18,13,7,3,8,23,1092,361,12,8,0,0,0,3,0,0,5,391,267,21,10,0
POA6064,466,81,119,116,88,96,44,41,1568,0,0,0,0,0,0,0,0,0,0,4,462,258,570,108,145,137,108,93,50,59,1989,285,44,66,15,15,16,3,0,0,9,453,436,228,292,35,38,28,31,26,11,22,1145,105,70,158,16,42,38,11,20,7,17,475,0,9,4,3,3,0,0,0,0,0,17,539,300,454,60,75,69,46,48,16,36,1642,3,0,3,0,0,0,0,0,0,0,3,826,339,524,75,90,81,48,53,16,47,2095,606,58,67,12,0,7,0,3,0,22,781,584,120,153,19,19,6,10,6,3,13,931,247,73,95,17,16,27,11,5,11,14,501,3,3,5,0,0,0,0,0,0,4,17,833,194,251,32,35,35,18,10,9,32,1450,0,0,0,0,0,0,0,0,0,0,0,1443,257,317,43,35,39,22,19,9,51,2237,691,17,26,4,0,3,4,0,0,18,760,557,45,30,4
POA6065,758,119,134,107,90,99,63,49,2087,0,0,0,0,0,0,0,0,0,0,0,1095,557,1146,239,274,223,140,140,91,83,3978,1043,295,631,125,107,55,32,26,14,45,2381,637,453,830,111,114,97,50,59,9,28,2382,61,30,39,3,6,11,4,8,5,11,179,0,5,0,0,0,0,0,0,0,0,13,704,484,874,114,123,110,59,66,15,39,2571,0,0,3,0,0,0,0,0,0,0,4,1744,781,1507,240,229,164,91,92,24,88,4953,1432,418,547,104,84,40,24,22,8,58,2730,651,257,405,50,52,32,14,6,10,19,1504,122,24,32,4,3,3,10,3,3,14,226,6,3,0,0,0,0,0,0,0,0,11,779,285,438,56,59,40,23,9,16,32,1734,0,0,0,0,0,0,0,0,0,0,3,2211,701,984,157,142,75,47,32,25,94,4474,1459,159,137,21,18,11,9,6,10,51,1874,521,88,78,7
POA6066,190,46,53,40,27,23,16,14,627,0,0,0,0,0,0,0,0,0,0,4,240,112,248,65,73,46,33,33,17,31,905,187,36,58,15,6,3,3,3,0,6,323,263,85,132,20,19,18,16,7,3,7,580,50,46,51,15,9,11,8,0,0,5,195,3,4,3,0,0,0,0,0,0,3,10,315,131,185,38,31,29,24,10,3,12,785,0,0,3,0,0,0,0,0,0,0,4,505,170,249,48,41,36,27,13,5,19,1110,534,57,46,7,10,0,0,3,0,20,672,337,84,71,9,13,9,3,0,4,11,539,107,30,41,7,7,5,0,0,0,8,202,0,4,0,0,0,0,0,0,0,0,8,449,114,118,16,16,11,3,3,4,15,747,3,0,0,0,0,0,0,0,0,0,3,988,170,160,20,31,11,6,5,3,36,1425,582,16,20,3,3,0,0,0,0,8,639,333,28,15,0
POA6067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6069,599,97,102,92,56,53,19,20,1313,3,0,3,0,0,0,0,0,0,0,7,481,295,946,183,201,156,92,85,33,67,2541,631,184,305,64,71,47,25,11,15,23,1377,173,206,520,68,97,42,35,18,8,16,1190,3,24,29,0,3,0,6,3,0,0,73,0,3,4,0,0,0,0,0,0,0,4,179,235,558,68,103,39,35,19,13,20,1272,0,0,0,0,0,0,0,0,0,0,3,813,419,863,131,170,88,63,35,23,45,2650,891,227,379,47,57,37,9,12,4,32,1681,192,124,220,22,30,14,5,14,4,7,629,11,11,12,3,0,0,0,3,0,8,45,4,3,4,0,0,0,0,0,0,0,5,206,139,237,21,29,15,5,15,4,13,679,0,0,0,0,0,0,0,0,0,0,0,1099,365,614,70,87,44,11,26,4,45,2365,790,82,95,22,10,8,8,3,3,32,1049,155,29,37,7
POA6070,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,23,8,13,0,3,3,0,0,0,3,49,53,23,23,7,4,3,0,3,0,0,116,3,8,10,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,10,13,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,57,30,40,9,3,3,0,3,0,3,154,153,25,24,3,3,4,0,0,0,3,213,6,4,4,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,160,29,32,3,3,4,0,0,0,3,231,159,10,9,0,0,0,0,0,0,10,188,19,3,3,0
POA6071,6,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,9,8,14,3,3,0,0,0,0,0,43,30,17,18,0,0,3,0,0,0,3,76,6,6,5,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,5,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,32,29,26,0,0,5,0,0,0,3,95,127,25,16,0,0,0,0,0,0,0,171,5,3,3,0,0,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,130,34,22,0,0,4,0,0,0,0,193,154,11,7,0,3,0,0,0,0,0,178,11,0,0,0
