POA_CODE_2016,M_LPLFS_EFT_DC_0_4,M_LPLFS_EFT_DC_5_9,M_LPLFS_EFT_DC_10_12,M_LPLFS_EFT_DC_13_14,M_LPLFS_EFT_DC_15_17,M_LPLFS_EFT_DC_18_20,M_LPLFS_EFT_DC_21_24,M_LPLFS_EFT_T,M_LPLFS_EPT_DC_0_4,M_LPLFS_EPT_DC_5_9,M_LPLFS_EPT_DC_10_12,M_LPLFS_EPT_DC_13_14,M_LPLFS_EPT_DC_15_17,M_LPLFS_EPT_DC_18_20,M_LPLFS_EPT_DC_21_24,M_LPLFS_EPT_T,M_LPLFS_EAW_DC_0_4,M_LPLFS_EAW_DC_5_9,M_LPLFS_EAW_DC_10_12,M_LPLFS_EAW_DC_13_14,M_LPLFS_EAW_DC_15_17,M_LPLFS_EAW_DC_18_20,M_LPLFS_EAW_DC_21_24,M_LPLFS_EAW_T,M_LPLFS_HNS_DC_0_4,M_LPLFS_HNS_DC_5_9,M_LPLFS_HNS_DC_10_12,M_LPLFS_HNS_DC_13_14,M_LPLFS_HNS_DC_15_17,M_LPLFS_HNS_DC_18_20,M_LPLFS_HNS_DC_21_24,M_LPLFS_HNS_T,M_LPLFS_EW_T_DC_0_4,M_LPLFS_EW_T_DC_5_9,M_LPLFS_EW_T_DC_10_12,M_LPLFS_EW_T_DC_13_14,M_LPLFS_EW_T_DC_15_17,M_LPLFS_EW_T_DC_18_20,M_LPLFS_EW_T_DC_21_24,M_LPLFS_EW_T_T,M_LPLFS_ULFTW_DC_0_4,M_LPLFS_ULFTW_DC_5_9,M_LPLFS_ULFTW_DC_10_12,M_LPLFS_ULFTW_DC_13_14,M_LPLFS_ULFTW_DC_15_17,M_LPLFS_ULFTW_DC_18_20,M_LPLFS_ULFTW_DC_21_24,M_LPLFS_ULFTW_T,M_LPLFS_ULPTW_DC_0_4,M_LPLFS_ULPTW_DC_5_9,M_LPLFS_ULPTW_DC_10_12,M_LPLFS_ULPTW_DC_13_14,M_LPLFS_ULPTW_DC_15_17,M_LPLFS_ULPTW_DC_18_20,M_LPLFS_ULPTW_DC_21_24,M_LPLFS_ULPTW_T,M_LPLFS_U_T_DC_0_4,M_LPLFS_U_T_DC_5_9,M_LPLFS_U_T_DC_10_12,M_LPLFS_U_T_DC_13_14,M_LPLFS_U_T_DC_15_17,M_LPLFS_U_T_DC_18_20,M_LPLFS_U_T_DC_21_24,M_LPLFS_U_T_T,M_LPLFS_T_LF_DC_0_4,M_LPLFS_T_LF_DC_5_9,M_LPLFS_T_LF_DC_10_12,M_LPLFS_T_LF_DC_13_14,M_LPLFS_T_LF_DC_15_17,M_LPLFS_T_LF_DC_18_20,M_LPLFS_T_LF_DC_21_24,M_LPLFS_T_LF_T,M_LPLFS_NLF_DC_0_4,M_LPLFS_NLF_DC_5_9,M_LPLFS_NLF_DC_10_12,M_LPLFS_NLF_DC_13_14,M_LPLFS_NLF_DC_15_17,M_LPLFS_NLF_DC_18_20,M_LPLFS_NLF_DC_21_24,M_LPLFS_NLF_T,M_LPLFS_LFSNS_DC_0_4,M_LPLFS_LFSNS_DC_5_9,M_LPLFS_LFSNS_DC_10_12,M_LPLFS_LFSNS_DC_13_14,M_LPLFS_LFSNS_DC_15_17,M_LPLFS_LFSNS_DC_18_20,M_LPLFS_LFSNS_DC_21_24,M_LPLFS_LFSNS_T,M_LPLFS_T_DC_0_4,M_LPLFS_T_DC_5_9,M_LPLFS_T_DC_10_12,M_LPLFS_T_DC_13_14,M_LPLFS_T_DC_15_17,M_LPLFS_T_DC_18_20,M_LPLFS_T_DC_21_24,M_LPLFS_T_T,F_LPLFS_EFT_DC_0_4,F_LPLFS_EFT_DC_5_9,F_LPLFS_EFT_DC_10_12,F_LPLFS_EFT_DC_13_14,F_LPLFS_EFT_DC_15_17,F_LPLFS_EFT_DC_18_20,F_LPLFS_EFT_DC_21_24,F_LPLFS_EFT_T,F_LPLFS_EPT_DC_0_4,F_LPLFS_EPT_DC_5_9,F_LPLFS_EPT_DC_10_12,F_LPLFS_EPT_DC_13_14,F_LPLFS_EPT_DC_15_17,F_LPLFS_EPT_DC_18_20,F_LPLFS_EPT_DC_21_24,F_LPLFS_EPT_T,F_LPLFS_EAW_DC_0_4,F_LPLFS_EAW_DC_5_9,F_LPLFS_EAW_DC_10_12,F_LPLFS_EAW_DC_13_14,F_LPLFS_EAW_DC_15_17,F_LPLFS_EAW_DC_18_20,F_LPLFS_EAW_DC_21_24,F_LPLFS_EAW_T,F_LPLFS_HNS_DC_0_4,F_LPLFS_HNS_DC_5_9,F_LPLFS_HNS_DC_10_12,F_LPLFS_HNS_DC_13_14,F_LPLFS_HNS_DC_15_17,F_LPLFS_HNS_DC_18_20,F_LPLFS_HNS_DC_21_24,F_LPLFS_HNS_T,F_LPLFS_EW_T_DC_0_4,F_LPLFS_EW_T_DC_5_9,F_LPLFS_EW_T_DC_10_12,F_LPLFS_EW_T_DC_13_14,F_LPLFS_EW_T_DC_15_17,F_LPLFS_EW_T_DC_18_20,F_LPLFS_EW_T_DC_21_24,F_LPLFS_EW_T_T,F_LPLFS_ULFTW_DC_0_4,F_LPLFS_ULFTW_DC_5_9,F_LPLFS_ULFTW_DC_10_12,F_LPLFS_ULFTW_DC_13_14,F_LPLFS_ULFTW_DC_15_17,F_LPLFS_ULFTW_DC_18_20,F_LPLFS_ULFTW_DC_21_24,F_LPLFS_ULFTW_T,F_LPLFS_ULPTW_DC_0_4,F_LPLFS_ULPTW_DC_5_9,F_LPLFS_ULPTW_DC_10_12,F_LPLFS_ULPTW_DC_13_14,F_LPLFS_ULPTW_DC_15_17,F_LPLFS_ULPTW_DC_18_20,F_LPLFS_ULPTW_DC_21_24,F_LPLFS_ULPTW_T,F_LPLFS_U_T_DC_0_4,F_LPLFS_U_T_DC_5_9,F_LPLFS_U_T_DC_10_12,F_LPLFS_U_T_DC_13_14,F_LPLFS_U_T_DC_15_17,F_LPLFS_U_T_DC_18_20,F_LPLFS_U_T_DC_21_24,F_LPLFS_U_T_T,F_LPLFS_T_LF_DC_0_4,F_LPLFS_T_LF_DC_5_9,F_LPLFS_T_LF_DC_10_12,F_LPLFS_T_LF_DC_13_14,F_LPLFS_T_LF_DC_15_17,F_LPLFS_T_LF_DC_18_20,F_LPLFS_T_LF_DC_21_24,F_LPLFS_T_LF_T,F_LPLFS_NLF_DC_0_4,F_LPLFS_NLF_DC_5_9,F_LPLFS_NLF_DC_10_12,F_LPLFS_NLF_DC_13_14,F_LPLFS_NLF_DC_15_17,F_LPLFS_NLF_DC_18_20,F_LPLFS_NLF_DC_21_24,F_LPLFS_NLF_T,F_LPLFS_LFSNS_DC_0_4,F_LPLFS_LFSNS_DC_5_9,F_LPLFS_LFSNS_DC_10_12,F_LPLFS_LFSNS_DC_13_14,F_LPLFS_LFSNS_DC_15_17,F_LPLFS_LFSNS_DC_18_20,F_LPLFS_LFSNS_DC_21_24,F_LPLFS_LFSNS_T,F_LPLFS_T_DC_0_4,F_LPLFS_T_DC_5_9,F_LPLFS_T_DC_10_12,F_LPLFS_T_DC_13_14,F_LPLFS_T_DC_15_17,F_LPLFS_T_DC_18_20,F_LPLFS_T_DC_21_24,F_LPLFS_T_T,T_LPLFS_EFT_DC_0_4,T_LPLFS_EFT_DC_5_9,T_LPLFS_EFT_DC_10_12,T_LPLFS_EFT_DC_13_14,T_LPLFS_EFT_DC_15_17,T_LPLFS_EFT_DC_18_20,T_LPLFS_EFT_DC_21_24,T_LPLFS_EFT_T
POA6038,3,5,0,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,3,0,12,3,4,3,0,0,0,0,7,0,0,0,0,0,0,0,0,6,10,3,0,0,3,0,18,6,26,3,4,17,4,0,58,20,21,12,4,15,6,0,79,3,3,3,0,0,0,0,9,0,0,0,0,0,3,0,3,27,47,18,13,29,11,3,143,0,0,3,4,3,0,0,11,3,10,3,0,0,0,0,17,4,10,7,4,0,0,0,28,33,51,23,15,34,11,4,171,52,27,11,3,3,0,0,96,0,0,0,0,0,0,0,0,86,81,38,21,35,15,4,270,9,29,8,4,19,5,0,66
POA6041,0,3,0,3,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,8,0,0,3,3,0,0,0,11,0,3,7,3,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,4,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,8,3,0,20,7,7,7,3,0,0,0,25,0,0,0,0,0,0,0,0,11,12,9,4,3,3,0,46,0,3,4,8,4,0,0,18
POA6042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0
POA6044,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,10,4,3,3,0,0,0,0,12,0,0,0,0,0,0,0,0,4,6,3,3,3,0,0,18,0,0,0,3,0,0,0,6
POA6050,4,8,0,0,3,0,3,20,0,0,0,0,4,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,8,3,3,26,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,9,4,13,3,0,8,3,3,30,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,11,3,3,8,3,3,38,10,9,9,14,22,10,5,77,13,26,16,12,8,5,3,87,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,26,30,30,30,26,19,13,173,0,0,0,0,0,0,3,3,3,4,3,0,0,3,0,16,3,4,3,0,0,3,4,15,29,35,29,31,26,18,16,184,17,15,3,3,11,8,3,56,0,0,0,0,0,0,0,3,43,48,30,33,35,26,15,246,13,14,15,14,20,13,7,95
POA6051,3,10,5,10,0,0,0,31,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,14,6,10,0,4,0,36,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,14,6,10,0,3,0,44,0,3,0,3,0,0,0,11,0,0,0,0,0,0,0,0,6,17,13,10,0,3,0,46,7,22,15,6,10,11,8,77,15,32,13,14,7,11,3,86,10,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,25,49,29,17,21,20,12,174,0,0,0,0,0,0,0,4,3,8,3,4,0,0,0,23,5,8,3,3,0,0,0,23,35,63,28,23,21,20,14,201,32,24,8,3,8,5,0,74,0,0,0,0,0,0,0,0,61,81,37,24,32,21,10,277,10,32,18,9,13,12,8,111
POA6052,0,3,3,4,12,3,4,35,0,0,0,3,3,3,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,10,13,3,8,46,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,7,4,10,13,3,8,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,11,10,14,6,8,52,0,23,20,25,22,19,7,109,12,32,21,15,23,5,4,105,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,12,48,37,38,50,27,10,227,4,4,5,0,6,0,0,15,0,8,4,0,3,0,0,18,4,12,7,3,8,0,0,27,18,62,45,36,57,27,11,252,15,18,9,13,7,7,3,75,0,0,0,0,0,0,0,0,38,80,48,47,63,36,13,326,0,20,25,29,38,23,10,143
POA6053,7,11,10,3,6,3,0,38,0,3,0,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,8,9,7,10,0,52,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,12,10,5,7,10,0,56,0,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0,7,12,13,9,8,8,0,59,8,20,13,9,23,12,8,93,6,41,20,16,31,8,7,132,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,18,63,33,30,51,22,11,230,0,10,0,0,3,0,0,13,0,3,7,0,3,0,0,17,0,11,7,0,5,0,0,31,18,75,45,33,57,18,11,257,46,23,16,9,7,5,3,106,0,0,0,0,0,0,0,0,68,101,58,42,64,29,14,370,16,27,17,14,31,17,8,129
POA6054,7,10,8,12,21,5,6,63,0,0,5,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,13,12,12,20,11,11,84,0,0,0,3,3,0,0,11,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,10,9,19,13,11,21,13,12,92,3,4,10,4,10,3,0,37,0,0,0,0,0,0,0,0,10,26,23,19,28,13,12,133,22,40,31,19,44,24,5,180,41,71,50,24,39,15,10,240,8,0,0,0,5,0,0,12,0,4,3,0,0,0,0,6,64,115,82,45,82,40,19,446,3,7,9,10,3,0,0,28,6,18,14,4,6,0,0,49,10,27,18,12,7,0,0,82,75,140,106,56,90,44,19,528,117,95,45,19,25,8,6,323,5,4,0,0,0,0,0,15,204,240,154,75,117,46,25,865,20,51,32,27,65,32,13,243
POA6055,3,10,8,16,11,3,3,49,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,19,14,3,3,55,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,3,11,5,19,14,3,3,61,0,0,3,0,3,0,0,12,0,0,0,0,0,0,0,0,5,15,11,23,13,9,3,69,21,39,33,24,26,17,9,162,22,64,43,20,38,8,3,201,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,44,99,72,42,69,25,11,370,12,7,5,0,4,5,0,28,10,14,7,3,3,0,0,29,21,20,6,3,7,5,0,61,64,118,82,44,78,30,13,428,81,68,37,14,24,9,3,233,0,0,0,0,0,0,0,0,149,187,118,60,100,34,16,665,21,46,37,38,38,24,6,210
POA6056,14,14,32,26,31,11,6,127,10,11,6,3,9,0,0,32,0,3,0,3,0,0,0,9,0,0,0,0,0,0,0,4,17,31,39,30,37,8,6,169,3,0,4,0,10,3,0,23,0,3,0,3,0,0,0,11,3,5,5,7,14,3,0,32,26,36,42,34,53,14,6,201,7,20,11,4,8,7,0,55,0,3,3,0,0,0,0,3,33,59,56,35,58,16,6,261,51,93,62,56,98,29,16,398,60,156,95,71,75,19,8,489,6,4,6,0,12,3,0,31,5,3,3,0,0,0,0,14,124,260,172,129,178,51,18,934,14,19,15,11,16,3,0,74,12,23,25,12,8,0,0,89,24,42,37,23,28,7,0,161,148,304,208,154,208,60,20,1096,242,194,97,70,59,12,9,677,3,10,0,4,0,0,0,24,389,506,303,227,268,69,29,1792,65,102,94,77,131,38,22,524
POA6057,5,8,16,5,12,4,3,57,0,3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,12,17,8,17,4,3,67,0,4,0,0,0,0,0,6,0,0,3,0,0,0,0,3,0,4,4,0,0,0,0,9,9,16,21,13,17,4,3,80,0,0,0,3,6,0,0,14,0,0,0,0,0,0,0,0,13,17,20,18,17,4,3,91,5,46,32,18,51,9,8,180,26,81,46,17,32,8,7,214,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,39,123,83,41,87,22,12,406,0,5,5,0,3,0,0,23,4,13,6,0,3,0,0,29,5,23,13,5,5,0,0,47,41,153,92,44,97,24,12,456,76,71,35,23,16,4,3,231,0,0,0,0,0,0,0,3,114,221,129,73,112,22,13,690,10,56,46,32,68,16,11,237
POA6058,6,8,4,8,21,0,0,43,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,8,8,24,0,0,55,3,3,0,0,3,3,0,12,0,0,0,0,0,0,0,0,3,3,0,0,3,3,0,12,7,11,8,8,21,3,3,68,4,3,7,3,0,0,0,13,0,3,0,0,0,0,0,6,16,17,9,9,21,3,3,87,8,22,19,22,30,7,4,111,18,42,37,28,27,3,0,158,0,3,0,4,3,0,3,11,0,0,0,0,0,0,0,0,30,68,50,50,63,14,11,281,0,5,0,3,4,0,0,13,3,13,4,0,3,0,0,22,3,16,10,5,5,0,0,41,30,82,61,55,63,14,14,320,83,64,30,20,21,0,0,223,0,3,3,0,0,0,0,9,115,145,93,72,89,15,15,548,13,32,18,27,50,6,8,157
POA6059,14,7,13,7,15,5,5,67,3,3,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,14,15,14,10,10,81,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,7,12,18,10,15,17,6,10,86,4,11,0,0,5,4,0,30,0,0,0,0,0,0,0,0,16,24,14,14,23,14,8,113,11,22,22,24,41,31,10,166,23,56,34,27,34,26,3,205,0,6,4,0,0,0,0,10,0,3,0,0,0,0,0,5,41,92,66,49,74,51,15,393,3,6,0,3,5,6,0,21,3,13,7,4,3,3,0,35,7,17,8,11,11,9,4,59,46,104,74,61,87,60,18,448,58,51,24,20,17,8,9,180,0,0,0,0,0,0,0,4,103,158,98,76,99,66,30,628,29,36,39,29,54,39,17,233
POA6060,3,13,10,7,10,9,4,52,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,16,10,7,9,7,3,56,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,3,14,7,7,13,7,3,59,9,5,7,0,4,0,0,18,0,0,0,0,0,0,0,0,7,19,17,5,19,12,3,83,16,24,13,27,34,34,5,162,31,49,42,27,32,21,11,209,3,0,3,3,0,0,0,9,4,0,0,0,4,0,0,4,47,81,61,59,67,55,15,383,3,7,4,4,3,0,0,23,8,6,4,0,3,0,0,20,6,10,9,4,4,0,0,42,59,90,62,60,75,54,20,424,74,49,7,15,12,6,10,183,0,3,0,0,0,0,0,5,135,149,73,76,90,64,23,615,16,37,21,37,42,43,8,213
POA6061,10,27,14,15,9,8,3,84,3,10,3,0,5,4,0,25,0,0,0,0,3,0,0,3,0,0,3,3,0,0,0,10,19,40,21,18,18,9,6,123,3,9,3,3,6,3,3,28,0,0,0,0,0,0,0,6,5,8,10,4,6,3,3,31,24,45,25,22,24,12,4,155,19,26,15,7,5,3,3,76,0,0,0,0,4,0,0,4,42,72,41,24,33,20,9,239,41,67,56,34,57,32,20,310,54,95,68,46,64,13,13,354,14,7,5,4,3,0,0,33,7,13,0,3,8,0,4,36,119,180,133,85,133,53,32,734,15,45,20,13,14,3,3,115,24,35,14,11,14,4,0,105,43,74,40,29,24,3,3,225,160,261,170,108,160,61,35,956,252,197,117,69,84,29,24,777,7,12,6,3,3,0,0,35,426,464,296,188,243,86,63,1769,50,100,72,41,71,42,21,397
POA6062,9,28,15,17,32,22,4,127,4,6,3,8,3,3,0,33,4,0,0,0,0,0,0,4,0,3,0,0,0,0,0,10,18,38,22,27,33,26,5,166,0,3,0,4,3,0,0,10,0,3,0,0,0,0,0,3,0,4,0,4,3,0,0,18,24,43,19,31,38,23,5,181,4,16,9,7,0,0,0,39,0,0,0,0,0,0,0,0,28,61,24,34,38,26,5,223,24,37,42,34,60,35,23,253,32,85,57,42,63,35,15,325,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,4,62,122,96,79,126,68,37,592,3,7,9,3,6,5,3,32,11,20,11,6,6,5,0,53,13,26,14,9,14,10,3,83,76,151,118,87,141,74,35,675,104,64,55,32,41,13,16,310,0,0,3,0,0,0,0,7,181,210,174,114,178,84,49,990,33,68,53,51,90,57,23,381
POA6063,4,3,3,9,12,5,0,38,0,3,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,5,10,15,5,0,49,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,4,3,5,17,19,5,0,52,0,5,0,5,0,3,0,11,3,4,0,0,0,0,0,7,10,8,11,23,19,6,0,79,12,20,19,25,30,20,10,115,20,42,26,17,35,12,3,151,6,3,8,3,0,0,0,25,0,0,0,0,4,0,0,5,35,59,50,47,64,33,14,297,3,4,0,0,8,0,0,21,4,7,7,4,7,0,0,25,8,14,8,10,11,3,4,50,39,74,57,52,73,35,10,354,95,60,37,20,23,7,7,247,3,0,3,3,0,0,0,6,138,131,94,73,103,47,22,604,16,21,22,33,39,19,5,150
POA6064,12,18,20,9,17,8,9,96,3,3,4,3,11,0,3,25,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,19,21,28,17,24,13,7,128,4,3,0,0,0,0,0,12,0,0,0,0,0,0,0,3,4,7,0,0,3,0,0,10,19,30,25,17,28,16,7,137,8,19,7,3,8,0,4,47,3,3,0,0,0,0,0,9,30,49,32,22,31,16,12,192,21,45,42,47,62,30,24,272,51,123,91,43,58,34,18,416,0,4,3,0,3,4,0,22,3,3,3,0,0,0,0,16,81,170,141,90,134,72,34,724,3,19,12,15,10,7,0,65,14,29,17,12,9,3,0,86,20,45,27,24,20,11,0,154,104,219,167,115,154,83,34,875,183,182,91,83,84,37,15,682,6,12,3,0,0,0,0,16,294,407,264,198,241,119,54,1578,32,58,67,60,82,40,31,363
POA6065,22,27,29,14,35,13,7,147,12,16,9,8,11,11,5,70,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,36,44,37,23,48,26,8,222,0,4,3,0,9,0,0,17,0,0,5,0,0,0,0,7,0,7,9,7,9,0,0,32,32,53,52,29,51,22,8,252,12,10,9,10,8,8,0,51,0,0,0,0,0,0,0,0,46,61,58,34,63,30,8,305,35,114,95,78,151,58,23,549,89,206,129,71,101,28,17,642,8,8,4,0,3,0,3,33,0,10,3,7,3,3,0,24,140,334,232,160,257,88,44,1257,0,22,11,7,22,9,3,73,16,31,14,6,8,4,3,74,18,52,25,10,27,8,6,155,157,387,254,172,287,102,50,1405,204,152,72,39,60,22,15,559,3,10,4,0,0,0,0,17,368,548,327,207,343,118,64,1988,58,145,121,96,182,69,30,697
POA6066,7,11,7,14,10,6,3,58,0,3,3,0,0,3,0,15,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,13,11,12,11,13,3,74,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,7,8,13,15,12,16,10,0,82,3,6,0,3,5,0,0,16,0,0,0,0,0,0,0,0,16,19,18,18,18,16,7,103,24,45,37,31,56,21,11,218,34,67,54,38,55,21,13,295,4,0,0,0,0,0,0,13,4,0,4,0,0,3,0,13,67,114,89,73,114,53,28,537,7,12,11,6,8,4,3,51,4,8,12,5,8,3,0,38,11,24,20,11,14,6,3,85,76,132,110,83,124,62,34,626,90,95,62,37,40,23,17,351,3,0,0,0,0,0,0,7,167,226,168,121,168,86,47,980,32,52,42,39,64,33,15,280
POA6067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6069,13,37,18,22,29,14,0,133,0,5,0,3,7,3,0,21,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,13,49,17,22,33,17,0,153,3,3,4,0,0,0,0,12,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,14,21,51,26,22,33,17,0,170,4,10,4,0,4,0,0,19,0,0,0,0,0,0,0,0,23,59,31,23,39,18,0,190,54,114,112,83,131,39,17,550,73,138,101,62,80,19,9,495,8,8,11,7,3,0,0,32,0,4,0,0,3,3,0,12,134,264,227,155,218,54,26,1083,16,25,7,0,8,0,0,54,13,36,27,7,6,0,0,94,31,58,35,11,14,0,0,147,169,323,256,165,232,61,31,1233,253,270,99,55,43,11,3,735,9,13,3,3,4,0,0,24,425,603,361,222,282,69,28,1995,66,154,132,103,153,47,18,679
