POA_CODE_2016,A0_14_SEO_B00,A0_14_SEO_00_05,A0_14_SEO_06_10,A0_14_SEO_11,A0_14_SEO_12,A0_14_SEO_13,A0_14_SEO_14,A0_14_SEO_15,A0_14_SEO_16,A0_14_SEO_YNS,A0_14_SEO_T,A0_14_SOLSE_VWW_B00,A0_14_SOLSE_VWW_00_05,A0_14_SOLSE_VWW_06_10,A0_14_SOLSE_VWW_11,A0_14_SOLSE_VWW_12,A0_14_SOLSE_VWW_13,A0_14_SOLSE_VWW_14,A0_14_SOLSE_VWW_15,A0_14_SOLSE_VWW_16,A0_14_SOLSE_VWW_YNS,A0_14_SOLSE_VWW_T,A0_14_SOLSE_NWNAA_B00,A0_14_SOLSE_NWNAA_00_05,A0_14_SOLSE_NWNAA_06_10,A0_14_SOLSE_NWNAA_11,A0_14_SOLSE_NWNAA_12,A0_14_SOLSE_NWNAA_13,A0_14_SOLSE_NWNAA_14,A0_14_SOLSE_NWNAA_15,A0_14_SOLSE_NWNAA_16,A0_14_SOLSE_NWNAA_YNS,A0_14_SOLSE_NWNAA_T,A0_14_SOLSE_PinE_NS_B00,A0_14_SOLSE_PinE_NS_00_05,A0_14_SOLSE_PinE_NS_06_10,A0_14_SOLSE_PinE_NS_11,A0_14_SOLSE_PinE_NS_12,A0_14_SOLSE_PinE_NS_13,A0_14_SOLSE_PinE_NS_14,A0_14_SOLSE_PinE_NS_15,A0_14_SOLSE_PinE_NS_16,A0_14_SOLSE_PinE_NS_YNS,A0_14_SOLSE_PinE_NS_T,A0_14_SOLSE_T_B00,A0_14_SOLSE_T_00_05,A0_14_SOLSE_T_06_10,A0_14_SOLSE_T_11,A0_14_SOLSE_T_12,A0_14_SOLSE_T_13,A0_14_SOLSE_T_14,A0_14_SOLSE_T_15,A0_14_SOLSE_T_16,A0_14_SOLSE_T_YNS,A0_14_SOLSE_T_T,A0_14_L_PinE_NS_B00,A0_14_L_PinE_NS_00_05,A0_14_L_PinE_NS_06_10,A0_14_L_PinE_NS_11,A0_14_L_PinE_NS_12,A0_14_L_PinE_NS_13,A0_14_L_PinE_NS_14,A0_14_L_PinE_NS_15,A0_14_L_PinE_NS_16,A0_14_L_PinE_NS_YNS,A0_14_L_PinE_NS_T,A0_14_T_B00,A0_14_T_00_05,A0_14_T_06_10,A0_14_T_11,A0_14_T_12,A0_14_T_13,A0_14_T_14,A0_14_T_15,A0_14_T_16,A0_14_T_YNS,A0_14_T_T,A15_24_SEO_B00,A15_24_SEO_00_05,A15_24_SEO_06_10,A15_24_SEO_11,A15_24_SEO_12,A15_24_SEO_13,A15_24_SEO_14,A15_24_SEO_15,A15_24_SEO_16,A15_24_SEO_YNS,A15_24_SEO_T,A15_24_SOLSE_VWW_B00,A15_24_SOLSE_VWW_00_05,A15_24_SOLSE_VWW_06_10,A15_24_SOLSE_VWW_11,A15_24_SOLSE_VWW_12,A15_24_SOLSE_VWW_13,A15_24_SOLSE_VWW_14,A15_24_SOLSE_VWW_15,A15_24_SOLSE_VWW_16,A15_24_SOLSE_VWW_YNS,A15_24_SOLSE_VWW_T,A15_24_SOLSE_NWNAA_B00,A15_24_SOLSE_NWNAA_00_05,A15_24_SOLSE_NWNAA_06_10,A15_24_SOLSE_NWNAA_11,A15_24_SOLSE_NWNAA_12,A15_24_SOLSE_NWNAA_13,A15_24_SOLSE_NWNAA_14,A15_24_SOLSE_NWNAA_15,A15_24_SOLSE_NWNAA_16,A15_24_SOLSE_NWNAA_YNS,A15_24_SOLSE_NWNAA_T,A15_24_SOLSE_PinE_NS_B00,A15_24_SOLSE_PinE_NS_00_05,A15_24_SOLSE_PinE_NS_06_10,A15_24_SOLSE_PinE_NS_11,A15_24_SOLSE_PinE_NS_12,A15_24_SOLSE_PinE_NS_13,A15_24_SOLSE_PinE_NS_14,A15_24_SOLSE_PinE_NS_15,A15_24_SOLSE_PinE_NS_16,A15_24_SOLSE_PinE_NS_YNS,A15_24_SOLSE_PinE_NS_T,A15_24_SOLSE_T_B00,A15_24_SOLSE_T_00_05,A15_24_SOLSE_T_06_10,A15_24_SOLSE_T_11,A15_24_SOLSE_T_12,A15_24_SOLSE_T_13,A15_24_SOLSE_T_14,A15_24_SOLSE_T_15,A15_24_SOLSE_T_16,A15_24_SOLSE_T_YNS,A15_24_SOLSE_T_T,A15_24_L_PinE_NS_B00,A15_24_L_PinE_NS_00_05,A15_24_L_PinE_NS_06_10,A15_24_L_PinE_NS_11,A15_24_L_PinE_NS_12,A15_24_L_PinE_NS_13,A15_24_L_PinE_NS_14,A15_24_L_PinE_NS_15,A15_24_L_PinE_NS_16,A15_24_L_PinE_NS_YNS,A15_24_L_PinE_NS_T,A15_24_T_B00,A15_24_T_00_05,A15_24_T_06_10,A15_24_T_11,A15_24_T_12,A15_24_T_13,A15_24_T_14,A15_24_T_15,A15_24_T_16,A15_24_T_YNS,A15_24_T_T,A25_34_SEO_B00,A25_34_SEO_00_05,A25_34_SEO_06_10,A25_34_SEO_11,A25_34_SEO_12,A25_34_SEO_13,A25_34_SEO_14,A25_34_SEO_15,A25_34_SEO_16,A25_34_SEO_YNS,A25_34_SEO_T,A25_34_SOLSE_VWW_B00,A25_34_SOLSE_VWW_00_05,A25_34_SOLSE_VWW_06_10,A25_34_SOLSE_VWW_11,A25_34_SOLSE_VWW_12,A25_34_SOLSE_VWW_13,A25_34_SOLSE_VWW_14,A25_34_SOLSE_VWW_15,A25_34_SOLSE_VWW_16,A25_34_SOLSE_VWW_YNS,A25_34_SOLSE_VWW_T,A25_34_SOLSE_NWNAA_B00,A25_34_SOLSE_NWNAA_00_05,A25_34_SOLSE_NWNAA_06_10,A25_34_SOLSE_NWNAA_11,A25_34_SOLSE_NWNAA_12,A25_34_SOLSE_NWNAA_13,A25_34_SOLSE_NWNAA_14,A25_34_SOLSE_NWNAA_15,A25_34_SOLSE_NWNAA_16,A25_34_SOLSE_NWNAA_YNS,A25_34_SOLSE_NWNAA_T,A25_34_SOLSE_PinE_NS_B00,A25_34_SOLSE_PinE_NS_00_05,A25_34_SOLSE_PinE_NS_06_10,A25_34_SOLSE_PinE_NS_11,A25_34_SOLSE_PinE_NS_12,A25_34_SOLSE_PinE_NS_13,A25_34_SOLSE_PinE_NS_14,A25_34_SOLSE_PinE_NS_15,A25_34_SOLSE_PinE_NS_16,A25_34_SOLSE_PinE_NS_YNS,A25_34_SOLSE_PinE_NS_T,A25_34_SOLSE_T_B00,A25_34_SOLSE_T_00_05
POA6041,..,0,6,0,0,0,0,0,0,0,12,..,0,0,0,0,0,3,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,4,0,0,0,3,0,0,0,9,0,3,8,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,15,6,3,7,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6042,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6043,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6044,..,0,5,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,3,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,10,21,0,0,3,3,0,0,0,0,0,0,7,0,0,0,0,3,0,3,3,0,9,15,0,0,0,0,0,3,0,7,3,22,27,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6050,..,11,38,12,12,8,14,7,4,8,109,..,4,14,4,5,5,7,14,5,3,64,..,0,0,0,0,0,3,3,0,0,15,..,0,0,0,0,0,3,0,0,0,3,..,4,14,4,5,5,11,17,9,6,80,..,0,0,0,0,0,0,0,0,0,0,..,14,58,18,19,13,26,20,11,12,191,52,58,18,0,4,5,13,9,7,5,169,8,11,24,9,12,15,18,23,18,0,138,0,0,0,0,0,0,3,4,10,3,23,0,0,0,0,0,0,0,0,0,0,0,8,11,24,8,13,15,20,27,29,5,157,0,0,0,0,0,0,0,0,0,0,0,57,65,41,13,20,20,35,37,36,9,328,141,40,99,43,44,31,34,13,16,11,481,44,37,126,28,34,53,53,57,24,13,464,0,0,5,3,3,4,3,3,3,3,35,0,0,0,0,0,0,0,0,0,0,3,46,37
POA6051,..,4,12,3,4,6,8,16,9,3,67,..,3,27,12,24,30,20,30,6,8,170,..,0,0,0,3,0,17,9,9,4,40,..,0,0,0,0,0,0,0,0,0,0,..,3,27,12,26,34,38,38,18,13,213,..,0,0,0,0,0,0,0,0,0,0,..,8,39,19,35,38,42,57,24,15,278,19,29,36,4,7,5,6,12,7,3,131,10,23,37,12,23,25,37,63,34,5,265,0,0,0,0,4,0,6,12,6,5,35,0,0,0,0,0,0,0,0,0,0,0,10,26,38,17,28,22,41,76,41,14,298,0,0,0,0,0,0,0,0,0,0,0,30,47,76,16,30,31,51,84,51,14,429,139,38,155,69,116,49,26,19,10,11,630,54,74,321,76,91,118,139,116,47,18,1049,0,5,5,0,3,8,12,20,9,5,75,0,0,0,0,3,0,0,0,0,0,3,54,77
POA6052,..,6,29,6,7,11,3,3,8,5,71,..,3,18,3,8,10,11,8,4,0,64,..,0,0,0,0,3,0,5,0,0,10,..,0,0,0,0,0,0,0,0,0,0,..,3,18,3,8,11,13,9,4,3,74,..,0,0,0,0,0,0,0,0,0,0,..,9,47,9,17,21,15,9,12,5,143,8,11,13,5,0,7,3,8,3,4,69,3,20,37,3,5,15,10,18,10,5,137,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,3,20,40,3,5,15,10,18,13,3,138,0,0,0,0,0,0,0,0,0,0,0,16,28,50,16,5,24,18,28,21,11,208,95,27,59,27,37,24,15,13,7,4,308,29,26,87,32,23,27,25,19,9,3,275,0,4,4,3,0,10,8,3,5,3,39,0,0,0,0,0,0,0,0,0,0,0,35,24
POA6053,..,10,25,14,9,8,9,3,3,7,80,..,3,31,6,7,7,11,8,3,0,82,..,0,0,0,3,3,0,0,6,0,13,..,0,0,0,0,0,0,0,0,0,0,..,3,30,6,11,14,13,6,13,0,99,..,0,0,0,0,0,0,0,0,0,0,..,14,55,20,24,22,24,14,12,4,178,24,33,20,6,7,4,7,10,4,6,114,6,12,49,8,14,23,22,31,8,12,178,0,0,0,0,0,3,3,9,0,0,17,0,0,0,0,0,0,0,0,0,0,0,6,14,49,8,13,23,23,37,16,9,196,0,0,0,0,0,0,0,0,0,0,0,30,50,66,11,24,30,34,47,15,19,315,104,34,101,61,55,34,18,13,5,14,440,48,47,147,22,43,37,64,40,16,13,472,0,3,3,0,3,3,10,8,0,10,36,0,0,0,0,0,0,0,0,0,0,3,48,48
POA6054,..,16,46,8,13,17,11,11,3,3,125,..,4,31,18,17,13,15,9,3,0,116,..,0,0,0,0,0,4,7,3,0,18,..,0,4,0,0,0,0,0,0,0,4,..,4,34,18,17,13,23,15,9,0,141,..,0,0,0,0,0,0,0,0,0,0,..,14,84,31,31,34,34,27,14,9,260,29,49,37,11,12,4,10,3,5,7,173,13,36,60,16,17,27,28,34,12,10,247,0,3,0,0,0,3,4,5,0,4,18,0,0,0,0,0,0,3,0,0,0,5,13,40,64,16,17,30,28,38,13,9,275,0,0,0,0,0,0,0,0,0,0,3,46,89,103,23,30,30,37,46,16,13,451,125,35,118,28,56,27,8,11,3,15,420,60,58,174,36,43,49,37,20,14,14,503,0,3,12,3,4,15,4,8,3,7,56,0,0,0,0,0,0,0,0,0,0,3,58,59
POA6055,..,14,85,24,40,20,21,8,5,5,222,..,9,151,41,44,20,22,11,8,10,303,..,0,0,0,0,6,0,11,5,3,27,..,0,0,0,0,0,0,0,0,4,7,..,6,151,41,44,26,27,20,16,11,339,..,0,0,0,0,0,0,0,0,0,0,..,22,227,67,80,44,52,27,20,19,564,28,60,64,18,8,14,20,8,6,3,236,15,48,159,35,33,30,33,41,13,6,417,0,0,0,0,0,4,3,10,0,0,13,0,3,3,0,0,0,0,0,0,0,8,15,51,162,35,33,27,38,50,18,6,440,0,0,0,0,0,0,0,0,0,11,11,46,112,228,51,40,41,59,58,23,21,679,188,77,168,54,65,25,15,7,0,8,616,94,136,585,72,83,62,46,46,27,23,1175,0,4,24,9,3,9,0,5,5,0,70,0,0,0,0,0,0,0,0,0,0,4,94,136
POA6056,..,28,91,43,42,22,27,23,13,9,308,..,10,83,24,30,40,41,52,23,5,305,..,0,0,0,4,6,5,16,8,0,40,..,0,0,0,0,0,0,0,0,0,3,..,10,83,25,33,44,53,68,35,5,348,..,0,0,0,0,0,0,0,0,4,4,..,35,179,65,75,60,75,96,53,19,662,69,106,97,22,37,21,13,13,12,17,401,12,46,113,28,30,29,25,28,26,10,347,0,0,3,0,0,5,0,0,5,0,15,0,0,0,0,0,0,0,0,0,0,6,14,46,119,28,35,36,26,34,34,7,368,0,0,0,0,0,0,0,0,0,3,3,76,157,216,54,70,55,37,43,41,26,774,217,66,123,44,68,36,24,22,10,10,619,63,47,225,56,54,52,50,44,28,8,625,0,0,13,5,3,3,11,13,4,3,60,0,0,3,0,0,0,3,0,0,0,9,63,51
POA6057,..,14,62,14,27,12,4,9,0,3,156,..,3,21,7,21,8,0,3,8,3,79,..,0,0,0,0,0,0,0,0,3,5,..,0,0,0,0,0,0,0,0,0,0,..,3,22,7,21,10,0,3,14,9,86,..,0,0,0,0,0,0,0,0,0,0,..,16,80,28,49,24,6,17,10,13,242,44,48,58,13,6,9,3,9,0,7,203,3,4,44,4,13,3,3,11,4,6,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,44,4,13,3,3,10,4,6,92,0,0,0,0,0,0,0,0,0,0,0,50,57,100,20,19,14,4,20,0,15,293,119,33,66,34,36,23,17,13,0,13,344,29,22,64,17,13,18,6,3,3,0,182,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,29,28
POA6058,..,3,48,21,30,13,11,4,3,5,131,..,3,44,16,9,26,13,3,3,0,111,..,0,0,0,0,0,0,3,4,3,15,..,0,0,0,0,0,0,0,0,0,0,..,3,44,16,9,26,14,10,10,3,121,..,0,0,0,0,0,0,0,0,0,0,..,7,89,37,37,34,19,8,11,10,258,24,44,54,8,13,12,9,7,9,4,173,7,21,61,12,4,12,12,4,13,5,154,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,7,21,60,12,4,12,12,4,16,5,157,0,0,3,0,0,0,0,0,0,0,3,26,64,119,27,22,22,15,8,25,13,333,76,27,74,17,29,14,4,3,0,5,246,22,29,119,27,22,30,9,12,9,9,279,0,0,10,3,0,3,7,8,4,3,29,0,3,0,0,0,0,0,0,0,0,3,22,34
POA6059,..,23,61,13,15,18,25,13,10,12,178,..,13,73,19,43,21,35,16,15,16,248,..,0,3,0,0,3,11,6,26,0,52,..,0,0,0,0,0,0,3,0,0,9,..,13,76,23,43,25,45,23,45,17,302,..,0,0,0,0,0,0,0,0,0,0,..,31,134,36,58,44,62,31,50,30,476,68,81,46,15,10,10,12,13,6,5,265,32,81,95,22,34,26,47,66,28,14,436,0,0,0,3,0,0,8,12,10,10,38,0,0,0,0,0,0,0,0,0,0,5,32,81,92,25,38,27,53,73,36,19,476,0,0,0,0,0,0,0,0,0,0,0,100,157,138,33,46,30,68,88,48,28,735,162,50,87,58,42,36,21,16,6,7,500,113,107,269,62,91,92,74,51,32,16,900,0,8,8,9,14,19,22,21,19,15,134,4,3,4,3,0,3,0,0,0,0,19,118,112
POA6060,..,14,50,9,4,12,10,10,6,9,126,..,3,68,34,34,26,34,35,12,9,253,..,0,0,0,6,7,10,16,6,7,44,..,0,0,0,0,0,0,3,0,0,3,..,3,68,34,42,36,41,52,16,8,306,..,0,0,0,0,0,0,0,0,0,0,..,13,116,40,48,48,59,63,21,21,430,48,62,52,8,15,13,25,15,22,8,272,30,44,73,28,22,40,67,60,42,20,429,0,0,0,3,3,8,3,4,6,4,36,0,0,0,0,0,0,0,0,0,3,4,31,44,73,32,29,47,72,64,54,22,464,0,0,0,0,0,0,0,0,0,0,0,76,109,124,39,42,59,101,83,69,33,739,266,67,245,131,141,107,64,34,18,25,1093,131,161,522,107,114,155,157,164,57,28,1593,0,8,23,5,8,12,22,23,8,7,111,4,0,3,0,0,0,0,0,0,0,6,134,164
POA6061,..,24,97,26,37,24,27,27,5,15,284,..,35,279,93,112,125,88,71,17,33,856,..,0,8,3,8,26,35,56,89,32,258,..,0,0,0,0,0,0,0,3,7,12,..,35,283,100,119,148,119,134,115,72,1128,..,0,0,0,0,3,0,0,0,0,3,..,58,386,119,161,176,148,156,124,89,1416,44,77,102,24,28,22,33,38,16,25,401,92,260,418,93,155,167,152,191,125,42,1695,0,10,14,10,11,25,37,50,40,18,220,0,3,7,0,0,0,0,4,0,0,17,92,273,442,96,165,193,191,250,173,59,1935,0,0,0,0,0,0,0,0,0,0,4,143,351,536,120,192,219,221,283,189,84,2339,247,112,317,148,139,101,75,26,21,26,1218,326,494,1275,233,294,305,285,255,158,63,3682,0,37,140,40,69,90,64,83,58,49,635,0,9,10,4,6,4,3,0,3,4,53,326,539
POA6062,..,10,97,24,38,34,13,20,5,7,246,..,14,126,35,56,62,52,37,21,21,421,..,0,0,0,4,3,15,11,24,6,64,..,0,0,0,0,0,0,0,0,0,5,..,19,124,39,66,69,71,49,43,26,489,..,0,0,0,0,0,0,0,0,0,0,..,25,223,63,104,100,82,64,47,35,737,55,62,69,24,26,24,14,17,14,12,318,54,89,195,50,70,62,77,73,54,35,751,0,4,4,6,4,8,6,27,12,3,73,0,0,0,0,0,0,0,0,0,0,0,54,92,197,51,71,75,79,99,67,41,833,0,0,0,0,0,0,0,0,0,0,0,107,160,270,71,97,93,89,118,86,53,1150,199,77,165,71,113,70,37,26,8,14,772,219,195,458,90,124,122,121,114,43,29,1521,3,19,52,12,28,37,20,32,21,13,250,0,0,4,0,0,0,0,0,0,0,9,224,212
POA6063,..,8,45,11,26,15,4,3,3,4,111,..,14,99,17,23,13,10,4,15,14,198,..,0,3,0,6,0,3,10,5,6,29,..,0,0,0,0,0,0,0,0,0,0,..,14,101,17,26,14,14,13,19,18,231,..,0,0,0,0,0,0,0,0,0,0,..,21,142,24,51,25,19,16,17,19,348,32,49,45,11,8,3,3,6,3,4,157,48,90,154,16,21,27,22,15,18,10,424,0,0,3,0,4,7,4,9,8,4,43,0,0,0,0,0,0,0,0,0,0,6,46,87,159,22,27,37,30,29,28,9,469,0,0,0,0,0,0,0,0,0,0,0,86,136,202,28,35,41,29,28,32,15,627,67,31,48,16,24,12,3,3,4,3,208,158,113,213,35,39,39,28,18,9,14,674,3,19,40,5,14,15,6,22,7,10,133,0,0,0,0,0,0,0,0,0,0,7,159,133
POA6064,..,12,100,16,7,20,11,12,0,12,187,..,47,216,45,53,64,44,38,11,19,554,..,0,5,7,11,20,20,32,17,13,125,..,0,3,0,4,3,0,0,0,0,11,..,52,226,49,67,93,72,72,27,34,687,..,0,0,0,0,0,0,0,0,3,3,..,64,323,65,71,110,76,87,31,49,880,37,74,72,15,11,17,16,6,3,11,255,103,212,350,50,71,58,44,52,41,13,981,0,3,10,3,11,17,25,24,20,10,124,0,3,4,3,0,3,0,0,0,0,16,104,217,371,50,80,75,67,79,56,28,1126,0,0,3,0,0,0,0,0,0,0,6,142,293,441,64,93,91,80,86,62,39,1385,168,42,104,24,26,16,14,3,3,19,424,275,187,337,59,75,68,48,45,20,25,1136,14,38,125,29,42,49,38,47,22,18,419,0,0,4,0,0,0,0,0,0,0,7,293,223
POA6065,..,91,516,150,133,124,67,57,18,41,1196,..,46,333,80,74,73,40,43,11,21,715,..,0,3,0,0,4,3,14,14,5,46,..,0,0,0,0,0,0,0,0,0,3,..,46,335,76,71,82,44,55,27,32,762,..,0,0,0,0,0,0,0,0,0,0,..,138,851,225,204,201,116,113,43,71,1967,144,403,580,82,84,40,29,29,22,36,1455,74,211,378,64,70,64,56,65,36,30,1040,0,0,3,3,0,8,6,9,9,7,57,0,0,3,0,0,0,0,0,0,0,11,72,214,384,70,69,71,62,73,45,39,1109,0,0,0,0,0,0,0,0,0,0,0,215,613,958,157,158,110,101,105,67,79,2563,752,241,387,114,140,117,51,39,24,31,1892,338,300,706,98,117,87,77,72,34,33,1866,7,13,45,15,21,22,14,26,31,13,210,3,0,4,0,0,0,0,0,0,0,7,342,319
POA6066,..,20,54,15,13,6,9,12,4,10,144,..,21,67,30,21,28,25,11,5,16,227,..,0,0,0,0,0,0,3,3,3,15,..,0,0,0,0,0,0,0,0,0,0,..,21,67,28,28,28,26,14,12,19,237,..,0,0,0,0,0,0,0,0,0,0,..,43,121,47,37,39,29,21,21,27,381,31,78,34,4,15,4,11,6,3,7,197,44,99,150,25,27,29,24,20,8,12,433,0,0,0,0,3,6,11,6,5,0,30,0,3,0,0,0,0,0,0,0,0,5,45,106,148,30,34,33,31,33,11,13,472,0,0,0,0,0,0,0,0,0,0,0,68,182,188,30,50,34,40,38,16,17,666,113,24,62,24,17,11,7,8,0,14,272,123,84,142,34,34,25,21,20,10,10,500,0,9,45,12,16,13,9,11,12,3,124,0,0,0,0,0,0,0,0,0,0,4,126,89
POA6067,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6068,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6069,..,46,303,88,89,75,47,35,31,22,750,..,35,226,46,64,47,34,22,13,12,492,..,0,6,3,0,5,3,5,4,0,36,..,0,0,0,0,0,0,0,0,0,3,..,37,234,47,62,47,32,29,21,15,534,..,0,0,0,0,0,0,0,0,0,3,..,83,539,139,155,119,82,67,56,44,1284,83,235,338,51,53,43,22,10,5,16,849,25,127,223,26,39,18,28,34,37,20,575,0,0,0,0,0,3,0,0,6,0,18,0,0,3,0,0,0,0,0,0,0,5,25,134,225,34,38,22,30,36,43,20,604,0,0,3,0,0,0,0,0,0,0,7,103,364,567,82,88,62,47,49,49,37,1456,370,127,347,89,101,63,31,35,18,40,1214,107,160,575,87,93,87,50,43,14,20,1241,0,3,23,10,3,6,6,12,3,0,61,3,0,3,0,0,0,0,0,0,0,9,109,166
POA6070,..,8,23,4,3,3,0,3,0,0,49,..,0,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,8,30,4,3,3,0,3,3,0,55,4,20,6,3,0,3,0,0,0,0,49,0,0,6,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,3,4,21,10,3,0,3,0,0,0,8,56,21,7,8,0,3,3,0,0,0,0,36,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6071,..,3,15,5,0,4,0,0,0,3,30,..,3,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,3,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,0,..,5,15,5,0,4,0,0,0,3,35,3,16,8,3,0,0,0,0,0,0,33,0,3,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,21,12,3,0,0,0,0,0,0,45,11,4,5,3,0,0,0,0,0,0,28,3,6,6,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6
