POA_CODE_2016,D_15_17_FPEAW_MPEFT,D_15_17_FPEAW_MPEPT,D_15_17_FPEAW_MPEAW,D_15_17_FPEAW_MPEHNS,D_15_17_FPEAW_MPET,D_15_17_FPEAW_MPULFTW,D_15_17_FPEAW_MPULPTW,D_15_17_FPEAW_MPUT,D_15_17_FPEAW_MPTLF,D_15_17_FPEAW_MPNLF,D_15_17_FPEAW_MPLFSNS,D_15_17_FPEAW_T,D_15_17_FPHNS_MPEFT,D_15_17_FPHNS_MPEPT,D_15_17_FPHNS_MPEAW,D_15_17_FPHNS_MPEHNS,D_15_17_FPHNS_MPET,D_15_17_FPHNS_MPULFTW,D_15_17_FPHNS_MPULPTW,D_15_17_FPHNS_MPUT,D_15_17_FPHNS_MPTLF,D_15_17_FPHNS_MPNLF,D_15_17_FPHNS_MPLFSNS,D_15_17_FPHNS_T,D_15_17_FPET_MPEFT,D_15_17_FPET_MPEPT,D_15_17_FPET_MPEAW,D_15_17_FPET_MPEHNS,D_15_17_FPET_MPET,D_15_17_FPET_MPULFTW,D_15_17_FPET_MPULPTW,D_15_17_FPET_MPUT,D_15_17_FPET_MPTLF,D_15_17_FPET_MPNLF,D_15_17_FPET_MPLFSNS,D_15_17_FPET_T,D_15_17_FPULFTW_MPEFT,D_15_17_FPULFTW_MPEPT,D_15_17_FPULFTW_MPEAW,D_15_17_FPULFTW_MPEHNS,D_15_17_FPULFTW_MPET,D_15_17_FPULFTW_MPULFTW,D_15_17_FPULFTW_MPULPTW,D_15_17_FPULFTW_MPUT,D_15_17_FPULFTW_MPTLF,D_15_17_FPULFTW_MPNLF,D_15_17_FPULFTW_MPLFSNS,D_15_17_FPULFTW_T,D_15_17_FPULPTW_MPEFT,D_15_17_FPULPTW_MPEPT,D_15_17_FPULPTW_MPEAW,D_15_17_FPULPTW_MPEHNS,D_15_17_FPULPTW_MPET,D_15_17_FPULPTW_MPULFTW,D_15_17_FPULPTW_MPULPTW,D_15_17_FPULPTW_MPUT,D_15_17_FPULPTW_MPTLF,D_15_17_FPULPTW_MPNLF,D_15_17_FPULPTW_MPLFSNS,D_15_17_FPULPTW_T,D_15_17_FPUT_MPEFT,D_15_17_FPUT_MPEPT,D_15_17_FPUT_MPEAW,D_15_17_FPUT_MPEHNS,D_15_17_FPUT_MPET,D_15_17_FPUT_MPULFTW,D_15_17_FPUT_MPULPTW,D_15_17_FPUT_MPUT,D_15_17_FPUT_MPTLF,D_15_17_FPUT_MPNLF,D_15_17_FPUT_MPLFSNS,D_15_17_FPUT_T,D_15_17_FPTLF_MPEFT,D_15_17_FPTLF_MPEPT,D_15_17_FPTLF_MPEAW,D_15_17_FPTLF_MPEHNS,D_15_17_FPTLF_MPET,D_15_17_FPTLF_MPULFTW,D_15_17_FPTLF_MPULPTW,D_15_17_FPTLF_MPUT,D_15_17_FPTLF_MPTLF,D_15_17_FPTLF_MPNLF,D_15_17_FPTLF_MPLFSNS,D_15_17_FPTLF_T,D_15_17_FPNLF_MPEFT,D_15_17_FPNLF_MPEPT,D_15_17_FPNLF_MPEAW,D_15_17_FPNLF_MPEHNS,D_15_17_FPNLF_MPET,D_15_17_FPNLF_MPULFTW,D_15_17_FPNLF_MPULPTW,D_15_17_FPNLF_MPUT,D_15_17_FPNLF_MPTLF,D_15_17_FPNLF_MPNLF,D_15_17_FPNLF_MPLFSNS,D_15_17_FPNLF_T,D_15_17_FPLFSNS_MPEFT,D_15_17_FPLFSNS_MPEPT,D_15_17_FPLFSNS_MPEAW,D_15_17_FPLFSNS_MPEHNS,D_15_17_FPLFSNS_MPET,D_15_17_FPLFSNS_MPULFTW,D_15_17_FPLFSNS_MPULPTW,D_15_17_FPLFSNS_MPUT,D_15_17_FPLFSNS_MPTLF,D_15_17_FPLFSNS_MPNLF,D_15_17_FPLFSNS_MPLFSNS,D_15_17_FPLFSNS_T,D_15_17_FPT_MPEFT,D_15_17_FPT_MPEPT,D_15_17_FPT_MPEAW,D_15_17_FPT_MPEHNS,D_15_17_FPT_MPET,D_15_17_FPT_MPULFTW,D_15_17_FPT_MPULPTW,D_15_17_FPT_MPUT,D_15_17_FPT_MPTLF,D_15_17_FPT_MPNLF,D_15_17_FPT_MPLFSNS,D_15_17_FPT_T,D_18_20_FPEFT_MPEFT,D_18_20_FPEFT_MPEPT,D_18_20_FPEFT_MPEAW,D_18_20_FPEFT_MPEHNS,D_18_20_FPEFT_MPET,D_18_20_FPEFT_MPULFTW,D_18_20_FPEFT_MPULPTW,D_18_20_FPEFT_MPUT,D_18_20_FPEFT_MPTLF,D_18_20_FPEFT_MPNLF,D_18_20_FPEFT_MPLFSNS,D_18_20_FPEFT_T,D_18_20_FPEPT_MPEFT,D_18_20_FPEPT_MPEPT,D_18_20_FPEPT_MPEAW,D_18_20_FPEPT_MPEHNS,D_18_20_FPEPT_MPET,D_18_20_FPEPT_MPULFTW,D_18_20_FPEPT_MPULPTW,D_18_20_FPEPT_MPUT,D_18_20_FPEPT_MPTLF,D_18_20_FPEPT_MPNLF,D_18_20_FPEPT_MPLFSNS,D_18_20_FPEPT_T,D_18_20_FPEAW_MPEFT,D_18_20_FPEAW_MPEPT,D_18_20_FPEAW_MPEAW,D_18_20_FPEAW_MPEHNS,D_18_20_FPEAW_MPET,D_18_20_FPEAW_MPULFTW,D_18_20_FPEAW_MPULPTW,D_18_20_FPEAW_MPUT,D_18_20_FPEAW_MPTLF,D_18_20_FPEAW_MPNLF,D_18_20_FPEAW_MPLFSNS,D_18_20_FPEAW_T,D_18_20_FPHNS_MPEFT,D_18_20_FPHNS_MPEPT,D_18_20_FPHNS_MPEAW,D_18_20_FPHNS_MPEHNS,D_18_20_FPHNS_MPET,D_18_20_FPHNS_MPULFTW,D_18_20_FPHNS_MPULPTW,D_18_20_FPHNS_MPUT,D_18_20_FPHNS_MPTLF,D_18_20_FPHNS_MPNLF,D_18_20_FPHNS_MPLFSNS,D_18_20_FPHNS_T,D_18_20_FPET_MPEFT,D_18_20_FPET_MPEPT,D_18_20_FPET_MPEAW,D_18_20_FPET_MPEHNS,D_18_20_FPET_MPET,D_18_20_FPET_MPULFTW,D_18_20_FPET_MPULPTW,D_18_20_FPET_MPUT,D_18_20_FPET_MPTLF,D_18_20_FPET_MPNLF,D_18_20_FPET_MPLFSNS,D_18_20_FPET_T,D_18_20_FPULFTW_MPEFT,D_18_20_FPULFTW_MPEPT,D_18_20_FPULFTW_MPEAW,D_18_20_FPULFTW_MPEHNS,D_18_20_FPULFTW_MPET,D_18_20_FPULFTW_MPULFTW,D_18_20_FPULFTW_MPULPTW,D_18_20_FPULFTW_MPUT,D_18_20_FPULFTW_MPTLF,D_18_20_FPULFTW_MPNLF,D_18_20_FPULFTW_MPLFSNS,D_18_20_FPULFTW_T,D_18_20_FPULPTW_MPEFT,D_18_20_FPULPTW_MPEPT,D_18_20_FPULPTW_MPEAW,D_18_20_FPULPTW_MPEHNS,D_18_20_FPULPTW_MPET,D_18_20_FPULPTW_MPULFTW,D_18_20_FPULPTW_MPULPTW,D_18_20_FPULPTW_MPUT
POA6038,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,75,4,4,0,88,3,0,3,90,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,4,4,0,89,3,0,5,90,0,0,92,12,0,0,0,12,0,0,0,14,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,88,7,4,0,98,8,0,9,108,3,0,110,13,0,0,0,11,0,0,0,11,0,0,14,9,0,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,20,0,0,0,20,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,3,0,24,0,0,0,24,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,3,0,24,0,0,0,24,0,0,24,3,0,0,0,3,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,12,5,3,0,27,0,0,0,27,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,14,4,0,4,15,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,14,4,0,4,15,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,3,16,4,0,4,16,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6050,3,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,3,0,0,0,3,0,0,3,223,26,0,0,255,13,0,15,265,8,0,272,7,0,0,0,7,0,0,0,7,0,0,7,0,3,0,0,3,0,0,0,3,0,0,3,5,3,0,0,10,0,0,0,10,0,0,10,228,28,0,0,260,13,0,15,275,8,0,284,41,0,0,0,44,0,0,0,43,3,0,48,0,0,0,0,0,0,0,0,0,0,0,0,269,35,0,0,306,15,0,11,315,13,0,333,58,5,0,0,69,3,0,3,77,3,0,77,71,9,0,0,80,0,0,3,82,4,0,79,3,0,0,0,6,0,0,0,6,0,0,6,0,3,0,0,3,0,0,0,3,0,0,3,133,19,3,0,157,3,3,3,160,3,0,163,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0
POA6051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,12,0,0,71,0,0,0,71,4,0,75,7,0,0,0,7,0,0,0,7,0,0,4,3,0,0,0,3,0,0,0,3,0,0,3,7,0,0,0,7,0,0,0,7,3,0,7,60,16,0,0,75,0,0,0,80,5,0,81,13,0,0,0,8,0,0,0,8,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,70,11,0,0,85,0,0,0,89,4,0,95,16,3,0,0,18,0,0,0,18,0,0,20,19,0,0,0,20,0,0,0,17,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,3,0,0,35,0,0,0,33,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6052,3,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,4,0,0,0,4,0,0,4,142,11,3,0,158,7,0,5,160,10,0,171,4,0,0,0,4,0,0,0,4,0,0,4,3,0,0,0,3,0,0,0,3,0,0,3,5,0,0,0,5,0,0,0,5,0,0,5,147,11,3,0,162,7,0,5,164,10,0,173,20,0,0,0,22,0,0,0,19,9,0,27,0,0,0,0,0,0,0,0,0,0,0,0,163,15,4,0,184,4,0,6,186,11,0,199,45,0,0,0,45,0,0,0,49,3,0,50,43,5,0,0,48,0,0,0,48,4,0,49,11,0,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,90,9,0,0,101,0,0,0,103,6,0,104,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0
POA6053,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,153,23,5,3,188,3,3,5,196,7,0,203,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,4,0,0,0,4,3,0,4,4,0,0,0,3,0,0,0,3,3,0,7,162,29,5,3,196,3,3,5,200,15,0,215,19,5,0,0,25,0,0,0,25,14,0,40,0,0,0,0,0,0,0,0,0,0,0,0,182,33,8,3,222,7,3,7,229,21,0,249,48,3,0,0,46,6,0,6,49,3,0,56,40,10,0,0,48,0,0,0,48,0,0,46,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,85,14,0,0,94,3,0,3,101,3,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
POA6054,9,0,0,0,9,0,0,0,11,0,0,11,3,0,0,0,3,0,0,0,3,0,0,3,211,33,9,3,253,7,0,7,266,14,0,277,0,0,0,0,0,0,0,0,4,0,0,5,3,0,0,0,3,0,0,0,3,0,0,6,4,0,0,0,4,0,0,0,6,3,0,11,217,33,9,3,263,7,0,9,269,18,0,287,55,3,3,0,64,10,0,12,70,12,0,85,0,0,0,0,0,0,0,0,0,0,0,0,275,32,14,3,325,20,0,23,348,31,0,377,49,4,0,0,56,0,0,0,57,5,0,60,46,7,0,0,51,0,0,0,51,4,0,56,3,0,0,0,4,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,102,15,0,0,116,0,0,0,120,3,0,125,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
POA6055,8,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,257,25,3,0,284,5,3,5,291,18,0,311,3,0,0,0,5,0,0,0,4,0,0,4,3,0,3,0,5,0,0,0,10,0,0,10,9,0,3,0,9,0,0,0,16,0,0,16,265,29,10,0,295,7,3,10,306,18,0,319,50,7,3,0,51,0,0,0,56,4,0,63,0,0,0,0,0,0,0,0,0,0,0,0,314,30,7,0,353,9,3,9,361,23,0,381,55,3,0,0,55,3,0,3,56,3,0,60,46,12,0,0,58,0,0,0,57,9,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,15,3,0,110,5,0,5,117,10,0,128,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0
POA6056,6,0,0,0,12,0,0,0,12,0,0,9,8,0,0,3,9,0,0,0,11,0,0,11,459,49,11,13,528,18,3,22,557,21,0,578,3,0,0,0,3,3,0,3,9,3,0,11,12,3,0,0,11,0,0,0,18,0,0,18,13,4,0,0,21,3,0,0,21,3,0,26,473,57,11,13,554,25,3,28,580,27,0,601,94,9,7,6,124,6,0,8,127,27,0,157,0,0,0,0,0,0,0,0,0,0,3,4,573,62,19,19,675,30,3,32,711,53,3,762,79,5,0,0,89,5,0,3,90,3,0,93,68,12,0,0,79,3,0,3,82,10,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,20,3,0,172,5,0,5,175,13,0,189,3,0,0,0,9,0,0,0,9,0,0,9,3,0,0,0,3,0,0,0
POA6057,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,223,24,9,0,256,11,0,10,271,12,0,280,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,11,0,0,11,231,24,9,0,262,10,0,14,279,12,0,284,63,9,0,0,67,3,0,3,68,3,0,76,0,0,0,0,0,0,0,0,0,0,0,0,295,33,9,4,336,10,0,13,346,12,3,367,31,3,0,0,36,0,0,0,36,4,0,41,29,8,0,0,36,0,0,0,36,0,0,32,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,63,10,0,0,68,0,0,0,71,3,0,76,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0
POA6058,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,160,12,0,0,176,5,0,7,183,4,0,190,7,0,0,0,7,0,0,0,6,0,0,6,4,0,0,0,4,0,0,0,4,0,0,4,7,0,0,0,7,0,0,0,11,0,0,11,173,12,0,0,187,8,0,12,191,4,0,198,36,4,0,4,42,0,3,4,44,3,0,53,0,0,0,0,0,0,0,0,0,0,0,0,210,16,0,3,226,11,3,11,238,5,0,250,17,0,0,0,17,0,0,0,19,0,0,19,23,6,3,0,26,0,0,0,31,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,6,3,0,45,3,0,3,49,0,0,54,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0
POA6059,3,4,3,0,5,0,0,0,5,0,0,5,0,0,0,3,3,0,0,0,3,3,0,4,338,58,3,6,399,8,0,9,408,27,0,432,5,0,0,0,3,0,0,0,4,0,0,4,3,3,0,0,8,0,0,0,7,0,0,7,6,4,0,0,11,5,0,5,11,0,0,11,341,61,3,6,412,12,0,14,421,27,0,450,70,14,0,0,84,0,0,5,92,9,0,103,0,0,0,0,0,0,0,0,0,0,0,0,413,74,3,8,496,12,3,14,511,34,0,549,107,14,0,0,122,0,0,0,124,6,0,134,108,17,0,0,123,4,0,4,132,12,0,142,3,0,0,0,9,0,0,0,9,0,0,9,0,0,0,6,6,0,0,0,6,0,0,3,217,35,4,6,264,3,0,4,264,21,0,283,7,0,0,0,8,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0
POA6060,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,7,0,0,7,147,24,3,4,177,7,0,13,185,3,0,188,7,0,0,0,7,0,0,0,5,0,0,5,4,0,0,0,4,3,0,3,3,0,0,8,8,0,0,0,8,3,0,3,12,0,0,12,155,24,3,4,186,12,0,14,197,3,0,200,30,4,0,0,28,0,0,5,35,10,0,40,0,0,0,0,0,0,0,0,0,0,0,0,183,32,3,4,213,16,3,17,232,11,0,246,40,11,0,0,47,0,0,0,52,0,0,49,44,11,3,0,54,0,0,0,56,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,21,3,0,104,4,0,4,105,3,0,112,4,0,0,0,3,0,0,0,3,0,0,3,4,0,0,0,4,0,0,0
POA6061,3,0,0,0,6,4,0,4,4,0,0,4,0,0,0,5,7,0,0,0,7,0,0,7,200,54,3,5,263,16,5,16,279,44,0,322,8,3,0,0,10,8,0,8,20,4,0,16,7,0,0,0,10,3,0,6,12,4,0,21,16,6,0,0,22,6,0,9,30,9,0,38,216,57,4,5,280,20,6,27,312,52,0,362,58,26,5,3,99,12,8,23,118,104,0,225,0,0,0,3,3,0,0,0,3,0,0,5,277,83,5,13,384,33,14,48,434,157,0,594,58,11,0,0,67,4,0,4,73,5,0,78,42,25,0,0,63,5,0,5,64,12,0,81,3,0,0,0,4,0,0,0,4,0,0,4,0,3,0,4,7,0,0,0,7,0,0,7,100,32,0,6,139,11,0,11,152,18,0,171,3,0,0,0,3,0,0,5,9,3,0,6,3,3,0,0,10,0,0,0
POA6062,3,0,0,0,3,0,0,0,6,0,0,6,4,0,0,0,11,0,0,0,11,0,0,10,359,54,7,3,423,13,0,13,437,20,0,460,5,0,0,0,5,3,0,3,6,3,0,10,21,0,0,0,23,3,0,3,23,0,0,24,26,0,0,0,30,4,0,4,31,4,0,38,384,55,7,3,447,18,0,18,466,24,0,494,71,21,0,0,92,9,5,11,104,38,3,150,0,0,0,0,0,0,0,0,0,0,0,0,456,71,7,6,545,26,5,34,573,65,0,640,101,9,3,0,114,0,0,0,114,3,0,120,85,12,0,3,108,3,0,3,107,10,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,3,193,26,4,5,221,4,0,4,227,13,0,243,4,0,0,0,4,0,0,0,4,0,0,3,6,3,0,0,3,0,0,0
POA6063,3,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,3,0,0,0,3,0,0,3,172,32,8,0,206,8,0,6,212,16,0,228,3,0,0,0,5,8,0,8,9,0,0,9,3,0,0,0,3,0,0,6,7,0,0,7,7,0,0,0,13,4,0,6,16,0,0,16,180,29,8,3,219,13,6,12,235,16,0,245,51,12,0,4,66,6,0,6,74,27,0,100,0,0,0,0,3,0,0,0,3,0,0,3,233,41,9,11,286,18,6,20,308,39,0,348,42,5,0,0,48,0,0,0,47,4,0,60,51,5,0,0,58,0,0,0,57,0,0,57,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,95,11,0,0,108,0,0,4,112,10,0,119,5,0,0,0,5,4,0,4,8,0,0,8,0,0,0,0,0,0,0,0
POA6064,3,3,4,0,8,0,0,0,8,0,0,6,3,0,0,12,12,0,0,0,16,0,0,20,347,68,10,11,438,13,5,16,458,41,0,502,3,5,0,0,12,5,3,8,19,0,0,19,6,0,3,0,16,3,0,3,18,4,0,20,17,11,3,0,24,10,3,9,36,3,0,39,363,78,10,12,466,19,10,26,491,47,0,542,96,39,0,4,145,11,3,14,162,71,0,237,0,0,0,0,3,0,0,0,3,0,3,3,459,115,16,25,611,34,8,46,656,121,3,781,69,15,0,0,84,0,0,0,84,7,0,94,65,21,0,0,87,3,4,8,93,11,0,101,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,3,6,0,0,0,6,0,0,4,137,38,3,3,179,4,3,4,183,15,0,207,11,3,0,0,9,3,0,5,11,0,0,11,3,0,0,0,5,0,0,0
POA6065,15,0,0,0,17,0,0,0,14,0,0,19,7,0,0,8,22,0,0,0,22,0,0,22,1028,127,15,15,1184,39,3,44,1226,47,0,1266,22,0,0,0,22,4,0,9,26,3,0,30,25,3,0,0,36,3,0,3,37,0,0,37,45,3,0,0,55,5,0,9,61,8,0,70,1074,133,15,18,1235,47,4,48,1289,48,0,1336,186,25,16,9,235,5,3,13,241,43,4,290,0,0,0,5,7,0,0,0,7,0,0,3,1268,154,29,29,1471,56,9,59,1531,90,5,1627,220,19,4,7,247,7,0,7,255,16,0,274,212,34,9,0,251,6,0,9,261,5,0,264,6,0,0,0,7,0,0,0,7,0,0,7,0,0,0,3,9,0,0,0,9,0,0,10,435,58,14,6,513,12,0,12,530,25,0,550,4,0,0,0,4,3,0,3,11,0,0,11,9,3,0,0,12,4,0,4
POA6066,10,0,0,0,10,0,0,0,10,0,0,6,5,3,0,8,14,0,0,0,14,0,0,16,319,46,9,8,379,5,4,10,389,12,0,406,3,0,0,0,3,3,0,3,9,0,0,6,9,0,0,0,14,0,0,0,14,0,0,15,19,0,0,0,17,3,0,4,23,3,0,25,333,46,9,11,394,6,3,11,405,15,0,422,84,18,8,0,106,3,7,9,110,33,3,146,0,0,0,0,0,0,0,0,0,0,3,3,414,62,14,11,497,10,12,23,523,48,5,571,89,14,0,0,108,0,0,0,110,10,0,122,83,18,0,3,104,0,0,4,105,7,0,114,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,172,36,3,3,218,3,0,9,221,15,0,241,5,0,0,0,5,0,0,0,5,0,0,7,0,0,0,0,4,0,0,0
POA6067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6069,11,0,7,0,14,0,0,0,15,0,0,15,4,4,0,0,9,0,0,0,8,0,0,8,622,60,28,6,714,21,4,25,739,31,0,769,3,0,0,0,7,3,0,3,7,0,0,13,13,3,3,0,20,3,0,3,23,3,0,22,21,4,3,0,27,8,0,8,29,3,0,34,646,63,30,6,738,28,4,28,770,31,0,801,104,14,5,3,130,9,3,7,139,22,0,156,0,0,0,0,0,0,0,0,0,0,0,0,744,79,36,10,866,33,3,37,902,55,0,959,94,4,3,0,103,0,0,0,106,8,0,114,75,6,3,0,82,0,0,0,83,3,0,86,3,0,3,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,172,12,13,0,195,4,0,4,201,12,0,208,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0
