POA_CODE_2016,D_5_9_FPET_MPTLF,D_5_9_FPET_MPNLF,D_5_9_FPET_MPLFSNS,D_5_9_FPET_T,D_5_9_FPULFTW_MPEFT,D_5_9_FPULFTW_MPEPT,D_5_9_FPULFTW_MP_EAW,D_5_9_FPULFTW_MP_E_HNS,D_5_9_FPULFTW_MPET,D_5_9_FPULFTW_MPULFTW,D_5_9_FPULFTW_MPULPTW,D_5_9_FPULFTW_MPUT,D_5_9_FPULFTW_MPTLF,D_5_9_FPULFTW_MPNLF,D_5_9_FPULFTW_MPLFSNS,D_5_9_FPULFTW_T,D_5_9_FPULPTW_MPEFT,D_5_9_FPULPTW_MPEPT,D_5_9_FPULPTW_MPEAW,D_5_9_FPULPTW_MP_E_HNS,D_5_9_FPULPTW_MPET,D_5_9_FPULPTW_MPULFTW,D_5_9_FPULPTW_MPULPTW,D_5_9_FPULPTW_MPUT,D_5_9_FPULPTW_MPTLF,D_5_9_FPULPTW_MPNLF,D_5_9_FPULPTW_MPLFSNS,D_5_9_FPULPTW_T,D_5_9_FPUT_MPEFT,D_5_9_FPUT_MPEPT,D_5_9_FPUT_MPEAW,D_5_9_FPUT_MPEHNS,D_5_9_FPUT_MPET,D_5_9_FPUT_MPULFTW,D_5_9_FPUT_MPULPTW,D_5_9_FPUT_MPUT,D_5_9_FPUT_MPTLF,D_5_9_FPUT_MPNLF,D_5_9_FPUT_MPLFSNS,D_5_9_FPUT_T,D_5_9_FPTLF_MPEFT,D_5_9_FPTLF_MPEPT,D_5_9_FPTLF_MPEAW,D_5_9_FPTLF_MPEHNS,D_5_9_FPTLF_MPET,D_5_9_FPTLF_MPULFTW,D_5_9_FPTLF_MPULPTW,D_5_9_FPTLF_MPUT,D_5_9_FPTLF_MPTLF,D_5_9_FPTLF_MPNLF,D_5_9_FPTLF_MPLFSNS,D_5_9_FPTLF_T,D_5_9_FPNLF_MPEFT,D_5_9_FPNLF_MPEPT,D_5_9_FPNLF_MPEAW,D_5_9_FPNLF_MPEHNS,D_5_9_FPNLF_MPET,D_5_9_FPNLF_MPULFTW,D_5_9_FPNLF_MPULPTW,D_5_9_FPNLF_MPUT,D_5_9_FPNLF_MPTLF,D_5_9_FPNLF_MPNLF,D_5_9_FPNLF_MPLFSNS,D_5_9_FPNLF_T,D_5_9_FPLFSNS_MPEFT,D_5_9_FPLFSNS_MPEPT,D_5_9_FPLFSNS_MPEAW,D_5_9_FPLFSNS_MPEHNS,D_5_9_FPLFSNS_MPET,D_5_9_FPLFSNS_MPULFTW,D_5_9_FPLFSNS_MPULPTW,D_5_9_FPLFSNS_MPUT,D_5_9_FPLFSNS_MPTLF,D_5_9_FPLFSNS_MPNLF,D_5_9_FPLFSNS_MPLFSNS,D_5_9_FPLFSNS_T,D_5_9_FPT_MPEFT,D_5_9_FPT_MPEPT,D_5_9_FPT_MPEAW,D_5_9_FPT_MPEHNS,D_5_9_FPT_MPET,D_5_9_FPT_MPULFTW,D_5_9_FPT_MPULPTW,D_5_9_FPT_MPUT,D_5_9_FPT_MPTLF,D_5_9_FPT_MPNLF,D_5_9_FPT_MPLFSNS,D_5_9_FPT_T,D_10_12_FPEFT_MPEFT,D_10_12_FPEFT_MPEPT,D_10_12_FPEFT_MPEAW,D_10_12_FPEFT_MPEHNS,D_10_12_FPEFT_MPET,D_10_12_FPEFT_MPULFTW,D_10_12_FPEFT_MPULPTW,D_10_12_FPEFT_MPUT,D_10_12_FPEFT_MPTLF,D_10_12_FPEFT_MPNLF,D_10_12_FPEFT_MPLFSNS,D_10_12_FPEFT_T,D_10_12_FPEPT_MPEFT,D_10_12_FPEPT_MPEPT,D_10_12_FPEPT_MPEAW,D_10_12_FPEPT_MPEHNS,D_10_12_FPEPT_MPET,D_10_12_FPEPT_MPULFTW,D_10_12_FPEPT_MPULPTW,D_10_12_FPEPT_MPUT,D_10_12_FPEPT_MPTLF,D_10_12_FPEPT_MPNLF,D_10_12_FPEPT_MPLFSNS,D_10_12_FPEPT_T,D_10_12_FPEAW_MPEFT,D_10_12_FPEAW_MPEPT,D_10_12_FPEAW_MPEAW,D_10_12_FPEAW_MPEHNS,D_10_12_FPEAW_MPET,D_10_12_FPEAW_MPULFTW,D_10_12_FPEAW_MPULPTW,D_10_12_FPEAW_MPUT,D_10_12_FPEAW_MPTLF,D_10_12_FPEAW_MPNLF,D_10_12_FPEAW_MPLFSNS,D_10_12_FPEAW_T,D_10_12_FPHNS_MPEFT,D_10_12_FPHNS_MPEPT,D_10_12_FPHNS_MPEAW,D_10_12_FPHNS_MPEHNS,D_10_12_FPHNS_MPET,D_10_12_FPHNS_MPULFTW,D_10_12_FPHNS_MPULPTW,D_10_12_FPHNS_MPUT,D_10_12_FPHNS_MPTLF,D_10_12_FPHNS_MPNLF,D_10_12_FPHNS_MPLFSNS,D_10_12_FPHNS_T,D_10_12_FPET_MPEFT,D_10_12_FPET_MPEPT,D_10_12_FPET_MPEAW,D_10_12_FPET_MPEHNS,D_10_12_FPET_MPET,D_10_12_FPET_MPULFTW,D_10_12_FPET_MPULPTW,D_10_12_FPET_MPUT,D_10_12_FPET_MPTLF,D_10_12_FPET_MPNLF,D_10_12_FPET_MPLFSNS,D_10_12_FPET_T,D_10_12_FPULFTW_MPEFT,D_10_12_FPULFTW_MPEPT,D_10_12_FPULFTW_MPEAW,D_10_12_FPULFTW_MPEHNS,D_10_12_FPULFTW_MPET,D_10_12_FPULFTW_MPULFTW,D_10_12_FPULFTW_MPULPTW,D_10_12_FPULFTW_MPUT,D_10_12_FPULFTW_MPTLF,D_10_12_FPULFTW_MPNLF,D_10_12_FPULFTW_MPLFSNS,D_10_12_FPULFTW_T,D_10_12_FPULPTW_MPEFT,D_10_12_FPULPTW_MPEPT,D_10_12_FPULPTW_MPEAW,D_10_12_FPULPTW_MPEHNS,D_10_12_FPULPTW_MPET,D_10_12_FPULPTW_MPULFTW,D_10_12_FPULPTW_MPULPTW,D_10_12_FPULPTW_MPUT,D_10_12_FPULPTW_MPTLF,D_10_12_FPULPTW_MPNLF,D_10_12_FPULPTW_MPLFSNS,D_10_12_FPULPTW_T,D_10_12_FPUT_MPEFT,D_10_12_FPUT_MPEPT,D_10_12_FPUT_MPEAW,D_10_12_FPUT_MPEHNS,D_10_12_FPUT_MPET,D_10_12_FPUT_MPULFTW,D_10_12_FPUT_MPULPTW,D_10_12_FPUT_MPUT,D_10_12_FPUT_MPTLF,D_10_12_FPUT_MPNLF,D_10_12_FPUT_MPLFSNS,D_10_12_FPUT_T,D_10_12_FPTLF_MPEFT,D_10_12_FPTLF_MPEPT,D_10_12_FPTLF_MPEAW,D_10_12_FPTLF_MPEHNS,D_10_12_FPTLF_MPET,D_10_12_FPTLF_MPULFTW,D_10_12_FPTLF_MPULPTW,D_10_12_FPTLF_MPUT,D_10_12_FPTLF_MPTLF,D_10_12_FPTLF_MPNLF,D_10_12_FPTLF_MPLFSNS,D_10_12_FPTLF_T,D_10_12_FPNLF_MPEFT,D_10_12_FPNLF_MPEPT,D_10_12_FPNLF_MPEAW,D_10_12_FPNLF_MPEHNS
POA6038,236,3,0,243,5,0,0,0,5,0,0,0,5,0,0,5,19,0,0,0,21,0,0,0,21,0,0,21,19,0,0,0,21,0,0,0,21,0,0,21,218,16,6,3,245,9,0,7,257,3,0,261,79,13,3,0,94,4,0,4,102,11,0,108,0,0,0,0,0,0,0,0,0,0,0,0,300,28,12,3,346,14,0,13,357,14,0,374,34,3,0,0,42,0,0,0,44,0,0,44,81,3,0,0,85,0,0,0,85,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,3,114,12,4,0,132,0,0,3,131,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,4,0,0,4,4,3,0,0,6,0,0,0,6,0,0,6,123,13,4,0,140,0,0,3,139,0,0,139,22,0,0,0
POA6041,28,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,8,0,0,28,0,0,0,28,0,0,31,14,0,0,4,17,0,0,0,17,4,0,22,0,0,0,0,0,0,0,0,0,0,0,0,34,8,0,4,48,0,0,0,48,7,0,54,3,0,0,0,3,0,0,0,3,0,0,7,9,3,0,0,13,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,15,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,15,0,0,0,16,0,0,16,9,0,0,3
POA6042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6043,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,4,0,0,4,0,0,3,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,8,0,0,0,5,0,0,5,0,0,0,0,0,3,0,3,3,0,0,3,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,3,0,0,0,0
POA6044,19,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,3,19,0,0,0,19,0,0,26,4,0,0,0,3,0,0,0,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,17,3,0,3,26,0,0,0,26,4,0,29,7,0,0,0,7,0,0,0,7,0,0,7,10,6,0,0,13,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,0,0,21,0,0,0,21,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,0,0,21,0,0,0,21,0,0,21,0,0,0,0
POA6050,388,19,0,410,5,0,0,0,9,0,0,0,9,0,0,9,4,0,0,0,10,0,0,0,6,0,0,6,13,0,0,0,13,0,0,0,19,0,0,19,344,42,8,7,397,8,0,11,406,19,0,423,119,9,0,0,129,0,0,0,130,6,0,138,0,0,0,0,0,0,0,0,0,0,3,5,462,43,11,7,521,14,0,12,539,28,3,564,69,10,0,0,80,4,0,4,82,3,0,89,167,11,0,0,176,3,0,3,181,0,0,183,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,233,26,0,0,260,8,0,8,270,4,0,277,8,0,3,0,10,0,0,0,10,0,0,10,4,0,0,0,4,3,0,3,3,0,0,3,11,0,3,0,10,3,0,3,15,0,0,15,245,23,5,0,275,11,0,11,280,4,0,290,69,4,0,0
POA6051,246,12,0,254,0,3,0,0,4,0,0,0,8,0,0,8,17,3,0,0,20,0,0,0,23,0,0,23,20,3,0,0,27,0,0,7,32,0,0,32,224,35,0,3,257,14,3,13,273,12,0,287,74,17,0,9,96,8,0,8,100,11,0,114,0,0,0,0,3,0,0,0,3,0,0,5,296,50,0,12,356,16,3,19,380,22,0,399,36,7,0,0,42,0,0,0,41,0,0,41,52,14,0,0,58,3,0,5,60,0,4,71,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,88,17,0,0,104,3,0,3,109,0,4,114,7,0,0,0,5,3,0,3,8,0,0,8,4,0,0,0,4,0,0,0,4,0,0,4,8,0,0,0,8,3,0,3,15,0,0,15,98,13,0,0,114,6,0,3,124,0,4,126,31,3,0,0
POA6052,361,13,0,372,4,0,0,0,4,0,0,0,4,0,0,4,19,0,0,0,19,3,3,6,19,0,0,19,22,0,0,0,22,0,3,6,28,0,0,28,337,27,3,0,373,7,4,16,383,13,0,398,91,9,4,0,101,4,0,4,107,9,0,118,0,0,0,0,0,0,3,3,3,0,0,3,424,42,9,0,473,16,9,22,498,25,0,514,57,3,0,0,63,0,0,3,65,4,0,71,99,9,0,0,106,0,0,0,109,0,0,111,3,0,0,0,4,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,158,13,0,0,175,7,0,6,175,4,0,182,3,0,0,0,3,3,0,3,7,0,0,7,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,3,0,3,7,0,0,7,162,13,0,0,174,4,0,9,183,4,0,186,36,3,0,0
POA6053,467,8,0,480,6,0,0,0,8,0,0,0,8,0,0,8,17,0,0,0,17,0,0,0,20,4,0,20,21,0,0,0,25,0,0,0,25,4,0,31,417,50,3,8,485,12,0,11,495,13,0,504,124,9,4,0,137,9,0,9,145,15,0,161,0,0,0,0,3,0,0,0,3,0,0,3,543,65,9,7,623,22,0,24,642,30,0,673,69,18,3,0,86,5,0,4,92,3,0,99,121,14,0,0,137,4,0,4,138,6,0,145,3,0,3,0,6,0,0,0,6,0,0,6,0,0,0,0,3,0,0,0,3,0,0,3,195,25,3,0,234,10,0,14,242,8,0,252,3,0,0,0,3,0,0,0,8,0,0,8,3,0,0,0,3,0,0,0,3,0,0,3,5,0,0,0,5,0,0,0,7,0,0,7,198,25,3,0,234,12,0,15,248,8,0,262,42,8,0,0
POA6054,522,22,0,545,10,3,0,0,10,0,0,0,10,0,0,13,14,0,0,0,14,0,0,0,16,0,0,19,25,3,0,0,30,0,0,3,29,3,0,39,469,48,14,3,536,13,3,19,560,24,0,578,172,24,12,7,213,11,0,13,223,34,3,263,0,0,0,0,0,0,0,0,0,0,0,0,640,80,23,13,753,27,6,32,784,62,0,844,89,9,0,0,96,0,0,0,98,11,0,108,137,22,0,0,163,3,0,5,172,9,0,178,9,0,0,0,9,0,0,0,9,0,0,9,0,0,0,0,7,0,0,0,7,0,0,7,233,35,3,0,270,4,0,6,279,21,0,297,7,0,0,0,7,0,0,0,4,0,0,9,7,0,0,0,13,0,0,3,12,0,0,11,16,0,0,0,16,4,0,3,22,0,0,21,249,35,5,0,287,9,3,11,298,18,0,317,53,13,3,3
POA6055,656,18,5,682,5,0,0,0,4,0,0,0,4,0,0,4,21,3,3,0,23,0,0,0,24,0,0,24,24,3,3,0,29,0,0,0,29,0,0,29,597,56,18,5,677,7,3,16,685,18,5,714,213,26,5,9,251,5,0,5,258,21,0,280,0,0,0,3,3,0,0,0,3,0,8,13,809,82,25,15,929,13,3,22,945,41,15,999,122,11,0,0,139,3,0,3,140,4,0,150,176,21,3,3,206,3,0,3,211,9,0,219,3,0,3,0,14,0,0,0,14,0,0,14,3,0,0,0,3,0,0,0,3,0,0,3,303,34,9,3,357,6,3,9,366,15,0,386,6,0,0,0,9,0,0,0,9,0,0,9,11,0,0,0,11,0,0,0,13,0,0,13,16,0,0,0,17,0,0,0,23,0,0,23,326,40,9,3,376,6,3,12,391,15,0,403,81,5,3,9
POA6056,865,46,0,912,14,0,0,3,17,3,0,3,17,3,0,21,25,0,4,0,35,3,3,10,41,0,0,40,40,0,4,3,48,8,3,10,55,8,0,63,744,87,17,17,862,46,14,56,920,52,0,973,365,52,18,10,448,22,3,24,476,47,0,522,0,0,0,0,0,0,0,0,0,0,9,6,1109,137,34,28,1313,64,16,80,1397,104,9,1502,169,15,3,0,184,5,0,6,194,10,0,206,290,29,9,0,323,4,3,11,332,11,0,347,3,3,0,0,6,0,0,0,6,0,0,6,3,0,0,6,8,0,0,0,8,0,0,8,461,44,7,6,523,13,3,13,538,29,0,570,13,0,0,0,13,4,0,4,13,0,0,13,15,0,3,0,15,0,0,0,21,0,0,16,20,3,3,0,26,3,0,3,34,0,0,37,483,47,13,5,550,15,3,21,578,30,0,604,142,16,9,9
POA6057,449,20,0,474,5,0,0,0,5,0,3,5,10,0,0,10,27,3,0,0,25,5,0,5,33,0,0,30,24,3,0,0,28,5,3,6,38,0,0,44,413,50,12,0,470,16,3,17,488,21,0,509,192,14,4,0,208,14,0,14,226,18,0,240,0,0,0,0,0,0,0,0,0,0,0,0,607,66,15,3,685,26,3,34,713,41,4,753,81,14,0,0,100,5,0,5,100,10,0,111,159,22,4,0,188,5,0,5,192,8,0,192,9,0,0,0,8,0,0,0,8,0,0,8,3,0,0,0,3,0,0,0,3,0,0,3,253,35,7,0,294,10,0,10,303,14,0,312,9,0,0,0,4,3,0,3,12,0,0,12,7,0,0,0,7,3,0,3,9,0,0,9,11,0,0,0,12,3,0,3,16,0,0,16,261,37,7,0,307,11,0,11,321,14,0,332,92,7,5,0
POA6058,306,7,0,308,8,0,0,0,8,0,0,4,12,0,0,12,16,0,0,0,21,3,0,3,24,3,0,26,29,0,0,0,30,3,0,3,32,3,0,31,283,28,3,0,319,11,4,15,333,10,0,342,137,30,3,4,173,7,0,7,180,14,0,200,0,0,0,0,0,3,0,3,3,0,0,3,419,59,10,7,493,26,4,25,518,19,0,539,58,6,0,0,66,8,0,8,68,3,0,74,65,13,3,0,84,3,0,3,81,4,0,83,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,128,14,3,4,150,8,0,8,159,9,0,162,4,0,0,0,4,0,0,0,4,0,0,4,6,0,0,0,8,0,0,0,8,0,0,10,8,0,0,0,13,0,0,0,13,0,0,8,137,14,3,4,161,8,0,8,164,6,0,173,48,3,0,7
POA6059,618,14,0,630,13,0,0,0,16,3,0,3,20,3,0,23,36,0,0,0,38,3,0,3,36,3,0,39,51,0,0,0,48,8,0,8,61,4,0,65,573,56,14,4,648,26,0,24,673,21,0,695,180,33,7,4,229,11,0,14,235,28,0,269,3,0,0,0,3,0,0,0,3,0,4,6,758,88,19,11,875,35,3,36,914,55,10,974,112,27,0,0,135,8,0,8,143,3,0,150,213,17,6,10,243,5,0,5,247,7,0,254,4,0,0,0,8,0,0,0,8,0,0,8,0,0,0,3,4,0,0,0,4,3,0,9,329,39,6,10,388,10,0,10,405,17,0,419,3,0,0,0,4,3,0,3,6,0,0,6,16,3,0,0,16,0,0,0,16,0,0,16,14,3,3,0,17,3,0,3,21,0,0,21,346,40,13,10,413,17,0,13,422,17,0,438,90,28,0,0
POA6060,468,16,0,485,6,3,0,0,10,0,0,0,10,0,0,10,20,3,0,0,19,4,3,6,30,0,0,29,22,4,0,0,29,4,3,6,37,0,0,35,409,65,3,8,480,22,6,21,505,18,0,527,161,23,0,0,183,6,0,8,193,25,0,215,0,0,0,0,0,0,0,0,0,0,0,0,570,93,3,6,671,25,3,27,698,36,0,735,60,10,0,0,68,3,0,4,76,3,0,80,117,16,0,0,135,3,0,7,143,3,0,142,7,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,3,0,0,0,3,0,0,3,181,30,0,3,211,12,3,9,222,7,0,229,3,3,0,0,3,0,0,0,3,0,0,3,4,0,0,0,11,0,3,3,7,0,0,7,11,5,0,0,15,0,3,3,14,0,0,14,187,30,0,3,222,12,6,12,238,7,0,245,56,0,0,0
POA6061,615,40,3,659,27,3,0,4,37,6,0,7,43,3,0,49,33,6,0,3,43,12,0,9,57,7,0,65,63,9,3,6,79,13,0,20,97,11,0,114,508,115,10,19,653,50,14,58,712,52,3,770,279,108,9,24,420,51,13,64,490,193,4,685,0,4,0,3,3,0,0,0,3,4,15,27,794,222,18,41,1080,102,25,127,1206,246,25,1481,94,20,0,0,115,8,0,7,124,9,0,137,104,36,3,3,140,5,0,11,148,19,0,167,0,0,0,0,3,3,0,3,6,3,0,9,0,0,0,0,3,0,0,0,3,0,0,4,201,57,4,0,260,17,3,18,280,26,0,310,12,0,0,0,16,7,0,7,21,0,0,23,12,3,0,0,17,6,0,6,26,3,0,31,26,3,0,0,33,14,0,14,48,9,0,50,230,56,7,4,298,27,3,31,326,34,0,361,117,40,3,9
POA6062,803,41,3,838,9,0,0,0,13,9,0,9,20,4,0,25,30,3,0,3,34,6,0,6,45,0,0,45,44,5,0,3,47,17,0,17,65,4,0,70,694,104,5,12,810,44,4,48,864,46,3,910,261,52,6,11,337,16,7,27,361,44,0,404,3,0,0,0,4,0,0,0,4,0,3,7,956,155,9,23,1149,65,11,75,1222,89,8,1315,138,21,0,0,158,7,3,13,168,5,0,177,219,28,3,3,251,8,0,9,260,10,3,277,3,0,0,0,11,0,0,0,7,0,0,7,3,0,0,0,6,0,0,0,6,0,0,4,366,56,3,7,425,19,3,18,446,22,3,471,7,0,0,0,5,3,0,3,9,0,0,11,17,3,0,3,23,3,0,3,24,0,0,21,23,3,0,3,29,3,0,3,34,3,0,32,386,59,3,8,456,20,3,29,481,20,3,505,124,20,0,6
POA6063,399,26,0,424,12,5,0,0,16,3,0,3,20,0,0,19,21,3,0,0,25,0,0,0,26,0,0,30,34,3,0,0,40,9,0,9,48,3,0,46,366,47,4,3,419,24,8,26,446,34,0,478,176,41,3,6,225,26,0,28,252,55,0,310,0,0,0,0,0,0,0,0,0,0,10,11,538,85,13,14,644,48,6,58,704,83,10,802,72,8,3,0,86,0,0,4,89,7,0,93,133,15,0,0,145,3,0,9,152,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,9,0,0,0,9,0,0,4,209,22,4,4,236,6,0,10,248,12,0,257,4,0,0,0,6,0,0,0,8,0,0,8,9,3,0,0,13,0,0,0,13,0,0,18,20,3,0,3,24,0,0,0,26,0,0,25,226,31,4,4,257,10,0,14,268,18,0,287,99,21,0,7
POA6064,726,57,0,787,27,4,0,0,31,3,5,3,39,8,0,42,49,17,0,0,65,6,3,8,70,3,0,73,74,19,0,0,95,8,4,14,110,8,0,116,622,127,16,19,786,43,12,48,838,71,0,906,322,84,9,18,433,37,9,49,482,153,3,638,0,0,0,4,3,0,0,0,3,0,9,13,953,211,24,36,1224,79,21,99,1330,218,12,1565,122,13,3,0,137,3,0,4,143,18,0,156,196,39,3,6,245,7,0,6,249,26,0,273,3,0,3,0,5,0,0,0,5,0,0,8,4,0,0,12,13,0,0,0,13,0,0,13,323,55,9,19,396,8,0,11,408,37,0,456,5,3,0,0,9,0,0,0,14,0,0,13,8,5,0,0,19,0,0,3,21,0,0,22,18,7,0,5,29,5,0,6,41,3,0,38,337,60,6,21,433,11,3,20,448,46,0,495,175,43,4,6
POA6065,2615,58,0,2676,27,4,0,0,31,9,4,13,39,3,0,45,91,6,0,0,99,9,0,11,114,10,0,123,116,14,0,0,131,24,3,28,155,9,0,163,2356,260,38,35,2690,72,6,80,2771,70,0,2845,797,101,24,21,944,45,0,49,992,79,3,1070,0,0,0,3,4,0,0,0,4,0,8,12,3150,366,57,61,3641,123,7,129,3769,150,11,3926,429,51,3,6,495,15,6,13,507,26,0,535,733,84,12,8,831,24,0,24,856,14,0,867,27,0,8,0,38,0,0,0,38,0,0,38,7,3,0,8,12,0,0,0,12,0,0,12,1191,141,25,22,1375,36,6,37,1413,38,0,1450,28,0,0,0,28,4,0,3,32,3,0,29,50,4,0,0,53,5,0,9,57,0,0,57,75,4,0,0,80,6,0,11,86,3,0,88,1264,140,22,22,1451,41,3,46,1501,41,0,1539,317,36,8,9
POA6066,491,12,0,503,12,3,0,0,10,0,0,0,14,0,0,14,14,7,0,0,20,0,0,0,20,0,0,21,24,11,0,0,33,0,0,4,42,0,0,43,402,79,5,10,501,24,0,26,527,11,0,543,190,36,9,12,234,15,0,19,256,53,3,311,0,0,0,0,0,0,0,0,0,0,0,4,592,112,14,24,736,39,5,42,783,65,3,856,71,11,0,0,89,9,3,10,97,8,0,106,159,33,3,0,197,5,0,5,203,8,0,217,9,0,3,0,13,0,0,0,13,0,0,12,5,0,0,0,4,0,0,0,7,0,0,6,248,51,7,0,305,10,3,13,322,23,0,343,8,0,0,0,8,3,0,4,13,0,0,13,15,5,0,0,17,0,0,0,17,0,0,18,15,5,0,0,24,3,0,4,27,0,0,30,269,54,7,0,328,20,5,21,352,20,3,375,111,19,3,3
POA6067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6069,1545,51,6,1597,29,0,0,0,28,8,0,8,40,4,0,43,78,3,3,0,87,6,0,6,90,4,0,93,105,4,3,0,115,16,0,16,129,7,0,131,1419,156,39,16,1624,42,3,47,1669,53,6,1730,582,58,14,14,665,31,5,34,703,51,0,752,0,0,0,3,3,0,0,0,6,0,0,9,2002,213,53,32,2292,74,5,79,2375,105,6,2482,341,35,5,0,384,3,4,5,390,13,0,400,406,48,3,4,464,13,0,15,482,11,0,486,14,0,3,0,14,0,0,0,14,0,0,14,3,0,0,0,7,0,0,0,7,3,0,6,768,85,14,5,868,22,3,20,893,19,0,915,15,0,0,0,15,6,0,6,21,0,0,18,39,3,3,0,45,0,0,0,46,0,0,51,52,3,3,0,61,5,0,5,65,4,0,70,817,87,18,5,930,21,3,24,954,27,0,984,206,19,9,11
