POA_CODE_2016,C15_17F_EO_M_O_E_T,C15_17F_EO_M_LPENS,C15_17F_EO_M_T,C15_17F_O_EVWW_M_EO,C15_17F_O_EVWW_M_O_EVWW,C15_17F_O_EVWW_M_O_ENWNA,C15_17F_O_EVWW_M_O_PENS,C15_17F_O_EVWW_M_O_E_T,C15_17F_O_EVWW_M_LPENS,C15_17F_O_EVWW_M_T,C15_17F_O_ENWNA_M_EO,C15_17F_O_ENWNA_M_O_EVWW,C15_17F_O_ENWNA_M_O_ENWNA,C15_17F_O_ENWNA_M_O_PENS,C15_17F_O_ENWNA_M_O_E_T,C15_17F_O_ENWNA_M_LPENS,C15_17F_O_ENWNA_M_T,C15_17F_O_PENS_M_EO,C15_17F_O_PENS_M_O_EVWW,C15_17F_O_PENS_M_O_ENWNA,C15_17F_O_PENS_M_O_PENS,C15_17F_O_PENS_M_O_E_T,C15_17F_O_PENS_M_LPENS,C15_17F_O_PENS_M_T,C15_17F_O_E_T_M_EO,C15_17F_O_E_T_M_O_EVWW,C15_17F_O_E_T_M_O_ENWNA,C15_17F_O_E_T_M_O_PENS,C15_17F_O_E_T_M_O_E_T,C15_17F_O_E_T_M_LPENS,C15_17F_O_E_T_M_T,C15_17F_LPENS_M_EO,C15_17F_LPENS_M_O_EVWW,C15_17F_LPENS_M_O_ENWNA,C15_17F_LPENS_M_O_PENS,C15_17F_LPENS_M_O_E_T,C15_17F_LPENS_M_LPENS,C15_17F_LPENS_M_T,C15_17F_T_M_EO,C15_17F_T_M_O_EVWW,C15_17F_T_M_O_ENWNA,C15_17F_T_M_O_PENS,C15_17F_T_M_O_E_T,C15_17F_T_M_LPENS,C15_17F_T_M_T,C18_20F_EO_M_EO,C18_20F_EO_M_O_EVWW,C18_20F_EO_M_O_ENWNA,C18_20F_EO_M_O_PENS,C18_20F_EO_M_O_E_T,C18_20F_EO_M_LPENS,C18_20F_EO_M_T,C18_20F_O_EVWW_M_EO,C18_20F_O_EVWW_M_O_EVWW,C18_20F_O_EVWW_M_O_ENWNA,C18_20F_O_EVWW_M_O_PENS,C18_20F_O_EVWW_M_O_E_T,C18_20F_O_EVWW_M_LPENS,C18_20F_O_EVWW_M_T,C18_20F_O_ENWNA_M_EO,C18_20F_O_ENWNA_M_O_EVWW,C18_20F_O_ENWNA_M_O_ENWNA,C18_20F_O_ENWNA_M_O_PENS,C18_20F_O_ENWNA_M_O_E_T,C18_20F_O_ENWNA_M_LPENS,C18_20F_O_ENWNA_M_T,C18_20F_O_PENS_M_EO,C18_20F_O_PENS_M_O_EVWW,C18_20F_O_PENS_M_O_ENWNA,C18_20F_O_PENS_M_O_PENS,C18_20F_O_PENS_M_O_E_T,C18_20F_O_PENS_M_LPENS,C18_20F_O_PENS_M_T,C18_20F_O_E_T_M_EO,C18_20F_O_E_T_M_O_EVWW,C18_20F_O_E_T_M_O_ENWNA,C18_20F_O_E_T_M_O_PENS,C18_20F_O_E_T_M_O_E_T,C18_20F_O_E_T_M_LPENS,C18_20F_O_E_T_M_T,C18_20F_LPENS_M_EO,C18_20F_LPENS_M_O_EVWW,C18_20F_LPENS_M_O_ENWNA,C18_20F_LPENS_M_O_PENS,C18_20F_LPENS_M_O_E_T,C18_20F_LPENS_M_LPENS,C18_20F_LPENS_M_T,C18_20F_T_M_EO,C18_20F_T_M_O_EVWW,C18_20F_T_M_O_ENWNA,C18_20F_T_M_O_PENS,C18_20F_T_M_O_E_T,C18_20F_T_M_LPENS,C18_20F_T_M_T,C21_24F_EO_M_EO,C21_24F_EO_M_O_EVWW,C21_24F_EO_M_O_ENWNA,C21_24F_EO_M_O_PENS,C21_24F_EO_M_O_E_T,C21_24F_EO_M_LPENS,C21_24F_EO_M_T,C21_24F_O_EVWW_M_EO,C21_24F_O_EVWW_M_O_EVWW,C21_24F_O_EVWW_M_O_ENWNA,C21_24F_O_EVWW_M_O_PENS,C21_24F_O_EVWW_M_O_E_T,C21_24F_O_EVWW_M_LPENS,C21_24F_O_EVWW_M_T,C21_24F_O_ENWNA_M_EO,C21_24F_O_ENWNA_M_O_EVWW,C21_24F_O_ENWNA_M_O_ENWNA,C21_24F_O_ENWNA_M_O_PENS,C21_24F_O_ENWNA_M_O_E_T,C21_24F_O_ENWNA_M_LPENS,C21_24F_O_ENWNA_M_T,C21_24F_O_PENS_M_EO,C21_24F_O_PENS_M_O_EVWW,C21_24F_O_PENS_M_O_ENWNA,C21_24F_O_PENS_M_O_PENS,C21_24F_O_PENS_M_O_E_T,C21_24F_O_PENS_M_LPENS,C21_24F_O_PENS_M_T,C21_24F_O_E_T_M_EO,C21_24F_O_E_T_M_O_EVWW,C21_24F_O_E_T_M_O_ENWNA,C21_24F_O_E_T_M_O_PENS,C21_24F_O_E_T_M_O_E_T,C21_24F_O_E_T_M_LPENS,C21_24F_O_E_T_M_T,C21_24F_LPENS_M_EO,C21_24F_LPENS_M_O_EVWW,C21_24F_LPENS_M_O_ENWNA,C21_24F_LPENS_M_O_PENS,C21_24F_LPENS_M_O_E_T,C21_24F_LPENS_M_LPENS,C21_24F_LPENS_M_T,C21_24F_T_M_EO,C21_24F_T_M_O_EVWW,C21_24F_T_M_O_ENWNA,C21_24F_T_M_O_PENS,C21_24F_T_M_O_E_T,C21_24F_T_M_LPENS,C21_24F_T_M_T,TCF_EO_M_EO,TCF_EO_M_O_EVWW,TCF_EO_M_O_ENWNA,TCF_EO_M_O_PENS,TCF_EO_M_O_E_T,TCF_EO_M_LPENS,TCF_EO_M_T,TCF_O_EVWW_M_EO,TCF_O_EVWW_M_O_EVWW,TCF_O_EVWW_M_O_ENWNA,TCF_O_EVWW_M_O_PENS,TCF_O_EVWW_M_O_E_T,TCF_O_EVWW_M_LPENS,TCF_O_EVWW_M_T,TCF_O_ENWNA_M_EO,TCF_O_ENWNA_M_O_EVWW,TCF_O_ENWNA_M_O_ENWNA,TCF_O_ENWNA_M_O_PENS,TCF_O_ENWNA_M_O_E_T,TCF_O_ENWNA_M_LPENS,TCF_O_ENWNA_M_T,TCF_O_PENS_M_EO,TCF_O_PENS_M_O_EVWW,TCF_O_PENS_M_O_ENWNA,TCF_O_PENS_M_O_PENS,TCF_O_PENS_M_O_E_T,TCF_O_PENS_M_LPENS,TCF_O_PENS_M_T,TCF_O_E_T_M_EO,TCF_O_E_T_M_O_EVWW,TCF_O_E_T_M_O_ENWNA,TCF_O_E_T_M_O_PENS,TCF_O_E_T_M_O_E_T,TCF_O_E_T_M_LPENS,TCF_O_E_T_M_T,TCF_LPENS_M_EO,TCF_LPENS_M_O_EVWW,TCF_LPENS_M_O_ENWNA,TCF_LPENS_M_O_PENS,TCF_LPENS_M_O_E_T,TCF_LPENS_M_LPENS,TCF_LPENS_M_T,TCF_T_M_EO,TCF_T_M_O_EVWW,TCF_T_M_O_ENWNA,TCF_T_M_O_PENS,TCF_T_M_O_E_T,TCF_T_M_LPENS,TCF_T_M_T
POA6041,0,0,22,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,22,3,0,0,3,0,26,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,4,0,0,4,0,188,3,4,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,0,10,0,0,0,0,0,0,0,189,7,0,0,7,0,196
POA6042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6043,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,22
POA6044,0,0,17,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,17,3,0,0,3,0,18,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,107,0,7,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,10,0,0,0,0,0,0,0,108,7,0,0,5,0,116
POA6050,10,0,263,17,37,0,0,37,0,60,0,4,0,0,4,0,4,0,0,0,0,0,0,0,17,44,3,0,48,0,62,0,0,0,0,0,0,0,275,54,3,0,55,0,333,158,9,0,0,9,0,170,12,20,0,0,20,0,32,0,7,0,0,7,0,7,0,0,0,0,0,0,0,12,30,0,0,30,0,38,0,0,0,0,0,0,0,177,34,0,0,34,0,206,83,3,0,0,3,0,84,6,9,0,0,9,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,0,0,15,0,18,0,0,0,0,0,0,0,90,16,0,0,16,0,110,1801,73,3,0,74,4,1877,130,293,8,0,301,0,434,0,24,0,0,27,0,27,0,0,0,0,0,0,0,130,317,7,0,331,0,457,3,0,0,0,0,0,8,1929,390,11,0,404,4,2337
POA6051,7,0,60,7,26,0,0,25,0,37,0,3,0,0,6,0,8,0,0,0,0,0,0,0,12,26,3,0,33,0,36,0,0,0,0,0,0,0,64,32,3,0,37,0,95,32,3,0,0,3,0,31,3,14,0,0,9,0,18,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,17,3,0,17,0,20,0,0,0,0,0,0,0,38,15,3,0,17,0,52,19,0,0,0,0,0,18,0,4,0,0,4,0,4,0,5,0,0,3,0,3,0,0,0,0,0,0,0,0,10,0,0,9,0,9,0,0,0,0,0,0,0,19,8,0,0,14,0,30,718,42,0,0,42,3,761,83,447,23,0,469,0,553,0,49,14,3,69,0,74,0,3,0,0,10,0,9,83,508,36,6,545,0,632,0,4,0,0,4,3,4,798,549,36,6,592,4,1398
POA6052,7,0,156,9,30,0,0,25,0,32,0,7,3,0,12,0,12,0,0,0,0,0,0,0,9,31,8,0,35,0,43,3,0,0,0,0,0,3,159,37,8,0,48,0,199,87,3,0,0,3,0,91,8,22,3,0,25,0,27,0,6,3,0,7,0,7,0,0,0,0,0,0,0,8,25,9,0,27,0,39,0,0,0,0,0,0,0,94,26,9,0,36,0,124,44,0,0,0,0,0,44,6,3,3,0,7,0,10,0,3,0,0,3,0,3,0,0,0,0,0,0,0,6,5,3,0,8,0,11,0,0,0,0,0,0,0,49,9,3,0,10,0,56,1353,70,0,0,70,0,1426,120,253,12,3,264,0,385,0,38,23,0,62,0,62,0,0,0,0,0,0,0,125,289,35,3,327,0,450,3,0,0,0,0,3,7,1482,362,35,3,401,3,1883
POA6053,4,0,191,19,29,3,0,34,0,48,0,4,5,0,8,0,8,0,0,0,0,0,0,0,19,37,4,0,42,0,56,0,0,0,0,0,0,0,207,41,4,0,45,0,249,95,3,0,0,3,0,96,9,18,0,0,16,0,24,0,3,0,0,9,0,8,0,0,0,0,0,0,0,5,19,3,0,21,0,34,0,0,0,0,0,0,0,98,24,3,0,25,0,128,45,0,0,0,0,0,45,7,3,0,0,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,10,0,10,0,0,0,0,0,0,0,49,8,0,0,10,0,53,1742,71,5,0,76,0,1818,148,322,14,4,338,0,489,3,40,20,0,54,0,55,0,0,0,3,3,0,3,156,360,30,3,396,0,549,7,0,0,0,0,0,7,1900,428,34,3,468,0,2373
POA6054,10,0,287,20,50,0,0,56,0,72,0,13,8,0,20,0,22,0,0,0,0,0,0,0,21,62,9,0,68,0,91,0,0,0,0,0,0,0,294,69,13,0,80,0,377,104,3,0,0,3,0,105,7,31,0,0,32,0,41,0,7,4,0,9,0,9,0,0,0,0,0,0,0,7,36,6,0,43,0,55,0,0,0,0,0,0,0,109,43,6,0,50,0,158,46,0,0,0,0,0,48,5,9,0,0,8,0,17,0,7,3,0,7,0,7,0,0,0,0,0,0,0,5,12,5,0,16,0,22,0,0,0,0,0,0,0,53,14,5,0,21,0,72,2217,92,0,0,92,3,2313,163,475,19,4,499,0,667,0,74,61,3,137,0,142,3,0,0,0,0,0,7,170,555,81,3,643,6,817,8,0,0,0,0,6,18,2396,647,82,3,735,12,3141
POA6055,16,0,263,14,81,0,0,83,0,96,3,9,9,0,17,0,16,0,0,0,0,0,0,0,16,91,11,0,101,0,117,0,0,0,0,0,0,0,267,107,11,0,117,0,381,93,5,0,0,5,0,99,8,42,0,0,42,0,52,0,12,0,0,13,0,13,0,0,0,0,0,0,0,8,54,0,0,57,0,66,0,0,0,0,0,0,0,102,56,0,0,59,0,159,43,0,0,0,0,0,40,3,27,0,0,27,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,28,0,0,25,0,32,0,0,0,0,0,0,0,45,28,0,0,29,0,74,2289,107,0,0,107,0,2395,158,1103,28,0,1128,3,1290,6,93,39,0,128,0,132,0,3,0,5,14,0,14,164,1197,67,5,1272,3,1441,10,0,0,0,0,13,18,2455,1297,67,5,1377,18,3850
POA6056,19,0,641,25,74,0,3,80,0,103,0,9,9,0,14,0,15,0,3,0,0,4,0,4,26,86,9,3,99,0,121,0,0,0,0,0,0,0,641,105,9,5,115,0,762,177,7,0,0,7,0,187,10,41,0,0,41,0,49,0,6,3,0,7,0,7,0,0,0,0,0,0,0,9,46,3,0,46,0,55,0,0,0,0,0,0,0,186,52,3,0,60,0,244,73,3,0,0,3,0,77,6,16,0,0,16,0,21,0,4,0,0,4,0,8,0,0,0,0,0,0,0,8,24,0,0,26,0,29,0,0,0,0,0,0,0,80,25,0,0,22,0,107,4286,129,4,3,139,0,4429,253,732,22,7,761,0,1015,7,70,44,0,112,0,123,0,4,0,9,12,0,15,258,809,66,10,889,0,1149,0,0,0,0,0,9,13,4549,942,69,16,1028,13,5591
POA6057,6,0,326,12,24,0,0,24,0,34,0,3,0,0,9,0,9,0,0,0,0,0,0,0,12,30,0,0,29,0,41,0,0,0,0,0,0,0,328,31,0,0,36,0,367,74,6,0,0,6,0,79,6,4,0,0,4,0,12,0,0,5,0,3,0,3,0,0,0,0,0,0,0,6,6,5,0,9,0,17,0,0,0,0,0,0,0,80,10,5,0,13,0,93,31,0,0,0,0,0,30,0,6,0,0,6,0,11,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,6,0,0,11,0,11,0,0,0,0,0,0,0,32,8,0,0,8,0,40,2313,51,4,0,53,0,2372,125,253,12,0,262,0,388,6,17,16,0,31,0,34,0,3,0,0,3,0,3,130,275,20,0,293,0,431,5,0,0,0,0,3,3,2448,319,32,0,353,8,2809
POA6058,6,0,201,8,36,0,0,36,0,40,0,3,7,0,11,0,11,0,0,0,0,0,0,0,8,36,7,0,43,0,52,0,0,0,0,0,0,0,201,47,7,0,46,0,250,34,0,0,0,0,0,35,3,18,0,0,22,0,26,0,5,3,0,5,0,5,0,0,0,0,0,0,0,3,23,6,0,25,0,28,0,0,0,0,0,0,0,41,20,6,0,30,0,69,20,0,0,0,0,0,20,3,9,0,0,9,0,9,0,0,3,0,4,0,4,0,0,0,0,0,0,0,3,7,3,0,9,0,17,0,0,0,0,0,0,0,24,7,3,0,9,0,36,1377,38,0,0,37,3,1419,97,304,7,3,316,0,404,4,43,30,0,72,0,77,0,0,0,8,8,0,8,97,348,38,10,390,0,489,0,0,0,0,0,0,0,1475,384,38,9,431,3,1915
POA6059,20,0,334,19,129,10,0,145,0,159,4,23,26,0,49,0,54,0,0,0,0,0,0,0,23,151,41,0,192,0,218,0,0,0,0,0,0,0,337,169,40,0,207,0,549,169,6,0,0,6,0,178,21,111,6,0,122,0,138,0,19,16,0,43,0,43,0,3,0,0,3,0,6,19,135,27,3,162,0,184,0,0,0,0,0,0,0,187,143,27,3,171,0,365,79,6,0,0,6,0,79,9,62,3,0,67,0,71,0,6,12,0,17,0,17,0,0,0,0,0,0,0,9,70,9,0,85,0,89,0,0,0,0,0,0,0,80,79,9,0,88,0,170,2119,137,3,0,140,7,2261,263,1097,49,7,1151,0,1419,12,158,135,5,297,0,304,3,12,0,4,18,0,28,279,1268,187,16,1465,0,1746,5,0,0,0,0,4,11,2404,1410,186,16,1605,14,4018
POA6060,5,0,151,12,52,9,0,65,0,77,0,11,3,0,16,0,14,0,0,0,0,0,0,0,15,65,14,0,74,0,88,0,0,0,0,0,0,0,156,74,14,0,87,0,246,65,6,0,0,6,0,71,3,48,3,0,56,0,55,0,6,8,0,13,0,13,0,0,0,0,0,0,0,3,63,12,0,67,0,72,0,0,0,0,0,0,0,71,67,12,0,77,0,142,31,7,0,0,7,0,37,4,14,0,0,17,0,23,0,7,4,0,12,0,12,0,0,0,0,0,0,0,4,22,9,0,32,0,33,0,0,0,0,0,0,0,34,27,9,0,40,0,70,1410,134,0,0,134,0,1543,196,913,57,3,969,0,1168,5,83,46,0,136,0,135,0,10,0,0,10,0,10,200,1007,106,3,1114,0,1308,0,0,0,0,0,0,0,1613,1134,106,3,1243,4,2856
POA6061,4,0,146,18,216,27,0,240,0,254,3,62,123,0,181,0,184,0,4,0,3,7,0,7,21,281,143,3,427,0,446,0,0,0,0,0,0,0,163,280,143,3,431,0,594,48,3,0,0,3,0,50,9,124,22,3,144,0,151,0,46,48,0,92,0,92,0,0,0,0,0,0,0,9,172,65,3,240,0,252,0,0,0,0,0,0,0,56,175,65,3,242,0,296,30,0,0,0,0,0,33,3,62,10,0,70,0,76,0,27,28,0,54,0,54,0,0,0,0,0,0,0,3,94,33,0,126,0,130,0,0,0,0,0,0,0,31,92,33,0,128,0,163,1312,97,0,0,100,3,1413,194,2574,206,24,2797,3,2998,14,667,732,3,1397,0,1410,0,35,16,21,72,0,75,209,3275,945,47,4272,3,4482,5,3,0,0,3,19,28,1523,3378,945,54,4371,30,5926
POA6062,17,0,319,33,185,13,3,204,0,231,0,29,55,0,88,0,88,0,3,0,0,6,0,6,33,220,74,4,294,0,322,0,0,0,0,0,0,0,328,237,74,4,317,0,640,150,4,0,0,3,0,158,21,98,8,0,108,0,124,0,24,40,0,58,0,60,0,0,0,0,0,0,0,21,125,45,0,168,0,189,0,0,0,0,0,0,0,171,124,46,0,176,0,344,56,5,0,0,5,0,63,17,62,7,0,68,0,82,0,20,19,0,40,0,38,0,0,0,0,0,0,0,17,77,26,0,109,0,124,0,0,0,0,0,0,0,73,79,26,0,108,0,181,2387,176,7,0,182,0,2571,326,1526,104,3,1637,0,1964,12,231,254,0,488,0,501,0,12,0,6,25,0,21,338,1772,362,12,2149,0,2488,12,3,5,0,4,8,16,2733,1948,370,12,2333,8,5069
POA6063,5,0,166,11,108,3,0,110,0,120,0,33,24,0,57,0,58,0,3,0,0,3,0,4,14,143,28,0,172,0,180,0,0,0,0,0,0,0,177,146,28,0,172,0,348,57,0,0,0,0,0,57,8,71,5,0,76,0,80,0,19,15,0,41,0,41,0,3,0,0,3,0,3,8,96,23,0,118,0,124,0,0,0,0,0,0,0,65,96,23,0,118,0,182,24,6,0,0,6,0,24,3,19,0,0,20,0,25,0,10,16,0,29,0,29,0,0,0,0,0,0,0,3,31,18,0,49,0,53,0,0,0,0,0,0,0,23,30,18,0,53,0,72,1314,54,0,3,60,0,1370,100,949,59,3,1016,0,1113,6,216,192,0,410,0,417,0,13,0,0,19,0,19,109,1183,256,4,1443,0,1552,0,7,0,0,10,0,7,1422,1241,255,14,1514,0,2940
POA6064,17,0,329,14,224,36,0,260,0,274,0,63,106,0,170,0,170,0,0,0,0,3,0,3,14,284,149,4,437,0,448,0,0,0,0,0,0,0,335,296,149,4,451,0,781,117,3,0,0,3,0,120,11,102,16,0,116,0,122,0,34,67,0,98,0,98,0,0,3,0,3,0,3,11,132,81,0,211,0,224,0,0,0,0,0,0,0,130,136,81,0,216,0,344,50,3,0,0,3,0,56,5,61,6,0,73,0,75,0,26,33,0,56,0,56,0,0,0,0,0,0,0,5,90,40,0,132,0,137,0,0,0,0,0,0,0,51,93,40,0,136,0,188,2325,122,0,3,122,7,2456,223,1664,200,28,1892,0,2118,10,503,754,0,1258,4,1267,0,4,13,3,16,0,22,232,2172,963,31,3168,8,3402,0,0,0,0,0,8,8,2555,2294,963,37,3288,21,5866
POA6065,36,0,1067,56,408,14,0,425,0,480,3,36,37,0,77,0,78,0,4,0,0,6,0,6,56,444,55,3,506,0,561,0,0,0,0,0,0,0,1089,482,55,3,542,0,1627,391,13,0,0,13,0,401,25,209,16,4,229,0,256,0,15,25,0,40,0,40,0,0,0,0,0,0,0,25,226,38,5,268,0,297,0,0,0,0,0,0,0,418,239,38,5,284,0,701,150,7,0,0,7,0,162,3,126,11,0,135,0,141,0,17,16,0,29,0,29,0,0,0,0,0,0,0,3,145,22,0,164,0,174,0,0,0,0,0,0,0,158,149,22,0,173,0,333,9120,341,3,6,351,4,9476,540,3265,137,18,3416,0,3957,21,293,184,0,473,0,494,0,18,0,12,27,0,34,565,3579,324,27,3920,0,4487,4,0,0,0,3,13,21,9689,3923,326,31,4280,14,13985
POA6066,14,0,341,20,144,13,0,150,0,170,0,28,32,3,64,0,64,0,0,0,0,0,0,0,20,165,44,3,217,0,232,0,0,0,0,0,0,0,346,182,44,3,228,0,571,139,6,0,0,6,0,147,6,107,10,0,114,0,125,0,21,27,0,41,0,41,0,0,0,0,0,0,0,12,123,36,0,163,0,167,0,0,0,0,0,0,0,149,130,36,0,171,0,317,84,3,0,0,3,0,80,0,46,3,0,50,0,48,0,6,15,0,24,0,24,0,0,0,0,0,0,0,0,54,15,0,70,0,74,0,0,0,0,0,0,0,84,57,15,0,74,0,160,1969,90,4,0,99,6,2076,147,873,100,0,978,0,1124,3,228,227,5,463,0,467,4,3,9,0,8,0,10,157,1101,336,7,1445,0,1603,3,7,0,3,5,0,11,2131,1198,337,16,1556,5,3689
POA6067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6069,20,3,743,38,141,5,0,158,0,190,0,17,6,0,23,0,22,0,4,0,0,4,0,4,36,166,17,0,178,0,219,0,0,0,0,0,0,0,762,178,17,0,201,3,959,189,4,0,0,4,0,191,6,60,3,0,60,0,64,0,7,4,0,14,0,14,0,0,0,0,0,0,0,6,67,5,0,69,0,74,0,0,0,0,0,0,0,193,71,5,0,81,0,272,54,3,0,0,3,0,56,3,26,3,0,27,0,32,0,3,4,0,3,0,3,0,3,0,0,3,0,3,3,31,8,0,35,0,40,0,0,0,0,0,0,0,51,32,8,0,39,0,88,6206,215,0,0,215,8,6431,336,1566,27,19,1607,0,1944,3,152,51,0,198,0,197,3,17,0,3,16,0,18,341,1727,77,21,1826,0,2158,9,0,0,0,0,3,10,6549,1949,77,21,2044,11,8610
POA6070,0,0,100,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,107,4,0,0,4,0,111,40,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,41,19,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,21,660,29,0,3,27,0,693,27,29,0,0,29,0,57,3,0,0,0,0,0,3,0,0,0,0,0,0,0,33,29,0,0,29,0,56,3,0,0,0,0,0,3,700,53,0,3,56,0,751
POA6071,4,0,101,6,3,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,3,0,5,0,0,0,0,0,0,0,107,3,0,0,3,0,109,47,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,51,15,0,0,0,0,0,15,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,14,3,0,0,3,0,21,575,23,0,0,23,0,596,29,20,0,0,21,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,20,0,0,21,0,54,0,0,0,0,0,0,0,601,49,0,0,51,0,652
